"","cons_page1"
"198","Look at what the people under you can do and bring to the table. It is too often that good ideas are lost because we are not listened to."
"199","Being a new company some adjustments must be implemented during each quarter before one company can fully adapt to its environment. One of the problems in this company is that they already started to maintain everything and settling with what works in the past and expect that the trend and productivity will be the same.  They must first provide concrete structure before making it official and stick with that policy.... The most pressing problem is the location and size of the building. Situated in the heart of Taguig one of the new business centered area in the country but the main problem is the accesability of the area. Factset realizing the problem, provided scheduled shuttle service. But with the growth of the company and changing trends in the country the schedule doesnt seem to adapt to its environment ( the last trip to the company is 5:50 ) in which the main trasportation in the region (MRT) opens at 5:30. And most are resorting to waking as early as 4am just to arrive on time and some are just left with the option to ride a cab just to go to work. ( for entry level employees like me this is a big burden finacially) And with the growth in the number of employees shuttles service are becoming scare and the next shift that starts at 3:30pm are either coming in early or riding a cab to work. The developer of the area ""Megaworld"" already forsaw this problem and offered free shuttle rides around the area and ""peak hours"" scheduled bus rides in and out of the area in which the schedules of the company doesnt fall under. Second is the space. The area of the company if fairly small and with the additions of new employees it is becoming crowded and employees are cramming themselves in the pantry and facilities (lockers are shared and the company has a no bag to workstation policy) they have already started plans to expand its production to other floors. Third problem would be the Management of the company. In regards with the problems and countless suggestions by the employees (which are relayed from the team lead to the management) the response to the queries and recommended solution are kind of slow and employees are the ones who adjusts and suffer. Openess of the Management to suggestions or additional staff can eliminate this problem immediately. Last would be Employee turnover. This company is a good start to those with no experience but to maintain these employees are hard for the company because at one point the compensation are insufficent for one employee and most of the employees are just staying for experience."
"200","Regarding the Management of Factset in the Philippines I suggest to provide a survey regarding working conditions or suggestion boxes for the employees to give their opinion on matters regarding problems or possible solutions and Reviews of company policy in which conflicts with the working conditions of an employee."
"201","Being a company that primarily promotes from within, there are a lot of people leading the company who have not experienced environments outside of FactSet. This alone is fine, but it leads to a propensity to re-invent the wheel before carefully considering whether time-and-effort-saving industry-standard solutions already exist."
"202","It's encouraging that FactSet is starting to explore and adopt new technologies as it evolves its product. But in order to reap larger gains, we need to take innovation seriously and take bolder risks to enter new markets and expand the capabilities of our existing offerings. Our quarter-to-quarter EPS track record is important to keep up, but sometimes it feels like we cling to it instead of forging ahead with new... opportunities."
"203","* Limited career opportunities
* Old boy's club culture
* Untrained middle-management

FactSet's culture has changed.  It used to be inspiring, energetic, and team-oriented but now it's very every-man-for-himself.  There are fewer growth opportunities and so there is more jockeying for power.  It used to be that any smart person with a good attitude and work ethic could find a place for themselves at FactSet;... now it's the people with the aggressive personalities who succeed.

Veteran FactSetters are leaving - including our well-appreciated president - and the word is that they were pushed out, or shall I say conditions were created which made it more comfortable for them to leave than to say.

Some of the change is due to growing pains.  And part of it is that there are more managers, and managers have not been well-trained to get the best out of people."
"204","Focus on training your managers to be good leaders.  Good leaders create other good leaders."
"205","Management could have been better, although after my time at FactSet I believe they have started to make changes for the better."
"206","Place people in management who are capable of having a relationship with consultants."
"207","Outside of sales, rewards for hard work and success are not well compensated.  There seem to be a few people making a lot of money and everyone else is getting by"
"208","When an employee leaves, it is basically a full year until they can are completely replaced.  This seems to be a hazard of the industry but management always seems unprepared whenever anyone leaves"
"209","sideways movement
lack of innovation
Lack of inspiration and transparency in the management team but this seems to be coming from growing pains"
"210","Do not under estimate the cultural changes that are taking place. There will be a transition from employees who are at FactSet as they love the environment to employees who once payment is not sufficient will have no problems in leaving."
"211","Good start to a career, but the Consultant role is not what it used to be. Perks have been taken away in the recession (as with most companies) but promotions and movement within has been seriously decelerated."
"212","Progression through the Consultant role in order to change the way in which it is viewed must be made.  Instead of being a 1.5 yr role as it was when many were hired, their tenure in this position has been prolonged significantly and thus lowered the morale of the group."
"213","Improve raise system and pay"
"214","Pay better"
"215","The worst part of the job is knowing that you are in service to the evils of Wall Street.  It is easy to look past this for the sake of quality, enjoyable engineering.

FactSet also has to compensate engineers more generously in order to stay competitive with hiring/retaining quality engineers.  There is stiff competition in this regard from Google, Apple, Microsoft, Amazon, etc."
"216","FactSet does so many things well for its engineers, but just one year of poor compensation (when the company has plenty of cash on hand) can make employees jaded.  Once employees develop a negative attitude about their company, it can be hard to win back their faith.  And since compensation is done annually, that results in a whole year of employee bitterness: long enough time for some to start shopping around."
"217","Cultivates atmosphere of a ""FactSet Family"" while treating employees like a business"
"218","It's a 2 way street"
"219","- Flow of information from upper management can be non-existant/very patchy
- There is an apparent increase in attrition over the last year where we have lost many senior employees, without enough new recruitment going on to fill the gaps and support growth."
"220","Although there seems to be some effort made to improve the flow of information from upper management, I think it is still nowhere near as good as it should be."
"221","Norwalk is boring
No real code guidelines leads to sloppy code
PD is not very rational and they control specs"
"222","The business plan is to hire a lot more engineers, but it seems as if they have been hiring more and more unqualified people. This will not end well."
"223","-Pay  below larger players in the industry
-Not a lot of cohesion in Engineering, every group and individual does their own thing for the most part."
"224","At the core we are a technology company.  I think more focus needs to be placed on engineering; at least just as much as popular tech comanies like google and facebook do."
"225","lack of balance/equality across departments"
"226","n/a"
"227","less pay
decision making is very slow"
"228","none"
"229","Low starting salary, slow career promotion, low salary increase, no bonus. Complex system to adapt. Knowledge and experience is not sharing opening by every manager."
"230","Senior manager should inspire new hiring to grow up fast, and take responsibility fast. To generous share the revenue with every working hard employee."
"231","Hard to make alot of money"
"232","n.a"
"233","If you're not interested in sales or product development, growth potential is challenging"
"234","Continue as is"
"235","Most software engineering jobs involve some sort of on-call obligations.  Usually it's not too bad, but some groups do get paid a lot.
The pay could be better."
"236","Pay engineers more.
Come up with a sabbatical program to give employees a larger chunk of time off.
Start an office in a more fun city, like Denver.  Not all of your employees are all that interested in the financial system.  It would help retention to have more chances for growth outside of Norwalk."
"237","Flat structure, so you hit a ceiling pretty fast, usually some sort of sales or product expert role.
No 401k matching"
"238","keep up the good work"
"239","poor management
slow or limited career progression"
"240","Three words: Leadership by example."
"241","Base salaries start great but don't continue trend in depth of time - generally speaking Factset could be rewarding its key assets, its engineers, more accordingly with market standards."
"242","Well managed company - keep it up!"
"243","* Path of growth is limited; Specialist just means you're a support and sales hybrid

* The quality of Development and Engineers are so inconsistent. A few are sheer geniuses and too many inept developers and engineers.

* Development and engineering structure does not make sense; lack of cohesive development process.
Why are we recreating features in other applications that we already have in existing... applications? 

* I feel bad for our clients when they face very buggy softwares and bad quality data."
"244","Development needs critical help. A lot of people from acquired firms get promoted to higher development positions even they are ill-equipped for the job. They carry with them their poor process and structure or lack thereof.

Products and databases should be well linked and not replicated. Also, I don't understand why we are paying money for information we already have in our database. Stop partnering with data... vendors with sub-par quality data. Just read the enhancement requests and you can hear the clients screaming at the quality of our products and lack of data integrity.

At the route development and engineering is going, small companies with better development process will eventually take over. We can at least gather quality data since that is our future."
"245","There is alot of internal politics. People who've been with the firm for long are favored, and not always the best performers. The levels of knowledge in finance, which is supposed to be the core business of the company, is very low, and the majority of people are  the 9-5 types who can't go for a beer because they need to feed the cat.  Very few ambitious people, but one gets the feeling that thats what is... preferred, and is reflected in the salaries, which stagnate once you join."
"246","If you want the London office to be more revenue generating, change the HR team, or hire recruitment firms. There are too many deadbeat people with limited ambitions."
"247","- Mangelnde Karrieremöglichkeiten bei FactSet in Frankfurt, da das Team nicht groß genug ist"
"248","Übernehmen Sie eine größere Führungsrolle"
"249","Compensation isn't as competitive compared to other companies in the area."
"250","Increase compensation to increase employee retention."
"251","Probably could be higher in pay. Senior management isn't as involved as they should be with the day to day and have a mentality of ""nice job, but let's get to the next goal"" Their goals are not always realistic."
"252","Spend more time with consultants and sales to understand the challenges facing the day to day work.  Also be understanding of current enviroment and difficulty it presents for selling."
"253","- Career progression is non-existent
- Stuck in a cube all day long
- Salary increases are small and as there are no promotions, how are you going to get a higher salary.
- PD skills aren't transferable to another company"
"254","Provide training that is recognised."
"255","-salary may be less competitive 
-not as many growth opportunities"
"256","If you feel that you are not talking enough to your direct reports or if you don't hear from them, take measures to change that."
"257","Training program is sparse if you aren't an engineer or consultant."
"258","Provide more thorough training classes for the new hires."
"259","Compensation is not competitive, at all.  For the amount of work consultants do they deserve to be paid a lot more AND receive a better stock comp plan.  If compensation was better you wouldn't see consultants leaving for 50+% pay increases after a couple years or less."
"260","Our product:

Take a good look at the engineering and development side of FactSet.  Our software is the core of our business and it is terribly slow, unreliable, and difficult to use.  It's tough to sell a product that crashes regularly during demos and is 10x slower than certain competitor products.  We need some serious development resources devoted to making our software quicker and more reliable.  Google takes... a fraction of a second to load a million search results, FactSet can take 30+ seconds to load one company snapshot page.

Compensation:

Compensation for consultants is not competitive, starting salaries have been the same since early recession.  We gain great experience at FactSet, and can apply these skills at other firms for a lot higher pay.  The end result is that great consultants leave which negatively impacts our ASV.  

Upper management takes seriously the idea of gradual, long term growth which is great for our investors.  Why not make it easier for employees to be investors? Our stock compensation plan is decent, but if in addition to higher pay direct stock compensation (not purchase plans) were available it would be huge in retaining key talent."
"261","-Low compensation
-Narrow company space compared to number of employees
-Can't have my own space
-Sometimes, work efficiency problem"
"262","There is not much clarity with your future at FactSet.  You can never get a straight answer from management about growth opportunities.  Compensation is a black box for sales, and aggressive sales people aren't appropriately rewarded for their efforts.  There is definitely a boys club here that doesn't welcome new members.  There is a lot of money that can be made for FactSet, but they fail to recognize the young... and eager that aspire to move up in the ranks."
"263","Provide more clarity for tenured employees in terms of careear progression and compensation.  Over the next few years as the markets improve there will be diffifcult to retain these employees."
"264","1 pay can be better as we are in an investment  sector, could lose employees very quickly to asset management, investment banks etc"
"265","Create more opportunities, and try and promote to prevent good workers from leaving, we need to grow as a business which means keep key players"
"266","headquarters is in Norwalk, ct where most of engineering is."
"267","more information sharing!"
"268","Ineffective performance reviews and not adequate monetary recognition"
"269","It is on the tipping point of becoming a large company."
"270","employers have not good compensation"
"271","give more oppotunities to employers"
"272","no extra-hours payment, growth oportunities"
"273","more opportunities"
"274","Always a challenge but always learning"
"275","Keep up the good work"
"276","lack of communication from middle management"
"277","More transparecy in the review process.  More direction needed. Managers need management training."
"278","not yet well-known or fame like their competitors when people heard the company name."
"279","be competitive"
"280","- It has changed from a fun friendly company and grown more bureaucratic
- Not much career progression upwards
-You tend to move sideways or another department to better your skils
- Favouritism is highly favoured 
- Bonus & incentives are not filtered down especially to some who worked hard during the year
- Promotion is based on who you know and not necessarily merit
- Not all management can lead
- It is... every man for themselves
- Any studies outside CFA are not paid for
- Communication between management and direct reports lacks
- Key hardworking people have left the company or were forced to
- Cliques exists so you have to suck up to get in one
- If you don't drink, then you are easily left out of inside knowledge and those who do progress faster
- Blame culture exists"
"281","Communication is key..meetings are great on progress of the company but:
- some don't know the strategy
- reward those who work hard
- take the blame for issues which were self created and not pass off to direct reports
- have more management training
- stop promoting people based on length and who they are instead of those who have the skills to perform
- question why there is such a high turnover of key... people"
"282","There is a little to much mixing of people's personal lives and professional lives at FactSet. This can be a good and bad thing."
"283","For people in the consulting role, it often feels like you have very few career options if you are not planning to go into sales. You should clarify what other career paths are available."
"284","Can be monotonous at times
Hard working employees can be overlooked
Some Co-Workers are ""Content""
Offices are Relatively Far Apart
No clear Career paths are Defined"
"285","Take a look at what employees actually care, and what ones just do the bare minimum (or less). Reward and promote those who are hard working and want to make a career out of their jobs."
"286","- Disengaged CEO
- The senior most leaders have weak relationships amongst themselves
- No energy or drive to really succeed
- Everything is a success - including failed projects
- No consequences for consistently missing deadlines on key projects"
"287","CEO should get engaged.  FactSet has some great assets but is letting real success just slip through its fingers.  It can never become the next great player until its senior leaders can really talk with each other and listen to what is going on."
"288","- Information is not always filtered down from senior management"
"289","As FactSet continues to grow, it will be even more important to expand the amount of methods of communication among employees."
"290","- Hard to advance career in remote offices
- same people in management since the beginning
- company has grown over the years yet a feel of small company"
"291","Should take bold steps and be willing to invest more in product development. Also, more oppurtunities and career path for existing employees."
"292","No adjustment of salary (COLA) for working in NYC.  Starting salary was the same across all offices in the US, so a clear disadvantage if you are hired for the NY office."
"293","Be honest about compensation in upcoming periods.  Either increase base salary or provide some incentive for employees.  For a job in the financial services industry, the pay is very poor."
"294","The promotion system is a mystery.  At times it seems someone reaches into a bag and draws a name to decide who gets promoted.  Some Consultants move up after a year, whereas some have been Consultants for more than three years.  Seemingly no pattern to this.  Also, a Consultant's skill set surpasses that of management in terms of ability to support clients very quickly.  At that point if you don't have a clear... vision of where your career is going, and make that known, you will be stuck in one place.  You have to be extremely self-motivated to establish a long term career here."
"295","Know our clients.  Know our jobs.  Ask questions."
"296","The Admin guys are very lazy"
"297","No proper managment. No leadership quailty. No proper utilization of resources. No motivation or career advancement. No recognition of your work."
"298","Should know the process first. How to motivate employee. Should know how to handle resources fully. Should be goal oriented."
"299","Not too much job diversity, fairly specialized"
"300","Keep it up, so far so good"
"301","- Compensation is approaching the bottom of the barrel given the skill set of the employees and completely disregards cost-of-living changes in the economy or region, despite the company's relatively good performance in the market.
- Very weak and poorly defined career growth path for many software engineering positions.
- Employees promoted into management rather haphazardly and arbitrarily. The company tries to... solve this rather fruitlessly with management training.
- Many dead-end hiring positions setup arbitrarily without a care for how an employee can develop in that position. New hires: although there are some amazing opportunities at FactSet, be very weary of which position you interview for.
- Few non-managerial training options for software engineers."
"302","Make sure your employees have clear career paths and room to grow within the company. Don't look for the best software engineers in the industry just to put them into a dead-end job. Please consider how an employee would be able to grow in your team before wasting their time and the company's money. I cannot emphasize this enough.

While you get that first part sorted out, seriously reconsider the compensation... offered to your employees. Make sure money is an after-thought, so your employees can focus on developing themselves in the company, expanding their skill-set and start thinking about what is best for the company rather than how to get by."
"303","Poor pay - have felt underpaid from day one
Salary is very hush hush - feels like those who complain or threaten to leave get the bigger raises
Career path is DIY - don't get much guidance from managers"
"304","Please rethink the salary scheme since it's the main drawback to working here"
"305","QA department is woefully under-staffed
Product Developers have too much control over engineering - they often tell engineers exactly which projects to work on and how to do them"
"306","We are a software company, to succeed, you'll need to ensure that good software engineers want to work here.  Lack of support for engineering decisions from senior management and product development make the good engineers walk away."
"307","If you don't like travel, then sometimes the intercontinental trips can become tiresome, but that is something that is easily overcome. If you don't like open offices that foster communication between teams and team members, then you can always put on some headphones and listen to some tunes."
"308","Not much, only to continue the great levels of transparency so that the teams that deliver the vision can continue to feel like stakeholders in the process."
"309","Pay is not as good as the banks (although it is close), this is a software company, if you want to work all hours of the day and be rewarded with a huge pay cheque then go to a bank. FactSet makes up for this by being focussed on engineering and encouraging a good work / life balance.

The company can be a little slow in identifying poor performers and acting on this, which can seem unfair if you are doing very... well."
"310","Really, the main thing FactSet needs to do is to get its name out to potential employees. Most people I speak to have never heard of FactSet and this puts them off joining when they have an opportunity at a better known company. Overall, I think they would probably be better off at FactSet and the company needs to do more to stop this being a factor."
"311","Very few are motivated to do the right development thing"
"312","Value software development more ,long term software development that improves infrastructure is a good idea."
"313","Compensation is also a con, because it could be much higher.  It's important to keep in mind though that Factset doesn't ask too much of their engineers so paying them top dollar would be silly.  There's a lot of turnover in upper managment in the software department and it feels like most people view Factset as a stepping stone instead of a career."
"314","More emphasis on creating a culture that excels at giving feedback, trust your employees and treat them accordingly.  Find EFFECTIVE ways to make Factset a place people want to wake up everyday and work at, not one they put up with because the lifestyle is good"
"315","employee morale is falling, attrition is rising, bureaucracy prevents rapid innovation from happening, key talent is getting ready to leave while the company worries more about recruiting than employee development and retention, little motivation to go above and beyond"
"316","Some recent policies intended to control operating costs have caused resentment, jealousy, and infighting between groups. Senior management is widely perceived as being out of touch with lower level employees."
"317","- Compensation and promotion policies here are a mystery 
- If you ask questions, you will hear the same generic answer from all levels of management over and over again
- Pay is sub-par, with no performance bonus and small raises
- You will not be rewarded for working hard
- Has become more bureaucratic in past couple of years"
"318","Work on employee development rather than recruiting.  Pay employees competitive salaries or bonuses and quality of the product will increase"
"319","Somewhat risk averse culture - the big idea might never get realized but the small incremental ones will. Some view the company as a starting point, not a long-term career option which can have a negative impact on the morale of the best performers."
"320","Continue to communicate large initiatives down the chain. Continue to pursue process improvements as well as new, quality  revenue opportunities."
"321","- Previous employees have used FactSet as a stepping-stone. I believe this is partially due to the fact that they are no longer being challenged. Engineers love challenges and you can only go as far as to create your own, but then what after?
- Salary inversion.
- With certain managers, you must constantly remind them how hard you work.
- The recent hiring blitz has introduced some less than qualified engineers... into our talent pool.
- Some product developers are very capable and easy to work with; others are rude and constantly demanding or incompetent.
- There's no such thing as a free lunch. It's part of our total compensation package and the quality of the cafeteria has been declining. Some employees avoid the cafeteria altogether."
"322","Pay attention to what your current employees have to say -- We are your best asset. We've endured long hours, cutbacks, and economic crisises."
"323","Bad compensation. Departments are disjointed, you could have no idea what the person next to you does"
"324","Too Crowded
Queues in the Canteen (Queues everywhere)
Its a call center. Not a software company
Hardly any innovation. Using old windows 32 API to develop user interfaces.
Don't join the C++ /SQL team.
Not enough diversity. Disengaged workforce.
Horrible location. The DLF building in Hyderabad is too crowded and small."
"325","None. Stop being a typical financial services company. Try to upgrade your technology. Improve your canteen/infrastructure services."
"326","Management  (at least in my office) was very strange-- Catty, gossipy, and not very confident.  In fact, there were too many managers and it was not really very clear to most what each did. I know this sounds common, but the office went through many changes that were never really explained and  most were afraid to voice concerns out of fear of retaliation. The office was a place were smart, hard-working consultants... were not rewarded and sub-par consultants who did not rock the boat were quickly elevated. This resulted in many of the smartest people leaving for greener pastures. In fact, my office alone saw huge levels of defection to clients and other companies. Most left to either (1) make LOTS more money ( myself included) or (2) go somewhere where they felt appreciated  and intellectually challenged."
"327","Top management needs to bring in experienced managers and not just promote top-performing salespeople to management. Just because someone was a good salesperson does not mean they will be a good manager. High levels of attrition in any office in a short period of time should be a red flag that something is wrong."
"328","May get stuck with a boring project"
"329","Document your software (internal). There could be some standards set in place or a designated person to review and document software. This is especially important for internal software as this is heavily used to help run the company. Overall, I respect FactSet, its policies, and my current compensation."
"330","After consulting, you have opportunity to move on to another department or into management, but if the options don't suit you, you hit a dead end as you very quickly realize you are ""outgrowing"" consulting.
Also, the structure of management in consulting is such that managers aren't directly involved in the accounts you, as a consultant, work on.  So they know little to nothing of the accounts beyond what you tell... them.  It is hard for them to understand the difficulties to face and try to help."
"331","Dictator rule at Hyderabad
Process adherence in processes is a distant cry
Favoritism, no uniform policies for all groups and levels
Promotions are not based on merit.
Performance management is an eyewash, another task to be completed and nothing more.
Very high employee turnover, no attention to that aspect by management"
"332","Some soul searching required in the way employees are treated. India and Hyderabad market is a ocean of opportunities and if FactSet continues to run the organisation the dictatorial way, doomsday is not far away."
"333","Rigid promotion requirements hinder top performers from faster recognition (for some teams, not all), pay is average to below average for the financial software industry in NYC, in-house technology-oriented training not at the level of managerial training, an initiative needs to be developed to help PDs and engineers collaborate better (I'm serious about this), working in the financial software domain means you... don't really understand the end-user (unless you are a banker or money manager), some teams have pager / on call duties, specialization means cross-team moves are less likely."
"334","FactSet is the best place to work in the financial software industry, despite its shortcomings. I qualify this because the industry may not have the mass appeal as some others such as consumer-facing industries or social networking companies. Nothing you can do about that. Recommendations: make the promotion structure more fluid for high-performing engineers. Pay PDs more, they deserve it. You are not a mediocre... company but you pay like one; raise your average pay to be in the top 10-15 percentile in the industry. You have a ton of free cash flow, make sure you do everything you can - not only pay, but also benefits, promotions, training, and compelling work - to keep your top performers motivated and challenged."
"335","Norwalk location is not the best.  Opportunities for personal/professional growth can be hard to come by."
"336","Need to expend their domain."
"337","Nothing"
"338","Beaucoup de mauvais managers et FactSet manque très souvent de volonté pour résoudre le problème ou n'en n'est pas conscient. Ils sont ravis de chasser l'incompétence au bas de l'échelle alimentaire mais n'osent pas le faire aux plus hauts niveaux."
"339","Rendez la révision des salaires un peu plus transparente - et imposer des quotas sur les suppléments de performance n'est vraiment pas une bonne idée."
"340","- There is a pervasive absence of an innovative spirit
- Compensation is low relative to other employers of similar talent
- Engineering interests take a back seat to sales goals and the infrastructure suffers
- There is often a push to deploy features before they're well polished"
"341","Don't forget that the company is successful because of its software. If you don't push for innovation at all levels you will not continue to displace your competitors."
"342","The only downside I could observe in my 1 year career is its compensation to satisfy an employee of enough worth."
"343","D not let good resources go out of hands with your knowledge just of their dissatisfaction on their compensation."
"344","Low Compensation, facilities need to be improved..."
"345","-no clear and long term career path
-no fairness across departments (some departments are well-treated, while others are not)
-too ad hoc and no structure in place"
"346","-too much emphasis and investment on offshore teams. I would prefer if the management is upfront and transparent about the direction. It is pretty obvious that we want to cutback on the employeees onshore."
"347","Sales is non-Commission based, high performers not rewarded enough"
"348","Very demotivating environment. Delegation is very poor. No ethics followed by some of the Managers. Attrition level is very high."
"349","Improve the leadership level..Because people do not leave companies, they leave managers.
Provide more learning opportunities for the employees also."
"350","I have seen good work go unrewarded.  There seems to be a lack of personal career growth, lacking promotions, etc."
"351","Keep up the encouraging words, but follow through with advancing opportunities to good employees if you want to keep them around!"
"352","Some ideas are not taken seriously that would increase efficiency and productivity
Management unwilling to help those that want to advance"
"353","Give employees a chance to advance within the company, especially the ones who show that they are willing to expand their skill set and care about the growth of the company."
"354","Compensation, compensation, compensation.  I received a handful of offers and all of them were more then what FactSet was paying me.  To be fair, it's management strategy to keep costs low.  I don't fault them.  It's just plain facts.  Work/life balance is fantastic there so it's a sacrifice most existing employees are willing to make.  I figured I'd join the rest of the crowd who complain about salaries at FactSet....

On another note, I noticed employees who come through acquisitions are under qualified for the positions that were handed to them on a silver platter.  It's absurd to me how little some of those people know about FactSet.  There should be a yearly quiz on how to write a simple =FDS code.  You'd be shocked at how many ""managers"" in the company sneak by without knowing it.  Shocked.  You know who you are.  You shammers."
"355","I still hold a ton of FDS shares so keep those costs down.  I'm happier now that I'm a shareholder and seeing everyone complain about salary.  I know management is keeping shareholder interests at heart!  Keep driving that ASV!

Consultants should be paid a tad more.  Troopers.  I feel for all of them."
"356","Salary and compensation aren't close to market rates
Not enough recognition from management"
"357","Stay true to the vision of Chuck and Howard and avoid trying to change over to a Thomson model of personnel or acquisition."
"358","Keep fighting the good fight and continue to keep bringing in members of the consulting to the product management and engineering teams."
"359","Salary is lower compared to other companies. Some admins are not good. You have to fight for your benefits. That's all."
"360","I dont think we are paid as well, but not sure"
"361","there is not necessarily a sense of urgency in the firm, it is a conservative culture, and therefore you can reach a glass ceiling relatively quickly. It's also of such a size that beauracracy is now well embedded."
"362","Learn to be more responsive or you're likely to be overtaken as several firms have already done."
"363","Company is getting bigger fast and red tape is increasing.  Communication from the top borders on dismal as the firm continues to grow.  Top of the company is a bit of an old boys club and the performance of some of that group is questionable."
"364","Communication is key."
"365","Limited number of career tracks"
"366","low pay.
 they dont know how to treat financial engineers. Your niche skills are considered no better than a software engineer. Its a software company and its view of mathematical modeling is writing code!!!!!
No career path defined and joining diffeent teams is riven with red tape."
"367","churn is owing to low pay in financial engineering.
You cant rate a financial engineer alongside a software engineer while yearly appraisals. Its naive.
Give people with appropriate skills the appropriate job to do."
"368","Difficult to connect ""piece"" and ""responsible person"". There is almost no common general procedures like deployment and support."
"369","The consultant position is very mundane work where you have to solve everyone else's problems. This position teaches you close to zero skills that are transferable to other positions in finance. In any position at Factset, but primarily at the consultant level, you are dealing with problems that wall st does not want to deal with. A typical problem is ""my numbers in Factset don't match Bloomberg's, can you help me?""... I would highly not recommend this job to anyone with any ambition to make it in finance. Do not be fooled when they tell you that you can move up in the company and that CEO Phil Hadley started at the consultant level. From the consultant level, you either move into product development or a junior sales role. I worked at Factset for a year, and while I was there, I watched 6 consultant quit their jobs to move onto better opportunities. In short, Factset breeds complacency and can not retain any talent within the company."
"370","When clients provide feedback like ""Factset's numbers are always off,"" I would take note and fix it instead of justifying how they are actually right. Most of the management have the Bill Lumbergh personality."
"371","Low salary base package.And small minded outlook among peers."
"372","Most of the reviews on this website pretty much sum it up.

The work is cumbersome and trivial. None of the work is intellectually stimulating and there is no incentive/reward to try. The management team expects you to go the extra mile for every client no matter the  request. That is understandable, but you quickly realize that most of the required solutions make no practical sense.

This is a software company... that tries to disguise it's ""consulting"" role as a finance related role. None of what you do is finance related. It is more backoffice IT support. You don't learn much after training as almost all clients call in with the same menial requests.

If you are a motivated/hardworking/smart individual this is definitely not the place to grow and develop."
"373","The company culture seems to be focused on being mediocre and learning to stick with the illogical. Learn to focus on what matters (practical solutions)."
"374","Not a great deal of creative freedom on projects, or places to input new ideas and/or suggest new projects if you're new.  Cafeteria food varies in quality, but free is free is free.  Fairfield County, CT can be expensive (although some parts are nice to compensate).  Pretty hierarchial in structure.  Engineers don't strike me as being miserable, but neither do they seem wildly happy."
"375","It would be nice if newer engineers had a chance to think more entrepreneurially and propose/start their own projects where necessary or desirable (think Google), even if this in some cases required longer hours.  Structure of the company feels rather rigid, overall."
"376","Consulting can get mundane after a year"
"377","I haven't found anything I don't like about the company."
"378","work can be monotonous after a while.
limited professional progression possibility.
no job rotation.
no information about the job scope of other departments."
"379","Career options are limited within the company and mobility to other position can be confusing."
"380","Not so good salary and compensation, stupid and incompetent HR, sluggish Indian senior managers, no onsite relocation,"
"381","Managers in India please be sensible."
"382","As I said it is Best place to launch a career, I mean it..it is just a good  place to start a career and not to hang on with as the rate of career progression and hikes are very low."
"383","Please concentrate on employee care."
"384","HR team should be well matured in preparing policies"
"385","HR team should be well matured in preparing policies"
"386","learn as much as you learn"
"387","there must be career growth"
"388","Not a good place in terms of learning,career growth and compensation."
"389","Increase the salary to industry level,change the criteria for internal job promotion,so that right people can be at right place and will not be demotivated."
"390","- Depending on the department, work can be occasionally tedious and redundant.
- As a corollary to the previous statement, it is hard to pinpoint potentials for career growth.
- The compensation for OT, working, and nonworking holidays is rather inadequate.
- Branch is getting very crowded. People have to wait in line for a long time before finally logging in and out via the biometrics.
- Admin is slow at... addressing employee concerns, especially when it comes to benefits and compensation."
"391","- Open more opportunities to current employees
- Work on improving performance metrics.
- Hear out and listen to the employees' suggestions and make an effort to provide solutions."
"392","Many ""managers"" seem to have no management skills and should be reporting to the employees under them.

Pay is pretty low

Limited to your creativity"
"393","Management should reevaluate their mangers of various departments. Its pretty bad"
"394","Rated one of the Best company to work with , but not in Hyderabad.
Absolutely not a place to settle down.
Unprofessional approach towards employees. 
Stringent policies"
"395","Outsourcing does not mean paying less salaries to your employees.Please understand employees feedback."
"396","salary is average, not competitive"
"397","Pay is higher elsewhere, but at the cost of work/life balance"
"398","Career growth and progression needs to be looked at.
Communication from management needs to be better.
Compensation a bit below market average"
"399","Provide employees with the proper tools and knowledge to grow within the industry."
"400","Almost no vertical movement available, severe micro-management by director-level people, annual review system makes no sense at all and almost everyone hates it with a passion yet HR will not change it, no path for complaints without real fear of retaliation and backlash.  Also, FactSet does NOT PAY the FEDERALLY MANDATED reimbursement for 24-hour on-call rotations."
"401","Read federal and state labor laws.  Provide more opportunity for current employees or watch them go elsewhere."
"402","Long hours, demanding clients, work/life balance at times is not equal, no bump in pay for promotions (performance only), many performance goals and automated metrics for calculating, ""can't say no to clients"" attitude leaves employee bearing lots of project work."
"403","Help employees balance out work/life. Spread growth opportunities to all offices vs headquarters."
"404","On-call duties permeate a lot of the roles, are there are also a lot of legacy tech that would leave many people flummoxed by it."
