"","x"
"345","- Raises are poor, and our stock price was used as a justification for them being low.  (no mention of revenue or profits, which have been stable or climbing) No performance bonuses for younger employees (maybe it's different for more senior personnel, but I'm not sure), so don't bother working hard here, you won't be rewarded. On call is not compensated.

- Managers pay extensive lip service to quality... engineering, that is not backed up with action. You'll in-fact be penalised if you're focusing on quality engineering over just shipping features, even if they're dangerous/flakey/poorly implemented.

- ""Developer Services"" is a division of the company responsible for maintaining infrastructure and tech for developers. They're awful obstructions to your job.  The test system is flakey (not counting the actual tests themselves), build system is slow and often incorrect, and there was no supported way to generate documentation using tools by senior engineers; you had to do it manually, and they didn't care. Your life as a developer is going to be made worse as a result of this division.

- Low motivation due to outsourcing, low engineering standards. Senior management lies about out sourcing (we were ""expanding"" into the Philippines and India), but many of the teams I depended on for databases/infrastructure were entirely in the Philippines. No documentation/brittle tests and no desire to change this.

- Most hires are new college grads. Many of these are non-native english speakers who form cliques around their native languages. As someone who only spoke English, I sometimes felt isolated or like I was walking into a different country.

- Satellite offices leave you feeling out of the decision making processes.

- Terrible managers, who do little to support you in your job, and your growth as an engineer."
"346","Poor pay and comp has no relation to reviews or ability
Openly waste money on unnecessary travel and expenses and then don't pay people
If you're not in the sales and consulting teams, often made to feel ignored/worthless
Not innovative or open to new ideas. More concerning with acquiring company after company"
"347","No cons I can think of"
"348","Company is working to upgrade to modern tech infrastructure, which has consumed a lot of resources. Once that is completed, should be able to better enhance the products."
"349","Reviews and compensation are structurally flawed, not competitive with market
Regular reorganization
Client-facing roles often poorly defined, scope changes regularly"
"350","Less amount of the leaves."
"351","Earnings Seasons are tough but manageable."
"352","Very low utilization of skills, dull in improvement in terms of knowledge, politics, low salary structure, no incentives and shift bonus."
"353","Nothing as of now. Everything is fine."
"354","None found for now, Not Applicable"
"355","Work can be boring for those who wants challenging tasks.
Bell curve is still used in giving ratings but there is a promise to go away from this."
"356","I experienced too many to name."
"357","1. Compensation is low.
2. Less growth.
3. No similar process in other companies"
"358","There will no growth"
"359","Less salaries and hikes
Would have better managment"
"360","minimum training period for different markets, less promotions, and  leaves"
"361","Charge de travail peut-être très importante sur certains types de clients."
"362","no cones i have seen ever"
"363","Experience is not good. please join somewhere else."
"364","Not much career opportunities. The pay is not that big."
"365","No real training. Disorganized career plan. Company made money but raises and bonuses not given out. Would not approve paying for education that did not directly align with current position."
"366","Difficult to navigate mid to senior career."
"367","Less Opportunities and very less pay"
"368","Less Salary and no allowances for night shifts"
"369","Getting bigger so it's losing that small company feel that I grew up with."
"370","As of this year the Consulting role is changing dramatically but I will speak to what I know. You have an enormous amount of Help Desk responsibility for the first year or two. The skills you learn do not translate well to other jobs. Niche industry. 

The main reason I left and several others have is due to slow career growth and poor compensation and its just getting worse. (See my final thoughts below)"
"371","More communication, more often."
"372","there are no onsite opportunities"
"373","salary is less compared to other MNCs"
"374","No Cons to report for this great company."
"375","Compensation below market standard for similar roles"
"376","Low starting salary, 9 hour work days"
"377","Limited learning, mostly would work in internal products of Factset, less scope to learn other applications in market such as SQL, Tableau, etc.."
"378","Promotions are scarce and not adequately compensated. The CEO cares more about image than providing a quality product. Most development work is sent overseas and is not held to a high standard. Few QA testers, lack of resources across the board. The company is more focused on marketing campaigns and installing giant Tv's in the office than employing the ""best and brightest""."
"379","Relatively low salary compared to other companies in the industry"
"380","Difficult to learn something new for my job"
"381","Becoming too big.  Multi reorgs within the past 2 years"
"382","No cons, great place to work"
"383","Growth can be tricky, limited opportunities"
"384","No growth
Compensation is not worthy
Low hike rates"
"385","copy past work, the low scope for  skill development, politics,"
"386","If you have experience at another company,  it doesn't seem to matter. You will not be considered for new roles and your prior experience is not valued.  They already have the winning candidate pre-selected before the interviewing process starts."
"387","Some take advantage of the work life balance
The company let's non performers linger to long
Business analysts don't visit clients enough"
"388","At times company can be too close minded to new ideas and practices"
"389","Most of the people communicate in the office in Telugu"
"390","- tasks are repetative
- tasks are time sensitive. You'll have trouble finishing your tasks in time during your first month.
- some departments have a peak season, you'll have no choice but to do an over time to meet the quota. 
-You'll have to go to work during the holidays or work remotely in your house if you dont want to go to thw office."
"391","-Lack of transparency from higher ups"
"392","Once we learn the tricks of the trade there is a lean learning curve."
"393","Not a place if you expect competitive or good  salary.

Due to the flexi holiday system, managers force you to not take leaves on festivals in the name of capacity planning

Very rigid culture in operations"
"394","Pay is less than the competition"
"395","promotions we can expect"
"396","This company has lost the entrepreneurial feel that made it grow so quickly over the last decade. While working there, I felt the inflexibility of an old-school firm that is begging to be out-innovated as talent continues to leave for better jobs."
"397","Management doesnt seem to understand the problem with a top end that never leaves and a huge group of 20-somethings.  This place will continue to have turnover and the only people left will be the ones that are average at best.  There are a few exceptions but unfortunately they're stuck behind lifers!"
"398","None that I know of"
"399","Old tech, slow pace, hard to keep up with new tech"
"400","On-Call Duties. But, depends on the project you are currently handling"
"401","-Less Salary
-Less Perks
-Top layer will be only US people"
"402","None. You can work here."
"403","The company has grown to a size where it is restructuring each year or two and this can be disruptive and affect communication."
"404","Benefits are starting to be cut. Meager pay raises"
"405","Nothing to mention anything about"
"406","less money as compared to other companies."
"407","Everything is handled from US"
"408","Very sales orientated sometimes at the expense of client experience."
"409","Nothing really, great company to work for"
"410","- Shifting Schedule
- Base salary
- Not much room for growth
- Job is boring"
"411","Not much room for advancement within the Youngstown office."
"412","Package is less compare industry"
"413","Static , laid back , not much scope to learn in many teams"
"414","shaky upper management, Low pay grade, no yearly bonus"
"415","If you like to be around silent corporate drones, mired in bureaucracy, trying to find the cheapest and fastest way to do something then this is the place for you!  Even if the fastest and cheapest way takes obscenely long and the programming or data are wrong- a significant portion of the data is- that's going to be someone else's problem later and the overseas workers problem now."
"416","Comfortable job, uninspiring room for growth and new learnings outside of company's new products, 90% of the work is done by 10% of the people"
"417","-Weak software engineering standards at an organizational level. Most engineers don't write tests and aren't required to either. Documentation is very poor/nonexistent. Shortcuts are commonly taken to meet deadlines.

-General preference to develop tools inhouse when better third party tools already exist. These inhouse tools are generally poorly maintained.

-Large legacy code base with outdated... technologies

-General lack of innovation. Most of the work seems to be focused on maintaining or making improvements to existing products.

-Pay is average"
"418","The BelCurve method is disastrous. Though you work hard, you may not be recognized. The only way is to be smart."
"419","* Pay is good for new grads, but raises wont keep up.
* Retirement plan is sub-par for the industry.
* Career progression for engineering is non existent.
* Feature factory type mentality.
* Middle management is typically incompetent and is very clique-y
* Little responsibility and trust is given to individual contributors.
* Upper management tries to encourage innovation, but middle management is not interest... in hearing bottom up ideas, and is more focused on maintaining control, so no innovation happens
* Major outsourcing push and upper management wonders why moral is low."
"420","Welcoming, inclusive culture has been eroded due to scale of growth and significant changes in management structure in the last one or two years."
"421","- No culture at all
- Way too many meetings
- Old-school C++ engineers who are now being forced into Web Dev with no motivation to do anything properly or to learn
- Still stuck on archaic technologies with no real push to catch up to the industry. Things like SharePoint, Twiki, PPT, please get rid of them. Not talking about RPD or VMS.
- Too many proprietary technologies"
"422","slow pace,  People here are not aggresive"
"423","No much negative feedback about it"
"424","Not many opportunities here at FactSet"
"425","I left before Bisam and Factset fully integrated. However, I think there wouldnt be much of a growth in my department since theres plenty of us striving to out-do each other. This is for IT department."
"426","No growth for Systems Engineer and they literally work like labors."
"427","Nothing major that I can think of."
"428","Improve manager roles to help with career progression and mentorship programs throughout the company."
"429","- Not the typical 9AM-5PM, it simply depends on your team expectations. 
- Lunch time isn't very social. Everyone just eats at their desks. 
- Some people that have been here for a number of years that have the my way or the highway way of thinking
- No summer Fridays 
- No bonus structure"
"430","The company is going through change and it's taking it's time.  Not all areas appear to be as celebrated as others, which is a shame."
"431","- The pay is small compared to other financial companies. There are no bonuses and the food allowance generally doesn't increase. Perhaps FactSet is more comparable to a medium sized technology company hence the respective pay. In fact the pay at one point for graduates was just shy of those who had been in the firm for two years.
- Some teams, particularly more backend  focused teams will to deal with more mundane... work, legacy systems and an on-call rota.
- Too much focus on the U.S"
"432","No bonuses and little place to go after you move into sales"
"433","1)Routine work
2)lacking to have career opportunities"
"434","Compensation is not that competitive. Stagnant learning curve after a year of staying in the company."
"435","- Coming in as a Consultant, you're end up staying on the support desk longer than they advertise
- Compensation is a little lower than it should be based on the work you're doing (essentially act as analysts for clients)
-  FactSet is growing from a mid- size company to large and going through growing pains. TONS of shifts in  HR policies that have resulted in slower transitions to new roles."
"436","The support role isn't very glamorous, and it is quite inconsistent (both good and bad). One day you could be telling someone how to shut off the mobile app and another day you could be building out entire performance reports for a whole firm. After few years of consulting, the bad starts to outweigh the good, but you have to go out and fetch your new job internally. 

Transition times between consulting and other... jobs take too long, which means in addition to the forced 2.5 yrs in consulting, you can tack on another 3 months of transition time before you can stop answering your previous clients. Internally, the firm is seeking to change the consulting model, but that'll mean a good chance of trial and error for a few years before they get it right.

Consultants across offices within the United States all make the same salary, regardless of city. Of course, no one forced you to choose New York over Norwalk, but it would be appropriate to adjust salary for living expenses."
"437","It is a time of change- it will take some time to really get to what we know we can become. People fear change but industry employees know this is what will take us to the next level."
"438","You need to push your growth and wait for the right time to grab them"
"439","Do not offer career development, growth or paths. Do not have performance discussions or periodic check ins. For those that have been working at FactSet for 15 + years they treat us well and will do more for ""us"" than the new group. They are resistant to change even though they claim to want it. They are the most unorganized, dysfunctional place I have ever worked. They do not believe in retaining talent, they would... rather protect a manager that has been there for a long time than protect the employees that actually produce and know what they are doing. Extremely behind the times and are trying to play in the big leagues when they are still in the sand box."
"440","Very bureaucratic, takes almost 2.5 years to be considered for a promotion (regardless of how hard you work)"
"441","Il y a très peu d'inconvénients. Cette entreprise n'est pas faite pour les gens qui ne veulent pas voyager ou qui ne désirent pas parler anglais."
"442","Management, the role of a consultant is actually just a customer service role, be more clear about the intensity of the phone role in the interview"
"443","Nothing to think about. 
Technology at some teams could be more recent."
"444","old technology, legacy code, package below average"
"445","Managers. - this one depends on the team ( I was really unlucky to have managers like them). 
Carrer progression - Depends on the team (due to change in management in our team, unlike before, it would take you a lot of time to be promoted)"
"446","- morale in the London office is low across the majority of Consultants due to poor pay rises, lack of direction in career path and budget costs
- cuts are on the rise eg monthly free payday drinks are now quarterly, can't expense coffee with a client, removal of team lunches, CFA only reimbursed if you pass
- real lack of respect for senior sales heads (Head of Europe) who have no time for the Consultants"
"447","Bad pay
No bonuses
Long hours
Bad company structure"
"448","Upward mobility, Growth, Technology challenges"
"449","The technologies used are not that advanced. Low level technologies in the development side."
"450","- No career growth
- Lots of politics
- Required Overtime
- No work/life balance
- Repetitive tasks"
"451","- Little career progression, all opportunities go to those in the american offices
- It's supposed to be a ""global"" company, but it's really an american company with offices elsewhere in the world
- A medium sized company struggling to transition into a large company. This is evident from hiring freezes and budget cuts (fruit was downgraded recently).
- Paid well as a graduate, but underpaid compared to... competitors in the industry.
- No bonusses, promotions seem to be related to tenure rather than achievement."
"452","Pay is too far from reality. Some teams have useless workflows to waste time.
Sometimes stressful
Can improve overall facilities example- infra(gym etc)
politics in some teams"
"453","Bring back Hadley"
"454","You would not want to leave the firm"
"455","Understand and Listen to employees."
"456","Compensation structure should be changed"
"457","Would rather not comment at this time"
"458","Honestly, nothing to cite here"
"459","portware - Product is very poorly designed, you will struggle to understand it."
"460","Nonstucturered/ Learn as you go training model (within RMS)
Patchwork/ non consistent client support (specific cases)
Difficulty scaling to larger workload and client coverage"
"461","Raises aren't that much, not every team is treated equality. Hard to transfer between offices"
"462","Very strict in attendance (may deduct your salary or bonuses). Salary is below average in the area. Difficult to take Vacation leave in my department (there are many days you can't take a leave. Half of the time in my department) . Morning Shift is too early. Some department may require you to take a mandatory overtime (which is a good thing if you need extra money, but a bad thing if you have a family to take care... of))"
"463","Management varies from team to team and can affect the work environment."
"464","Management changes and structural changes being made."
"465","Must work on many different projects at once
career mobility is limited"
"466","Try to create career path for consultants."
"467","Evaluation system, Career Progression Plan, Salary structures and revisions, most importantly the  management (AM above). No one has any idea of what is data and research. People from non-finance domain manage core finance domain teams. Managers have no idea on what the data is, all they is play around with charts and show reports that are no way related to product or goal of the organization. 

The Management is... comprised of 2 or 3 people (with one leading by just shouting). His vision of the company is more important than the Mission Statement of the company itself. With his outstanding methods of evaluation, the essence of research has been washed away. No one comes to work with a commitment, they come to work and leave. You have no idea of how you will be evaluated and you don't even know if you will get a reward or a PIP. 
Everyone is rated on a common sheet which has no logic. No one knows what operations is but everyone uses the term wherever needed. A lead need not know what his team does, he needs to know operations (God know operations of what). You will be evaluated based on your desperation at work and not output. Also, attractive females get perks like early promotions (if you are close to Management) reasons which are known to no one."
"468","Don't have any cons at all. Very happy with my job"
"469","Slowly taking away benefits, raises are getting lower and lower/pay is no longer competitive, culture is becoming more up tight, management tries to hide negatives from employees"
"470","I worked in overseas office so the company culture here is not so friendly as the headquarters."
"471","1. The working hour is a little bit too long and the task might be too hard for a graduate.
2. New graduate has too many work to do during thier rotation."
"472","-Compensation is not variable and annual increases have been reduced to  significantly more compensation
-It appears the company has over hired based off of the fact they have significantly reduced new hires being trained in 2017 and have also reduced the budget for performance compensation. 
-You very often hear people regret not getting in the company sooner while it was still high growth and there was significant opportunity for personal growth. Now, the company is spending money to create monotonous internal certifications and testing which are nothing beyond a huge increase in workload that you are not compensated for and it isn't recognized outside of FactSet."
"473","Entirely<U+200B> change management, to allocate work to team lead as what analysis do"
"474","Frequently changes the performance evaluation based on quarter performance.
weak communication channels & no Importance to ideas. No proper appraisals,
slow Growth, No improvisation in existing employees."
"475","Larger engineering group is a bit fractured, could stand to share more knowledge."
"476","Role transitions can be slow and inefficient. Often times you may be working on old responsibilities 6months into a new role."
"477","Team politics, hikes are very less. If you join with good initial package then all will be fine else its very hard to gain good hike."
"478","Takes good care of employees"
"479","slowness in handling payroll issues"
"480","Learning curve is not high after a couple of years."
"481","Company culture is stifling many people in senior management manage with the same style. Management training is internal which could be a reason for this the company doesn't really reward outside the box thinking it's more business as usual ""we've always done it that way"". The new CEO seems to want to change this"
"482","Slow work rate and unorganized management."
"483","-They've extended consultant program time-length
-Managers don't help career progression, you're on your own
-Disconnect between engineering and sales sides"
"484","Pay raises are small each 6mths - very market driven and inconsistant 
Clicks in management and other groups 
Lots of turnover at 1-2 year mark"
"485","Currently transitioning from mid to large company and there are growing pains. Budget cuts are evident in drastically decreasing pay increases, lack of clarity in roles/career progression and even our fruit budget has been cut! In particular, the London office seems to be suffering post Brexit. Mixed messages between ""we want to be the home of the best and brightest talent"" and paying less than market rate."
"486","low pay, no bonus."
"487","- No support or protection for consultants when a client is on the rampage.
- Consultants are suppose to do 10 jobs and do any hacks possible to get it working even if it is not a long term fix
- Turn around time on development is poor.
- Sometimes felt left out to dry with clients.
- The e-mail culture is horrendous, you would be sat 3 feet away and people still send an e-mail or IM when they can stand up and... talk. 
- New London office is nice but the cubicles kill any kind of vibrant working environment, take down the walls."
"488","Don't Apply if you're a woman over 40 years of age"
"489","Lack of career path beyond entry level positions."
"490","Experiencing a brain drain due to recent industry pressures, especially in cities that are becoming more expensive to live in."
"491","Many to say in this part.
Can start your career but don't stay for long."
"492","Nothing to  excite. Free food and transport are not upto the mark."
"493","There is a bit of political influence in the middle management which has to eliminated to increase the productivity of the company."
"494","Bad Pay and no room for career advancement"
"495","No growth in career, stupid politics, internal promotions only for favored for management."
"496","You will hit the saturation point very soon. confined space to grow"
"497","Not a big fan of old technology that's still being used. Migrating from one platform to another takes forever. Too much legacy stuff to maintain"
"498","Not so good immigration policies,
Compensation not par with the industry"
"499","Lack of structure and training"
"500","Stressful at time depending on team"
"501","too much hierarchy; limited freedom"
"502","I didnt find any supeenormal drawback as of jow.  I have been working here and its nearly a year now."
"503","To much target, some time they treat as a worker or labour.
salary they provide is very less with no growth."
"504","Laid back work culture. Not so good compensation."
"505","The one thing which comes in my mind under this topic is compensation.
They don't pay you less, but comparing it from market one may feel sometimes.

But, to overcome that as well, The senior level management are doing market corrections to change that mentailty of employees as well."
"506","Low salary and bonus,there's no room for growth,"
"507","Nothing that highlights . Things are good here"
"508","Rewards and Increments should be good and comparable to market standards"
"509","The timings and work schedules are more compare other compitable companies. Pressure is more in these xompany"
"510","Long hours, Salary, Young workplace"
"511","Sudden work schedule/shift change (I used to work Mondays-Fridays until they changed it to Tuesdays-Saturdays.)"
"512","The career growth for some teams is not that great, sometimes a work-life balance might be tricky."
"513","Low salary for freshers,no salary variation for graduates and post graduates,rotational shifts,no night shift allowance."
"514","Slightly low pay for top talent in Bay Area - especially sales"
"515","Long hours, management was inexperienced and used a micro-management style that was both frustrating and demotivating.  Having regular positive feedback, as well as patience and training, would be vastly helpful."
"516","Nothing as such... As compared to other mnc's they are far better."
"517","low pay for experienced employee"
"518","Not much training.
People usually get promoted based on how long they are in the company."
"519","Not a lot of transparency in performance reviews and compensation. Middle management can be seen as complacent, limiting upward mobility, and results in attrition of younger talent."
"520","It is possible that you could end up in a team where there is not a lot of chance for learning and progressing in your career. Changing teams is practically impossible. FactSet prefers to recruit graduates (at least in the engineering side) which is good in some cases but this is leaving FactSet behind in terms of gaining fresh perspectives and best practices. During my 3 year tenure at FactSet, the graduate to... experienced hire ratio is something like 20:1 (or even worse). People usually get promoted based on how long they are in the company. Tech stack is pretty much pre-defined. It is very unlikely that they will be willing to adopt any new and happening technologies."
"521","low starting salary, undesirable promotion opportunities"
"522","Management could be a lot more transparent in regard to career path and organizational changes."
"523","The process is same as earlier only the implementing tool has taken place from earlier to now.but the employee level of thinking is same as consistently..need to upgrade skills by making some relevant technical changes for the growth of an employee"
"524","No complaints at all. Very happy to be here."
"525","Too East coast focused with the layoff of several persons in California in 2013.  Still I miss the group of people I worked with for 7 years."
"526","Average pay, not much opportunity for advancement into management"
"527","It's a large company with pretty traditional promotion criteria and politics. You often need to put in a set number of years of experience, regardless of the caliber of of your work. A lot of people find this a good place to start their career, and then leave within 2-3 years.  There are others who stay around for decades, as the promotions and/or work life balance work for them. There are managers who have limited... people and communication experience and there isn't enough attention to improve this."
"528","I have found none so far."
"529","Technologically sound company but things are a bit unalligned"
"530","not a fancy office, but good location"
"531","There are not many cons, to be honest. Work life balance is great with tremendous managers available to help."
"532","Nothing to add here just salary is little less"
"533","Some of the development opportunities were lacking ,  and often"
"534","Package is low, less challanges and responsibilties, growth is very low. IJP is limited to within the process, no shifting to other departments, boring work, less responsibility and challenges even after when you become a senior research analyst."
"535","- Salary starts a bit too low"
"536","slow career growth we need to wait for our turn."
"537","improve food quality"
"538","The training for positions outside of engineering or consulting could be more robust.  However, the autonomy provided outweighs this being a negative.  They could be more competitive in base salary, however, when you assess the benefits provided the salary is manageable."
"539","Most people are very junior at the company due to high turnover, therefore there is a lack of knowledge in a lot of areas."
"540","Roles for advancement had been pretty sales oriented. It seems they are trying to change that."
"541","For tech people, they offer low salary since the company is in financial services industry."
"542","Can be difficult to get things done within the context of a large company."
"543","nothing"
"544","It can be a bit tedious spamming people with updates about FactSet and positions available- prepare for your Facebook friends to hate you.."
"545","Management is so worst. No work life balance. Too much  politics in promotion etc.,"
"546","Upward mobility sometimes hard for less tenured employees"
"547","1) Extremely insecure dumb people who live in the dark ages. 
2) Whole company is full of h-1's who will do anything and code anything and give stupid timelines because they don't want to be thrown out of the country. 
3) Code quality will shock you and in a bad way. Nothing worse I have seen so far. Folks have no clue about the latest changes in technologies or what it means wrt the context being discussed.
4)... QA and testing is a joke. Unit testing is as alien as it comes as a concept.
5) Folks yell at you for not understanding stuff and Extremely beligerent and unprofessional crowd.
6) Oh and yes if you know how to write a Threadpool in code , you got the job... Everyone's asked the same interview question !!
7) 80 percent of the crowd has only worked in 1 company , this one so they have no clue of how things can be done in an alternate way"
"548","late promotions, not much transparency in promotions."
"549","-Compensation. It's not bad but does not stack well to the competition in San Francisco."
"550","slow growth rate,and oopurtunitys are very less to climb"
"551","none that i can think of"
"552","Some teams has to work with US teams, for them no proper transportation 
Only four days you can do work from home"
"553","very lazy upper management that have cushy jobs and no reason to move"
"554","Depending on the team your work can be rather monotonous after learning the ropes and your core tasks don't necessarily challenge or enable you to grow as a professional. There are career paths to pursue within the company, but FactSet still has the heritage of ""consultants going to sales"" and that's it. To be fair, the management is aware of this and there is genuine motion to change things.

Part of your role is... also to build or heal relationships with your clients - and depending on the account there are plenty of them. Occasionally with your efforts to connect with clients you will feel as if you are trying to draw blood out of a stone. Having that said, consultants perform a wide variety of tasks and two days are seldom alike, thus it's also easy to lose focus on what's important.

I don't think communication is strong within the company; teams in my opinion are very siloed and sometimes I wish that division of labour and assignments could be better. Fair to say, any company would benefit from more efficient resource management."
"555","The performance review system is too simplistic.  Consequently, many employees that slightly exceed their managers' expectations end up with the same raises as employees who either meet or fall a bit short of those expectations.  FactSet gives good raises to significant out-performers, but only if they work in departments that contribute significantly to the firm's bottom line.

Also, at least in my department,... you need to get several promotions before you're eligible for a bonus."
"556","-- Exceeding goals is not financially rewarded - Compensation is based on stack ranking, and they force stack ranking to be uniform across teams. Therefore, compensation ends up uniform across teams, even when certain teams heavily outperform others.
-- Boring projects on old technology (if you work on the wrong team)
-- Significant effort underway to move engineering overseas - don't get in now.
-- They tend to... promote based on tenure, not fitness for management or vision for the company. So middle managers tend to get in the way and make bad choices
-- Every year the raises get smaller, and fewer people get bonuses & equity. New CEO has prioritized hiring more C-level execs and spending more on marketing."
"557","Severely underpaid!! We are underpaid not only when compared to our main competitors but also when compared to smaller actors in the industry. We are also underpaid when compared within our own organisation to consultants in the US. 

Ambitious/ talented people don't stay. They move to better paying jobs after 2-3 years. 

The environment is very cliquey. It can be difficult to join as a new person in some teams.... 

Please provide real training for consultants. The new certifications programme is pointless and time consuming. Anyone off the street with 1h to spare can pass these tests."
"558","Not taking up new technologies"
"559","- Really lame location in Norwalk, CT. Not a place for Millennials. Don't expect excitement, culture, or entertainment after work unless you're willing to travel. Not an area worth moving to (#1 reason I left the company).
- Work/life balance can be tricky. On-call duty + complex systems + large environment = many Saturdays will be work days, and some pages will go off at 3am.
- Little meaning in the work (it's... the finance industry - not the fault of the company)"
"560","People and their behaviour, nothing to do with organization policy"
"561","Hard to enter into other verticals. Somewhat limited to sales continuing forward. Hard work life balance when starting, dependent on book of business and local management."
"562","Stale technology, slow, inefficient, pay is way less than competitors. After a while, you feel yourself falling behind the cutting edge stuff, and you can keep up."
"563","No much learning as you will be working only on a single technology mostly. But a pro in it is you can change to another project inside factset when there are openings(require some experience for that)."
"564","not a lot of opportunity for salary growth"
"565","Team management 
Marketing 
HR policies"
"566","don't have any cons as of yet"
"567","Suggestions for process improvement are given less importance and never taken seriously or acted on"
"568","The pay is very low as compared to the work"
"569","90%  of the company have only FactSet work experience that creates the very protective atmosphere for new entries. They are promoting diversification and kind of 'welcoming' people with the industry experience but behave with them in a very strange manner. They treat people with 10-20 years of experience as children. Extremely bullying and stressful atmosphere for new entries. They are looking for robots, not for... individuals. I was extremely disappointed by this experience."
"570","Need to train the middle managers"
"571","They aren't very flexible about position relocation within the company. It is possible, but isn't common/encouraged.  
Additionally, the specific manager/team you have matters majorly, so seeing (in an interview/phone call) if you could speak with your prospective manager to determine a proper fit. 
The work can get dull and repetitive quickly, and they don't push building marketable skill sets as much as other... companies I have worked at, so this leads to a higher turnover rate, particularly in younger workers. 
Many of the programming languages used here are specific to FactSet as well, so that builds individuals kind of into a hole the longer they stay."
"572","Less scope to learn new things"
"573","No on site opportunities like service companies.
A slight increase in salary motivates hard working employees."
"574","There are many non-career oriented people. Some people like this culture, but I prefer to surround myself with highly motivated and driven colleagues.
You may have a lot of self-directed time, some people cannot handle this well."
"575","No process
A lot of benefits can be withheld due to incompetencies of some manager"
"576","There was not enough activities or meetings for team building"
"577","- Very busy! Consultants have anywhere from 200-400 clients that they support and it can very very overwhelming"
"578","-Not a true sales organization
-Compensation, bonuses in particular are not competitive/in line with the market
-Better off elsewhere to learn true sales skills"
"579","OT depending on your team
weekend/holiday on-calls
no career advancement, you'll be using mostly internal tools"
"580","Advancement based on years with company, not efficiency and productivity. Being a hard worker and a smart worker will get you no where.  When I discussed my options and future opportunities with hr, they listened to me yet never got back to me."
"581","Limited work from home responsibilities
Limited growth opportunities in established teams
Does not send engineers to related trainings"
"582","Development process can be optimized to avoid developing redundant functionalities."
"583","Because of heavy competion there is a narrow growth."
"584","Restructure management to bring in experienced managers. Too much internal bureaucracy, and ""homework"" presentations that distract from what should be the true focus, building client relationships. Begin promoting based on performance rather than seniority. Lose your best employees after a year or two as a result."
"585","- Performance evaluation is too stringent, especially since we were under Collections
- We do not have a lot of liberty to take days off; we function as a skeletal team and can only take days off in lieu
- Rotating shift is toxic in the long run
- High attrition rate for our team. We get at least 4 resignations in a month.
- Quarterly exams for our process, so we don't get to take a breather
- That team leads... publish performance in front of everyone can demotivate underperforming employees
- Some mentors don't really explain the process well, leading to knowledge gaps and more errors committed by the analysts"
"586","Very less global and career oppurtunity"
"587","The growth and salary is the most challenging. Pays little for RA positions. Growth is somehow limited due to the large number of employees."
"588","Know what you're getting into--this is NOT a finance job no matter how they spin it, it's a tech support job that revolves around financial data.  When I was working it was phones support all the time.  My friend who still works there says that they now have instant messaging.  You'll be on phones or instant messaging minimum 5, sometimes 8 hours a day for your first few months.  If you get a call you're expected to... figure out the solution on the fly.  If you can't you'll have to get back to the client, and then go on ready for another call.  As you might guess your workload just piles up more and more unless you figure out a system on your own to stop that.  There's a app that monitor's everybody's time on phones, how many calls they took and other stats.  You'll feel like you're being micromanaged--because it's true.  If you are stressed out easily, DON'T apply here.

Once you move onto accounts and have your own clients, don't expect the workload to get any easier.  There can easily be 300+ clients that you're responsible for supporting.  If they have a question on how to build a formula or format a graph, the burden is on you to get it done.

For 90% of the time your clients are the ones who are doing the analysis, and you are the tool they'll be using to get that analysis done.  Many times you will feel like you are being used by your clients.  It doesn't come as a surprise that during my first few months working there 4 or 5 of my collegues who were hired around the same time as me left to pursue better opportunities.  I should have left earlier, as I was looking for a true finance related job.

For the first year you'll be working--a lot.  They may say during the interview that there's a great work life balance, but more often than not meetings/reviews/online classes will be scheduled during your lunch hour.  Lunch ""hour"" is more like Like ""half-hour"" as 4 out of 5 times you'll still be on phones.  If you get a call at 12:29 it's your duty to stay on until that call is done; if that call ends at 1:00, well, you're lunchtime just got cut 30 minutes.

I was easily working over 60 hours when I started, and I know some of my colleagues who were working even more, especially when their client requests piled up.

As many other reviewers said, there is little room for advancement if you don't want to go into sales down the road or product development.

Salary -- below industry average, with rent easily 18,000 a year where I lived, that was a third of my salary gone."
"589","Frustrating recent policy changes within the company."
"590","Nothing ..Everything is fine...Nothing ..Everything is fine...Nothing ..Everything is fine."
"591","Sometimes manager involvement seems excessive and too much time gets tied up in meetings that aren't fully necessary"
"592","I have yet to encounter any serious cons at the company. There are a lot of great opportunities. One potential con is working the support desk for the first few months, but this is also a great learning opportunity and teaches you valuable client support skills."
"593","None that I can think of"
"594","My worst experience at FactSet is the HR department. Especially the relocation department. This is the most amateurish I have ever seen within the 10+ companies I have worked for in my life."
"595","Some departments are not that good"
"596","-Glorified Help Desk
-Under-Paid
-Not appreciated/Lowsy Management"
"597","sometimes transportation is problem but at the same time safty is everything at factset."
"598","not many but it takes some time to get a decent package,good oppurtunities but takes time"
"599","boring work and lesser scope for growth"
"600","It doesn't matter how hard you work just be nice. The rule here is you can't be horrible to a nice person. The nicer you are or even fake nice you are, the more opportunities you will be offered.

There is no clarity to what your senior manager is thinking or project goals. If your manager does not like you, they will ask you how your work is going to write down agenda but not assist you on any difficulties you... are having.

If a client is angry, nobody will do any work until the client threatens to leave after their contract has expired."
"601","Lacks refined strategic approach, Competency mapping is required"
"602","Not really any cons to mention. Great company to work for!"
"603","Have to work in shifts."
