"","cons_page1"
"2100","Good luck"
"2101","lack of workplace security, lack of the company's responsibility"
"2102","Not much room to grow"
"2103","Improve the career lattice."
"2104","There were no negatives working here"
"2105","NÃO CONHEÇO AS OUTRAS UNIDADES, FALO DA MINHA PERCEPÇÃO EM RELAÇÃO A UNIDADE DE JUIZ DE FORA: Excesso de preocupação com horário de saída e entrada: cumprir hora é mais importante do que sua produtividade, alem disso, você tem que sempre ficar 1 hora a mais para que não te olhem torto e te julguem como se vc nao estivesse motivado para trabalhar. Valorização dos puxa-sacos."
"2106","My previous employer had better health benefits plan but still it is not bad"
"2107","- market salary and size (too large)"
"2108","Com muitos níveis de aprovação, muitas vezes o processo se torna burocrático, é preciso tornar as decisões mais flexíveis e empoderar as pessoas a tomá-las de maneira responsável."
"2109","If you get Stuck in this more than 3 to 5 years, you can be here till retirement."
"2110","nothing"
"2111","A empresa está em abudante crescimento no país, por ser ainda muito nova no Brasil, sua estrutura não se equipara a grandes empresas nacionais ou multinacionais."
"2112","Late work hours, no flexibility, bio metrics all over, no freedom"
"2113","fear of merger acquisitions and selloffs"
"2114","Promotions wont be get based on the performance."
"2115","Constant restructures of the organization"
"2116","Sometimes lost with it's priorities.
Career advancements are very much based on who you know rather than what you do."
"2117","A lot of repetitive work"
"2118","The only major con is the busy season and the extra hours but that is to be expected of any Tax Software Company."
"2119","I would love to see the business grow in double digit."
"2120","I currently see no downside working for Thomson Reuters!"
"2121","No advice other than keep doing what you are doing."
"2122","We are not as well known as other employers in some of our markets but that is changing."
"2123","Like any organization of this size, some areas can get complacent."
"2124","Cafeteria is great but would love to have more vegetarian options!"
"2125","Your involvement in our individual success makes coming to work truly enriching and enjoyable!"
"2126","The Company Intranet page could use some streamlining in design"
"2127","None"
"2128","Communication can be more direct and transparent"
"2129","- Due to the size of the company, it takes longer to implement changes"
"2130","TR isn't always competitive in terms of salary."
"2131","low strength of human resources"
"2132","Not the most friendly company for innovators or taking technological risks.
Too many external contractors"
"2133","A huge company with large workforce."
"2134","Unethical working culture for employees 
Management is unaware as it’s a massive organization."
"2135","Management is losing all talents due to the unethical work culture 
This Affects the company’s performance, as productive resources are not valued or made redundant"
"2136","Career development
Salaries lower then market average"
"2137","work from home option is not flexible"
"2138","salary revisions not great
very time consuming decision making, not fast paced"
"2139","take decisions more quickly, appraisals and hikes need to be revisited"
"2140","not much scope for advancement"
"2141","look after your long-serving members of staff"
"2142","really can't think of any"
"2143","Absolutely no options to advance in your career, no innovative ideas, people around you just care about their own work/life balance. Dedication and hard work is not rewarded, booooooooring! Instead, - mediocrity is rewarded. Technologies which are used are not the latest ones, projects never finish on time. People just too polite to argue with each other over different professional opinions. Many people around me... are either grow their own small business on a side (there is plenty of time to do that) or just hurry up home."
"2144","Keep your talent and invest in it."
"2145","Slow improvement in career."
"2146","-Hours could be rough during the Accounting busy season
-Sometimes we feel like we are stretched too thin when it comes to knowing the products
-At times, clients can be rude"
"2147","Difficult to get a leadership position in certain locations"
"2148","flexibility some times is a concern"
"2149","Salary are low, provide flexibility,"
"2150","more extensive training of employees"
"2151","Little opportunity for direct promotion"
"2152","Huge matrix organisation
Lots of people hanging on for pension"
"2153","Simplify org,  remove under achievers, invest in retiring legacy platforms"
"2154","No chance for career movement and moral is very low."
"2155","1.  Poor Job Security
2.  Mediocre Health & Employee Benefits 
3.  Poor Leadership: Some managers mentor and lead, the vast majority simply do time.   Good Ole Boy network still exists where channels, procedures and protocols are bypassed and not followed, thus creating work intake ordeals
4.  Senior management has a complete disconnect from it's employees
5.  The sad ""Laugh-ables"":  to save money they cut... and/or eliminated; resources to the point of breakage, tools, hardware, and training that has resulted a significant number of single points of failure.  They even went as far as to remove trash cans (under the premise of going eco-friendly).  All employee office perks and amenities were either eliminated or cheapened to a barely minimum standard.  My perspective is that this is a white collar (IT) office with hundreds of employees yet, while in college, I experienced and/or witnessed better working conditions in factories and a variety of other blue collar jobs."
"2156","1.  Work on communication: Stop the business rhetoric, Stop using cliche terms that sound good, but mean little.  As Albert Einstein once said, ""If you can't explain it simply, you don't understand it well enough."" - 
2.  Finally, doing more with less... can reach a tipping point.  That is definitely the case in F&R.  From a business perspective, it is the right thing to do when your packaging a company for sale. ... However,  buyer beware... the new owner(s) should look beyond the numbers and through the facade.   This car wasn't driven by a little old lady to and from church, but rather has some serious mechanical problems that will be costly and challenging to fix.  Even sold-off in parts; secondary and tertiary buys will be able to scrutinize components for actual value.  Analysis of the parts will identify aging or antiquated hardware, poor coding practices,  Over governance (slow velocity), and poor accountability of individual performance."
"2157","nothing is bad with this company"
"2158","Management decisions keeps on change"
"2159","If senior management's strategy were as good as they have been insisting, there would have been no need to sell off almost half of the organization.   

The polite culture  often means people cannot challenge decisions because doing so means you aren't being politically correct.  We spend time discussing technologies that we can't commercialize ourselves.  Innovation and disruption are  empty buzzwords if we don't... make the connection with these concepts and our products."
"2160","Advice to new management coming in from the F&R sale; clean house at the top.  The highly-paid management that designed the unworkable  and unsuccessful strategy got it wrong.  Don't reward bad executives by allowing them to continue in their jobs."
"2161","Lack of direction from management"
"2162","Large corporate culture made change slow and tough.  A lot of hoops to jump through for simple things like facilities requests."
"2163","Falhas de comunicação entre setores é um problema pois há muita disputa entre equipes, o que acaba por gerar desconfiança entre os colaboradores."
"2164","Slow increase in pay through the years, there are career opportunities but not enough,"
"2165","Provide more career opportunities and faster pay increase"
"2166","Can't think of any for now"
"2167","Nothing much to say as of now."
"2168","Keep it up"
"2169","I have nothing to complain"
"2170","Internal politics, poor management, low pay scale, high pressure during peaks."
"2171","Hikes and  salary is comparatively very less  . Should not expect much salary and hikes"
"2172","Not applicable"
"2173","Like many companies they are slow to hire;  capex is much easier to come by than opex."
"2174","Despite all the pros to working at Thomson Reuters, the company just couldn't get its act together. Due to the frequently changing business strategies, it became unmanageable working there since a good deal of talent was driven away or dropped, resulting in huge gaps of knowledge and in resource levels. Some policies felt designed to push out employees by leading people to frustration. That doesn't leave much room... for trust between employee and employer. Some locations were preferential for getting interesting work, which can prevent other employees from building up their resumes, leading to stale skills."
"2175","Distance for commute (personal) and they allow working from home."
"2176","Not agile enough
Need focus on disruption in the industry"
"2177","Agility"
"2178","Location
No WFH for all employee 
No big opportunity to grow within the company"
"2179","Low pay scale
Slow growth
Lack of technology upgrades
Lack of appreciation"
"2180","Should provide necessary training for the new skills"
"2181","Management are hired on a best mate scenario. They are yes people who just shove down your throat what upper management say and never stand up for you.  Good luck getting a yearly increase in line or even above inflation. Bonuses can be adjusted as per managers discretion and capped even when it was previously uncapped. No training provided after the initial training after joining. They will always promote... favourites (drinking buddies)"
"2182","listen to your staff and stop treating them like numbers. Let go of bad managers instead of clinging on to them to justify your decisions. Be clear and direct regarding pay."
"2183","They are not clear with their route map"
"2184","While taking decisions should be proper as that indirectly impacts the employees in the lower management."
"2185","Poor benefits and very poor technology."
"2186","Spend more on your top performing representatives in regards to support."
"2187","Pickup facility is not there."
"2188","Compensation barely hits market rate, growth and movement by upper management can be slow to react, very traditional business lines."
"2189","The company is pretty horrible at converting and retaining young talent. Great company with great motivations but lethargically focused on more people managing than doing on many projects."
"2190","Can be too much down time for this position"
"2191","Long working hours, [when they have deadline project employees should forget about their family and friends]

No job security [ one fine morning you are invited by manager in his/her cabin and give you surprise by way of instructing to resign.]"
"2192","every employee want job security and balance between work and family so try to improve in your organization."
"2193","Did not find any cons, except that my work involved shift work and it can be tough to work overnight. But most jobs at Thompson Reuters do not have that requirement."
"2194","Delayed Career Growth for the employees working"
"2195","Transparency by management with regards to targets"
"2196","Layoffs, and outsourcing of jobs"
"2197","salaries are below market rate"
"2198","increase salaries"
"2199","Lack of career growth
all kind of shifts"
"2200","Like any big company, slow decisions, silo effect, and for some departments, the restructurations are too frequent."
"2201","Keep on caring about people. Happy and loyal employees are rare nowadays and they make all the difference."
"2202","Big company cons - just a number, etc."
"2203","Bring software development teams closer to customers to better understand their needs, requests, etc"
"2204","The company can be complex to navigate as it was built through acquisition. It takes work and patience to get things done as we tend to be very consultative internally which sometimes results in moving slowly."
"2205","The more time you can spend with your people, below C-level, and customers the better. The org has to be flatter so it can move faster and be as connected as possible to our employees and customers."
"2206","Funcionários desatualizados e acomodados com muito tempo de casa oriundos de outras empresas compradas pelo grupo, desatualizados e com isso criando um ambiente de repartição pública no andamento dos projetos. Pouca verba para contratação em algumas equipes. O salário é bem abaixo do mercado e sem planos de carreira."
"2207","Desfazer o quadro de funcionários herdados das empresas adquiridas."
"2208","- Spent a lot of time in meetings"
"2209","Continuous cost cutting means you're always asked to do more with less.  There's an unspoken expectation of being 'always on'.  Can be a bit of a 'sweat shop'."
"2210","like everywhere not everyone has the same advantages or chance"
"2211","Promotion is slow. Tenured
employees are authoritarian, need to improve on structure, employees under developed, too many millennials and they resign right away"
"2212","Improve empowerment of employees"
"2213","Falta de plano de carreira e assistencia por parte da matriz localizada em sao paulo. Falta de incentivo para os vendedores externos que acabam sempre tendo a mesma rotina, sem animo para abrir novas frentes de venda."
"2214","Pouca oportunidade de crescimento, salários abaixo do mercado, a gestão das metas na empresa não são muito bem definidas, equipamentos de baixa qualidade e no desenvolvimento de softwares a empresa utiliza ferramentas e linguagens ultrapassadas no mercado."
"2215","Apresentar mais oportunidades e acompanhar de perto seus funcionários."
"2216","extremely large code base, and lots of downsizing"
"2217","Don't treat remote offices so poorly"
"2218","The hours are not for everyone. During tax season there is some overtime which may be difficult for someone with kids or other obligations."
"2219","Keep doing what your doing!"
"2220","La experiencia fue bastante mala"
"2221","1. HR function is worst as i have ever seen.
2. Transport is the weirdest thing you can ever seen.
3. There is no value to the human feelings and emotions. Also, no value to the humanity.
4. I recommend everyone think twice before you join."
"2222","Please stop shuttle service instead provide the cab on both the ways and make proper arrangements for the temporary illness people****

Note: *** stands for important and major point."
"2223","Salary is not up to market standards. Your growth becomes stagnant after few years and you have to wait and wait for opportunities."
"2224","Minimal number of hikes are provided."
"2225","Hike percentage has to be increased"
"2226","-  sometime you might get the conference call with over sea colleague"
"2227","+ it should be able to transfer to another site"
"2228","Some in management are in over their heads.  They tend to hire friends for management positions instead of promoting from within."
"2229","Fire the losers. Develop the product line."
"2230","TR is in the process of outsourcing all tech jobs.  Many people are being asked to train cheaper labor overseas and then being let go.  While doing the training they are employed by the overseas company and benefits are not good. TR corporate emails are still sent to everyone and you will see your boss get a promotion for getting rid of you."
"2231","Realize there is value in the knowledge your employees have and it can't quickly be transferred to someone else.  You need a longer term view of your bottom line, you will start losing customers as you outsource all the tech jobs."
"2232","Sometimes I have to work on Holiday and Weekend."
"2233","Not re-org too aften"
"2234","Carrer development will be a bit slow"
"2235","Taxing work hours on occasions"
"2236","None"
"2237","Very competitive and some favoritism. Must have the right connections in some organizations."
"2238","Pay more attention to what people know and their accomplishments instead of who they know."
"2239","Need more external training opportunities."
"2240","Bigger budget for training."
"2241","As being part of a branch which comes from an acquisition, its been difficult to work with people that doesn´t realize now  we are part of one enterprise."
"2242","Keep focusing on working in making Thomson Reuters the best place to work. Listen to employees. Take care of their needs. Keep going on professional and personal trainings in different areas, so everybody may think in TR as part of their plan of life."
"2243","Spend a lot of time in meetings."
"2244","Sometimes difficult/slow to get decisions made (big employer)"
"2245","Some departments are not transparent."
"2246","Lot's of politics. Lack of leadership"
"2247","No work from home on Collections department for agents"
"2248","Pay, drinking culture, career paths, exit interview structure and moving over 401K"
"2249","Value your employees and their career path, rather than focusing on company outings."
"2250","No potential to move up."
"2251","Allow the start up mentality to return."
"2252","Pay isn't very competitive, and upper-level management changes their mind constantly."
"2253","gestores inexperientes, sem visão estratégica, não valorizam o ser humano, tão pouco o profissional, $ como foco é não como objetivo"
"2254","Visão estratégica Valorização do time interno Maturidade Foco no funcionário e cliente e não somente no $ Organização no geral Planejamento distribuição de demandas respeitando o limite do ser humano Atuar como uma multinacional e honrar o nome e não como uma empresa sem direção e amadora"
"2255","Work in conference room for 2 yers"
"2256","Please dont make a manager disappear just like that"
"2257","salary is not as per Market 
Hikes are less
More partiality while Internal Job hiring"
"2258","- Lack of developers when working on projects"
"2259","If you do not like the business industry were Thomson Reuters operates, it is not so easy to feel/keep motivated about the job, since it is complex and abstract. 

Salaries are decent, however lower comparing with other companies."
"2260","not yet discovered, wait and see"
"2261","Large organization moves slowly. Put too many restrictions to itself"
"2262","Some senior managers came across as know-it-alls and intimidating.  Pressure to deliver products rather than focus on user research and usability."
"2263","Hire managers who can get on with their direct reports."
"2264","Not paying industry standard salary for the senior roles. Lost alot of good people for various reasons, reorgs happen often enough but if you go above and beyond, you can survive here."
"2265","Focus on your talent and attempt to keep the talent, especially for the ones who want to go above an beyond. Do the things necessary to do this - like, paying industry salary or higher before someone else does. The market is really hot at the moment, the talent has a lot of options at the moment in my opinion. 

Lots of changes already in the works but we need more collaboration.  Evaluate your managers better as... well. I've had great managers so far, some were more transparent than others though."
"2266","There aren't any cons to working here."
"2267","Culture.  Leadership doesn't seem aligned and is making desperate decisions in order to try and close deals, and risking relationships with other clients along the way (it's a very small market)"
"2268","- restructures every year 
- morale not the best due to the fear of being laid off or down-sized
- pay not keeping up with the market
- opportunity for advancement not readily available"
"2269","- Make your people feel valued"
"2270","Nothing to add on this part."
"2271","Have heard that salary isn't competitive, but am comfortable."
"2272","The position is extremely competitive and constant change in the comp plan/territory. Plus, performance goals are increased each year at an almost unattainable clip."
"2273","Can be vague about some of the tasks which are assigned."
"2274","Continued reduction of head count and infrastructure. Site is somewhat outside town, which is convenient for some, but not for others."
"2275","Keep sponsoring off job-related activities, keep functioning working structures, create new job opportunities while developping inhouse talents, provide identical conditions to contractors as to fixed."
"2276","Nothing as of now. Everything is good"
"2277","nothing.They provide salary on time .Work pressure is not too much ."
"2278","Inability to construct solutions."
"2279","Offshoring too much of work"
"2280","Politics in some teams, low salary. Some managers are not proactive in solving conflict within the team even if the issues have already been raised. It ends up with one side getting singled out."
"2281","There should be no bias when it comes to managing a team. When managers start to take sides, it becomes detrimental to the growth of employees. Get rid of the rotten eggs before it spreads to the good ones. HR should also be neutral."
"2282","Bad  compensation and raises  bonuses very low"
"2283","Constant cost cutting.  Frequent layoffs and outsourcing of technology jobs to Tech Mahindra . F&R revenues not growing."
"2284","Try growing revenues instead of cutting costs."
"2285","Bad Upper Management with huge disconnect"
"2286","Less Scope For Promotions, Learning Opportunities"
"2287","NONE, started my carrier after graduation  and  really loved working in Thomson"
"2288","Great job!"
"2289","Politica de retenção de pessoal inexistente, encontrou algo pode sair, aumentos são quase impossiveis, nem para funcionários de alta performance"
"2290","O segmento em que atuamos é muito crítico e em constante mudança, são muitos desafios e um nível de exigência muito alto, o trabalho é desafiador, mas também bastante estressante em muitos casos."
"2291","Salary is not very competitive"
"2292","May get too comfortable to work with ;)"
"2293","Keep up the momentum which it has now"
"2294","Bureaucratic, slow paced, no innovation in the company"
"2295","Spend more time on employee development"
"2296","--Very less salaries paid need to improve on that"
"2297","Need to improve on salaries"
"2298","Falta de oportunidades de crescimento, baixo investimento em educação, pouca interação com outras unidades da empresa o que gera muito retrabalho."
"2299","Investir mais na qualificação dos funcionários e ter regras claras e possíveis de metas e produtividade"
"2300","Company is full of tamils and team meetings were held in tamil strictly though the company is operating from bangalore. sad to see the tamil managers do not prefer to hire any local talent but instead prefer to get their entire family from chennai migrated to bangalore. I have worked here for full 3 years with no salary hike, i was limited to many trainings and learning opportunities. For personal reasons, i sticked... to this tamil management for 3 years and regret very badly. Wish, i would have taken the manager's name in public but can't stoop down to such tamilan level of politics."
"2301","Grow up tamil people.  Ever heard of Unity in Diversity ? India as one country ?"
"2302","Desmotivacion y falta plan de desarrollo de carrera. Problemas en la comunicación interna, sector que no está desarrollado. Reglas que no se cumplen y objetivos desmesurados."
"2303","Plantear objetivos realistas y alcanzables. Intentar desarrollar plan de carrera para los empleados y evitar la alta rotación."
"2304","Promotions to marvadi gang and vice presidents friends only.
They won't consider other employees.
Not an ethical company"
"2305","They won't listen even if you advice"
"2306","Large company (50,000+ employees), so sometimes difficult to get things done quickly."
"2307","Keep focusing efforts and resources in areas of high-opportunity."
"2308","None, it's a great place to work"
"2309","Great job"
"2310","Poor Management

So much political nonsense, a lot of complacency and lack of efficiency"
"2311","Seriously consider taking a look at your management and see why so many intelligent people are leaving"
"2312","Tax season can be grueling."
"2313","Keep up the good work"
"2314","É uma empresa que cria tecnologias e a cada dia procura crescer e promover mais eficiência no mercado de trabalho, ajudando outras empresas a se destacarem também, promovendo soluções viavéis para os seus negócios."
"2315","No Oniste offers
Difficult to move other technologies"
"2316","no latest tech, no promotion"
"2317","Outsourced work, communication between departments could have been better"
"2318","No growth! You may be stuck in the same position for years.
Bad hike in some departments.
Monotonous work."
"2319","Work life balance is important, but growth also plays a major role in an employee's career. Provide growth opportunities to your employees."
"2320","Not sure yet at this time"
"2321","noncompetitive rates, long hours, complex process"
"2322","Lack of focus from upper management"
"2323","Focus on the business and how to grow it."
"2324","Constant reorg and possibility of layoffs hanging over employees.  Salaries lower than industry average. New employees often get better salaries than employees that stayed with the company for many years. Budgets for training or education non existent for US employees."
"2325","Promote within the company instead of hiring from outside. Other than that I do have any real advice to management. I do not think outsourcing of technology is going to work but what do I know."
"2326","Workload 
High pressure 
Presue to attend a parties and events"
"2327","Based on my experience and others anecdotes, the company doesn't quite pay market rates; they try to make up for it in benefits
Its BIG which means things happen slowly and you can feel lost"
"2328","Sem plano de carreira Difícil alinhamento de metas Muita coleguismo entre gestores e funcionários antigos tendendo a tomada de decisões por amizade e não por profissionalismo Cultura de pequena organização e não de multinacional"
"2329","A empresa estava se reorganizando, portanto havia processos em duplicidade, sistemas que não conversavam entre si, muitas mudanças acontecendo."
"2330","Ouça mais os funcionarios e aproxime o RH de todos."
"2331","no cons i found here.everything good."
"2332","Offshoring very aggressively in tech"
"2333","Try harder to keep your onshore tech talent."
"2334","lack of documentation on systems"
"2335","- not everyone is treated fairly
- managers can be partial to their local people"
"2336","People should be treated equally and growth should be given to all."
"2337","Lacks Proper training, Lacks department communication, poor system in place to assist with streamlining processes creating time waisted"
"2338","Hire  Experts in Sales to train staff,  Upgrade - faster systems are needed for the load, More marketing channels are needed. Great Products but need to deliver a viral message for growth increased marketing networks pay off."
"2339","The strategic direction of TR is often muddled by the integration of acquisitions and short-sighted changes to products.  A coherent vision from upper management is generally lacking, resulting in the absence of industry-leading offerings.  Management can be resistant to new ideas due to a ""yes-man"" culture that shuns meaningful changes.  Political correctness reigns in many ways and employees quickly learn to avoid... ""rocking the boat""."
"2340","Conduct some in-depth competitive analysis and learn the real reasons that market share is declining.  Then embark on some bold, visionary initiatives that will ensure the retention of existing clients and buy-in from prospective clients."
"2341","Quota keeps increasing year over year and it is starting to get really challenging making the jobs a little more stressful if you are the type of person to stress out over a large target. The business is moving in a lot of different directions at the same time with new business ventures. If you are trying to move up the ladder to a management type position it is going to be hard to do unless someone else retires or... you relocate to start a new venture."
"2342","Try to focus on a few things and do those things right. Stop venturing out in so many different directions.  Offer more time to be creative as oppose to sticking with the same old story over and over again."
"2343","Lack of career development / salaries are not as high as other competitors"
"2344","Focus on retaining enthusiastic talent by investing in them through active career development plans / upskilling"
"2345","Salary does not go up even after 2-3 years"
"2346","Não há um plano de carreira efetivo. Salários e cargos totalmente dispersados sem seguir uma cultura ou algo do tipo. Não há aumento de salário a não ser por dissídio."
"2347","Dont see anything as such"
"2348","company has no unified vision for go-to-market of products and shifts teams without reason."
"2349","Develop longer-view strategies"
"2350","there is no cons till now"
"2351","Many many many changes all of the time and constant moving targets that often times has no impact on your role."
"2352","It was sad day when they close our dept."
"2353","A really great place to work at."
"2354","Pay is not competitive and a struggle to support oneself"
"2355","Encourage moving around in the company"
"2356","Too many changes in LatAm during the last couple of years."
"2357","A lot of re-organisation"
"2358","Possibilidades de crescimento muito raras, salario incompativel com o mercado, excesso de funções, trabalho maçante e repetitivo. Zero interação entre as areas, estavamos no mesmo predio porem isolados em cada setor."
"2359","-Started outsource Infrastructure team.
-None other i could think about it"
"2360","Overcrowded database, sales is overstaffed. Sometimes hard to hit quota set out. Quota constantly going up. Supporting positions under staffed."
"2361","* Management Knowledge is severely lacking
* Little to no training yet high expectations to sell
* You never know when you'll be let go due to quota, but it mostly depends on how well the managers like you
* Can't keep up with competition in regards to software and services offered, yet prices keep going up
* Weak director who allows reps who have been there for many years to run the place and get away with... anything. She also hand feeds them deals to keep them on top. 
* Culture is horrible and morale is awful."
"2362","Leadership training for all management is a MUST. Train the reps how to sell--the entire process, not just how to make a phone call. Hire a sales trainer to have on staff to do the training. 
Stop using fear and money as the only ways to motivate employees. 
Management should stop being buddies with employees. Treat everyone fair and consistent. 

Note: The only reason my ratings are good are because as a whole... Thomson Reuters is a great company. Management at myPay Solutions is running the department into the ground. Get out while you can."
"2363","Need to work on appraisal system"
"2364","-Old technologies
-Process is not up to the industry standard"
"2365","-Ask managers to follow proper process as per industry standard"
"2366","Some minor benefits are gradually withdrawn"
"2367","Large company.  Sometimes it is hard to navigate."
"2368","The company is a slow moving ship- i.e. innovation happens at a slow pace. 
Lack of structure in managing and nurturing talent, especially the case for graduates who are often dropped into roles and have no defined career path."
"2369","Structure the career progression for early career professionals."
"2370","Some people in power very very lazy
They expect way too much help for very simple tasks anyone should know how to do."
"2371","Paying is decent,No other cons"
"2372","Management is doing a good job.keep it up"
"2373","Need to work on appraisal system"
"2374","None"
"2375","Wages are a bit behind the market and take a long time to adjust if at all."
"2376","-Lower than average pay
-Minimal opportunities for career advancement"
"2377","Career Development is limited
Salary/Hikes are lesser compared to industry standards.
Good recognition for work but not in terms of pay."
"2378","to be honest, there were none"
"2379","the company is rigid and not flexible"
"2380","There is a mature feeling about the company, not in a growth stage.
 
Sales Management is very misogynistic, treat women differently, pay women differently, say inappropriate comments. 

Sales Management doesnt do anything to build a team culture - no team outings, no rewards for qualitative achievement, no training, no help when asking for help."
"2381","Try to manage the people on your team, instead of just asking for a number. It's sales, but to get more money, you have to invest in the people driving the money. Pay your people - they will be happier. It is a bleak place to work these days, uncomfortable, and negative environment."
"2382","can be rigid in some cases - but open to persuasion with some exceptions"
"2383","Some leadership leads - which is true in this company. But there are few that are a retardants."
"2384","Transformations,
Perks,
Hikes,
More career opportunities,
Employees values"
"2385","More in touch with employee without bios"
"2386","Low salary
No growth within the company"
"2387","Please increase the salaries"
"2388","salary hike is less in comparison to work."
"2389","No job stability
Policies used to be good..now going worse than service based"
"2390","Please value your employees and don't just play politics"
"2391","TR management does not seem to understand the roles of many of the divisional employees.  Pay is subpar to other organizations. This is rooted in the fact TR has a limited understanding of many processes.  TR management is a revolving door."
"2392","Let the divisions act with more independence. Those divisions that are successful should be allowed to operate with less control and benefit from that success."
"2393","Nothing found during my journey at thomson reuters"
"2394","Nothing."
"2395","Ambiance, Management, Changement de management"
"2396","Not flexible working style. Heavy workload. Unfair compensation for OT. Low pay"
"2397","Listen more. Try to get the viewpoint of your employees."
"2398","Little potential for upside. The company seems utterly obsessed with online content pushing. This is, I suppose, a function of the market for legal services and not really a fault of the company. It's  a reality of the marketplace."
"2399","Reward talent and zeal, not charisma."
"2400","Not many cons to be honest"
"2401","career development space a bit limit"
"2402","less Job security, Low compensation,"
"2403","Take care of employees"
"2404","rotational shifts, need to be flexible"
"2405","Low growth and development opportunities.
Apart from that no cons atleast for me"
"2406","Dont have any cons ."
"2407","The workload is a little heavy"
"2408","Hope promotion may be given to potential people and processed faster than other companies and higher, competent salary."
"2409","I did not find any"
"2410","Far from the city center"
"2411","some segments are known for toxic middle management"
"2412","Don't be jealous of your employees - treat them with respect and they will respect you back."
"2413","flexible working time, great people"
"2414","Weak team bonding, senior management is lacking of know how"
"2415","Put more domain experts in charge."
"2416","All about numbers. Office politics."
"2417","Localização ruim, necessidade de melhoria no time da diretoria, necessidade de investimento no amadurecimento profissional dos coordenadores."
"2418","No cons. The company is very employee friendly"
"2419","Baja remuneracion, bajo perfil, metas variables que no dan a ningun lado"
"2420","Mas incentivo, Mas trato personal tu a tu con el empleado, dar mas opciones de crecimiento. Valorar lo que se tiene"
"2421","Unwelcoming feeling with disconnected employees in Eagan campus"
"2422","Continue engagement and culture appearance awareness"
"2423","Heavy workload, not so many vacancies available for career development"
"2424","Hire more analyst and retain current ones. Provide better offer/compensation"
"2425","Hard work, stressful, but rewarding 
Sometimes there is no work-life balance
Sometimes you work 24/7 and you have to ha e working under stress"
"2426","Good"
"2427","Present as the flat but its actaully the hierarchy, the idea is not really get through out of the US or UK, steady improving yet slow"
"2428","The transformation looks like changes but may not hit the righ answer. Those good at report but never get sweat spoke lounder."
"2429","Constant restructures and job instability
Low pay compared to similar jobs in industry
Very poor communication between departments"
"2430","Listen to your people on the ground, job and company dissatisfaction decreases productivity and outcomes"
"2431","None!  I cannot find any cons with my position as of now. Our work balance is wonderful, and our management is strong."
"2432","Keep doing what you're doing, and keep finding ways to create incentive for your top sellers to continue on their path of success."
"2433","In terms of editorial roles, you may want to keep your time limited to one and a half to a  maximum of two years.
Learning curve gets completed quickly, task tend to get repetitive and creative freedom is highly lacking.
Much of the work requires less thinking and more on following a set format.
Night shifts tend to get taxing but differs it can from person to person."
"2434","Be on par with your western  counterparts and take chances in exploring creative ways of reporting news stories instead sticking to status quo. 
Also, keep being the best ethical and healthy newsroom place that I have worked in till date. Wish you luck :)"
"2435","There were a lot of management changes"
"2436","Low paychecks are really discouraging"
"2437","I did not find any con"
"2438","The PERFORMERS are recognized through Certificates & Incentives in Customer Service Department. However, they are very limited options for GROWTH  because ultimately it will not be the PERFORMANCE in Numbers but your EXTREME PERFORMANCE with the Senior Management that will get you promoted which should never be the CASE in any & every Company."
"2439","Senior Management needs to make their Performers need SPECIAL by offering them GROWTH in terms of Positions. HR is lacking when it comes to resolving issues for the Junior Mgt with the Senior Mgt because the Senior Mgt is always RIGHT as per HR."
"2440","Terrible industry exposure and lack of credible reward system"
"2441","Please hire with caution! You are playing with young people's careers!"
"2442","the salary is too low"
"2443","Bullying Senior Management. 
Breaucratic - too much paper work to get anything done. Long hours. No support. 
Poor Pay, Not rewarded for success."
"2444","Stop bullying. Reward Staff."
"2445","difficult to get anything done; too much focus on strategy and not on execution"
"2446","There are a lot of corporate protocols and procedures. Not necessarily a bad thing but there are many different people for different processes."
"2447","None."
"2448","Too bureaucratic, web sites hard to use."
"2449","Soul sucking corporate environment.  If you like being un-empowered and having to go through a multiple people to get a decision made or sometimes even to get a questioned answered then you will like it here.   If you prefer speed over quality then this is your kind of shop."
"2450","Growth options for managers is too limited"
"2451","Keep up the good work"
"2452","Bad managers assigning too many projects to handle by the current teams"
"2453","Quit trying to make people quit"
"2454","A lot of reorganization of groups. Management can't keep up with the constant change of priority. Lots of jobs are moved to India."
"2455","Dont reorganize groups that have been together less than a year. You are losing great employees because of a lack of direction."
"2456","I didn't find any during my employment"
"2457","Por ser uma empresa global e com muitos funcionários, em alguns momentos o negócio ou a forma que é conduzida em algumas áreas parece não seguir o mesmo padrão de outras unidades em outras localidades."
"2458","Sometimes the company felt too big and there wasn't enough personable relationships. Teams changed all the time."
"2459","- Bureaucratic organization.
- Difficult to change teams within the company."
"2460","Please make the company more agile, especially the middle management.
And encourage diversified pay correlated to the quality of work, rather than standardized numbers."
"2461","Nothing I can think of"
"2462","Less hikes
Bad transportation facility
Too much of politics in few teams( team I worked in) wherein doesn't recognize the work of individual, more favourism."
"2463","Worst teamleader( team I worked in) being recruited with poor knowledge and high standards.

Give more time to employees to know employee satisfaction."
"2464","Poor salary compared to industry and no bonus."
