"","x"
"600","low morale, inconsistent practices, limited knowledgeable management, unfair practices, limited growth opportunity"
"601","Biggest con is the organizational structure. It was very hard to determine who reported to who at times and where to go for resources. Currently working on simplification - but a lot still needs to be done."
"602","Dissatisfied with the way cultivating leadership from within is almost nonexistent in certain groups.  Mentoring opportunities are not provided by upper management."
"603","Silos, constant reorganization, management top heavy with constant threat of outsourcing jobs to India or Eastern Europe. Disjointed reward system unfairly rewards senior staff. There seems to be no option if your personal manager is hopeless."
"604","Low salary at the beginning, sometimes team leaders are blocking the development not letting to take part in projects and courses."
"605","1.  Hectic schedule mostly due to project planning
2.  Work from home option expects your availabilty 24X7.
3. Indian managers are just the puppets to their US counterparts.
4. No formal process followed for project implementation,appraisal,reviews.
5. Bad lobby of old employees.
6. Old technologies used, your skills might get outdated in couple of years.
7. Lack of technical expertise."
"606","Schlechte Bezahlung, lange Arbeitszeiten und schlechte Arbeitsmoral."
"607","Very less salary Survive to in Bangalore for an individual. Growth in this company is very slow comparing to other companies."
"608","Thomson Reuters is a big company.  Certain seemingly easy administrative updates happen much slower than you could possibly imagine.  It doesn't quite feel like a startup."
"609","As a Content company, only few teams can give the opportunity to employees who aspire to grow technically."
"610","Mind-numbing banal work (inserting thousands of footnotes a week into books), attorneys treated with contempt, have to report to supervisors who are not lawyers - some with no college degree. Senior management on site possibly insane."
"611","Lack of innovations. No passionate stakeholders around."
"612","IT organization is not sorted"
"613","Below average salary.
worse HR practice"
"614","The culture is not very consistent and there are still attempts to maintain siloed groups.  The leadership is clearly to blame for the pervasive childish behavior."
"615","culture was not an ideal work environment"
"616","Not enough people to do the work.  Change is painfully slow and communication could be greatly improved."
"617","low pay slow advancement cost cutting"
"618","Sales territory is not clear. And managers were not very supportive in the classification. 
Continuous restrcuring insales org 2yrs after M&A"
"619","Management exports jobs to non-US locations to save on healthcare and other costs."
"620","If it is not nailed to the floor,  it's moving to India."
"621","corporate is cut off from the business unit"
"622","constant turnover in leadership at the department and business unit level made it difficult to reap any benefits after ""paying your dues"
"623","Not a place for people who come looking for onsite opportunities to begin with in their careers. Otherwise its a good place to be."
"624","over-worked load pressure and very unstable work-off schedule;"
"625","I think Thomson was a great company but the Reuters Acquisition created a deficit of morale in the long run. The pain is still being felt and the economies of scale are  not driving revenue. In many case the upper management has filtered down into company as a reverse takeover Reuters CEO took over after buyout."
"626","Pay is low.  No reward for attainment of degrees, certificates, etc.  No support for training or continuing ed.  Healthcare premiums are high and increase >10% annually.  Performance doesn't matter.  Exceeding your annual objectives will award you less than 1%.  Yes, LESS than ONE percent.  That's a fraction of a percent.  Ie, the numbers come after the decimal, to the right of it, not before.  Culture is not as... good as it could be. There is no cafereria or sitting area."
"627","Low pay; Hard to get promoted; Almost no bonuses; Hardly any pay increase."
"628","Interns were not given full time opportunities, intern program was fairly unstructured.  Salaries were lower then average for engr students."
"629","incompetent salary considering its Thomson Reuters
HR is not that aware of what their works should be they wouldn't update you proactively what you're missing"
"630","pay is not the best"
"631","Offshoring all the talent in pursuit of bottom line"
"632","- A little laid-back atmosphere"
"633","american's have a huge advantage - pre requisite for senior advancement, other nationalities make good staff
too much political patronage
really hard to move between divisions and units
too ready to cut talent loose rather than move to other units"
"634","Senior management had little idea of what the work actually entailed; tendency to over engineer any automated system so becomes unwieldy; several wrong strategies followed resulting in redundancies; pay is definitely NOT commensurate with elsewhere"
"635","Social life in the country is poor"
"636","My manager is too strong and always want to control everything"
"637","As an intern, you have to work 60+ hours a week and take non stop calls. It is an incredibly stressful job.  There is a lot to learn.  You must learn basic tax law, systems, and the tax software.  Selection of full time candidates is not based on performance.   Workload is not worth the pay.  Because the workload is so high, coworkers are much more likely to get a little testy."
"638","Only focused on cost cutting, which is constant - layoffs, layoffs, layoffs for US staff
Poor career path for US based employees
Poor pay raises and limited differentiation for high performers (1% versus .05% raises)
No raises for promotions 
Constant reorgs - used to cover Senior Management's poor performance and poor leadership
Double standards between sr mgt and rest of firm (compensation, travel, spending,... golden parachutes)"
"639","Management never understand the hard core benefits of the employees individually."
"640","Company is too big to communicate around, facing client and staff is always virtual through computer, take more time and effort to build a strong personal relationship with others."
"641","Upper management has been floundering around trying to figure out what to do. The average stay for the head of my division has been about 6 months."
"642","pay isn't fantastic although it's not bad.  it is a huge place to work so you start to feel like a number"
"643","The company has failed to deliver after the merger, when the top management has been completely disconnected and living in its bubble for many years. Strategy and priorities have been revisited every six months, creating chaos and demotivating the best elements."
"644","Be careful what you say.  Mangement may retaliate on personal grudge. It's a very political environment in some groups. There is no mutual trust to staff.  Some people have already lost drive to success.   
Technology is old and need update to be compatible with the rest of the world."
"645","the employee salaries are below market average for information technology. nothing particularly sexy or interesting about the company's products. it's just a job."
"646","They do not push for higher salaries for their temp employees. They did keep us in the look in regards to our end date."
"647","There are too many middle managers who are slowing the pace of innovation and are clouding the company's mission statement. Thomson Reuters' values of clarity and agility are not always obvious on a day-to-day basis. Opportunities fo advancement are not always clear. Frequent reorganizations make it sometimes difficult to remain focused."
"648","Constant reorgs, poor stock performance, infighting amongst senior management, a failure for a common culture to emerge, low morale in the Markets Division, constant layoffs, inability to follow through - these things may not be universal in the company but they certainly typify my experience in the Markets Division. Globalization has taken a huge bite out of US and UK workforce and I expect that to continue."
"649","still undergoing major changes due to merger"
"650","Difficult to work with colleagues remotely. Not the best training"
"651","Often times I take work home with me"
"652","revenue is not good in these years."
"653","there is no generic commonly agreed method of working, so every team just do what they like.
system is too complicated than necessary"
"654","excellent technology driven teams that are driven to exhaustion."
"655","- Quotas, miss one year and you're done
- Long work days, weeks, months...etc
- Job security is completely dependent on your territory makeup"
"656","Talent management in the overall office structure"
"657","The level of technology for employees and for what we sell to clients is not high. I thought the merger with Thomson would raise the level of Reuters technology both internally and for our products, but so far I don't see much evidence of that. This will make it difficult to compete."
"658","Very Political
Very little training
No value placed on learning and acquisition of Knowledge
No recognition of employees that pursue higher education"
"659","Product support
Unrealistic about position in market place
Too many reorgs"
"660","Bad Salary break-up, almost 12% of CTC is blocked as Variable pay
Very rare technical trainings..
No techinical exposure.. for newer technologies"
"661","Heavy comm cost, effort. In daily work"
"662","Management is turning Eagan from the HQ of legal to a ""site.""  Purchase of Reuters and subsequent failure of Eikon (rumored to be up to $1B in spend) has driven the org down dramatically and Sr. Mgmt's response is to cut support and services, diminishing client satisfaction, which has large negative effects on retention and pricing power.  Consequently, morale is at rock bottom."
"663","Immediate Senior management has no technical knowledge
Worst politics ever"
"664","Less salary. That's it, no more i think."
"665","Expect more work from less employees & lots of unfinished work before implimented"
"666","Global Service Centres; too much change all at once; global decision-making; frequent changes to business structure; staff not feeling safe"
"667","constant re-orgs 
constantly changing upper management
 limited opportunities for advancement/development"
"668","On the opposite side of the spectrum, the re-org and outsourcing have taken a toll on morale."
"669","Huge work pressure, which some time is un due"
"670","Company has had many changes in the last year.  Things need to settle a bit."
"671","Low raises
Low morale
No company to employee loyalty
Everyone is out for themselves"
"672","Salary increases in the last few years were minimal, lately a lots of company driven employees turnover."
"673","- internal systems don't work well
- office politics and favouring by management of certain employees
- promotions are usually unfair and given to employees who don't deserve it
- terrible reorganization, utter mess, company is falling apart
- customers have been lost in the reorganization of it becoming Thomson Reuters"
"674","They are always reducing staff clockwork November, December and March of every year."
"675","-  slow moving business managers
-  takes for ever to make decisions
-  absolutely no advancement opportunities, unless your boss retires, leaves the company or moves up
-  extremely low-technology company working in a high tech financial world. Seriously.  Everything is so old and they are so penny pinching.
-  If you are looking for training or reward for a project well done or anything like that, you can... forget about it.  May be they would give you a $100 gift coupon for a project well done, if you are lucky.
- Many of the senior level folks waste lot of money on unnecessary projects that don't serve the strategic purposes.
- I have said this before.  Many of the senior level managers lack basic business skills (strategic thinking, financial acumen, etc.) as well as knowledge in current technological trends."
"676","Senior management has serious problems. The pay is low compared to other large companies. Training is only offered to new staff."
"677","restructuring is really  gets in the way of work
majority of management has been employed 15-20 years, really set in their ways"
"678","salary is below the market rate"
"679","No advancement in salary, even if you switch departments."
"680","Markets is the red-headed step child of the divisions which cripples the rest of the organization.  Pay is laughable...hence inability to retain talent."
"681","Too many restructures causing onging issue with leadership consistency, unclear and/or changing business objectives, morale continues to decline"
"682","Lack of parking places, bonus only once a year, corporate mails that aren't necessary (corporate info). Lots of admin activities."
"683","the current office is not the best place to work, rather old. Human Resources often lack sense of urgency or they appear not very committed."
"684","changes, org change. CEO should be called Change executive officer"
"685","Salary is too low
Base salary is very low"
"686","Lots of overtime.  Since the company focuses on tax and accounting there is lots of OT especially in the support department.  Be prepared for OT in the range of 225-325 hours per year depending on where you work.

Inflexible schedule in the support department."
"687","For some positions, in peak time, we may have to work overtime for hours."
"688","-Senior management is not on the same page as the rest of the organization
- Middle management wears rose colored sun glasses, manages upwards and drinks too much of the Kool Aid
- Churns out too many new products rather than fixing what is broken"
"689","-zero talent development below middle-management levels
-constant re-orgs and accompanying downsizing = low morale (seems like management has forgotten how to do anything besides re-org, there's at least 1-2 major ones per year lately)
-poor communication and sense of direction from upper management
-compensation is low compared to similar work in similar fields
-most management has been around 10+ years, very... set in ways and doesn't seem comfortable communicating about or executing changes
-lots of internal bureaucracy at every level"
"690","Career growth and opportunity to change direction."
"691","terrible culture, products on the decline, lack of execution."
"692","Lack of team enviroment starting from the top down."
"693","I have worked as an ""independent contractor"" at this company for 10 months, and they definitely know how to let you know that you're unimportant, unwelcome, and expendable. I work onsite, use company supplies, and am required to work specified hours, yet I am considered an ""independent contractor."" The company misclassifies some of its workers, in violation of IRS guidelines, in order to save money on benefits. Per... the IRS, a true independant contractor has multiple clients, exercises control over how their work is performed, uses their own tools, and is not required to work set hours. Basically, an independent contractor is a plumber or electrician who has their own business, not a full-time office worker.

Not getting paid benefits is bad enough, yet the way I am treated at work is difficult not to take personally. I sit one row over from the team I work with, yet my boss goes months without stopping by to check in on me and the other ""independent contractor,"" and we are excluded from the periodic team events such as birthday celebrations and holiday parties. They celebrate birthdays one row over from us, yet we are required to sit at our desks and continue working while everyone else eats cake and socializes. On a Friday in December, all the other workers besides the two ""contractors"" left the office for an entire afternoon to go to a restaurant for the holiday party.

This is no way to treat someone who makes contributions to the company."
"694","Some areas are not doing as well as others, and that impacts the entire business when it comes to recognition."
"695","You have to like to roll with a lot of change. Change is constant"
"696","It is became hard to get anything done due to constantly changed environment 
and miscommunication between multiple parties"
"697","No one is accountable,Too much change, company does not know if it is Markets or Professional focus."
"698","When it comes to Senior Management, it is all about profits - now. Take a shortcut now to make a dollar now, instead of build and make five times that a year from now.
 
Budgets can take months to get approved, by people who do not understand what your department does. Mid-level managers must ask for more copy paper. They cannot just order or buy some. It must be approved. That... can take a while.
 
Glocer, et... al stated they were happy with the merger with Reuters and everyone's job was ""safe"". I believe he stated ""You're not going anywhere!"" with a big smile.
About one year later, half of our office of several hundred were being laid off. Outsourced overseas.
They knew this would happen. Basically, lied to all of us.
 
At ThomsonReuters, quality is Job #2. Meeting some arbitrary profit number is Job #1.

Every single year I worked there, the ""economy"" or ""recession"" was cited as the reason for annual pay raises that averaged less than 1.5% for our entire 100+ employee division. Yes, even during my 2nd year when (again) we posted RECORD revenues and our 2nd best profits. Raises? Nah. The rumor was that the highest given was 2% and that was less than what was originally promised that employee. Again, bad economy... even though our profits were up.
 
That is Glocer's TR."
"699","Leadership foucs has to be more stable."
"700","Less systematic
low career growth
More work pressure"
"701","Management had good vision, however upper management changed often."
"702","Too many changes recently happened at Thomson Reuters.  Makes it hard to do the work.  Poor communication regarding the changes."
"703","Office Politics is not conducive to quality work output."
"704","The culture of the company is very poor.  Sadly  the emphasis has shifted from caring about our customers to one of protecting the bottom line."
"705","- Very difficult to get promoted.
- Salaries are noticibly less than similar position in other companies"
"706","Numerous management changes keep redirecting where the company is going. The salaries could be more competitive. Promotion decisions are not always fair."
"707","Very low salary
low growth opportunities."
"708","My manager and her manager and her manager."
"709","The process followed by few of the teams needs to be improved."
"710","constant state of flux, complex and disjointed."
"711","Not much for advancement in the career. Many people have been with company for a long time and same role (just change title and goals)."
"712","Poor senior management has no idea what is going on at grass roots level."
"713","Frequent restructurings, outsourcings/insourcings, divestments. If you're part of that it's no fun and can be stressful"
"714","micro managing, lots of paperwork"
"715","Long hours, apathetic mgmt, the only way to cope is decide you don't care."
"716","too many changes within a very short period of time, employees seem frustrated because of these changes, opportunities seem limited"
"717","Micro managed
Good old boy system
Stable in the Tax group."
"718","Terrible opportunities for growth. Salary is well below market for almost all job functions. Salary growth is almost non-existent and is not really based on performance."
"719","doesn't seem much place for advancement. pay scale seems to be low."
"720","The department I am at  does not provide much professional growth opportunity"
"721","poor leadership at all levels of management."
"722","Other business units keep to themselves and sometimes management is questionable with regards to knowledge and skills"
"723","higher management should not be just one man army"
"724","-very repetitive; robotasks,
-small chances for any career advancements,
-chaotic management,
-bad communication"
"725","Promotions are hard to come by and upper managment should really have a growth plan for it's employees."
"726","The seasonality of our clients business translates to our business. Its great for the ability to take pto or start projects but it is an imbalance of ""busy"" vs. ""slow"" time"
"727","Lack of business environment at the workplace."
"728","Not enough variation in ideas or opportunities to collaborate with other divisions
Networking opportunities could be better"
"729","The company is not focus, too many businesses acquired in the past 10 years. Need to consolidate and come out with a business strategy."
"730","No perks in comp and benefits"
"731","Despite being up 10% year over year and having $1.5B in free cash flow, this year the company decided to pay bonuses out at 44% of the target. Meaning a 66% haircut. 

They company has restructured several times in the last few years, and they expect people to take new jobs without knowing titles or compensation packages in advance. 

Compensation increases are capped and nearly impossible to come by, even with... promotions. Managers routinely advise that the only way to get ahead is to leave and come back."
"732","Top management has no idea of how we work
Top management is poor at communicating decisions"
"733","Low salary.  Most people are slackers."
"734","* Political environment that doesn't want to hear dissenting opinions.
* Salary ranges are slowly going below industry average.
* No creative compensation for non-management types.
* Work-life balance typically means you get to work from home instead of calling in sick.
* Some jobs are getting off-shored.
* There is quite a bit of bureaucracy involved in resource requests costing over a few grand.
* In tech,... some low-level managers promoted into place because they're aggressive tech people, i.e., they tend to be opinionated, workaholic, yes-men who don't handle either disagreement or differing work styles very well.
* Upward mobility or career advancement can be slow, or sometimes halted altogether by a lazy or incompetent manager."
"735","Values are all wrong and this shows in the selection of some people promoted to upper management - no vision, rubber-stampers, rule followers, toadying
reign of terror - everyone is holding their breath waiting for next wave of layoffs (of course TR doesn't call them layoffs, they are ""voluntary separation packages"")
Leadership strategy unclear - how does sr management decide what and who to outsource? Opaque... decision-making and communication. 
Salaries are risible, some years no raises at all, no COLA. 
No opportunity for promotion."
"736","Limited career advancement within Lipper."
"737","Senior Managment talent not recognized"
"738","Frequently get the wrong communication at the wrong time.."
"739","Top management thrashes far too much.  It's common saying around the office - if you don't like this reorganization then just wait a couple of months.  Unfortunately this is too true."
"740","Seem that pay is a bit low compared to other private sector companies."
"741","Tends to build products more on the conservative vs innovative side"
"742","No Clarity in local governing policies - different routes and source points to handle a simple issue - lack of issue ownership by the local facilitators."
"743","Sweatshop environment with many pointless fire drills"
"744","No learning absolutely.
Management is not up to the mark
High attrition
Knowledge is not distributed
Technical competence and communication of tech leads leads in question"
"745","Environment stifles creativity. Company has made terrible decisions based on it's own misperceptions of the value of it's brand(s). Also there are far to many senior executives who offer very little in the way of actual production."
"746","Unequal pay, compensation generally is not up to par with similar salaries externally. Work/life balance is excellent on paper but doesn't really translate into the culture of different departments."
"747","lots of business unit reorganization, even twice a year.  Even if the brand is well established, continue attrition of staff and senior managers affects the availablity of workforce and plans changes every semester."
"748","Poor growth for employees . Poor management ."
"749","You may be forced to quit, if you are an Quality assurance engineer."
"750","Poor , mediocre management
Lots of politics"
"751","Lack of managerial training and effective leadership skills."
"752","Organizational change
Hard to get excited about boring subject matter of products
Not necessarily a dynamic place
Siloed, large company"
"753","Expect too many hours on the weekends
Management shows no empathy 
No salary grades"
"754","Management is not forthcoming, Employee is the last one to know about any management announcements. Not much recognition for the work."
"755","The inside sales department is lost in the market place.  Trying to compete with low cost providers but marketing and finance wont allow the sales people the tools to be competitive.  Once something is working for the sales reps finance pulls the plug and says were selling to many.  The revolving door atmosphere does not build confidence on a sales floor.  People mysteriously disappear, better hope you don't get... saddled with a bad territory. We have all seen good sales reps be at the top of the pack get their territory changed and get walked out for not making the number.  They could be seasoned reps with more than 5 years or reps with 6 months under their belt, if you cant make you 3 month rolling average see ya! Doesn't matter how hard you work or how many hoops your jump through.  Someone needs to fix this department! Wake up people, isn't the constant barrage of new people needing to be on boarded more expensive than working with the talent you have? Or is someone just trying to save face?"
"756","Incompetent leadership has chipped away at morale for 5+ years.  Endless reorganizations, lack of strategic vision, acquiring companies and not integrating them.  HR has dark soul (if any)."
"757","Still struggling to integrate with Reuters and so career progress has stopped for many people"
"758","To get promotions take years...."
"759","Organisation keeps changing so corporate message is the follwing:

Make money, be great and we will eventually tell you in six month how your reporting line will look like."
"760","-Doesn't really seem to be a strong career path built out. I don't think they have leveraged this program as well as they could.
-There are periods where you really don't have a lot to do."
"761","lost in a sea of numerous faces"
"762","The compensation could have been better."
"763","processes can be heavy as in every big business"
"764","HR and leadership development function lacking in effectiveness.  Poor marketing decisions and short sighted short term strategy."
"765","opportunities are less. Promotion are very less and increment is not so good."
"766","Being as big of a company as TF/TR is, sometimes your entire team can get lost in the shuffle.  In sales situations, I sometimes found myself competing with other TF/TR divisions for the same clients business.  Was confusing for clients and sometimes frustrating.  The size brings some bureaucracy as well, but for its size - it could be much worse.  My opinion, the benefits outweigh the risks."
"767","There is no good Management"
"768","Not a compensation leader, think more highly of their products that clients do."
"769","No proper SOP like elsewhere and resistance to change"
"770","- Lot of recent chaos with merge - continual leadership changes / reorgs / position reductions resulting in lack of clear direction/focus for some, opportunities for others"
"771","slow growth, more processes task,"
"772","Constant change in leadership in both low level and high level"
"773","Contract this is very bad."
"774","Still people are thinking who is in the top position. Ex Thomson or Ex Reuters person."
"775","poor managment team, weak sales people"
"776","No structured training program for the position. Very much a start-up atmosphere which also came with the pros and cons of said atmosphere."
"777","Misaligned products, new to consultative sales process"
"778","Process is not streamlined properly."
"779","lots of busy work
no ability to be really great.....
come to work sit and be inefficient but cheap and go home, remember not to say much, shut up and be nice even if its fake"
"780","Expensive health insurance and dental"
"781","My division was acquired several years ago, but it never seemed to assimilate under the Thomson Reuters umbrella.  Felt disconnected from Corporate.   Questionable promotions."
"782","Work from home benefits are nice but not given across the board.  No matter how long you are with the company, the base salary always remains the same (I have been in sales for 14+ years and I have never seen this).  No overtime pay given although most people work overtime.  Managers are clueless on the products and have little to no knowledge of customer needs - the worst part is they don't care to know. ... Everything is ""a customer service issue"".  Goals continue to increase as pay decreases.  Turn over rate is very high. If you are an honest sales rep, don't work here.  You will be run over by the dishonest sales people who get praised by management."
"783","Mid-management is getting in way of upper leadership change."
"784","- Sometimes, due to the size of the company, things move slow
- Opportunities to move up are there, but actually moving up is a bit more difficult, esp. slow (""it' sthe kind of organization where you have to prove that you can do that job, before getting the job"" - said by a manager)
- technologies can be limiting, again due to the size of the company, reluctance to moving to newer technologies"
"785","no clear career path beyond business unit
business unit silos are a strong barrier to product innovation and portfolio synergy"
"786","The pay is not all that great compared to other major companies."
"787","Some of the team sizes are freezed so you don't have a chance for promotions unless until we are willing to change to some other group or team."
"788","not a big salary, not place for young ppl"
"789","There are no benefits whatsoever for contractors. Also, there is a limit to the number of times a contract may be renewed."
"790","A lot of weekend work for technical staff"
"791","Less growth & work challenges. compensation for tenured should be as per market."
"792","Senior Management system is not good and more politics."
"793","The hiring process takes a long time and the internal structure seems to be constantly changing. So it is hard to determine what positions are available and which are going to be eliminated from the structure"
"794","More creativity"
"795","Compensation is not yet at its counterparts. Due to so many mergers, products and service suffer. A little chaotic at times. No clear direction on future and constant back-tracking of organizational structure. A culture of cynicism."
"796","Extremely poor management.  No strategic vision.  No training.  Lots of finger-pointing. Very little documentation on the legacy platforms.  Five total platforms, all in silos... If you have a Day 1 for an exchange, you have to change/update the code and regression test it in every platform. The testing tools are poor and you're given very little time to do your work.   LONG HOURS. The brightest people usually get... fed up and leave to go elsewhere... Most projects are death marches... We have a deadline, meet it -- even if you haven't been able to do your work because you're overworked, understaffed and guessing at the market logic behind the platform... because nothing is documented and you were never trained!"
"797","Please allow a bit more freedom in the way the juniors work."
"798","Good Luck"
"799","Senior management should be more involved in performance reviews & not leave the process completely on the middle management
360 degree appraisal for middle management should be implemented"
"800","Remuneration growth seems slow, annual as well as during promotion"
"801","I some how personally feel that employee motivation is not upto the mark."
"802","i guess only shift timings."
"803","* Worst Management
* Career Growth is Constant
* Work life balance is not good
* Unwanted policies make life difficult for employees"
"804","Nothing. As you asked, no Technical growth"
"805","Moving to other project is tough"
"806","couldn't find much cons, except the culture. At work one needs to have Fun, which is difficult to find."
"807","Working on Rotational shifts was difficult."
"808","Corporate culture clashes since the merger with Reuters resulting in lack o clear strategic and tactical direction."
"809","oppurtinities, management, facilities, timings and shifts"
"810","disorganized, too top heavy and 'old school' mentality"
"811","Not the highest payer, Work pressure"
"812","Need to know the right people
Not much opportunity to climb the ladder
Flickering ideas on running the business
Can do better with bonuses"
"813","Always busy periods...... week end works."
"814","Bureaucracy, red tape, people who aren't qualified for their roles (especially on the technology side), very unclear delineation of responsibility."
"815","1) Not satisfied with Amenities/Facilities (Food in the cafeteria, Cab facilities etc)"
"816","salary is less compare to other companies"
"817","Recruitments are painstakingly slow. Lightyears away from being an admired company"
"818","As a software developer you face an uphill battle getting anything less than 7 years old adopted. Most IT managers do not have a technical background including the CTO. The business folks are wedded to waterfall and PRINCE2"
"819","Anyone outside of the division's home office tends to be forgotten
In a company that grows by acquistion, the most recently acquired people will always be favored
Not sure how to reward innovation or enthusiasm, or anyone who doesn't quite fit the mold"
"820","The good work culture can also cause people to become laid back and not perform. This leads to stagnation, and lesser innovation compared to rivals."
"821","Moderate career growth, Going through Multi-Quarter Turnaround."
"822","Cafeteria :)
Need to bring your Tiffin.
Struck in bad/not so good project then your bad luck, but as I said look for better opportunities"
"823","Not a great place for technology or advancement of skill set, not a technology company to be exact.
People don't carry a go-getter attitude, most of the people have 10/15 year horizon and as a result of which growth is slow.
Most of the smart and technical people leave within 2 to 3 years."
"824","No work life balance, long working hours which could be reduced with good planning"
"825","Captive unit - too much of control of us team.
Food issues"
"826","Some the benefits are little outdated. specially the tuition reimbursement which would not cover the tuition of one course  or two courses year long for a moderate public university"
"827","Everything is in a slow pace.
No real challenges for me, it's good at the beginning, became boring soon."
"828","Focus on subject, where opportunity is limited to roles."
"829","Sometimes the work culture behaves as a manufacturing unit"
"830","My team was a bit small (10-15 people) in the television department, which made things even more hectic during times of breaking news. Also, the financial crisis placed a damper on travel for stories, though they did work hard for budget adjustments to make coverage of important stories possible"
"831","1. Management of the Company not quite upto the mark
2. Things are in place but not implemented"
"832","Till now have not come across any"
"833","Making many acquisitions and growing fast which can be difficult at times."
"834","late night working, compulsory hour completion even in case of emergency"
"835","Please take care of your employees who are loyal to you..."
"836","Too much of politics as usual like any other corporate world"
"837","Salary package not that great for junior level."
"838","High number of acquisitions have led to complex structures within."
"839","- Learning how to conspire
- Lacks transparency
- Letting unethical practice go away with the help of your senior manager
- Processes in the company is not there is other companies so once you quit, you need to join another company as a fresher
- HRBP is not helpful and would ignore all your facts and leak the information to your management, who would inturn make your life hell
- Growth is just a word and never... given"
"840","Pays less salary to starter."
"841","Very difficult to continue your growth once you reach a certain threshold.  If you are okay staying in a position long term you can establish a career with good pay, solid benefits and nice work/life balance.  Very tough for people who would like to continue to grow and challenge themselves.  Compensation plans always changing.  Very difficult to make your months if you aren't given a prime territory (which are... given to the most senior reps).  The job can be very tedious and repetitive."
"842","Due to merger we are not unable to expect .....Salary & Promotion's"
"843","poor retention program,  competitor package"
"844","- Lay Off due to bad economical conditions"
"845","Management do not respect staff
Worst morale in any company have worked for."
"846","No transportation facility, they dont care for your safety to office and home
Housewife type and chatty middle managers
lack of fast-track promotions, lateral movement opportunities

bad facility"
"847","Senior Roles in Technical Operation are hardly given to employees based out of US/UK"
"848","Growth in a very slow rate."
"849","Constant Re-org, Job Security totally dependant on hitting number with many outside factors. A lot of internal competition for the same dollars"
"850","Eagan location parking is not the best, especially in the winter."
"851","Management in total disarray. Direction of the company is severely in question."
"852","Thomson Acquiring Reuters, Salary hikes"
"853","Burocratic, slow, inefficient company. People in higher management are not techincally compitant to run their function."
"854","Compensation and Only Time Bound Promotion."
"855","rogue/abusive managers, shady tactics, favoritism, back stabbing, lots of dead weight not contributing to success - want more sales $$$ for less commission and bonus each year, no support, terrible expense reimbursement policy"
"856","Need to work on Profitably of the company."
"857","people survive without delivering if they speak well"
"858","Poor Management, Undue Pressure, nil or less challenging opportunities"
"859","Lil bias for expats, must improve India coverage"
"860","Seems like way too many contractors on some teams
Huge organization can be difficult to navigate"
"861","Merger with Reuters has different of opinions"
"862","Some outsourcing in recent years.
Scale back.
Downsizing, merging, or closing of certain departments.
Hiring freezes."
"863","Not as nimble in integrating acquisitions
Slow product development capabilities"
"864","Identity - the company lacks direction and has a hard time making change"
"865","There are not enough opportunities for growth and hence it takes time to get a promotion."
"866","Lack of good leadership.  Directors and other Senior Management  ""play games"" with their staff and offices to work around their own agenda's.  No equality in work life balance, feeling of success or work load.  Most Management ""in it for themselves""; been provided big egos and empowered themselves to be and do what they want...not necessarily what is in the best interest of the office or staff."
"867","Over protective of the news agency (it affects all lines of business)."
"868","salary is not competive, compare with other it company"
"869","Poor management lacking business nous
Petty politics
Contact Law is unprofitable division of much larger Findlaw business, and wider Thomson Reuters
therefore there is little budget for retaining and developing talent or developing new products at the speed the market demands"
"870","Need to promote from within the company"
"871","Currently very limited travel / training budget
Not particularly easy to start a managerial career - difficult to make the first step
Extremely varied bonus / reward methods and options globally and across departments"
"872","technical opportunity are lesser compare to others"
"873","Late working, unskilled managers, bad appraisals"
"874","Very limited opportunities for advancement
Poor communication and, more importantly, accountability from upper management
Office bureaucracy
Refusal to backfill vacated positions"
"875","airs of over entitlement with positions"
"876","no downsides of working at pangea3"
"877","Disorganized.  Lack of clear goals."
"878","Hign turnover, management always changing, lower on pay scale, many times the right hand doesn't know what the left has done."
"879","1. Highly political atmosphere
2. Senior Managers and above are inexperienced in the jobs that they oversee
3. Limits your career opportunities post working here"
"880","The software development is still an inhouse style. The job is mainly for doing maintenance works with the existing software that Reuters have. The product is built on obsoleted coding technology such as C on UNIX. There is totally no new product development and learning of the new business industry. The competition from Bloomberg is serious and Reuters couldn't make its products competitive enough to take market... shares from Bloomberg. I believe in the long run Reuters could be out of the market."
"881","Inside print sales team competes against online store, outside sales reps, and other internal sales units.
Plenty of online product training, but no time during workday to complete it.
Have to go through ""boot camp"" before you can receive a territory.
Most sales positions use a more short-term transactional model and are not consultative; can get boring."
"882","Can't change shift timings and work from home is not accepted without putting leave."
"883","As a large company it often takes too long for new ideas to make it to the marketplace. Organizational changes take a long time to complete and can be disruptive to the business at times, but for the most part work carries on until there is an official directive to make a change."
"884","Compensation not the best in the industry
Does not attract the best talent
Negative impact of financial markets meltdown"
"885","Just turning out to be another company, not much difference client based companies in terms of benefits to employees and other learning activities"
"886","nothing but growth is very difficult"
"887","work pressure but its good for having good experience."
"888","The organization between files in the hard drive is very confusing.  By having certain folders within clients information will allow for all of the information to be in one spot."
"889","Too many senior level shuffles"
"890","First thing I noticed was that no one said ""Good morning"" or hello to each other when coming in for the day. Heads down, work!"
"891","Working Shifts also meant at times you had to stick to a certain shifts even when you wished not, mainly because of being unable to change at a certain time"
"892","It made me too lazy to work here"
"893","a few colleagues and a few management"
"894","Lot of Politics in dept"
"895","salary not as per market standard."
