,Unnamed: 0,X1,pros_page1,pros_page_rating_value,answer_re,answer_re_oth,answer_re_n
133,134,14.0,"Large company, lots of young employees, interesting platform and clients.",1,"Large company, lots of young employees, interesting platform and clients.",large company lots of young employees interesting platform and clients ,
134,135,14.0,"I have respect for the CEO, other than that zero",1,"I have respect for the CEO, other than that zero",i have respect for the ceo other than that zero,
135,136,14.0,"Everyone here works really hard and the company employs some of the smartest people I have worked with! The fast paced environment may not be for everyone, but if you thrive, the compensation makes it worth it!",5,"Everyone here works really hard and the company employs some of the smartest people I have worked with! The fast paced environment may not be for everyone, but if you thrive, the compensation makes it worth it!",everyone here works really hard and the company employs some of the smartest people i have worked with the fast paced environment may not be for everyone but if you thrive the compensation makes it worth it ,"people, fast, company, paced, compensation, environment"
136,137,14.0,"*They have a good cafeteria if you ever get a chance to take a lunch break. *The people you work with know a lot about their fields of expertise, but for some reason don't realize their true worth/potential at other companies. *Great stepping stone for furthering your career if you can manage at least a year, and leave on good graces.",4,"*They have a good cafeteria if you ever get a chance to take a lunch break. *The people you work with know a lot about their fields of expertise, but for some reason don't realize their true worth/potential at other companies. *Great stepping stone for furthering your career if you can manage at least a year, and leave on good graces.", they have a good cafeteria if you ever get a chance to take a lunch break the people you work with know a lot about their fields of expertise but for some reason don t realize their true worth potential at other companies great stepping stone for furthering your career if you can manage at least a year and leave on good graces ,"work, people"
137,138,14.0,Stable Company Annual Bonus Great Lower Level Managers,3,Stable Company Annual Bonus Great Lower Level Managers,stable company annual bonus great lower level managers,
138,139,14.0,Great bunch of people to work with.,3,Great bunch of people to work with.,great bunch of people to work with ,"work, people"
139,140,14.0,shifts at different times of the day,4,shifts at different times of the day,shifts at different times of the day,
140,141,15.0,*Direct Management cares about employees *Great and friendly co-workers who are willing to help,4,*Direct Management cares about employees *Great and friendly co-workers who are willing to help, direct management cares about employees great and friendly co workers who are willing to help,friendly
141,142,15.0,Good 401k. Relaxed work environment. Good people to work with.,2,Good k. Relaxed work environment. Good people to work with.,good k relaxed work environment good people to work with ,"work, people"
142,143,15.0,"Busy workload, Good 401K Match We got acquired by ICE recently so still need to see all the pros.",3,"Busy workload, Good K Match We got acquired by ICE recently so still need to see all the pros.",busy workload good k match we got acquired by ice recently so still need to see all the pros ,
143,144,15.0,Smart people in an interesting and evolving industry,5,Smart people in an interesting and evolving industry,smart people in an interesting and evolving industry,people
144,145,15.0,"Pay is fairly good, and the benefits in addition to that make the overall compensation fairly good for an IT job. In spite of the business being very technologically driven today, you always get this feeling of the history of the building (it’s the New York Stock Exchange!). We don’t necessarily use cutting-edge technology, but this is an environment where stability and reliability are paramount; that said, we... do embrace new tools if they actually help us solve problems. The coffee and snack options are excellent. And having the annual holiday party in the middle of the trading floor is truly cool, even for this cynic.",4,"Pay is fairly good, and the benefits in addition to that make the overall compensation fairly good for an IT job. In spite of the business being very technologically driven today, you always get this feeling of the history of the building (it’s the New York Stock Exchange!). We don’t necessarily use cutting-edge technology, but this is an environment where stability and reliability are paramount; that said, we... do embrace new tools if they actually help us solve problems. The coffee and snack options are excellent. And having the annual holiday party in the middle of the trading floor is truly cool, even for this cynic.",pay is fairly good and the benefits in addition to that make the overall compensation fairly good for an it job in spite of the business being very technologically driven today you always get this feeling of the history of the building it s the new york stock exchange we don t necessarily use cutting edge technology but this is an environment where stability and reliability are paramount that said we do embrace new tools if they actually help us solve problems the coffee and snack options are excellent and having the annual holiday party in the middle of the trading floor is truly cool even for this cynic ,"options, compensation, environment, benefits"
145,146,15.0,The team of people that I worked with was the best part of my job. Many of the employees in the group that I worked in had 15 plus years of service and a wealth of knowledge of best practices. The company and had undergone many transitions with changes of ownership the last ownership being ICE. The changes and continual downsizing had begun to take its toll on staff. The benefits were good and better than... average paid time off.,3,The team of people that I worked with was the best part of my job. Many of the employees in the group that I worked in had plus years of service and a wealth of knowledge of best practices. The company and had undergone many transitions with changes of ownership the last ownership being ICE. The changes and continual downsizing had begun to take its toll on staff. The benefits were good and better than... average paid time off.,the team of people that i worked with was the best part of my job many of the employees in the group that i worked in had plus years of service and a wealth of knowledge of best practices the company and had undergone many transitions with changes of ownership the last ownership being ice the changes and continual downsizing had begun to take its toll on staff the benefits were good and better than average paid time off ,"company, benefits, people"
146,147,15.0,"good benefit, official is good",4,"good benefit, official is good",good benefit official is good,
147,148,15.0,"Being part of ICE is a huge opportunity, both as new and exciting projects have entered. The objectives are well defined, and the process more coherent. Location at Azrieli Towers is a big advantage. Working conditions have improved, and will improve even more as the offices are being renewed. HR are improving.",3,"Being part of ICE is a huge opportunity, both as new and exciting projects have entered. The objectives are well defined, and the process more coherent. Location at Azrieli Towers is a big advantage. Working conditions have improved, and will improve even more as the offices are being renewed. HR are improving.",being part of ice is a huge opportunity both as new and exciting projects have entered the objectives are well defined and the process more coherent location at azrieli towers is a big advantage working conditions have improved and will improve even more as the offices are being renewed hr are improving ,
148,149,15.0,"pay, bonus, looks good on resume. Management (trading system) is good at spreading risk, and playing ""not to lose""",3,"pay, bonus, looks good on resume. Management (trading system) is good at spreading risk, and playing ""not to lose""",pay bonus looks good on resume management trading system is good at spreading risk and playing not to lose ,
149,150,15.0,"Fullfilling work, good benefits (410k match, medical, dental, bonus structure), competent management. Interesting business that is always on the cutting edge. Coworkers are easy to work with and willing to help.",4,"Fullfilling work, good benefits (k match, medical, dental, bonus structure), competent management. Interesting business that is always on the cutting edge. Coworkers are easy to work with and willing to help.",fullfilling work good benefits k match medical dental bonus structure competent management interesting business that is always on the cutting edge coworkers are easy to work with and willing to help ,"work, benefits, cutting"
150,151,16.0,"Friendly workplace, office close to train train station",4,"Friendly workplace, office close to train train station",friendly workplace office close to train train station,
151,152,16.0,great life and work experience,3,great life and work experience,great life and work experience,"work, great"
152,153,16.0,Good company. provides stock bonus. Provides back up child care. Good work environment. Unlimited sick days,3,Good company. provides stock bonus. Provides back up child care. Good work environment. Unlimited sick days,good company provides stock bonus provides back up child care good work environment unlimited sick days,"stock, work"
153,154,16.0,"Just great, and it's great.",4,"Just great, and it's great.",just great and it s great ,
154,155,16.0,They have aggressive acquisition timelines,2,They have aggressive acquisition timelines,they have aggressive acquisition timelines,
155,156,16.0,Great place to work with great compensation packages and training budget.,5,Great place to work with great compensation packages and training budget.,great place to work with great compensation packages and training budget ,"compensation, work, place, great"
156,157,16.0,very good fast growing company,5,very good fast growing company,very good fast growing company,"company, fast"
157,158,16.0,The company is growing rapidly The technology is interesting The salaries and compensations are good,3,The company is growing rapidly The technology is interesting The salaries and compensations are good,the company is growing rapidly the technology is interesting the salaries and compensations are good,company
158,159,16.0,"None ! - Work life balance does not exist, if you like feeling you never leave the building or have any time to your self then you will really enjoy working here and if you really enjoy no support from your direct management the this place is for you !",1,"None ! - Work life balance does not exist, if you like feeling you never leave the building or have any time to your self then you will really enjoy working here and if you really enjoy no support from your direct management the this place is for you !",none work life balance does not exist if you like feeling you never leave the building or have any time to your self then you will really enjoy working here and if you really enjoy no support from your direct management the this place is for you ,"balance, management, place, working"
159,160,16.0,Decent pay and Benefits. People are good to work with,4,Decent pay and Benefits. People are good to work with,decent pay and benefits people are good to work with,"work, pay"
160,161,17.0,"People are friendly, easy place to learn",4,"People are friendly, easy place to learn",people are friendly easy place to learn,place
161,162,17.0,"Managers, Recruiters are decent and positive",5,"Managers, Recruiters are decent and positive",managers recruiters are decent and positive,
162,163,17.0,They have a knack for recruiting extremely competent and intelligent people who are very easy to get along with. Very plush office building in the heart of the City. Lots of resources for employee training.,3,They have a knack for recruiting extremely competent and intelligent people who are very easy to get along with. Very plush office building in the heart of the City. Lots of resources for employee training.,they have a knack for recruiting extremely competent and intelligent people who are very easy to get along with very plush office building in the heart of the city lots of resources for employee training ,people
163,164,17.0,"Good people, opportunities, culture, leadership",4,"Good people, opportunities, culture, leadership",good people opportunities culture leadership,
165,166,17.0,company is kind of growing,3,company is kind of growing,company is kind of growing,company
166,167,17.0,Work with a lot of smart people,4,Work with a lot of smart people,work with a lot of smart people,"smart, people"
167,168,17.0,"Relaxed work environment, good work/life balance",3,"Relaxed work environment, good work/life balance",relaxed work environment good work life balance,"work, balance"
168,169,17.0,"Interesting products and projects to be involved in, the company is very successful, great people, leader in industry, strong brand",3,"Interesting products and projects to be involved in, the company is very successful, great people, leader in industry, strong brand",interesting products and projects to be involved in the company is very successful great people leader in industry strong brand,"great, company"
169,170,17.0,"good money, good benefits, nice people",4,"good money, good benefits, nice people",good money good benefits nice people,people
170,171,18.0,Salary . bonus . stock options . still growing as a company . location to some extent . good facilities,2,Salary . bonus . stock options . still growing as a company . location to some extent . good facilities,salary bonus stock options still growing as a company location to some extent good facilities,"options, stock, company"
171,172,18.0,It is a good atmosphere & good location,3,It is a good atmosphere & good location,it is a good atmosphere good location,
172,173,18.0,Everyone is here to get the job done. We all have a relaxed fun vibe but know how to get the job done in an elite professional manor.,3,Everyone is here to get the job done. We all have a relaxed fun vibe but know how to get the job done in an elite professional manor.,everyone is here to get the job done we all have a relaxed fun vibe but know how to get the job done in an elite professional manor ,
173,174,18.0,"The pay is ok, pension was ok generally all the benefits are ok London office location is good. They are successful and focused as a company",1,"The pay is ok, pension was ok generally all the benefits are ok London office location is good. They are successful and focused as a company",the pay is ok pension was ok generally all the benefits are ok london office location is good they are successful and focused as a company,"company, pay, benefits"
174,175,18.0,Good benefits and decent starting salary.,4,Good benefits and decent starting salary.,good benefits and decent starting salary ,benefits
175,176,18.0,Varied product offering could prove to be a formidable competitor to displacing industry leaders.,3,Varied product offering could prove to be a formidable competitor to displacing industry leaders.,varied product offering could prove to be a formidable competitor to displacing industry leaders ,
176,177,18.0,Very intelligent and competent workforce. Cutting edge technologies and management that has incredible vision to stay one step ahead.,4,Very intelligent and competent workforce. Cutting edge technologies and management that has incredible vision to stay one step ahead.,very intelligent and competent workforce cutting edge technologies and management that has incredible vision to stay one step ahead ,"management, edge"
177,178,18.0,Great work life balance. Not a pressure cooker.,3,Great work life balance. Not a pressure cooker.,great work life balance not a pressure cooker ,"work, pressure"
178,179,18.0,Great benefits pack age. People. Office. Systems,5,Great benefits pack age. People. Office. Systems,great benefits pack age people office systems,benefits
179,180,18.0,Fast paced and ever evolving environment with rapid growth via acquisition. Progressive. Good pay and benefits.,4,Fast paced and ever evolving environment with rapid growth via acquisition. Progressive. Good pay and benefits.,fast paced and ever evolving environment with rapid growth via acquisition progressive good pay and benefits ,"environment, paced, pay"
180,181,19.0,You can get in late and no one cares,1,You can get in late and no one cares,you can get in late and no one cares,
181,182,19.0,Good compensation the higher you go.,3,Good compensation the higher you go.,good compensation the higher you go ,compensation
182,183,19.0,Best company to work for!,5,Best company to work for!,best company to work for ,"work, company"
183,184,19.0,"Working with a bright and passionate team, opportunity excel if you are a skilled problem solver, opportunity to grow technical skills and solve interesting and challenging problems, great cafeteria in Atlanta office",5,"Working with a bright and passionate team, opportunity excel if you are a skilled problem solver, opportunity to grow technical skills and solve interesting and challenging problems, great cafeteria in Atlanta office",working with a bright and passionate team opportunity excel if you are a skilled problem solver opportunity to grow technical skills and solve interesting and challenging problems great cafeteria in atlanta office,great
184,185,19.0,Fast paced work environment. Rewarded for hard work.,4,Fast paced work environment. Rewarded for hard work.,fast paced work environment rewarded for hard work ,"work, paced"
185,186,19.0,"Decent pay, good benefits, and nice offices. They have a full snack and coffee bar along with some of the most cutting edge technologies.",1,"Decent pay, good benefits, and nice offices. They have a full snack and coffee bar along with some of the most cutting edge technologies.",decent pay good benefits and nice offices they have a full snack and coffee bar along with some of the most cutting edge technologies ,"cutting, edge"
186,187,19.0,fast paced innovative flat structure growing aggressive out of the box thinking,4,fast paced innovative flat structure growing aggressive out of the box thinking,fast paced innovative flat structure growing aggressive out of the box thinking,"paced, fast"
187,188,19.0,Central location and that is that,1,Central location and that is that,central location and that is that,
188,189,19.0,"Casual environment, but faced paced work",5,"Casual environment, but faced paced work",casual environment but faced paced work,"work, paced"
189,190,19.0,Fast growing global exchange. flat hierarchy. Fair pay. Good exposure within the financial services industry. History of success with double digit annual growth,4,Fast growing global exchange. flat hierarchy. Fair pay. Good exposure within the financial services industry. History of success with double digit annual growth,fast growing global exchange flat hierarchy fair pay good exposure within the financial services industry history of success with double digit annual growth,
190,191,20.0,Good company to work for,4,Good company to work for,good company to work for,"work, company"
191,192,20.0,Working at ICE can be great if you're in the right unit and get to deal with innovative technologies. The atmosphere is demanding but fair.,3,Working at ICE can be great if you're in the right unit and get to deal with innovative technologies. The atmosphere is demanding but fair.,working at ice can be great if you re in the right unit and get to deal with innovative technologies the atmosphere is demanding but fair ,great
192,193,20.0,Good benefits. Good work hours. Very well compensated.,3,Good benefits. Good work hours. Very well compensated.,good benefits good work hours very well compensated ,work
193,194,20.0,"Payment is good and on time, colleagues are perfect :), interesting projects and mostly new technologies are being used...",5,"Payment is good and on time, colleagues are perfect :), interesting projects and mostly new technologies are being used...",payment is good and on time colleagues are perfect interesting projects and mostly new technologies are being used ,
194,195,20.0,Challenging and rewarding place to work. ICE is a relatively flat organization. Employees are asked to jump in and work on important matters from the outset.,4,Challenging and rewarding place to work. ICE is a relatively flat organization. Employees are asked to jump in and work on important matters from the outset.,challenging and rewarding place to work ice is a relatively flat organization employees are asked to jump in and work on important matters from the outset ,"work, place"
195,196,20.0,Very successful company; interesting project and products; talented staff,3,Very successful company; interesting project and products; talented staff,very successful company interesting project and products talented staff,talented
196,197,20.0,Exciting forward thinking company moving forward,4,Exciting forward thinking company moving forward,exciting forward thinking company moving forward,company
197,198,20.0,If you thrive in a entrepreneurial environment - this is the place for you any where on the globe!,5,If you thrive in a entrepreneurial environment - this is the place for you any where on the globe!,if you thrive in a entrepreneurial environment this is the place for you any where on the globe ,"environment, place"
198,199,20.0,Good pay Fast paced work env Great place to grow financially with bonus and stock options Great place to learn about financial domain,3,Good pay Fast paced work env Great place to grow financially with bonus and stock options Great place to learn about financial domain,good pay fast paced work env great place to grow financially with bonus and stock options great place to learn about financial domain,"place, stock, paced, pay, options, work"
199,200,20.0,"Fair pay, good bonus, stock options.",2,"Fair pay, good bonus, stock options.",fair pay good bonus stock options ,stock
200,201,22.0,"Intercontinental Exchange, Inc. overall, depending on the business function, treats its employees extremely well in the areas of salary and bonuses, 401k matching and benefits.",5,"Intercontinental Exchange, Inc. overall, depending on the business function, treats its employees extremely well in the areas of salary and bonuses, k matching and benefits.",intercontinental exchange inc overall depending on the business function treats its employees extremely well in the areas of salary and bonuses k matching and benefits ,salary
201,202,22.0,This is a great place to begin a career fresh out of University and it presents a great launchpad into the wider derivatives industry.,2,This is a great place to begin a career fresh out of University and it presents a great launchpad into the wider derivatives industry.,this is a great place to begin a career fresh out of university and it presents a great launchpad into the wider derivatives industry ,"place, great"
202,203,22.0,The bonus plan is phenomenal and you will get a chance to work with really intelligent people. You can cancel your gym membership because the gym on site is very nice.,2,The bonus plan is phenomenal and you will get a chance to work with really intelligent people. You can cancel your gym membership because the gym on site is very nice.,the bonus plan is phenomenal and you will get a chance to work with really intelligent people you can cancel your gym membership because the gym on site is very nice ,work
203,204,22.0,Never a dull moment and you feel like you're in the middle of it all. Challenges abound and you are given every opportunity to make a difference.,4,Never a dull moment and you feel like you're in the middle of it all. Challenges abound and you are given every opportunity to make a difference.,never a dull moment and you feel like you re in the middle of it all challenges abound and you are given every opportunity to make a difference ,
204,205,22.0,"Each team in the Phoenix office did great work and helped each other out. The office still had a close-knit, start-up feel from when it was Corpedia. The culture and benefits were still good with NYSE.",4,"Each team in the Phoenix office did great work and helped each other out. The office still had a close-knit, start-up feel from when it was Corpedia. The culture and benefits were still good with NYSE.",each team in the phoenix office did great work and helped each other out the office still had a close knit start up feel from when it was corpedia the culture and benefits were still good with nyse ,"great, culture, work, benefits"
205,206,22.0,"Management sucks, long working hours, no work from home even on sick days. No direct communication with senior management. Teams work on mutual distrust.",1,"Management sucks, long working hours, no work from home even on sick days. No direct communication with senior management. Teams work on mutual distrust.",management sucks long working hours no work from home even on sick days no direct communication with senior management teams work on mutual distrust ,"senior, work, home, working"
206,207,22.0,Good benefits and decent salary,2,Good benefits and decent salary,good benefits and decent salary,"salary, benefits"
207,208,22.0,"Work culture in Trading System Development group Good wages (Base + Bonus + Stock) 6% matching 401K, Health Insurance Plans and Vacation Roll over Continuous adaption of latest technologies New office is amazing",3,"Work culture in Trading System Development group Good wages (Base + Bonus + Stock) % matching K, Health Insurance Plans and Vacation Roll over Continuous adaption of latest technologies New office is amazing",work culture in trading system development group good wages base bonus stock matching k health insurance plans and vacation roll over continuous adaption of latest technologies new office is amazing,culture
208,209,22.0,"you can learn a lot about exchange operations and derivative markets, but dont expect managers to show you that - you have to learn it on your own",3,"you can learn a lot about exchange operations and derivative markets, but dont expect managers to show you that - you have to learn it on your own",you can learn a lot about exchange operations and derivative markets but dont expect managers to show you that you have to learn it on your own,
209,210,22.0,Great Wages and Bonus Fast moving industry leader Latest technologies,4,Great Wages and Bonus Fast moving industry leader Latest technologies,great wages and bonus fast moving industry leader latest technologies,
210,211,23.0,"Great people to work with, company invest on their employees in the professional aspect. Up to date technology.",4,"Great people to work with, company invest on their employees in the professional aspect. Up to date technology.",great people to work with company invest on their employees in the professional aspect up to date technology ,"company, work, people"
211,212,23.0,there are none to say here,1,there are none to say here,there are none to say here,
212,213,23.0,The Company was great and progressive when it was formerly Corpedia and then also acquired by NYSE. They valued their employees and their talent. There were great programs such as Wellness and company volunteer days.,1,The Company was great and progressive when it was formerly Corpedia and then also acquired by NYSE. They valued their employees and their talent. There were great programs such as Wellness and company volunteer days.,the company was great and progressive when it was formerly corpedia and then also acquired by nyse they valued their employees and their talent there were great programs such as wellness and company volunteer days ,"great, company"
213,214,23.0,Pays well. Decent medical/dental benefits. Gym for those who like it.,4,Pays well. Decent medical/dental benefits. Gym for those who like it.,pays well decent medical dental benefits gym for those who like it ,
214,215,23.0,Good working conditions and nice atmosphere,4,Good working conditions and nice atmosphere,good working conditions and nice atmosphere,working
215,216,23.0,"Great work environment, great pay and benefits",3,"Great work environment, great pay and benefits",great work environment great pay and benefits,"great, work, pay, benefits"
216,217,23.0,Challenging work. They have top talent at higher levels. Extremely fast paced.,5,Challenging work. They have top talent at higher levels. Extremely fast paced.,challenging work they have top talent at higher levels extremely fast paced ,fast
217,218,23.0,Great people to work with in a friendly environment. Pay is decent for the work you put in and a great brand which is at the intersection of financial markets offering huge networking opportunities.,5,Great people to work with in a friendly environment. Pay is decent for the work you put in and a great brand which is at the intersection of financial markets offering huge networking opportunities.,great people to work with in a friendly environment pay is decent for the work you put in and a great brand which is at the intersection of financial markets offering huge networking opportunities ,"great, work, friendly, people"
218,219,23.0,Great cash and stock bonus opportunity.,3,Great cash and stock bonus opportunity.,great cash and stock bonus opportunity ,stock
219,220,23.0,"Great supportive management, open to new ideas and new thinking",4,"Great supportive management, open to new ideas and new thinking",great supportive management open to new ideas and new thinking,
220,221,24.0,"Friendly environment. Personable, competent directors. A lot of professional learning available.",4,"Friendly environment. Personable, competent directors. A lot of professional learning available.",friendly environment personable competent directors a lot of professional learning available ,
221,222,24.0,"None at all, other than NYSE looks good for your resume.",1,"None at all, other than NYSE looks good for your resume.",none at all other than nyse looks good for your resume ,
222,223,24.0,I am a team player,5,I am a team player,i am a team player,
223,224,24.0,good with the good stuff,4,good with the good stuff,good with the good stuff,
224,225,24.0,"work-life balance, nice work colleagues, decent benefits, interesting products and nice canteen.",2,"work-life balance, nice work colleagues, decent benefits, interesting products and nice canteen.",work life balance nice work colleagues decent benefits interesting products and nice canteen ,work
225,226,24.0,It is stable company as far as stock market is doing good,1,It is stable company as far as stock market is doing good,it is stable company as far as stock market is doing good,"stock, company"
226,227,24.0,Great fast paced energetic place to work.,4,Great fast paced energetic place to work.,great fast paced energetic place to work ,"paced, place, fast"
227,228,24.0,"Great working Environment, Senior management still remember when the company was a fledgling one and reflect accordingly. Good rates of pay, excellent benefits, opportunity to travel & fully supportive of the entrepreneurial mind set. Top down open door policy.",3,"Great working Environment, Senior management still remember when the company was a fledgling one and reflect accordingly. Good rates of pay, excellent benefits, opportunity to travel & fully supportive of the entrepreneurial mind set. Top down open door policy.",great working environment senior management still remember when the company was a fledgling one and reflect accordingly good rates of pay excellent benefits opportunity to travel fully supportive of the entrepreneurial mind set top down open door policy ,"management, company, working"
228,229,24.0,"Good income, a few good people",3,"Good income, a few good people",good income a few good people,people
229,230,24.0,"Tends to higher better, higher aptitude folks, easy as they pay more than average companies",4,"Tends to higher better, higher aptitude folks, easy as they pay more than average companies",tends to higher better higher aptitude folks easy as they pay more than average companies,pay
230,231,25.0,"You will never be bored, which the largest perk. Exposure to how commodity markets work and highly sophisticated proprietary technical applications.",4,"You will never be bored, which the largest perk. Exposure to how commodity markets work and highly sophisticated proprietary technical applications.",you will never be bored which the largest perk exposure to how commodity markets work and highly sophisticated proprietary technical applications ,work
231,232,25.0,nice people that are willing to help you,1,nice people that are willing to help you,nice people that are willing to help you,people
232,233,25.0,Lots of complex applications and interesting work Great benefits and stock plan Fast paced work environment and lots of learning opportunities,3,Lots of complex applications and interesting work Great benefits and stock plan Fast paced work environment and lots of learning opportunities,lots of complex applications and interesting work great benefits and stock plan fast paced work environment and lots of learning opportunities,"stock, paced, work, benefits, environment"
233,234,25.0,"Great work life balance, fab team, great social life, working across functions. Former NYSE Liffe business (I left just before it was taken over by ICE). Management always highlighted and appreciated good work. Great networking opportunities in the derivatives industry.",4,"Great work life balance, fab team, great social life, working across functions. Former NYSE Liffe business (I left just before it was taken over by ICE). Management always highlighted and appreciated good work. Great networking opportunities in the derivatives industry.",great work life balance fab team great social life working across functions former nyse liffe business i left just before it was taken over by ice management always highlighted and appreciated good work great networking opportunities in the derivatives industry ,"work, great, working"
234,235,25.0,Nice place to work right out of college,4,Nice place to work right out of college,nice place to work right out of college,"work, place"
235,236,25.0,The benefits are great the salary is pretty good and comparable to other companies. The bonuses are great and the profit sharing is good.,2,The benefits are great the salary is pretty good and comparable to other companies. The bonuses are great and the profit sharing is good.,the benefits are great the salary is pretty good and comparable to other companies the bonuses are great and the profit sharing is good ,"great, salary, benefits"
236,237,25.0,"Relaxed pace, good compensation. The engineers for the most part are very very intelligent-- I learn a lot just by interacting with my colleagues.",4,"Relaxed pace, good compensation. The engineers for the most part are very very intelligent-- I learn a lot just by interacting with my colleagues.",relaxed pace good compensation the engineers for the most part are very very intelligent i learn a lot just by interacting with my colleagues ,
237,238,25.0,"Growth opportunities and bright, driven colleagues.",5,"Growth opportunities and bright, driven colleagues.",growth opportunities and bright driven colleagues ,
238,239,25.0,"They like to shake things up in areas they expand into, and are constantly looking for new opportunities to grow through M&A. There are a lot of very bright people here.",3,"They like to shake things up in areas they expand into, and are constantly looking for new opportunities to grow through M&A. There are a lot of very bright people here.",they like to shake things up in areas they expand into and are constantly looking for new opportunities to grow through m a there are a lot of very bright people here ,people
239,240,25.0,Good to company to work for.,4,Good to company to work for.,good to company to work for ,"work, company"
240,241,26.0,No pros to speak of.,1,No pros to speak of.,no pros to speak of ,
241,242,26.0,"Great exposure to the capital markets and financial markets space globally. Great people to work with. ""Fun"", ""High-Profile"". Good work life balance. CEO has a great strategy and vision.",3,"Great exposure to the capital markets and financial markets space globally. Great people to work with. ""Fun"", ""High-Profile"". Good work life balance. CEO has a great strategy and vision.",great exposure to the capital markets and financial markets space globally great people to work with fun high profile good work life balance ceo has a great strategy and vision ,"great, work, people"
242,243,26.0,"Ambitious, talented staff, some still have that entrepreneurial spirit. Learn allot about various markets. Build amazing technology",3,"Ambitious, talented staff, some still have that entrepreneurial spirit. Learn allot about various markets. Build amazing technology",ambitious talented staff some still have that entrepreneurial spirit learn allot about various markets build amazing technology,talented
243,244,26.0,"Excellent benefits, has no problem spending budget on new technologies.",2,"Excellent benefits, has no problem spending budget on new technologies.",excellent benefits has no problem spending budget on new technologies ,
244,245,26.0,"ICE is a fast-paced, but stable company that has an excellent compensation package. The employees are generally extremely intelligent and most teams try to foster a fun environment.",4,"ICE is a fast-paced, but stable company that has an excellent compensation package. The employees are generally extremely intelligent and most teams try to foster a fun environment.",ice is a fast paced but stable company that has an excellent compensation package the employees are generally extremely intelligent and most teams try to foster a fun environment ,"compensation, company"
245,246,26.0,"Great learning opportunity, dynamic fast paced environment, smart peers, decent compensation",2,"Great learning opportunity, dynamic fast paced environment, smart peers, decent compensation",great learning opportunity dynamic fast paced environment smart peers decent compensation,"smart, paced, compensation, fast"
246,247,26.0,They found me out of a sea of applicants,4,They found me out of a sea of applicants,they found me out of a sea of applicants,
247,248,26.0,"Great people to work with in a corporate structure, good benefits, great pay (competitors cannot beat ICE in this matter), tuition reimbursement, leading edge technology, interesting projects, casual work environment. They invest in their employees. Management is aware of structural/cultural problems and working to change them. This may involve layoffs (as a result of newly acquired NYSE), which had caused a lot of... negative feedback towards ICE. They did get rid of tremendous amount of deadwood who were tied to terrible bosses, and were protected. This gives the existing team a lot of flexibility in terms of process improvement and structure. ICE is very supportive if you want to improve yourself.",3,"Great people to work with in a corporate structure, good benefits, great pay (competitors cannot beat ICE in this matter), tuition reimbursement, leading edge technology, interesting projects, casual work environment. They invest in their employees. Management is aware of structural/cultural problems and working to change them. This may involve layoffs (as a result of newly acquired NYSE), which had caused a lot of... negative feedback towards ICE. They did get rid of tremendous amount of deadwood who were tied to terrible bosses, and were protected. This gives the existing team a lot of flexibility in terms of process improvement and structure. ICE is very supportive if you want to improve yourself.",great people to work with in a corporate structure good benefits great pay competitors cannot beat ice in this matter tuition reimbursement leading edge technology interesting projects casual work environment they invest in their employees management is aware of structural cultural problems and working to change them this may involve layoffs as a result of newly acquired nyse which had caused a lot of negative feedback towards ice they did get rid of tremendous amount of deadwood who were tied to terrible bosses and were protected this gives the existing team a lot of flexibility in terms of process improvement and structure ice is very supportive if you want to improve yourself ,"people, pay, work, edge, great, working"
248,249,26.0,I worked out of the Phoenix office (NYSE Governance Services) and the people there are (for the most part) great! Sadly they are closing that location.,1,I worked out of the Phoenix office (NYSE Governance Services) and the people there are (for the most part) great! Sadly they are closing that location.,i worked out of the phoenix office nyse governance services and the people there are for the most part great sadly they are closing that location ,people
249,250,26.0,"Good benefits and generous share awards, study support",4,"Good benefits and generous share awards, study support",good benefits and generous share awards study support,benefits
250,251,27.0,"Lots of talent, compensation is excellent, and benefits are not bad.",5,"Lots of talent, compensation is excellent, and benefits are not bad.",lots of talent compensation is excellent and benefits are not bad ,"compensation, benefits"
251,252,27.0,"pays well, great business to be in",2,"pays well, great business to be in",pays well great business to be in,great
252,253,27.0,Employees who worked for our company before ICE acquired it are great to work with. Lots of team spirit (before we were acquired). Fairly easy to move between departments to find the right fit. Big name that's easily recognizable (NYSE).,3,Employees who worked for our company before ICE acquired it are great to work with. Lots of team spirit (before we were acquired). Fairly easy to move between departments to find the right fit. Big name that's easily recognizable (NYSE).,employees who worked for our company before ice acquired it are great to work with lots of team spirit before we were acquired fairly easy to move between departments to find the right fit big name that s easily recognizable nyse ,"great, work, company"
253,254,27.0,Great money and bonus( after all the games are played)- decent benefits package- really important work. Nice happy hours now and then.,2,Great money and bonus( after all the games are played)- decent benefits package- really important work. Nice happy hours now and then.,great money and bonus after all the games are played decent benefits package really important work nice happy hours now and then ,"hours, benefits"
254,255,27.0,Average pay; colleagues still left from our acquired company are great; we make a great team,1,Average pay; colleagues still left from our acquired company are great; we make a great team,average pay colleagues still left from our acquired company are great we make a great team,"great, company"
255,256,27.0,"great hours, flexible work, advanced thinking, competitive pay",3,"great hours, flexible work, advanced thinking, competitive pay",great hours flexible work advanced thinking competitive pay,"flexible, pay, great"
256,257,27.0,"Not many pros for this company as if your not designated as a director, you're treated like a dog.",1,"Not many pros for this company as if your not designated as a director, you're treated like a dog.",not many pros for this company as if your not designated as a director you re treated like a dog ,company
