"","x"
"195","*Pay is pretty much the same as other places so nothing special. You can also find other places with the same % of cash bonus though after the equity bonus cut, it won't be long before they cut cash bonuses as well.
*The name of the game is favoritism, especially in the tax and accounting department. If you are a favorite of management (i.e you get them more face time with their boss or executives) you get the good... projects, the promotions, and they ""value"" your opinion. (Though they will turn on you in a heart beat)
*If you are not a favorite, promotions are none existence, you only get busy work, and you are looked upon as lazy. Promotions are NOT based on merit or skill set at all. In fact in some cases, if you are more proficient then a manager, they hide the fact and bad mouth you to their managers.
*If you are an ""invisible"" employee (i.e not a favorite or not an unfavorite), and you try to stand up for yourself, management will then take credit for your work and pile more on you so you are over worked. (If you are a favorite, you won't be overworked so no worries).
*Management isn't interest in making things more efficient because they like to make multiple people work on the same thing and then praise their favorite employee. They encourage a culture of back stabbing and gossiping.  
*Management has no problems making a work environment and allowing other staff to make make a work environment unprofessional and uncomfortable to the people they don't like to get you to leave.
*It's like working at Koch, Home Depot, or Georgia Pacific. There are some managers from those places and they brought the culture.
*Working from home is not an option at all. When the office ""closed"" due to snow, management expected you to remain even though there was a company wide email encouraging people to leave if ""they felt uncomfortable""...aka an email to protect the company.
*HR IS USELESS! HR is only there to protect the company and management. If you try to bring your concerns to HR, they will inform your manager and then do nothing about it. If you have an issue, just leave because going to HR will make it worse.
*Top managers like to play the ""gotcha"" game and will openly humiliate you in front of your co-workers (again if they don't like you).
*It's impossible to become one of the favorites unless you gossip, snitch on your co-workers, badmouth other departments and teams, and all around act like you are in junior high.
*Speaking of junior high, the culture is so unprofessional. The tax and accounting departments really are like being in middle school complete with bullies, teacher pets, and the outcasts."
"196","Where to start? Beware of the offer. Basically,""some"" positions are bait and switch, with the intention of being solely hired as a punching bag.  This place has zero documentation with even fewer knowlegeable resources. Yes, the salary is high but it comes with a heavy price tag. If you're looking for daily humiliation and a healthy dose of passive aggressiveness, this is the place for you!"
"197","Not too much opportunity for growth."
"198","Slow processes, bureaucracy, no interest in people personal status and needs, no knowledge sharing"
"199","Managers showing up at your desk asking ""is this going to close"" without asking any help. Having to be responsible to sell a plethora of services without the firm even getting you set up for logins to said services. No work from home although if you are tight with the bosses you don't have to show up Fridays in the summer with little to no questions asked. Massive layoffs without reason. If it's truly a sales job,... the numbers for everyone are posted every month I'd suggest letting the bottom 5% go every quarter instead of literally taking performers willy nilly because they may not fit in with your office politics and buddy scheme. The products are lacking as well. Look at ICE's most recent earnings specifically data services growth and it was flat YoY not allowing for inflation so technically down in a business they are supposedly investing heavily in."
"200","Promotion based on who you know or kiss up to, micro managers, others taking credit for your work, people in leadership positions with poor decision making abilities."
"201","They took a close-knit, respectful, helpful group of people and treated us like we were unwelcome and they just had to deal with these new employees.  They ordered us to adhere to their policies ASAP without any concern as to how rude they came off.  They barely answered emails and when they did, they were short and unhelpful, so trying to get anything done from anyone within ICE proper was nearly impossible. ... Luckily, they ended up  selling our specific group to another company and we couldn't have been more excited to leave.  Our new company has made us feel valuable and welcome since DAY ONE and they've never stopped. I just feel sorry for the other  teams that we had to leave behind at ICE who were begging us to take them with us."
"202","Long working hours (Strictly 9 hours). No work from home policy. After office support. Weekend work.  Stressful, toxic and politicized work environment. Self serving incompetent mangers treat team members like trash. No knowledge sharing among team members. No documentation.  Learn the system hard way. Compared to number hours you work (9 hours + After office support+ Weekend work) the bonus (~15-20%) is a peanut.... No career progression at all. High turnover rate."
"203","The corporate culture does not look a big financial company that it should be."
"204","Managers and all leaders in Tel Aviv has human relations are very poor. Not recommended work in the ICE."
"205","- Your life becomes your Job
- Pay does not match market
- NYSE plays by its own rules and has limited oversight sometimes."
"206","low base pay when compared to other companies"
"207","has night shift; salary is blow average"
"208","Financial subject matter may be a turn off for some. I personally love it."
"209","Some co-workers aren't nice and they like to gossip a lot. A few formed a group won’t share the project information and bully the others by excluding from  communications  and makes fun during the project scrum.
Some days it will be extremely hectic and insane and they'll yell at you for seemingly no reason.
The name of the game is favoritism. If you are a favorite you get the good projects, the promotions, and... they ""value"" your opinion. If you are not a favorite, you only get redundant work; In fact in some cases,  if you are more proficient then they target and isolate you! and they hide the fact and bad mouth you behind your back and make belittling comments in the team meeting. 
The list is endless. The worst company, by far, that i'v ever had to work for. They don't value as an employee.  and approaching HR is like committing suicide.....they know their bullies!
If you are of substance you will not be around to handle being around such low quality quality people.
Zero work/life balance. Working here is like selling your soul to the devil!"
"210","Stay too long on the same project without shifting."
"211","Poor management and lidership and  not progress"
"212","Often arrogant attitude towards customers, no career opportunities for people not belonging to a small inner circle"
"213","Lack of equal pay for equal work. Newer employees get paid more than experienced and loyal employees. Therefore older employees miss out on pensions contributions due to lower salary payment. When applying for new jobs internally, HR will not provide minimum/maximum salary range for  job positions. Therefore you are applying for a job without knowing what is the possible salary and therefore  have no confidence you... will get fair pay for equal work.  Never enough staff to do the work required."
"214","the pay was reduced and stock grants removed for everyone other than this high ups.  they claim it to be so they can offer a higher base but that didn't happen, they just kept the profit"
"215","Work load is unrealistic, constantly shifting priorities"
"216","- An employee cannot grow unless he becomes a manager. 
- The company is growing by buying other companies instead of recruiting new employees. That means - no career growth.
- Outdated release management methods using crappy tools developed in house instead of industry tools. CI/CD ?  Not in ICE.
- No innovation. Instead of innovating from within, the company is looking for buying it outside.
- The company's... DNA is of a slow dinosaur. Very slow with adopting new technologies."
"217","Those stupid screensavers that kick in after 2 minutes and keep you from holding a conversation.
Security-hobbled processes.
Terrible workflow software.
Minimal employee facilities, miniscule break room.
Required financial regulatory training even if you work nowhere near that stuff.
Since ICE acquisition, they've cut PTO for new employees, below what's common in Boston tech industry."
"218","Get with the times and allow employees with families to work from home once in a while."
"219","-No growth within the company, only latteral growth
-Company constantly aquires new companies, and lays off employees
-under valued
-salary is crap and they dont tend to give raises
-perks and benefits are subpar
-terrible work/life balance, its basically just work"
"220","Pay is not as high as some other employers but there are other benefits.  Communication could be better despite the massive volume of email that is sent."
"221","Need to be more flexible"
"222","Process and Policy requirements - constraints imposed by various regulators."
"223","Experience may vary based on team
Some growing pains with infrastructure"
"224","My only CON would be to have better understanding of project priority,  otherwise everything else is just fine."
"225","The culture is bad. Opinions are not valued.
The compensation is mediocre. No more stock grants.
The opportunities to learn and improve your skills are not good.
The ""bonus"" is arbitrary.
The culture is very top-down. Absolutely no accountability going in the other direction. Expressing opinions of any kind not strictly related to what you're working on, is discouraged. The company is very cheap about very dumb... things. The bean counters are firmly in control to the detriment of everything else.

ICE bought NYSE some years back, and on the NYSE side the perks remain better and the NYSE people seem to be treated with a little bit more respect and decency.
How they handle the New York Holiday party is a small but illustrative example of how this company devalues culture: Rather than have a venue where we can all get together and bring a guest, which is a real team-and-morale-building event (which is how it was done pre-nyse, some years) they choose instead to cheap out and ruin it. They host it on the NYSE trading floor, which, frankly, is a horrible venue. But it costs nothing! The party is actually two parties, on different days, because the space isn't big enough. There are NYSE and non-NYSE parties. For the NYSE people, they can bring a guest. The ICE people cannot bring a guest. To me it seems like ICE management would rather just not have a party and spend zero dollars, but especially in this time of economic expansion, to cancel the party would open the company up to ridicule. They don't want ICE to be seen as the company that canceled the Holiday party despite being rich and successful. But they should just cancel it because the way they're doing it probably does more harm than good. 

More significantly, last year they stopped giving out stock grants as compensation. they increased people's targeted bonus by some amount that doesn't come close to making up for it. Since the existing grants all had a 3 year vesting period, we're now in some diminishing returns territory, so you can count on a lot of people jumping ship soon.

This is a financial company, and so has this banking-style bonus culture that is different from non-financial companies I've worked for in the past. How it works is: you have your salary, and then there's a targeted bonus which is a percentage of that, that you will get some proportion of, depending on your performance. Its supposed to be dependent on performance but I've found it to have very little relation to how hard I've worked or how well I've done. There have been times (I had this explained to me by a trusted manager) where it was much more largely affected by some high roller in your group leaving the company at just the right time, thereby making it so the pool, per remaining employee, is larger."
"226","Could develop a clearer mission statement."
"227","Low pay for comparative skill level at other companies. Lots of stress that waterfalls from upper management all the way down to you. All the managers are yes-men, so dont expect anyone to stand up for you. Everything you do or say is a potential issue that you will need to defend your self against if management asks. If you want to last long here you basically have to do the opposite of your job, pretend you didnt... see a alarm, dont answer the phone, NEVER take a proactive approach to an issue. The less you can do (without getting noticed for under performance) the more likely you are to last."
"228","Too many to list but not being able to work remotely is the top."
"229","-Company Stock No Longer Given
-Many Tools Needed to Learn and Master Quickly
-Fast Pace is Not For Everyone"
"230","Bureaucracy, huge size, rigid to personal innovations"
"231","the salary is changed only once a year at the annual review so if you got a promotion on February you will work for the same salary a year. 
when they do change your salary after a promotion, it's much lower than what they would pay to a new employee at the same job."
"232","The culture is terrible.  If you succeed you won't receive any thanks.  You were hired because they thought you were smart and success is expected of you.  If you fail, you'll be fired without hesitation because they don't care.  Don't expect fanfare, assistance, training, or much of anything.  You're just another cog in the wheel.  You'll be replaced when you break, fail, or whenever they feel like it.

The HR... department is just awful.  They exist solely to protect the interests of the company and not represent the interests the employees in any way.  There is no concept of employee assistance, development, succession, etc.   The lack of understanding even basic people management is apparent in the review process which is 100% geared against the employee, or the joke of a ""survey"" they send when people leave the company.   There is no follow up, no in person interview, because the outcome isn't viewed as relevant.  HR is just happy you're gone.  

In general the technology is falling behind, or at least it was while I was there.  Very slow to embrace new technology, no use of consultants or outside expertise, because they believe ICE is the greatest thing since sliced bread, (it isn't.)  Death by spreadsheet, decades old technology in some instances.  Things aren't upgraded because the teams are so spread thin they can't do anything other than just maintain or integrate from the most recent acquisition which averages about every 6 months.  

You'll be working nights and weekends routinely.  If you want a life, don't work here.  Again, you're a cog in a wheel, no one cares if you burn out.  You'll be replaced.   ICE paid better than most, we all made the deal with the devil and lived with the consequences.  I don't recall speaking with anyone that actually enjoyed working there."
"233","too much secured environment which slows down fast to the market."
"234","Overworked staff, out of touch bullying managers who micro manage and have been working at the company  far too long"
"235","Some projects base on old technologies and it takes a lot of time to move them to the newer.
No much creer opportunities"
"236","Requires excessive hours of work"
"237","Depends on the team you're in.
Everyone has their cliques so you have to have confidence
Work can be repetitive
Not much career progression / promotion
People usually stay within a year or 2 before moving elsewhere"
"238","Workload has the potential to be a lot, but is very manageable for the most part."
"239","There is tremendous turmoil here.  The company has produced year over year record earnings and then, at Christmas, the executives issued an accross the board pay cut.  That is not a joke.  After cutting the pay the staff has remained unsettled with many top employees already having left, others have prepared resumes.  This coupled with increased technical debt has not prepared them well for the future. 

The... architectures here are very dated but the company is not in a growth phase.  So they continue to patch new business features on top of a cracked foundation rather than investing in new solutions.   

For me, I'd prefer to select a company that selects modern approaches to keep my skills up to date.  With many good opportunities in Atlanta right now, I would suggest a company that would value you."
"240","The company's hire management is not bothered about your work-life balance and don't care how much workload you are handling. Company policy is to overload you with tons of work and expect you to work late to get work done,
Working late is not an exception but a norm here. Folks tend to stay late to make an impression to there managers and are suitable rewarded. If you have kids and elderly's to take care of at home..., God save you from the wrath of your manager.

Company decided to remove equity part from packages retroactively. It's like you work for one month and at the end of the month you are told - ""Oh btw, we are only going to pay for 20 days instead of 30 days"". What's amazing is NO ONE raised there voice to oppose the decision. ICE surely knows how to suppress any aggression or opposition.

You are literally on the mercy of manager and most resort to buttering and worshipping. To their credit these tact's work very well."
"241","Not a place to be if you aren't willing to work hard!"
"242","It makes you feel like you are part of a soulless machine beholden to Capitalism.  I observed the attitude towards customers to be a transactional game of how little can we cooperate with the customer.  While this company operates in a highly regulated industry, it also has a monopoly in many parts of it and charges accordingly for some of its less regulated offerings.  

There is also a lot of internal warfare... between a number of departments.  E.g. sales will sell the operational teams short to keep their commissions and the operational teams will withhold information to combat this.  Also the various product teams appear to work in silos and will do all they can to avoid helping other ones more than they have to."
"243","HR is hostile not friendly at all. Don't expect they will have you with anything. Management from ICE data services side in Asia is not transparent and sometimes unfair"
"244","Flat organization, benefits are not great, vacation is limited, work on holidays, pay is not very competitive."
"245","- Very toxic work place (verbal for example)
- Work-life balance is nonexistent (strongly encourage to eat lunch at your desk is just the tip of the iceberg example)
- Absolutely no WFH policy (unless you want to WFH after you leave the office after working hours which is also encouraged)
- Pay is way below standards especially for software development
- With two weeks left in 2017 they cut everyone's stock... bonuses and refused to pay them out for that year (unless you were upper management and above) that was 20% of my compensation package which was COMBINED already below industry standard
- Career path was defined some finally in 2016 but its mainly for show - small bumps in pay and a better title with tons more work!
- Hiring here is a joke now - grab college grads who barely know what they are doing so they don't have to pay them much - as a senior developer I ended up training new people every 6 months to a year because of this strategy - almost no new people stayed very long
- Turnover is huge - on my team alone I saw MANY existing co-workers leave and many more who were hired/left in my 3 years - on a team that maxed out at around a dozen people. This seemed to be a trend in many departments near mine
- The stress, toxic environment, no work-life balance, and constant abuse over my years here did a lot of damage to my physical and mental health - I can not recommend to anyone that they work here!

There are many good places to work in Atlanta - this is NOT one of them!"
"246","You will spend more time on the process than doing the coding."
"247","Old systems, benefits are not competitive"
"248","Can be very limiting, hard to go above and beyond"
"249","Leadership is hands off. Groups lack direction and clarity. High turnover."
"250","I've been part of ICE multiple times from different companies  they have purchased and it just always gets worst. You lose your better benefits, PTO days, etc. They just expect you the fix the mess they made by buying all these companies. I'm not sure how the DOJ &  FTC let them get away with it as they are becoming a conglomerate."
"251","1. No overtime pay if you are required for night release. 
2. Lack of equal pay for equal work. Newer employees get paid more than experienced and loyal employees in the same position.  Even you can show your ability and your manager agree you are highly under pay in term of your position!  HR would refuse to give you the pay that your position deserve. Without promotion, you can only expect to get 3-5% pay raise a... year, making you hardly to reach the salary you deserve! The only thing you can do it WAIT patiently for 5-10 years! 
3. Better training programme required for new joiner"
"252","- Pay is low relative to the industry
- Not much new development. Mostly product enhancement and maintenance
- No career advancement
- No working remotely"
"253","Work/Life balance can be a challenge, but is improving."
"254","- Below average compensation and not much benefits.
- Little to no investment in continuing education/growth of employees. Very rarely have I seen this happen here.
- Not much team spirit/camaraderie. Boring and predictable to be honest. If you like being in a bubble and sticking to set routine stuff with job security as long as you 'stay in your lane', then ICE/NYSE may be the perfect place for you.
- Nearly... non-existent career growth (Not saying it's impossible, but it's incredibly difficult to get that). Despite having seen signs of attempting to improve (Once in a blue moon), at the core they're still highly political, top-heavy, have tons of favoritism and backdoor dialogues, and just breaks promises/hopes."
"255","Like other company, you are strong does not mean you will be promoted."
"256","Zero warmth amongst team members, no personal interaction. Cold environment."
"257","- competitive
- lack of upward mobility
- micromanagement"
"258","1. Cramped open space office.
2. No career development program
3. Below market value pay package
4. No performance based annual reviews or pay increase (no correlation)
5. You are replaceable. Take it or leave it."
"259","Where to begin:

Communication:  Almost none.  You are a cog in a wheel .... period!  

Culture:  Perfect place to sit behind a desk for 9 plus hours a day.  No team events.  You get to know almost nothing regarding the people you work with everyday. 

Attitude:  Not a lot of happy employees (including HR).  If you have an issue or want further clarification on a specific rule, HR will not happily help you!"
"260","Poor  Management; its not what you know its who you know.
Managers are good at managing up and not down.
Management doesn't value feedback from subordinates. 
Work is an illusion and not taken seriously.
No value for long term employees."
"261","Despite being a great technology based company it does come with very high expectations and the work life balance is not as good as other companies. It is expected working in such a high demand business but it does wear you down over time."
"262","not alot of input taken from the everyday employees for business decisions or processes, salary takes a while to increase if you get brought in as underpaid"
"263","- ICE is devoid of growth opportunities and a ""clear path"" towards advancement.
- Equally, with lack of growth, there is a lack in compensation. 
- If you're looking for career complacency or if you're looking to ""plateau"" in your career, apply here.
- ""Company Politics"" prevent success from a leadership level
- Many Teams are ""new"" so there is a dearth of clearly defined processes, templates, and tools - which... leadership refuses to acknowledge"
"264","Structure, nothing more to add"
"265","Non or very little work from home. Un Godly red tape to get anything done. ICE has forgotten where it came from."
"266","Commute is very long to city perimeter"
"267","Long hours. Poor holiday allowance"
"268","Lack of training, lack of communication, change of benefits."
"269","* Minimum training
* Bad communication between teams"
"270","The company tends to overwork and underpay their employees. Compensation structure focuses on bonuses, equity, etc. so employees have to ""rough it"" throughout the year."
"271","no longer equity bonus package"
