"","cons_page1"
"203","Loss of startup atmosphere; things take too long, if you are not in NY management you are not a relevant decision maker."
"204","Involve employees in the projects they are part of..."
"205","not so good management, lack of purpose sometimes."
"206","c"
"207","Management is very bad . HR policies favor very ruthless management tactics ."
"208","There is no value or ethos to the organization except for exploitation of employees. This organization needs a philosophy apart from just making money and buying employees like lifeless resources"
"209","Do not care about employees"
"210","With elite quality work comes long work hours. Some days can be longer than expected due to the workload."
"211","They still operate as if they only have a small number of employees. They are narrow minded with ideas, they are successful but I at a cost to their staff. Too many chefs in one kitchen syndrome here, would not recommend as a place to work unless you like micro management and endless interference. They want to own your soul"
"212","Listen to your staff and not just the ones with the fancy titles, there are so many things that could be done better and even save money rather than adopting the ""that's the way we've always done it"" mentality"
"213","Not much internal development or push to grow in the company."
"214","Clearly in early days of a long term strategy, where short term focus is on primarily on cutting cost."
"215","Reduction in resources has far exceeded optimal balance, creating a culture where employees are over worked and not empowered."
"216","Very few, if any at all. You will wear many hats and work hard but will be compensated well and great opportunity for advancement"
"217","Not much to say negatively about the management. They have great foresight and transparency when it comes to evaluations and work."
"218","Health Benefits not so great"
"219","Hours. Can't think of any thing else"
"220","Carry on"
"221","Not much direction from management and growth vision is not communicated.  Internally business lines feel siloed and employees don't feel a sense of stability amidst changes.  Drive for profit comes at expense of people.  Not diverse throughout ranks."
"222","Communicate with employees and foster stability to get the best from people."
"223","As part of the restructuring strategy they keep firing people on a regular basis even if you have been there for a long time - management as not a clear idea of what they want to achieve - lots of people that are called managers simply have no qualifications nor training to do that work they are just called managers since they have been in the company for a long time. They could not survive in another organisation.... 

Resources are very stretched everyone is totally loaded with work and managers say they want to raise the bar which is not possible with the existing resources.

Serious problem regarding management, they have no idea what they are doing and just run around like crazy people. 

Salary is not good you can find much better options in London.

There is no career prospect in real terms you are stuck, you can work hard or not that is irrelevant it only depends if your manager likes you or not."
"224","Get rid off so called managers and hire real ones"
"225","Unstable work environment due to acquisitions."
"226","Keep talented employees."
"227","No cons or negative aspects whatsoever."
"228","Steep learning curve in many areas of the business, so it can take a while before you are able to hit your stride and start making large contributions"
"229","Work-life balance can be challenging."
"230","I work with idiots who think that they are incredible and impressive. They are neither. It seems like most of these people are washed up from working for trading houses or could not make it as an actual engineer."
"231","Completely gut entire departments if you want to remain the largest clearing house for financial and commodity derivatives. Possibly get rid of most of the management."
"232","work life balance
respect
power concentrated
dont rock the boat"
"233","Onboarding and initial training is just non-existent.
Managers that have no idea what managing is all about they are only managers because they have been in the company for a long time.
No spirit of innovation nor rules or procedures you have two guys doing the same thing in different ways one very fast one very slow and no one sees that only one approach should be used.
Back-stabbing is rife, management knows... about that but does not care at all. Some people will just try to raise their profile by making other people and team look bad in these cases management also does not care.
Software is basic needs serious investment.
Career progression is not supported and opportunities are rare. 
Salary very low if compared with other companies in the City.
Good place to start and then move on, management is not good, no sense of direction and everything is based in the USA, higher and more important positions should be available in the UK. 

Better options out there."
"234","Invest in training and decent on-boarding, decent salaries and sack half of the so called managers in London that have no idea what management is all about. Need to move with times and adapt, the company is stuck in the past."
"235","Takes a long time for advancement through the company. Continually hiring senior positions"
"236","Very rare opportunities for promotion. Pay does not growth rapidly. Further eduction not supported either financially or with time-off."
"237","I have no cons so far"
"238","One might get lost in company's bureaucracy, and another, quite similar problem, is too little space for self initiatives."
"239","Large organization overloaded with managers and middle managers and more managers."
"240","Less middle management."
"241","Sometimes it can be little stressful in pre-release phase or when something new needs to be shown :), but I think every job is on some other way is stressful..."
"242","Don't have anything to say about this..."
"243","The work is challenging and management is demanding."
"244","Takes very long to move things, huge organization, inefficiencies due to many acquisitions"
"245","Take time to organize teams following acquisitions so that processes are much more efficient"
"246","There have been none so far"
"247","None to think off.  This is a company where you get out of it, exactly what you put into it - that is obviously not for everyone."
"248","Maintain the small company culture!"
"249","Attractive to people with a given mindset 
Demanding env due to mission critical env for financial transactions 
Very competitive env so need to prove oneself to grow"
"250","Communicate lot more with employees"
"251","Inflexible management, no vision, no recognition of hard work, focus on being chained to your desk."
"252","Recognize your employee's worth."
"253","Long hours. Work/life balance could be better."
"254","-Pay is better elsewhere for many roles
-Being heavily reliant on US IT support is tough for London department
-Some departments dont understand level of work required for other to accomodate requests, raises tensions occasionally"
"255","Get a London based dev team! It will save time and effort and greatly imrpove efficiency going forward"
"256","Few at the top have done well for themselves, no room down the hierarchy for growth.
non-existant Work Life Balance.
Pay is not competitive.
Has its own unique culture and allows only ""certain type"" to grow."
"257","Listen more. Care more."
"258","- Salaries are not the best and are all about your annual performance
 - Take a special kind of effort, often for multiple years, to get promoted
 - Often hire people from outside the company rather than prompting within"
"259","There is a ton of talent at ICE don't be afraid to get those that want to grow the opportunity to do so."
"260","Poor or non existing management. I was in a team that had no sense of support, and received no training whatsoever while I have been bullied systematically by a more junior (but longer with the company) member of the team..Managers were never around to notice."
"261","They need have some respect for their employees and support people who are really there to work. Management in London needs to be re-evaluated."
"262","Fairly high pressure since we deal with large sums"
"263","To many to count but to name:
no work-life balance
senior management cares only about themselves and their pockets...
Top down management at worst ...
Really bad moral, promotes a really bad attitudes ...
And much worse ...."
"264","Grow up and learn how to run big company... 
Sad to see that people do not have a moral integrity to step down when they do not know their job..."
"265","Pace can be very intense with long hours at times, top-down management style, not much opportunity to influence direction unless you are at the top, improvisation/innovation opportunities limited, very little turnover so limited opportunities for promotion"
"266","No cons. It is a good place to work. No work from home. Pressure will be more when release happens"
"267","sucked the life out of an exciting institution, the NYSE. this company does not care about ANY of its employees, only its bottom line."
"268","The company does not have a work from home policy. Depending on the group or manager, you may have to take vacation or sick hours to handle ordinary life events."
"269","Since the company is run very lean, which I believe is a good thing, promotions are very slow. Employees become engraved in their job function and are not encourage to move out of the their roles.  My advice would be to establish more cross training outside of each employees respective groups."
"270","The management is very un-inspiring and non-motivational. They do not care much about professional/personal development - any such undertakings are not supported unless they contribute to the corporate bottom line. The team managers are old-schoolers who are ""managers"" because they have been around for years - they have zero managerial skills. Promotions are very hard to come by, and more often than not, they will... find a reason to not promote or not increase your salary. 

Pay - amongst the lowest of the financial services industry. Managers make it implicit that they do not expect people to stay around too long, resulting in high turnovers. Bonus and salary increments are not discussed with the employees - they use a very non-transparent evaluation/compensation system. Extremely poor benefits, things like the repayment of business expenditures are extremely long-drawn and bureaucratic to get back."
"271","You need to work harder to align the interests of your employees with that of the firm, and support their development, especially the younger employees."
"272","You have to be friends with upper management to be treated well. Many tasks are proprietary and you will not be able to transfer alot of knowledge to another position. The work life balance is non existent. The stress that the job brings is not worth your sanity. The office politics are beyond ridiculous. The processes are very cumbersome  and systems are outdated."
"273","Treat employees like people and not assets. Become more transparent and fair to all employees. Have more group meetings where employee satisfaction is discussed. Implement an official training program for new employees. Practice consistency when implementing and carrying out processes. Treat everyone with respect at all times. Take an active role in ensuring the success of the employees."
"274","Probably the same as many other places.  Long work days and sometimes weekends."
"275","ICE took away the benefits/culture that had previously been there, and upper management did not care about or value Phoenix employees. When they came after announcing the closure of our office, they complained about how much they hated coming. They came off to us as snobs and hardly looked any of us in the eye. Pathetic."
"276","Put your focus on people, including both employees and clients, not processes. We understand change, but to completely devalue everything the Phoenix office had done for years was disappointing."
"277","Work quality is good but not properly implemented. Salary is good and that's the only reason people join and get stuck."
"278","Sorry losers."
"279","Company keeps gobbling up the little guy and from there you lose your ability to be creative.  It's the ICE way or the highway.  Need to allow remote work to hedge long days and improve life / work balance.  Very strict company."
"280","Loosen up"
"281","Cafeteria is not great
No work from home policy"
"282","Work From Home policy is not necessarily bad, try it out !!!!"
"283","long working hours and very limited advancement opportunities
good place to start adventure with trading world - but you need to leave soon enough"
"284","None, love working here and compensation is great, changed my life really!"
"285","Keep doing what you are doing!"
"286","Lot of beaurocracy and things sometimes can move a bit slow. Not enough flexibility and independence for the employees."
"287","Simplification of decision making process can improve productivity and working environment. Efficiency will be increased and employees will be able to focus on their tasks."
"288","horrible place to work, they do not value their employees"
"289","Once ICE acquired and also had another new company merger affect the company and business, the culture became cold and chaotic. Holidays were taken away, and employee programs were also discontinued. The new management completely changed the vision and purpose of the original company, and then they closed the office and laid most of the people off."
"290","Realize your employees are people, not just a mass of worker bees. Do your due diligence and actually put talented managers and leaders in place, not just friends and favorites that know nothing about the business and technologies."
"291","Managers treat you like trash and threaten directly if you refuse to work off hours.  No career growth."
"292","Get some people friendly managers"
"293","very strict mangement and long working hours"
"294","Not much room for career growth"
"295","People don't talk much in the elevators."
"296","Limited career growth regardless of whether you really push hard or not. Earn your stripes through serious tenure and accept that its not fully meritocratic."
"297","Lots of work to be done on culture following the integration to NYSE. Need to see how you can align the mission of a 10 year old company with one that is a few hundred years old."
"298","Lot of info to take in quickly."
"299","Cliques are present in various departments, makes it difficult as a newbie to integrate."
"300","Doing great already, but make more of an effort to integrate new team members"
"301","Compensation doesn't fit responsibilities. Some bad junior management. Inconsistent shifts and coverage."
"302","Only if your in Atlanta you might have a future, In NY your a second class citizen. Mgmt lies to current employees in NY about job security until they transfer your knowledge to Atlanta then your told they have no job for you."
"303","Be honest to your employees don't give them false hope!!"
"304","I don't want to drive long distance"
"305","no advice"
"306","bad with the bad stuff"
"307","good"
"308","low payers in relations to the financial marketers, too many idle managers in relations with the number of employees. Cutting cost policy gone way too far that is jeopardising employee retention and new hiring. There is a felling that ICE doesn't really appreciate their work force. Some HR personal are very unprofessional, and not qualify to do their job.  The atmosphere in the office is that people work as a civil... servant  not finance. No direction or clear career development. Immediate manger is weak and inspiring."
"309","listen to your employees more often. Cut bad and expensive management that are not bringing any value but are very detrimental to the company."
"310","People are very tricky. They always look for their own good. Not a good team members"
"311","Team building"
"312","Strategy is not always communicated."
"313","Its quite a lean organisation, despite the recent acquisitions, so slightly harder to progress internally via a management string.
Super Derivatives........"
"314","Listen to the guys on the ground when deciding to change direction or business methodology.
If somethign works in NYC, doesnt mean it will work everywhere :)"
"315","NO STABILITY, your future is not secure"
"316","BE FAIR, UNQUALIFIED PEOPLE WILL NOT GET THE JOB DONE"
"317","As with any company that size communication and your typical human issues which are difficult to avoid.  Challenging to advance"
"318","Keep it up, but remove bottom 5% at least"
"319","The desk is part of a 24 hour support team so constant shift change is inevitable leaving you vulnerable to lack of sleep, illness, and any routine whatsoever. Top heavy with little room for advancement, support/call center vibe, salary to work load ratio."
"320","Assign side projects of employee choosing and time to do them during work hours."
"321","they dont pay you a lot of money you dont learn anything that can be used outside of the company"
"322","No flexible work hours
Weekend work almost very regularly
No growth prospects - promotions and career path is not transparent"
"323","Work from home or flexible work hours should be allowed to help with work life balance"
"324","Strategy wasn't always clear down to employee level. Somewhat red tapey and admin heavy. Compensation lowish for financial markets firm."
"325","There were too many bosses and too few workers during my time. Clarify geographical affiliations and career progression options."
"326","could be long hours some times"
"327","There is no work from home policy, even though they spend millions on mobile technology. Some managers have egos and just plainly do not know how to manage. The environment is all work no play."
"328","Some organizational bloat introduces tedious tasks as part of the daily workflow."
"329","Work-life balance may not be for everyone."
"330","Constant pressure to cut costs past the point of what clearly makes sense for a business line.  Senior management frequently intransigent in their point of view, even when clearly wrong. Most business lines outside of core energy markets can be sacrificed to protect the core business. Poor work/life balance if you want career advancement."
"331","None. They take good care of their employees."
"332","Moto is ""lean and mean"" so headcount is kept to a minimum."
"333","no employee development, no flexibility, top down approach, no concerns for employee issues"
"334","what worked when u r 50 employee company will not work when u r 3000 employee company... refusing to accept this will doom the company"
"335","When ICE acquired us, they completely destroyed our company culture.  We lost everything that made us unique and became cogs in the ICE machine.  Then they decided to fire (almost) everyone and close our entire office.  Work/life balance is non-existent.  Management constantly talks about transparency while providing absolutely none."
"336","Care about your employees.  Morale is important -- once it's lost, work suffers.  Really be transparent about future plans."
"337","Long hours, high pressure, night and weekend work required and planned into project schedules months in advance. No work life balance. Myopic management who only consider how to cut costs. Much blame to go around when things go wrong."
"338","When we were acquired by ICE everything about our company fell apart. We lost flexibility, work at home privileges, salaries were barely adjusted, bonuses were lower, and our company culture suffered. ICE promised ""transparency"" and instead dismantled our company and is closing our Phoenix office. We were a growing company and now we have been hollowed out and taken apart."
"339","Shed hidebound notions of the workplace and adjust for work/life balance. Telecommuting is the future of the workplace; allow some flexibility for that. Allow people to develop the company culture to help boost morale. And try being truly ""transparent."""
"340","slow at times, management sometimes confused, no potential for major growth within the company"
"341","Not sure I can determine all the cons in 20 words or more. Weak management, weak structure, either you're in the club or you're a dog."
"342","- zero communication from management
- do nothing to invest in training or career development
- the culture is work hard, long hours, little recognition
- flat titles and constant cost cutting makes it difficult to be promoted"
"343","- invest in your young talent, create incentives that encouraging them to stay, strike a balance between cost cutting and fostering an environment that makes people want to come to work
- increased communication --> increase motivation, vision and employee drive"
"344","-Way too much work load. 70-80 work week including Saturdays even for non-critical work.
-Management chews more than it can swallow, too many project with very short unrealistic deadlines with sub par delivery all for the sake of cost saving.
-Project timeline slippage is frequent
-Managers are persuasive but not logical or technical."
"345","Listen to employee feedback"
"346","Mind numbing boring repetitive work. No chance to move to a different job or advance in career. They hold you hostage with the three year vesting schedule of stock grants."
"347","Allow employees to find assignments that compliment their interests. Break up the ""management club"" that keep careers from advancing."
"348","The company is currently going through some growing pains as the NYSE integration continues. This is resulting in new processes, some of which are for the better, but not all."
"349","As the company grows maintaining the entrepreneurial sprit that got us here will be tough to maintain, we need to find new ways to promote that culture."
"350","Low base pay, no work from home, arrogance abounds, middle management act in a dictatorial fashion blocking everyone else from communicating up or down the chain, unwilling to spend money when needed, no real perks for employees"
"351","Listen to your employees and treat them with respect! Step into the modern era of the tech industry and allow employee benefits/conveniences. Do a salary and wage study and actually pay attention to the results. Spend money when needed instead of wasting countless hours trying to develop tools that already exist. Stop thinking you're a special snowflake that has to be the exception to every best practice within the... industry. Remove the ability for an individual to steer technology decisions based on brand bias. Bring back the full team collaboration."
"352","Yet they sometimes have no clue"
"353","No commitment to sales, not sure what goal of company is"
"354","Pay to keep talent"
"355","The company's culture has been completely replaced by that of NYSE and that is disastrous. ICE may have bought NYSE, but it very much seem like it's the other way around. 
Since a NYSE person was promoted ahead of my manager we have been micromanaged and our jobs are made much harder by this. The senior ICE management has allowed the former NYSE personnel to be promoted ahead of their own people and this has caused... a great deal of resentment among the long term employees of ICE. 
IT policies have changed as well and the NYSE policy of locking down employee workstations to the point to where it makes getting anything done to be tedious and everyone's jobs to be far more difficult than they need to be has become the new norm.
All of this has brought me to the point where I'm so considering leaving the company that I am actively looking for a new job. Should one come along that matches the compensation I'm getting at ICE I will promptly give my 2 weeks notice as many other ICE employees have done in the last several months."
"356","Terminate the remaining NYSE management, replace their policies/practices with those of ICE (which have been proven to work far, far better), and take the assets and name of NYSE without the baggage its people and culture brings along with them. There's a reason why ICE has grown and NYSE remained stagnant for decades upon decades to the point where it was bought out by a much younger company. 

tldr; Take what's... left of the pre-takeover NYSE out back, shoot it in the head, and leave it for the crows. Either that or be content in losing even more of the good people you already had."
"357","limited room for growth, no internship program, does not provide part time employment, expectations and work load spread you too thin, stiff environment"
"358","implement an internship program which would allow employees to be provided with additional help and resources"
"359","Located in Central London where communicating can be tiresome."
"360","It was had to find many a negatives except for communications and maybe disseminating of data and ideas when interacting with other groups in a different time zones , however one is always able to resolve and miscommunications."
"361","Sometimes I wish upper management will listen to the Analyst in the trenches most of the times."
"362","ICE management thinks NYSE can do no right."
"363","Sell off NYSE, you never really wanted it anyway."
"364","No work from home
long hours.. minimum 9 to 10 daily and with occasional weekend work. Must come before 9 and cant leave before 6
Stale work, You will loose whatever skills you have by keep figuring out how things works in ICE.
No training of their domain or products and they change too fast
No requirements or documentation
Your boss will never listen to you. in ICE its all top to down approach where whatever... management tells is right
Most important No Process
No advancement. Title here are useless.. You could be a director/manager and still might not be managing even a single resource.
No work-life balance and they dont care about your personal family life."
"365","Listen and empower your lower level employee who work hard. train them too and not just upper management"
"366","* There is tension between the NY and Atlanta offices with the center of gravity being Atlanta.  This can be frustrating to NY employees because preference is given to ideas an developers there. No major projects started out of New York recently.
* No work from home.  Your manager might allow it, and HR might turn a blind eye.  But officially, it is completely not allowed.
* Stingy benefits.  Less than customary... amount of vacation.  No personal days.  They take your holidays and make 4 of them floating.  Until very recently, rollover was not allowed at all.  Maternity leave, for those who might need it, is less than standard."
"367","ICE is a financial company, and NY is filled with knowledgeable technologists with financial experience.  More should be invested in development in NY."
"368","nothing new to learn in our team"
"369","as a company they are doing very well, please keep it up"
"370","Very poor company , make lots of promises on bonus but never fulfill them , expectation is the work 9 hrs and go home and work some more . If you do some side work for your own knowledge it is discouraged completely . They give u rsu ( restricted stock unit ) every year as part of bonus and only 33 % gets vested , if you dont obey what they say they will let you go and keep the stock . They lawyers in this company... are very smart and cover all the grounds so no one can sue them .SO BE VERY CAREFULL"
"371","Little if no work from home policy, the immature CEO seems to treat women the same way they were decades ago. 

We do wonder, what's next? Should they bake a cake? Iron a shirt?

Where is your approach towards a modern woman that wants to balance work and her family?"
"372","You get a one star on the issue of the treatment of women alone. Modernize your thought process."
"373","The pros are before the CDS Clearing House came under new technology management for both US and EU.  Tech management now sows discord amongst teams and makes up lies about people.  Micro-manages everything while knowing nothing.  A classic functional narcissist.  Also picks favorites regardless of performance and punishes any ideas outside of his ""vision"".  Intra and inter-team cooperation was at an all time low... when I left."
"374","It's the people who work that drove ICE from a small startup to what it is today.  Don't let career bureaucrats ruin the solid platform that is successfully running ICE CDS clearing.  This tech management leader is a typical example of a career bureaucrat who cares only about climbing the corp ladder while destroying the teams that have so far worked so well together in his political manipulations."
"375","Terrible management; low base pay with next to no yearly increase; equity offered to try and prevent turnover (vests over 3 years); people take on more than they can handle, resulting in botched outcomes; very cheap and always trying to save a buck when they can, regardless of the impact"
"376","You're not a startup anymore, its time to accept you are a global enterprise and adapt accordingly; take the time to understand the value your employees bring to your team and the organization as a whole; understand the ""you get what you pay for"" mentality, and don't be afraid to crack open the wallet once in a while"
"377","Hard to get a raise even with promotion"
"378","The work can get boring. Not very challenging. They don't pay as well as a fund, bank or FCM would. Upper management doesn't pay much attention to Regulation staff because it's not a profit center."
"379","You will not be able to retain talented and bright people in the department without paying them properly. Doing a lot of great things though."
"380","Management unapproachable, rude and ignorant. No communication or support.
 Negative culture -  acknowledged but never addressed. 
 Headcount turnover through the roof, resulting in the constant (monthly) replacement of talented staff 
 This then impacts team morale which is already low. Poor work/life balance due to feelings of stress. 
 No room to grow, no perks (like a friendly office, flexibilty, team... bonding), no office atmosphere at all."
"381","Sadly employees will continue to be unhappy through the duration of their employment unless management wake up, start addressing historic cultural issues and start to care about their staff ."
"382","Very high turnover which is not questioned
Leaders lack leadership skills
Management do not care for your well-being
The London office is full of bullies
Staff are so unhappy
Old management style
They have an awful culture and have no values unlike other organisations within financial services."
"383","Take your leaders on a management training course and show you care about your employees! Transform your HR department."
"384","restructuring of the operations team is needed"
"385","Not much training going on as yet but will take time to determine this"
"386","Base pay should be priority"
"387","The old NYSE culture makes it hard to get anything done or see real ownership of projects."
"388","To explore in other functional areas"
"389","All of the acquisitions present challenges"
"390","""Flat culture"" they say,  could be ideal in a smaller org, but here it has only led to 0 leadership on the floor.  

Seasoned employees come in late,  take 2 hr lunches,  key projects fall weeks & months behind with no consequences. 

No training,  no on boarding, you have to figure it out yourself.

No work life balance,  you are expected to work 50+  hrs a week, expect to have meetings scheduled on your... lunch break."
"391","Hold people accountable,
Assign leaders who can lead & manage appropriately,
Provide work like balance."
"392","The don't pay staff much. They are more about buy companies and than investing in the ones they have."
"393","Challenging timelines, have to do a lot of multi tasking, increased government regulation which slows down progress."
"394","Management will ask you to do questionable things. Internal transfers are very rare because there is a major emphasis on headcount, as opposed to actual deliverables. Career growth is only available in a few chosen areas. Leadership is nonexistent in a few of the divisions, which leads to low morale and even lower output."
"395","Your culture has been subsumed by the NYSE. Badmouthing employees who have left or transferred internally is unprofessional, and leads the team(s) to believe that you're more concerned about headcount than actual talent. Incompetence is rampant, your better employees are either voluntarily leaving, or accepting severance packages because they are not interested in relocating to Atlanta."
"396","no work from home
long working hours
sometimes u need to work on weekends too
little bit politics in some departments."
"397","- Should be able to adopt to ICE culture."
"398","Keep up the good work."
"399","Mediocre benefits for employees. Long work hours."
"400","nothing to complain... it's a nice work place!"
"401","It's difficult for me to find anything negative to say so I will mention that working from home is generally not allowed. My commute took on average 1-1.5 hours each way every day. No fun."
"402","Career growth hindered unless you are in favor of the right people irrespective of your contribution or knowledge"
"403","Please base your review on employee's knowledge and work only. Don't say 20% bonus when its only guaranteed only for senior management where a 40% quota can become 45% - 50% when the for senior development people, the company did not achieve the target, so that 20% becomes 12%. This is not great when the company boasts that its earning per capita employee is half a million."
"404","growth of employees is stunted especially if ICE acquires company1 and if the company1 employees are not trusted and allowed to grow,it is mutual distrust till the employee is let go due to marginalization."
"405","talent needs to be appreciated even if it comes from the acquired company."
"406","If ICE purchases the company you currently work for, start to look for new work asap. They may not keep you around, or ask you to transfer to another location. Many people there were employees due to acquisitions."
"407","I have no advice for the management. Didn't have a lot of interaction with higher ups."
"408","Need to dedicate long hours and overtime is expected."
"409","Need to streamline project planning"
"410","ICE is still facing growing pains as it enters uncharted territories of new markets and services.  Yet, it's nimble enough to shift resources and priorities based on rapidly changing regulatory and client landscape. Most of its products are heavily regulated and work can be burdened by frequent audits and compliance requirements - as a publicly traded company ICE answers to shareholders and as a systemically... important institution it has heavy reporting requirements to SEC, CFTC,'the Fed', FSA and EC to name a few."
"411","ICE will benefit from better key employee retention policies - with more competitive compensation (with emphasis on equity), clear career planning and opportunities for growth within the organization."
"412","Very hierarchal culture, secretive,  long working hours.  
Very old technologies being reused from the old days, nothing new. 
Pervasive Bureaucracy , lots of layers to go through. 
Promotions are not based on merit. 
No tuition reimbursement."
"413","Embrace new technologies, encourage people. The company has become big, the days of  a little player following is probably over."
"414","none. I just love working in this company. Just lots of hours to work"
"415","None"
"416","Difficult senior manager in marketing/sales area."
"417","Attack integration and reorganization with a vengeance when NYSE merger is completed."
"418","Work from home allowed only on weekends and after-hours to support issues. No Work/life balance. Promotions are for a select few not based on merit. Training/Tuition reimbursement is not offered. 
 A few years ago CEO Jeff Sprecher made a Freudian Slip - during a conference call with the entire company he said he wished he could have all ICE employess toiling away as his slaves.
 After NYSE acquisition there will... be massive layoffs (2000+) in New York."
"419","Trust employees more. Promotions should be merit based not based on personal preferences."
"420","Very little tolerance for non-traditional schedules, absolutely no respect for family work/life balance.  Very little opportunity to advance career or even move around to more interesting assignments."
"421","Find your employee's strengths and try to get them in a role that will benefit you and interest them.  Doing the same thing day in and day out will eventually either drive a person crazy or just de-motivate them."
"422","Work Load. No job security."
"423","Cons are more towards the team I have been in. Very against automation and writing modular code. Nothing new to learn technically and the most of the tasks were done using obsolete techniques."
"424","Lack of growth in career"
"425","long hours when projects are due
hard work all the time, no time to slack
debates can turn angry at times"
"426","keep doing what you've been doing"
"427","This review is for IntercontinentalExchange Chicago, formally ICE Clear Credit or ICE Trust (Credit Default Swap Clearing house for ICE).

There is zero work life balance; long days and regular weekend work are expected. There is an incredible amount of attrition caused both by employee choice and personal management issues on very small development teams. Several inexperienced managers hired by upper management... friends especially in the technology area, this should eventually improve over time as the attrition and overall employee dissatisfaction continue. The review process is one directional with little opportunity to provide upward feedback. The code base is currently broken in two with a large monolithic J2EE application, PERL scripts, minimal unit tests and a second progressive version authored as dozens of interdependent projects. Innovation is defined as revisioning obsolete systems into somewhat modern architecture.

Please read the other review of ICE Chicago 2010 as it is still completely accurate as of 2012. Expect the same attrition throughout the year."
"428","Evaluate suggestions objectively, treat individuals equally, and focus on retaining talent.
I believe there is a strong opportunity for the teams to be highly functional out of respect and unity as opposed to tyranny."
"429","- Lot less documentation and a new employee has to struggle his way in and is expected to figure  
  things out
- Very few vacation days"
"430","too few vacations and holidays"
"431","keep growing"
"432","Sometimes long hours can be expected since the company is fast-growing. Some benefits and policies may need to get improved or added to match with big companies."
"433","Immature HR processes. 
No balance between employees life/work"
"434","Some  colleagues do feel overworked at times"
"435","great job at accommodating students as interns"
"436","*This review specifically applies to ""ICE Trust LLC"" which is the OTC Credit Default Swap clearing house for the Interncontinental Exchange.

This employer exhibited some red flags when several senior people left in 2010 after only working there a few months (< 6 months on average). Notable departures include a Senior Software Engineer, Systems Analyst, QA Lead and one (of two!) DBA.  As this is only about a 40... man team, the overall level of attrition was disturbing.

ICE TRUST sold itself as a growing company with a need for ""senior"" people which turned out to be rather false as new ideas were rejected or at best shelved ""until later"" as impossible deadlines kept the focus on things that needed to be done yesterday.  ZERO work-life balance.  Technologists were routinely working on the weekends to release software to Production. The good engineers were (privately) praised for working round-the-clock Citadel-style.  In fact the pace of change proved too rapid and the group ended up making some costly mistakes and was put on ""timeout"" by Atlanta management.  Some serious inter-group dysfunctions, in particular their Quants would rather not work with anyone outside of their Ivory Tower which was quite contradictory to my experience with Quants at other financial institutions. Overall their SDLC and other methodologies were weak and fragile as compared to my previous financial employers. Code was branched ad nauseum, very scary situation.  They were forced to bifurcate their system in order to gain first mover advantage in 2009 and a looming high-risk code merge awaits them in 2011 (more off-peak work hours for sure).  QA team seems completely marginalized as are their other analysts, I would be surprised if half of them didn't quit in 2011 post-bonuses.  The performance of a software team can be partially ascertained by the relative contribution of their non-developer auxiliary teams. As such this place gets a D minus though it's NOT the fault of those individuals, they are smart and work hard. Rather, something completely fundamental is broken and the tail is pretty much wagging the dog here.

Management quality varied greatly.  Overall managers tended to focus on ""managing up"" rather than growing and coaching their own team.  It was hilarious watching people scramble to enter their *2010* career goals in the month of DECEMBER (at the END of the year)!!   ICE offers ZERO tuition reimbursement support, quite unlike their cross-town competitor (CME Group) and other major financial institutions in Chicago.  At ICE TRUST it seems ""Career Development"" = ""What have you done for me lately?"" If you're considering going to ICE Trust,   CONSIDER ANOTHER COMPANY!!   You've been warned."
"437","You have managed to achieve a level of success but need to really reflect on your core values and methodologies if you intend on elevating your organization to the next level.  Good luck in 2011 (esp. after bonuses are paid), surely things can only improve.   As one of your departing technologists said it best, ""this place needs more 'Indians' (i.e., low-level workers), not Chiefs."""
"438","small company, not much opportunity to grow"
"439","be open"
"440","startup culture not much structure reporting relationships are not well defines"
"441","Times have changed. you should try to add structure to grow and complete the mergers. Lots of new companies but they have not been integrated well"
