"","cons_page1"
"259","Toxic department

Constant turnover, over 13 last year left

This department is very toxic, highly corporate with the examiners/auditors constantly quitting and management doesn't seem to care, they just get someone else out of school to underpay and take their place.

Highly clicky and gossipy and immature

They are beholden to their shareholders and will put that above anything.  

As I saw in someone... else's recent review their is one director that is very mean and has made people cry and some quit.

I had to do a variety of things not in my job description, not even close to what is reasonable

My coworker was picked on and pushed out because people didn't seem to like her even though she was nice just didn't fit in to their ideals.  And was in a group that did not want her to succeed

No flexibility in work hours or time off to go to appointments (unless your management)

Very old school"
"260","I don't even know where to start so I won't.

For people interviewing there ask about their staff turnover and why it's so high."
"261","Need to have the agility to move at a rapid pace of change"
"262","Do not have any yet"
"263","IT department is slow to implement changes and new projects."
"264","Convert consultants to full time employees"
"265","Company/management seems to value industry knowledge versus competency.  Few folks are held accountable to actually get things done and when initiatives fail, which they often times do, the leaders who were on the hook to deliver are given  more responsibility and get to fail on even larger initiatives. If this company had to actually work to make money they would be out of business quickly."
"266","Unlikely that they would listen as they think they know it all."
"267","Off-shoring of jobs. Endless bureaucracy and meetings. Security concerns make everything painful. Spend more time configuring files than writing actual code."
"268","Management is constantly changing course."
"269","It's the most politically charged company I've ever worked at. There are employees on visas, desperate for green card sponsorship. It results in a lack of teamwork and some backstabbing, as they push to look better than their peers.  

Morale has been low, and now bonuses were lower than expected even with record volumes, due to their ""forecasted budget"" having unreasonably high expectations."
"270","Don't treat your employees as easily replaceable. Limit offshoring.  Encourage managers to value teamwork and to care about team morale. The current sweatshop mentality comes from their desire for bigger bonuses at the cost of their staff."
"271","Political, way to much red tape."
"272","could pay more than competitiors"
"273","pay more"
"274","Very Chicago-centric but getting better as this company becomes more global."
"275","Continue to aggressively look at M&A as an opportunity to enhance growth and further domination!"
"276","You need to ask for something if you want it; don't just assume management knows what you need to be successful."
"277","Can be very hierarchical and title-driven"
"278","There aren't a lot of cons.  Salary is comparable to most companies.  I would say they are about average...  They do offer equity and a bonus which is a major plus!"
"279","Quality of upper management is questionable.
Senior managment place too much emphais on the 'pub' and not enough on project deliverables.
If you enjoy the pub culture this is a good place for you to work.  If you don't enjoy it you won't fit in.
Many staff feel the management are just there for the salary and this is quite demoralising.
It's become a very difficult and political place to work
Not enough... decision making
Back stabbing culture
Constant layoffs
Staff always complain about being bored, and working on the same or similar projects - ground hog day
Noticeable lack of ethnic diversity in the office!"
"280","Should  place as much attention and care into your staff as you do for your enthusiam to go to the pub.  There are some excellent and very capable individuals in the company who feel overlooked and demoralised, and would leave tommorrow if it was not for the need of a stable salary."
"281","Full of old-timers and some of them hardly do any work; double standard in the promotion ranks across departments meaning that some people can just skip ranks because they know the right people."
"282","Very political. Frequent senior management changes. Poor morale. Difficult to move around."
"283","Nothing I am aware of."
"284","Slow to promote from within, so definitely negotiate a good salary before you start."
"285","Promote quicker, and make employees feel heard."
"286","Management above are just there for the salary"
"287","Find out where Europe is"
"288","Difficult to move up / get promoted."
"289","Very stressful and competitive.  The building itself is old and location isn't optimal.  CME's previous location was much nicer"
"290","I don't really have any advice to management.  I think they did a good enough job considering the environment and the market"
"291","can get a bit hectic with deadlines but in comparison to other places ive worked still very good"
"292","If you make an error, they hold it against you."
"293","The new management has taken out all the seasoned employees.  I thought I would retire from that company."
"294","Realize the talent you have."
"295","sometimes boring work. There is little communication between colleagues."
"296","Career paths depend on the department.  Some are very straightforward where others are non existent.  Most people either move to another department or leave the company to progress."
"297","I don't have any cons for CME Group depending on my experience in CME Group."
"298","There is a bizarre secrecy within the Investigations department, no one seems to trust each other. More importantly though, much of the work is unchallenging and easily automated. Very high turnover from people leaving to do the same work for more money at other regulatory agencies, and those that stay becoming the middle management because of seniority. Little effort from top management to help control for culture... which is important with so much turnover."
"299","Spend a bit more time sorting out the culture, and allow people to do their own work"
"300","Boring job. Need to teach interns more and teach them more. Need better training program."
"301","Low pay
Intern work often monotonous data entry
Lax of flexibility with students"
"302","I was hoping to find some +'s unfortunately not many except that the interview process is super easy to get your foot into the door. 
Department is living in OLD SCHOOL leadership methodology where a few bad apples run the entire department and ultimately your career growth and progress. 
Department needs to look and learn from other departments within CME Group, Inc. and truly adhere to and live by the company... objectives of Focusing on Career and Professional Development of its workforce. Rather the department just cares about the few individuals and hopes the rest follow suit."
"303","Learn to lead like other leaders in the organization. Teach new seniors to not just learn their job but also focus on leading and teaching the processes to new employees."
"304","I didn't come across any cons."
"305","Cheap labors. No benefits and low salary for contractors"
"306","Sometimes there seems to be a lack of direction, even for the higher ups."
"307","Bureaucracy in some kind of way"
"308","Downsizing, offshoring, and forced retirement packages."
"309","Don't forget your employees are one of your most valuable assets"
"310","Lack of professional risk management (or any kind of management) systems, promotions are not based on performance but on ""change in scope of work"" so no reward for doing a good job but promotes nepotism & backstabbing."
"311","Change management from board, C-suite down, a tree cannot stand if the roots are rotten"
"312","I don't have any bad impression on CME. Highly regulated company sometimes lack of flexibility is understandable."
"313","The authorization would be more efficient"
"314","Top down management, some dead wood still floating around"
"315","Enjoy it while you can"
"316","If you are not capable of adjusting and constructively working under duress you might experience difficulty navigating here."
"317","Continue to cultivate an elite workforce with the leading edge resources and adaptable mindset that only a globally recognized institution has the means to."
"318","Cessation of floor operations"
"319","Keep up the good work"
"320","I did not have any issues."
"321","I can't think of any. I really like working here and I wouldn't not recommend this company to anyone."
"322","You are doing a great job. Good work at keeping your people happy and making your people feel valuable."
"323","I could not really name one"
"324","low salary, sometimes work overtime"
"325","internal politic that exist at every company"
"326","engange with your employees and take the time to get to know them"
"327","Lots of people limited room for growth"
"328","More structured intern program to attract best talent."
"329","Sometimes can be difficult to get things done because of too many management layers"
"330","very corporate culture, cubicles etc."
"331","Management tends to focus on corporate more than the New York location. Promotions are far and few. Career delopment is half sighted especially in New York Ofice. The New York office finds out last about any initiatives. Feel disconnected from corporate most of the time. The communication is just bad from corporate to other locations. Employees are not valued."
"332","Need to focus on all locations and not just Corporate. Need to dedicate more time with staff and career development. Need to promote more staff outside of corporate."
"333","Old, sub-par exchange technology, some departments are more team-based than others. Lack of strong culture and younger employees if those are something you're looking for."
"334","I have nothing bad to say about the company"
"335","Good Environment,nice place to work."
"336","Give me a chance."
"337","Too many useless meetings
Not enough decision making
Back stabbing culture
Constant layoffs
Unqualified individuals in key positions 
Nepotism is rife
America centric
American staff fish out of water in foreign jurisdictions
Interfering and unhelpful HR. They have their own agenda, protect the company and their jobs and don't help staff"
"338","This company makes hundreds of millions a year in net profit and always will. It's a monopoly. Stop worrying about how you want to run the company. It runs itself if you just let people get on with their jobs and stop interfering."
"339","Poor pay relative to other internships"
"340","- Over emphasis on security is getting in the way of modern tech approaches."
"341","Keep doing what you are doing, don't be afraid of further change."
"342","under appreciation, long hours, long queue to get to full time from consultant"
"343","Too many meetings, lack of decision-making at times."
"344","Favoritism among management, limited career advancement"
"345","To much nepotism, and there are no longer any 
opportunities for advancement on the trading floor."
"346","No room for growth. Small niche."
"347","There have been a lot of changes in the past couple of years that indicate that employees are no longer valued. The politics, red tape, and low morale have created a very negative environment to work in and senior management either is not aware or does not care."
"348","Look below and see how the handling of these changes have affected your staff. None of the changes were handled well. Communication is at an all time low and it behooves the firm to work on increasing morale."
"349","Leadership is gone
Quality people are gone
0 investment in educated experienced loyal employees , cut cut cut expenses and move move move to India.

Stay away, it is a sinking boat, although too big to fail."
"350","CME used to be a great place to work, to learn, to meat high quality people.

CME used to be the coolest place to work in Chicago, it was a symbol of Chicago and USA.

Very sad to see what you guys did to the company."
"351","not very nice people in the trading pit. usually have to stand your ground when people push you.  most people fart on you when they have to fart"
"352","High work load at times"
"353","Fading industry form the floor perspective"
"354","Its too late"
"355","Poor Management. They don't promote fairly"
"356","Managers should be trained"
"357","Compensation was well below average"
"358","No security, extremely demanding environment, high expectations with little support, and I repeat, NO SECURITY. All they care about is profitability. Staff with tenure are treated as  liabilities, can't push them out the door fast enough."
"359","Appreciate your staff. And quit faking your way onto the 'Top (pick a number) Best Places to Work' list, any current and former staff know that's BS."
"360","Company is at risk of being disrupted and subject to regulatory risk"
"361","Commute to Downtown or live in Downtown"
"362","Some areas can be too political; need to have a more organized way of prioritizing projects"
"363","Reduced tuition reimbursement assistance; not flexible work schedule depending on your team."
"364","As for cuts are made in preparation of the India Data Center that will ramp up late 2016, the workload increases and leads to burnout.  A lot of middle managers are still there that do not know the business nor are they technical, but know enough to sound knowledgeable in meetings and fool senior management.  They are only worried about themselves."
"365","Bring in someone from the outside to review the structure and determine what fat must be trimmed."
"366","Layoffs are frequent and the loss of good people in both upper management and worker bees is demoralizing. Whats left in its place is the feeling of uncertainty and no direction.
Management does not promote career growth. Prepare for absolutely no lateral movement for your tenure at CME."
"367","People are better than their current position. Promote career growth and opportunity."
"368","Disorganized environment! I waited until 2:00 pm for my computer was set up. I do not recommend this place, there are too many people there who do not welcome new people if you are not part of their clique. People there have no patience for explaining things or training, try to learn on your own. If you ask a question you'll be regarded as stupid, inexperienced or annoying."
"369","Nothing I can think of or I encountered during my short stay"
"370","Very political. There are more directors than analysts in this company and they all demand the same analyst to do all the works."
"371","Cut the manager and director counts. Have more people who will actually do work, not attending endless meetings."
"372","- Lack of leadership / strategic direction - everything is a top priority until it is forgotten about
- Cost cutting to boost bottom line/stock price is top priority ($1 billion special dividend anybody?)
- Long-tenured / talented staff are moving on to companies with better pay and/or better work life balance
- Company is feeling the employee backlash from lay offs and has left remaining staff unmotivated,... demoralized, or looking for new opportunities elsewhere
- Outsourcing work to remote consultants / Hiring H1-B workers is current staff augmentation strategy
- Managers receive little to no formal training and ""wing it"" with their direct reports
- Communication from management is non-existent (unless you consider plagiarized HBR articles)
-  Flattening the company has resulted in limited opportunities for career growth / promotion, all while continuing to ""Raise the Bar"" when it comes to performance reviews"
"373","Invest in your most important resource (the employees!).  Every person that leaves the company takes intellectual property & years of undocumented knowledge with them.  Offer a real career path and not just a tool to enter your career aspirations into.  I truly hope that HR is taking the exit interviews and engagement surveys into consideration, otherwise nothing will change and people will continue to leave. ... There's a reason most open headcount are unable to be filled..."
"374","Very small cubicles for contractors."
"375","siloed bureaucracy to fight throguh sometimes"
"376","LOTS of bureaucracy and poilitics.  Slow-moving management, with lots of resistance to change."
"377","There was a shift to it being a very cut throat company. Drive for profits only. People with many years of experience and company loyalty and expertise were shown the door in waves. It seems to be a cycle that will again result in more people being thrown out of work."
"378","Take a closer look at the value of the people you have in your organization before making decisions to hire replacements off the street. Listen to your employees.  They have a lot of good ideas."
"379","Can be dysfunctional as a work environment"
"380","Be more consistent with employees"
"381","Worked as Intern awaiting for the full time oppurtunity ."
"382","Company tries to give an image that it is changing, which would be greatly needed to gain in agility and effectiveness, the they change the base and not the leadership. They kept the same senior management which spend its time building their mini empire, focused on their personal gain rather than the company and their team without incentive to take risk to change and improve efficiency and effectiveness...... Promotions and growth is still driven by the size of your organization and therefore stacking people without value creation...."
"383","review the performance metrics and incentive in place for senior management to align them for long term gain and not short term turf wars."
"384","No standard followed in promotions, some teams promotions are very common while others you are stuck in same position for years and finally end up leaving. You can never compare two people in the same title here, 

money saving is the primary goal these days and can see a great company loosing its shine. This company used to be in best 100 companies for years. I cant think this is going to happen in the... future

middle management keeps changing and new managers have no idea what kind of work their employees are doing.

work life balance is mostly in paper, also varies with managers even in same department."
"385","whatever is done with promotions process made it worse. Not seeing merit based promotions any more here."
"386","Upward advancement can be tough depending on where you are in the company, along with dealing with lots of politics and cliques amongst divisions and colleagues. Some people's behavior reminded me of high school. If you can avoid the drama as much as possible, your day will flow much smoother."
"387","Provide more advancement opportunity to entry level and/or younger staff within the company. There's a great talent pool that would love to stay and move up if given the opportunity, but often times great talent leaves to pursue better opportunities and higher pay elsewhere."
"388","I can't really talk about downsides at my level, however, it seemed the company was quick to fire their upper-level management without much notice. Very Wolf on Wall Street."
"389","Keep doing what you're doing."
"390","- Unqualified managers and directors with no IT or Project Management skills. 

- Favoritism by Managers and Directors to certain employees.  

Advice to New Hires:
If you are passionate about Software Engineering and Computer Science, then this is NOT the place for you. Unqualified Managers and favored Software Engineers will screw your career."
"391","- Please be honest and fair to all your direct reports.
- Its probably best for the company to offshore IT projects."
"392","Too much politics to go up any higher. 
On my first day at this company, I asked one of my new colleagues, what his role was and he sarcastically replied, ""I don't do anything"". I found out eventually that he really didn't do anything. His answer was truer than he even realized.
Rewards are based on how close you are to the management folks. Reward hard-working dev folks as well."
"393","Lots of layoffs which impacted moral"
"394","Very high stressed, Saturday working, new Org structure is not doing well."
"395","Management is very Chicago centric and many in positions they should not hold. This company is relatively ""new"" and needs a clean out from the top down."
"396","Stop trying to please your old school share holders and clean out your mid level management."
"397","Management is disconnected to their destruction and downfall of this once great, 100+ year old institution. Some one's pride was hurt when a shoe-in Asian deal didn't go to the CME as expected and CME's downfall began.  They are 12 years too late to the outsourcing game, hiding it as another CME office and will fail miserably!"
"398","Stop making pride-filled decisions,instead of what is best for the CME and your employees or you will have none left.  But perhaps that's what they want...there was actually a meeting where US employees were told that female employees in the Indian office needed to be treated different than how women here are treated; they were/are more delicate than the US women.  If that's not a lawsuit..."
"399","After several rounds of layoffs a lot of good (qualified and knowledgeable) people were either let go or quit which created a complete vacuum and crisis of leadership in many groups. Individuals who took their places are utterly incompetent and consequently extremely insecure and seemingly in constant fear for their own jobs.  Middle management is full of incompetent yes-men who are bent on creating appearance of... being extremely busy and pressuring their employees to work on meaningless tasks while setting unreasonable expectations and ridiculous deadlines."
"400","Do a better job putting right people into right positions. Select qualified/capable employees to lead rather than convenient slaves that would agree with anything and have absolutely no opinion of their own no matter what the truth is. Sometimes knowing the truth is a lot better than strictly hearing what one wants to hear."
"401","excessive politics at a senior management level which can be disruptive to finish a project with high quality, this impacts which projects/ products are chosen to spend resources on"
"402","eliminate politics at least up to the middle management layers, focus on a few strong areas and focus on those instead of trying to achieve everything"
"403","After two rounds of lay-offs, removal of naysayers, the organization has been left with an out of touch upper management supported by a middle management layer paranoid about its future in context evaporating opportunities.  

The other recent reviews speak to this reality, no communication, no career progression, middle-management comprised of screaming alcoholics, etc.  The once interesting opportunities are... drying up quickly as the company has focused on “organic” growth and switched to cost-cutting and maintenance mode.    It boggles the mind watching such a profitable company drive itself into the ground.  The company maintains a cash balance of 1.8 billion dollars, margins of an incredible 61%, almost all of which is returned as a dividend to shareholders and barely a dime is reinvested in any sort of innovation.   But why?! Do Google and Apple pay all earnings out as dividends and not re-invest to innovate? Would their shareholders like all cash returned as a dividend, I think not.    Last time I checked, CME wasn’t a utility company, so what gives? 

This “organic growth”(a euphemism for 0 re-investment) focus has left what remains in the middle-management layer scrambling to justify its existence in an ever shrinking pool of opportunity beyond business as usual work.  The doer level employees are left with the scraps, despite having more to offer, while the management put themselves in front of meetings scrambling to drink from the ever drying well of opportunity, desperate to keep their spot.   Ground level employees are left doing monotonous tasks and have no meaningful involvement, no opportunity, zero progression.  

The resulting environment is one of resentment, indignation, boredom, and apathy among staff, and massive career insecurities at the middle manager level.   Survival for the management layer is priority 1 and this only brings out the absolute worst in people, translating to back-stabbing, petty politics, abysmal management, no career development, lacking communication, and flagging employee morale.  

Meanwhile over at the ED/MD/Sr MD rainbow unicorn palace in the sky, things couldn’t be better!  Their middle management yes-men reports do what they’re told, never complain, and deliver their ever shrinking workloads with a smile.  For the executives in the high castle, costs are being cut, profits are flying in(thanks macro-economic environment!), a reducing workload is being delivered, nobody is complaining, and bonus checks couldn’t be better, all of their efforts are a resounding success!  Or are they?  And what about those Engagement Survey results?  What Engagement Survey results, Engagement Sur? Engage-a-what?  Never heard of it.   Career development?  Oh yeah, just go to that online tool thingy and fill it in, yeah it’s real real important guys, we care."
"404","Stop paying out all profits in a dividend.  Reinvest in the business, this company would have an amazing return on investment, we mint money as is, despite all the mismanagement.   Wake up and smell the Engagement Survey!  The kids are NOT alright.  Communicate with your employees, acknowledge the problems, fix them.  Cut the worthless middle layer, create a culture of 360 accountability, or just give us more... opportunities via INVESTMENT and so the middle layer can finally have a real purpose.    If these steps aren't taken CME is prime for take over!"
"405","We manage risk for our clients, and, as such, we tend to take conservative views with our policies."
"406","Keep pushing teams to deliver in order to keep our ranking."
"407","Not enough work given to interns"
"408","Be more flexible for intern growth"
"409","VERY political and next to impossible to get things passed through quickly or in a timely fashion."
"410","Very slow to respond to internal requests. Must come from customers to get escalated"
"411","Ever since I left CME, I keep hearing how bad things have become. You lost key people. Many of the ones that remain are NOT blind and are looking."
"412","India is not the answer."
"413","Working for a company that eliminated hundreds of US jobs in the past 2 years.  Some of the most talented and respected leaders were kicked to the curb with absolutely no reasoning behind it.  Watching these jobs move to Belfast and India has destroyed moral.  The remaining IT leadership is made up of people with ties to India, screaming alcoholics and yes-men.  Existing staff is actively looking for alternative... employment but won't make the move until the next round of layoffs come around (with package) or the next bonus is paid out."
"414","You guys blew it.  You had talented employees that had a passion to grow the business and grow professionally.  Not having the respect of your employees is a bad situation to be in.  Look in the mirror instead of the magnifying glass.  Lastly, telling sexist jokes is a violation of the code of conduct.  Best of luck running a global exchange from India!"
"415","computers eliminated the jobs on floor"
"416","hire from within"
"417","I felt that management could have better prepared for distributing work instead of on a need-be basis."
"418","- Layoffs are part of corporate culture NOW
- very POOR managers at ALL levels
- NO career path
- depressing place to work
- no motivation to succeed"
"419","- Stop letting people go and invest in keeping them
- Get qualified managers because current ones are horrible
- Provide clear road map for future that is not 100% BS"
"420","Inability to get promoted in recent years
A very political and caustic atmosphere 
Flattened org recently has reduced the ability to take on more
Nearly impossible to make decisions and make impacting changes even at Exec Dir level and sometimes even at Sr MD
Because of all of this, many good people have left the company and other good candidates are staying away"
"421","Nothing will change until the very top either leaves or allows others to make decisions.  Recent decisions of management will gravely impact the exchange."
"422","lots of cost cutting and more to come, waiting is a requirement on every project, very few people have a true voice that management will listen to. 
the company is rife with politically savvy people, those that play it will or buddy up to the bosses get ahead, the rest have no hope, laterals are nearly impossible you have to already know how to do the new job and be a perfect match on paper."
"423","we are all overworked, they need to pare down planned work and releases or fire management and hire workers in their place Outsource consultants aren't going to do it, there is almost no communication and most of their work output doesn't work well or at all"
"424","My group was understaffed though which lead to issues.  While not afraid to spend money on technology they don't always spend money to get more people to help support it."
"425","Need to really interact more with employees and listen."
"426","company is too focused on cutting costs at the biggest expense of people. everything is going electronic. losing that personal feel that made the markets work."
"427","I have some great advice, but you wouldn't listen anyway. The stock price is 1/7 th of what it was. Tells me, your focus on computers and loss of people crushed you. Other advice, stop helping the algorithym trader. that fad will eventually implode. Since you already hurt the fundamental traders, they won't be around either.  The long term outlook is not good"
"428","People aren't promoted on their skills or the fact that they have developed as an employee. When staff are ready for promotion a lot of them are not promoted because there's 'no room in the business'. It's got absolutely nothing to do with their skill at all."
"429","Don't spend time trying to develop a staff member if you won't then promote them when they're ready."
"430","Business is not what it used to be. Unfortunately the economy led to the major collapse of this industry. Too bad, because there was so much potential."
"431","After the last couple reorgs the company has basically turned into ""do as I say"". Opinions, individual thoughts, and alternative solutions are no longer welcome at CME. It's a shame a company that promoted and thrived on innovation has completely thrown that out the window. Every single person I know fears for their job. It's not a healthy place to work."
"432","None, they do not care about anyone else's opinion but their own."
"433","If you consult there very little hope of  actually getting hired full time. Company has been having massive layoffs and doesn't seem to have a great future outlook."
"434","Terrible management. Under-staffed and over worked. Staff run around in circles with projects and accomplish very little. Treat employees like  they are disposable. Look elsewhere not a solid company."
"435","People in charge, over bloated board"
"436","Trim board and change image of greedy management"
"437","Can improve employee on-boarding and off-boarding"
"438","Can incorporate more professional development initiatives"
"439","Poor Management and managers in certain groups, mostly yes men to mgmt, no structure or organization or career path/training, favoritism among certain teams and managers, reduction to tuition reimbursement program recently, MASSIVE EXPENSE REDUCTION PROGRAMS and LAYOFFS.  Not like it used to be and getting worse..."
"440","Be more upfront with reasoning and decisions to employees and spend more time cleaning up the current situation and structure.  Duffy Founder has the right approach hope the rest of the mgmt follow suit."
"441","Unless you were born here, you won't ever get the chance- company has a less than 2% attrition rate and recruiters are proud of the fact that less than 7% of all hires last year came from outside the company."
"442","There has to be a healthy balance between employee friendly and breathing new life into the business- find it."
"443","No negative to tell about it"
"444","Always be open for management, that buils the career"
"445","bureaucracies like any large corporation. not always the most qualified people are your boss."
"446","stop micro-management. listen to your people and reward them for their effort and time."
"447","You have to play the politics game very well to succeed. Too much red tape hindering people's success and keeping them from reaching their fullest potential."
"448","Motivate your staff better, and make sure career progression is in clearly defined with good employees."
"449","Management does not team build, even though the company will provide team building classes and support, the management teams go unchecked and only see other managers as team members not the group that works under them. this leads to lots of unsatisfied employees and unresolved issues within teams."
"450","Manage your managers to insure that they are empowering the employees so that they will be happy and productive."
"451","There are a lot of politics at the CME and people play favorites, and the favorites aren't the best employees."
"452","Make changes at the senior management level....it's time."
"453","Upper management doesn't promote teamwork. Patronage exists on the highest levels of management(sister in laws, daughters). Yearly reviews have no course of action if there is disagreement."
"454","Limited career progress, Degrading management"
"455","turnover rate is too high"
"456","Management has not instilled a consistent message or culture"
"457","The only negative thing that i can think of is that usually they don't  sponsor H1B for international students."
"458","High frequency does not equal liquidity."
"459","Salary compared to others is less."
"460","potential to lose alot of money. when they closed the futures pits they took away 99%of the jobs on the trading floor"
"461","i think they need rules to help keep the futures more transparent, keep the hft traders on the same playing field as everyone else"
"462","Lots of red tape and evolving workplace"
"463","80% of the work is done by 20% of the staff. Very difficult to get promoted, priorities shift daily, long term strategic planning next to impossible, and many highly paid / highly titled employees in the technology planning area don't pull their own weight. Working hours very stressful. 6-day work weeks are common."
"464","80% of the work is done by 20% of the staff. Spread the work out. Technology was once a prized department - not any more. Good staff are looking and some have started leaving. Focus on making this a place for employees to call a career instead of a job. Recognize top performers and encourage time off without imparting guilt.  Meaningful innovation will only happen when the top 20% who do the work have the time to... innovate - they don't."
"465","Going to a consultant only model they are losing the best and brightest talent. At this point they are glad to see people leave so they do not need to pay the severance packages. In order to get people to leave I believe management is making it so difficult for people to do the job that they have no choice but to leave. there is No work life balance despite what is said. it is a work work balance. you will need to... work nights, weekends, holidays. I lived it and could only take so much when there is no end in sight."
"466","stop looking to have consultants do everything. Keep the core knowledge in house. Grow your employees show commitment to employees and they will commit to your vision."
"467","It's a big company so there's a lot of burocracy"
"468","Depending on the department you are in, you might experience underhanded maneuvers from colleagues and some pretty heavy politics. Some managers are excellent and some are terrible - the bad managers are unfortunately not held accountable."
"469","Ability for career advancement is limited to non-existent."
"470","Make sure there is a plan for career advancement that is fair."
"471","Work was extremely repetitive. Some days there was nothing to do."
"472","Nothing"
"473","1. After a while, you can get stuck working without continuing to gain new skills"
"474","If anything, try to more actively reach out to educate and improve your interns"
"475","Limited mobility,  and at times had to look for things to do"
"476","Lots of meetings, not as nimble as smaller companies, lots of regulatory work."
"477","office politics, departmental silos, lack of developed training program"
"478","Maybe less innovation happens in such a huge company. Some requirement of permission or devices would take too long than you can imagine"
"479","Poor direction, mentoring.  Very ""dog-eat-dog."""
"480","Bosses can sometimes be too busy to help you out"
"481","Company is extremely political - tough for advancement."
"482","Work on Team Building"
"483","advancement seems hard and political"
"484","Work life balance, though they preach it, is still a problem especially in light of the staff reductions in the last year."
"485","You should have never put yourself in a position to where you had to layoff staff."
"486","Used to be a cool place brimming with energetic and capable people.  Now people do the bare minimum to not get fired.   A lot of folks don't even care and want the axe provided they get a package.  Morale at an all time low.  

Politics rule here.  Lot of folks advance by whisper campaigning (bad mouthing) their internal competition or by playing golf with management.   Or just by saying yes.  

PMO a joke.  Top... guys have a stunning lack of vision and leadership skills.  Hire yes men and hope for the best.  Shocked many still work at the company.  Detractors or folks who voice an alternate view are let go or demoted.  Losing best talent and not recognizing good talent is common practice for missed opportunities.  Many legacy exec directors are holdovers that wouldn't be marketable anywhere else.  Lack of focus on business process gives it that 90s feel where emails and outdated spreadsheets run amok.  Many unhappy folks in leadership affects productivity.  What happened?  

And now offshoring most of IT and eventually Operations?   Good move (sic).  That'll keep talent here.  This last Strategy scheme will undo a lot of good built by rank and file that put the CME where it is.   And will impact quality.  Oh yeah quality  ... forget it.  The argument is that we can outsource for $25/hr so do it twice and we're still ahead.  

Ask for a profile of recent hires vs recent departures.  Any noticeable trends?   Seriously."
"487","Learn to engage employees.  Train the chosen ones - managers in this new flat org - to manage. So many incompetent people in positions to lead and coach will fail.  Give folks a career path vs trying to induce more attrition to save a buck.  That's what it feels like. You want folks to leave so that you can save a few bucks to the bottom line and shine in the short term. 

Good thing your products are stable."
"488","Ok place to work- very siloed and not much opportunity across groups 
Very cliquey - there was still a strong holdover from the private pre-public days and lots of brash personalities"
"489","Easy to start as a consultant, but very hard to transform into a full-time."
"490","nothing really"
"491","Still quite a bit of decisions made based on politics.  Recent cuts have proved to be problematic in some areas as they have replaced people with processes which has resulted in longer lag times and black holes."
"492","Don't be hypocritical.  If you say something is being done for a reason, make sure it's done across the board and not have so many exceptions, especially at the higher levels."
"493","Shrinking US presence - moving to several places overseas and moving to use bodies from vendors
Supportive culture has been damaged in recent re-org/layoffs, no one is very happy and the future is unsure"
"494","Stop making multiple small announced staff cuts, followed by staff being let go in many one by one moves, and stop demoting staff.   Provide a long period of stability to let the damage heal."
"495","At times playing favorites. Those who don't fit the culture in certain groups are basically ignored."
"496","Be more transparent and honest with employees about performance issues."
"497","Boring job nature. Flat learning curve."
"498","This was a great company, now the focus is on off-shoring the jobs."
"499","Upper Management needs to be trained in Management."
"500","they are downsizing due to offshoring."
"501","For senior management, improving the operating margin is more important than the wellbeing of the employees.
Below Director, non-salary compensation is limited. 
Promotions can bring greater exposure to job elimination."
"502","Improving the operating margin through constant cost cutting doesn't always result in revenue gains if you lose employee loyalty and project support. Finance doesn't develop and maintain the underlying business"
"503","Seem like a strong company however they are constantly cutting positions before end of year 
They are always sating that the company wants a work/life balance but this is not reality"
"504","Ensure staff is communicated to better, at  all levels
Realize that services diverted out of country may not be as cost affected as you may think"
"505","too many contractors because they are trying to cut cost. CME has very high turnover rate, complicated management."
"506","Honestly none to think about"
"507","None"
"508","Questionable direction of the company with the offshoring of resources. CME may be shooting itself in the foot as they offload more and more of their experienced US-based employees.  Over the past 12 months we've seen a huge reduction in personnel but the workload remains the same -- or heavier.  That may look great on paper to the shareholders (in fact our stock price goes up after each series of layoffs) and that... we appear more efficient, but it's at the cost of more work and less life in terms work-life balance. In the long run, it's not sustainable, even with the India branch coming up to speed (by end of 2016)."
"509","Stop laying off/firing the subject matter experts or driving them away by reducing staff to bare minimums."
"510","Uncertainty of future employment with layoffs and it's offshoring work. Political, bureaucratic, feels like communication is on as you need to know basis."
"511","Have lower level management communicate more frequently regarding the overall strategy. Follow through on your speak up policy. Lack of career path for non management."
"512","Mid-to-upper management's ability  to ""not deal with it"", or ""resolve it yourself"" attitude.  
Too many senior level managers making HUGE bucks for doing nothing."
"513","Take another look at your Executive Directors and see who is really doing the work vs. who is having others do the work on their behalf.  Also, read your indirect reports performance reviews and comments; don't just take your direct reports word for it.  Investigate, and find out for yourselves.  AKA:  Show an interest."
"514","Too many layoffs recently
Shrinking operations. Growth is abroad"
"515","Restructuring and re-org should be done once in 3-5 years"
"516","All employees should be treated equal"
"517","Treat all employees equal and fair"
"518","A lot of people that aren't really skilled in their area! I've taught my manager their job while they're getting paid 20,000 more than me and stealing the credit for my work! Lots of politics to deal with!"
"519","Hire experts rather than just promoting from within! People are rising up with no notion of what's happening in the industry. They just live in their CME bubble!"
"520","The epitome of corporate America. CME used to be a not-for-profit member owned company. They went public, their stock rose to over $600, they bought every other futures exchange in America (except for ICE) and then they forgot their core values. Loyalty went out the window. Employees with 10, 20, 30+ years of service were fired. They became loyal only to their shareholders, which is what you expect for a public... company. So, if you are prepared to play the game, play it here but watch your back. Nobody else will."
"521","None, because they would not listen to this review anyways."
"522","Constant shift in priorities. Employees are challenged to do more with less. Sometimes goals are not realistic, causing more stress and chaos."
