"","x"
"358","Freedom to trade my own ideas."
"359","Growing business in a changing and challenging industry. Exciting industry learning opportunities. The company has many very smart and devoted employees."
"360","benefits, pto, former management , work from home arrangements, insurance plans

All these cannot cover obnoxious way they treated loyal people."
"361","I thought the pay was very fair"
"362","good people to work with"
"363","Exciting place to work with many opportunities.  Filled with extremely talented people to learn from.  Awesome benefits"
"364","Large company, Events, Nice offices, Great Location, Many intern roles"
"365","Nice people, good benefits and normal hours."
"366","boss was caring, other people were great"
"367","The quality of work is good. You work with some good people. The benefits are great. Major medical and dental are second to none. The profit sharing is and added value. Pensions don't exist these days. The teamwork with NY is generally very good."
"368","Stable, large business with low turnover rate & interesting things to work on"
"369","CME Group was a tremendous place to have an internship and an incredible learning experience. They were very concerned with making sure I had a positive experience"
"370","I like the company culture."
"371","Very laid back and casual work environment, in the clearinghouse at least."
"372","Low Pressure in the working environment"
"373","Competitive salary, possibility of stock options, talented co-workers, and a culture that promotes a Growth Mindset."
"374","Flexible working hours, work remotely is possible, good supply of resources, well known brand name so there's not much of any sell"
"375","Professional environment with people very nice and eager to help out. 
Flexible schedule and detailed orientation. Robust team working and knowledge sharing"
"376","Globex cash cow, great people, good benefits"
"377","An ever-changing culture of dynamic intellectuals with a true understanding of appreciating and celebrating its diverse workforce while delivering on its business objectives cosistently."
"378","Excellent opportunity and great hours"
"379","Wonderful. Internship shows you all different areas of the company and you feel apart of the team."
"380","It has been a pleasure working here. There are days where the activity is low, but there are days where you are consistently learning something new."
"381","The people are wonderful, and very family orientated."
"382","good reputation. Can have access to different financial markets and practice programming"
"383","Excellent work life balance and benefits.  Pension plan is a plus. Competitive compensation and friendly work environment.  Fast paced environment with bright individuals.  Plenty of in house complimentary training opportunities."
"384","I was the Team Leader of a 5-student Capstone Project for CME Group, the stuff in CME, NYC are very kind and willing to help with our problems."
"385","The benefits are very generous and flexible. The office is relatively laid back. Most work can be completed easily during the day"
"386","Good environment, everyone has a chance to move up. Amazing coffee."
"387","Nice, helpful people
Occasionally exciting projects"
"388","Work Life Balance.
Very easy interview process.
CPA Review & Exam Fees Reimbursements.
Up-to 8 days off in addition to standard PTO for taking your exams.
Base Pay.
Benefits.
Not too many pros in the department it self, however the company as a whole is really great."
"389","The culture of the company is great."
"390","Good working hours. Nice office"
"391","Beautiful modern offices
Free tea and coffee
Some very proffesional and knowledge staff."
"392","Good benefits and learning and tools being made available to employees. Location allows easy access to gym and food places."
"393","Fair pay and good benefits"
"394","Senior management is very much approachlable for any issues. Very Transparent and employee friendly organization"
"395","Great employer, great benefits, great pay"
"396","Some people are great, but the best leave
Management have no concept of international growth
Work life is good"
"397","Challenging and interesting work/projects. Lots of room to learn new skills. Strongly encourages work/life balance.  Very flexible, allows team members to work remotely. Strong benefits, PTO and bonus package."
"398","Exciting, face paced, sometimes stressful environment, but there is always something interesting happening and something new to learn"
"399","great people, highly intelligent, excellent office space"
"400","Great health and dental coverage. No overtime."
"401","Great business model that is highly profitable - hard for the under-performers (and there are many of them) to screw things up"
"402","Nobody bothers you. A lot of vacation days."
"403","Benefits. Overall exposure for networking."
"404","There are decent benefits. Flex time and work from home are possibilities.  Some coworkers do want to help each other and care about the job they do."
"405","Awesome place to be.  Lots of opportunity,  Salary, Benefits."
"406","Large room for growth and huge leaarning curve."
"407","Small company that feels big but in all the good ways. Comp is outstanding - Competitive salaries, equity, bonus and  a pension!"
"408","Fostering a spirit of innovation is something that CME Group excels in; I have been here for several years, and it is exciting and fulfilling to see new strategies and activities launched for employees to help them bring new ideas to life. 

The collaborative nature of the organization, as well as the ability to take ownership of projects without any micro-management, are two key attributes that keep me at CME... Group. I feel that I can grow my career here because I am enabled to run with ideas or projects, but can leverage teamwork and collaborating with smart people to help set me up for success. 

Last year, I told my boss that I needed more collaboration and strategy in my day to day work to feel engaged, and he was able to put me on projects with visibility across divisions - I finished the year with a restored energy for my job."
"409","History, reputation, business impacts on a global scale"
"410","Out of all the companies I have worked for, CME Group offers the best overall benefits package.  They have a Wellness Program that allows us to receive a discount on their insurance plus earn gift cards.  Free health screening every year.  They pay for your membership with an immediate care provider that is near work and extremely flexible to your schedule.  They also now offer 12 weeks of full-paid maternity and 4... weeks paternity leave.   There is a gym in the building and they pay for a majority of your membership.  I also take advantage of the tuition reimbursement program.  I wouldn’t be able to afford graduate school without their help.  The work/life balance is great for most employees.  I also enjoy the volunteer opportunities CME has available.  Overall, it is an enjoyable place to work with great people."
"411","Excellent Health care Benefits. Great WFH policy if you work for a descent manager. Lots of Smart people get hired from intern programs. It's a good place to get a handle on financial technologies"
"412","smart people that are reluctant to help you"
"413","Being a newly setup captive in bangalore, facilities and compensation is very good. Cab facility, free lunch, high salary. Office infrastructure is good."
"414","If you join from other captives like JPMC they will offr high package. Salary is good. Food and some facilities are good. Work is monotonous. Outdated technologies."
"415","Good pay, nice work life benefits."
"416","Wonderful company. Many new technologies can be learnt. Most of them good employees except few stereotypes."
"417","PTO Days

Work life balance

Benefits

There are a couple really nice directors that are patient and funny and helped me learn my job"
"418","Many opportunities to learn new cutting edge technologies."
"419","Growing global company.  Small enough to have exposure to other areas outside one's role.  Work-flexibility, work from home is common.  Good benefits and compensation.  Conveniently located by the Metra and Brown line."
"420","Competent people, good culture. Long term strategy and focus."
"421","Perks like free lunch and free cab pickup and drop. Work life balance can be maintained. Work is decent most of the times, sometimes it's really bad."
"422","Lots of transitions in the last 3 years, creates opportunities, for those agile enough to react. Growing global footprint creates unique avenues of growth."
"423","Innovative place to work and lots of new Technology."
"424","There are some well skilled, dedicated and like-minded co-workers to enjoy working with learning from.

Salary is acceptable.

Decent benefits."
"425","Talented co-workers, great work/life balance, leading company in the industry and also very innovative, strong compensation package"
"426","Benefits of working at CME group include the compensation program, excellent benefit package, work life balance. It's an exciting industry with lots of great people."
"427","Lunch will be given.. cab is given. It would be difficult if you have multiple people boarding.. not enough hike"
"428","If someone likes excitement, there's an intense pace, being a leader in a globally competitive industry. Plus, the markets are always open somewhere."
"429","Nice company with good people."
"430","Great culture and consistently growing company"
"431","- excellent company to develop  and learn new knowledge and financial skills from people around you
- great progression in your career to be part in project management 
-  a global company where you can participate in regular team meetings"
"432","Prestigious in the industry
Flexible work times and schedules
Good salary and benefits"
"433","Talented people.  Good use of technology and innovation, and oppertunity to learn.  Teams for the most part work well together.  Hours and WFH balance is good.  Compensation is good."
"434","Great teamwork, advanced marketing platforms, strong leader.  The firm has a lot of intelligent people contributing new ideas."
"435","CME is a US based central counter party."
"436","Decent technology company and a good senior management team"
"437","Good benefits and competitive salary"
"438","Great work recognised with better ratings, bonuses, and hike. Trainings to attend every year. Generous travel allowance. Most new joiners sent to visit Chicago office. Challenging work provided so one can prove their excellence. Great work life balance. American culture. Table tennis at work, Halloween for family and kids, Christmas and new year party..."
"439","Work is broad based, tons of exposure to the industry.  I am personally very proud to work here.  It is a name brand and a great jumping stone for future jobs."
"440","Good work-life balance & benefits. Agile environment with independence among teams and individuals. Good salary with bonuses. Great place for learning about financial derivatives.  Individual initiative is well received."
"441","It's the top exchange in the world, and company culture is great. People in the company is very talent, you can a lot here."
"442","Pay and bonuses
Too big to fail"
"443","Good workspace
Decent salary
Excellent equipment provided
Lots of responsibility if you want it"
"444","Good benefits, work life flexibility"
"445","It taught me a lot about the market and make me clear about my career path in the future."
"446","People, work life balance and the industry, also well paid."
"447","Challenging, Great Management, Great Atmosphere, Great Benifits"
"448","Good coverage and insurance. Decent vacation time."
"449","A lot of really skilled technical people work here doing interesting things.  40-hr weeks are the norm with work-from-home options for most tech workers. Decent salary and very good benefits."
"450","Great benefits, competitive pay, nice location -close to trains, highway and river."
"451","CME's work life balance is great. Employees are smart and dedicated. Comp is very competitive and benefits, particularly the pension and stock, are very competitive."
"452","new technology, free food & Cab"
"453","work balance is very good"
"454","Friendly team.
More young people , more energy."
"455","Opportunity for success is now minimal"
"456","Good overall benefit package. Central London office location."
"457","Compensation is on par with industry.  Good business model since most of the revenue is fee based with minimum risk."
"458","-Yearly Bonus, free gym, discounts
-Decent work/life balance"
"459","Best benefits and Work-Life Balance. Great team and best efforts together"
"460","There was a strong feeling of ""community""."
"461","The compensation is strong, with a healthy base salary and bonus/equity structure. The hours are easy, with many people working <40 hours a week. There are pockets of talented people that can get great things done, if you can find them."
"462","I loved working with numbers"
"463","Access to cutting edge technology.
Very small number of employees versus variety of work therefore you get access to a range of technologies
Money no object to adopting technology
Good work life balance and benefits"
"464","Best training and opportunity to work on different technology"
"465","Some good people and some interesting projects, full-stack development with everything from UI to back-end high volume message processing. A good place to learn about the finance industry since all kinds of companies trade on the exchanges and clear though the CME. It's a very profitable company that pays accordingly - bonus, shares, generous pension. Work hours are reasonable - 9 to 6 Monday to Friday , with a fair... amount of flexibility."
"466","I started as an intern in Technology. The tech internship program was the best part of the summer; Lots of opportunities to grow and learn but also social events. The technology team gives you every chance to explore the company and make an impact. The people are CME really care about one another, there’s no cut throat culture like at start-ups. It’s also a stable place to work; Too big too fail. 23 PTO days when... you start, and 9 holidays—which is almost unheard of!"
"467","Good place to learn the basics. Some smart colleagues."
"468","Free food and cab , and policies"
"469","Competitive Pay. 
Great Benefits and balance."
"470","Management is usually friendly with younger folks, 'open door policy', learning resources abundant"
"471","was right 91 % of the time trading options"
"472","Good Technological landscape and growth opportunitie if you are willing"
"473","Life and work balance well"
"474","Great culture, very honest, loyal company with excellent benefits and fair compensation.  Company utilizes your talents in meaningful ways and provides ample opportunities to develop new skills."
"475","Generally friendly atmosphere and good benefits.   Market leader so good opportunities.   Company feels like it is moving in the right direction.  Results are good and morale is high."
"476","Great staff and lots to learn"
"477","Good benefits with 401k match and company pension."
"478","Great benefits
Talented individuals across multiple locations"
"479","40hour work week expected, helpful people, not a stressful job, good benefits, and a good amount of paid time off."
"480","Great benefits and PTO
Good work life balance and WFH policy
OK base salary with a potentially great bonus
Pension (though small, most companies really don’t even offer this)
If you really look, you can find small groups of smart talented people
Insanely profitable business, with little competition (really almost none at all)"
"481","Free transport
Free meals and nothing else I can remember"
"482","The Benefits are top notch.; and the actual work is interesting.  The products touch or everyday lives. For example gas prices and food prices."
"483","Approachable management, friendly environment, feels like a global organization unlike several so called global MNCs which are in India. Very good work life balance. Can think of working here long term. Excellent education at work program."
"484","compensation and pto are fine"
"485","Great benefits, coworkers, Work is good, People are somewhat nice, pension, pto, not too many other pros than this id say"
"486","Great company to work for"
"487","Strong culture with competent people who have passion for what they do. 
Good pay, bonus and equity. 
Good work life balance. Many people have kids and the company is very supportive towards that. It's always possible to work from home or to leave early if needed. 
Many of senior management (e.g. president, CCO) are terrific people, not only on a professional level but also on a personal level. They set the... example for a respectful and supportive culture."
"488","1.Free cab and food
2. Good Pay
3. Good managers in the side of quant and clearing"
"489","Higher Renumeration*
They will buy your soul and every second of your life"
"490","Lunch & Transportation is provided. Workstation is good. Working hours are good. Company policies & principles are good."
"491","Great company great atmosphere"
"492","Excellent Technical Work. Good Compensation."
"493","was good friendly comfortable lively"
"494","Associated with CME Bangalore since June 2018. This is a great org to work for, specifically for individuals who love technology. All latest technologies are used in most of the areas."
"495","Good environment and salary is also good"
"496","Have been associated with CME Group in Bangalore since Jan 2016. All I can say with my experience is - This is one of the best place to work for with great work culture, great work environment, great opportunities. Management is all ears to your suggestions, ideas, and, innovation is the key! Provides great work mobility, and, I am one of the employees who got benefitted by the Mobility Program. Though my core... skills are Production Support, I was trusted and provided an opportunity outside of Production Support, and, with great transition mechanism, I was able to absorb the work and the new opportunity with open hands with such a great support from the Senior Management. Have always recommended this work place to my people and also have been benefitted by the Impressive Referral Program... !! Will continue to refer this to my folks !!"
"497","Incredible benefits, can work from home, tons of time off, and great place to learn. Would definitely suggest accepting an offer here if considering."
"498","Reasonable salary, good benefits.
Best working like balance
There are exceptional teams free from the blow 'cons'"
"499","Decent work/life balance, benefits are not terrible.  Well respected company."
"500","Work Life Balance.
Your voice will be heard.
Optimist thinking is encouraged.
Company's other benefits such as free cab,free food, medical policy."
"501","You can make a lot of money here and learn some cool things. Lots of Super Smart Employees."
"502","big name
people here are smart"
"503","Work culture
Work life balance"
"504","Health Benefits - that’s about it..."
"505","Challenging work and great opportunities"
"506","Good Opportunities for IT Folks 
Good Company with very niche presence globally"
"507","Great working environment and pay"
"508","Good Salary and Bonus. location. benefits"
"509","Relaxed work environment. Good work life balance."
"510","A great place to work overall. 23 days PTO starting out... 5 additional after 5 years. Most departments allow work from home."
"511","Great offices, great leadership"
"512","- Good Pay
- Great Benefits
- Great Work Schedule
- Good Work Experience"
"513","Chill environment and nice people"
"514","Good benefits plan for selected workers"
"515","If you find the right team there are some good colleagues."
"516","Working with intelligent people both as co-workers and clientele, having multiple opportunities to lead on a project, and learning about the derivatives markets."
"517","Work life balance, benefits, Time flexibility, long PTO days And carryover"
"518","high pay, good program, fun events"
"519","Pretty good benefits package
Work-life balance ok
Decent office"
"520","Awesome company to work with."
"521","Solid pay for performance (base/equity/bonus.) Pension and 401k
It's a utility, it's not going anywhere.
The people actually trying to make a difference for the better.
Some interesting tech."
"522","good pay, good benefits, next to train"
"523","Good name, wealthy, stable, flexible"
"524","Benefits, diversity, cutting edge technology"
"525","-Competitive medical, dental, vision and 401k benefits"
"526","Employee-friendly workplace. Great perks and benefits. Invests in emerging technology."
"527","Very competitive benefits and pay
Strong performance management tools and bonus structure
Adequately staffed team/great work life balance
Casual dress code"
"528","Solid compensation. challenging work environment.  Interesting problems."
"529","Good salary and chill env"
"530","CMEGroup creates and adopts new technology to solve problems heretofore unseen in our industry without the risk of a startup."
"531","Good compensation & benefits
Financially healthy company"
"532","CME Group has a team culture, professional staff and a good work-life balance."
"533","Salary and bonuses are generous.
On most teams, you can work from home occasionally."
"534","Decent pay and benefits +company shares scheme"
"535","People were friendly, felt like a family.  As long as you were in a position/team that you delivered on (contributed), things were good.  The tough part is if you want to move up, you have to find other opportunities outside of your team."
"536","It’s difficult to find a better company if you just want to coast to retirement: new hires start at 23 days PTO, most managers have a liberal WFH policy, there’s a pension, etc.

Stability. CME has exclusive rights to list some of the world’s most popular financial derivatives and lobbies aggressively for its interests.

Great exit opportunities in finance and tech."
"537","strong industry
new technology
process oriented
good pay scale
good benefits"
"538","Not anything particularly good about this company"
"539","-Ok compensation and benefits
-The office is nice
-Opportunities for civic engagement
-Good hours when fully staffed"
"540","I do not find any in the last two and a half year.
Good thing they have only work from home."
"541","Good salary
Great benefits
Bonus
Holidays
Central office location"
"542","Good benefits and good wages"
"543","I love working here because they are very organized with the development"
"544","Flexible schedule,  good benefits, good people to work with"
"545","benefits and work, life balance"
"546","Very talented employees.  Very challenging work.  Company is top performer in its industry"
"547","Talented people to work with
Competitive pay packages
Good health benefits"
"548","Free food and cab facility"
"549","Most of the people are wonderful. Also, there is a pension, and they are generous with regard to vacation time."
"550","Good management support, adequate vacation and benefits"
"551","Salary and overall benefits package"
"552","Opportunity to come to States"
"553","Company who make your career that touch the sky"
"554","great work places . good tech stack"
"555","Tech, Tech, Tech. Always new things to learn!"
"556","Great team experience, very nice co-workers."
"557","Great to work, learn new things"
"558","Money, people, market share, profitability"
"559","Good Compensation and benefits. work from home opportunities, travel opportunities"
"560","Benefits are good and work life is balanced."
