"","x"
"402","Benefits are better than average for a vendor and there are clear policies on what is acceptable and what isn't, for example around travel. Trying to implement the 'OneMSCI' approach which hopes to bring greater benefits to the end client."
"403","Great working environment. Friendly, fun, highly-energetic. Sharing best practices and knowledge is always welcome. Very global and diverse, everyones is very friendly and respectful, making it easier for an employee to work in teams and across functions. Senior management is reachable, and makes you feel that your position really matters in the organization."
"404","Management is smart and dynamic, leading to constant growth and new opportunities. The firm has a strong brand, which gives current and former employees credibility in the marketplace.
As a global organization there are ample opportunities for collaboration across cultures and time zones.
Local offices often develop their own entrepreneurial culture in the context of a larger organization."
"405","Products offered are top notch, excellent benefits for employees, wonderful working environment, collaborative culture, lots of subject matter expertise"
"406","Fast-paced, intense, flexible, work-life balance"
"407","Less Work Load. Good leaves."
"408","- Nice salary structure
- Drop facility available
- More or less fixed work hours
- Opportunity to interact across hierarchies, including senior level, and regions"
"409","New products and the market is good, so easy to try things out on clients. 
Some of ineffective senior managers have left."
"410","Some flexibility but people abuse.
Was once a little more professional."
"411","smart people to work with
great brand and industry recognition
global reach
decent benefits
good products and strong research focus"
"412","Good company. Good Pay. Operates like a product company."
"413","The working time is casual and free. You have enough vacations as well."
"414","Working with a global team.
Good benefits."
"415","Collaborative, flexible working hours, good package, intelligent people, nice offices, global.  When I joined, my mindset was to retire at MSCI.  That's how good I perceived the Firm to be.  For majority of my stay, I was happy and contented.  With all the changes and what's happening currently, my opinion of the Firm has dramatically changed."
"416","May have changed post acquisition, but not recommended."
"417","Total compensation is good. You have to work hard and earn your promotion like any other company. Leadership is very supportive."
"418","Process driven company, strictly managed, solid index business"
"419","Good work life balance in most teams...
if you are good, you get very high visibility as the peers are very lazy to put any efforts im their work"
"420","Most of the late nights/all-nights can be handled from home. Vacation days are generous."
"421","Decent salary, bonus and benefits"
"422","Very loyal company. It would be hard to have a long career there, but they appreciate their employees."
"423","Great benefits.  Great work life balance"
"424","1) People may get higher salary than they deserve in market otherwise.
2) Company was initially started by Morgan Stanly but spun off in 2009."
"425","Ability to work from home when you need to, and ability to set your own hours."
"426","Benefits package and maternity pay"
"427","Salary. 
Below mid-management, know-how is decent, 
Sharp and cooperative staff"
"428","Lost of flexibility, interesting, challenging work. Growth opportunity for those who are persistent."
"429","Nice culture, product based, No micro management, good work life balance. Awsome people to work with"
"430","Good work life balance. Friendly working environment."
"431","Challenging work environment with highly academically and technically trained people. Opportunity to extend financial knowledge."
"432","Nothing at all which can be said positive. They believe that an employee is a machine, and can be replaced anytime, which results in you sometimes feeling like a bonded blue-collar labor"
"433","Work culture is great, its a place you can work for and yet have a satisfactory after-work life. It exposes you to the working on a global brand, and gives you that leverage on your resume. There are no late night assignments, or restrictions on taking leaves."
"434","Sales people have large base pay. Trips easily expensed. Easy product to sell. Brand recognition."
"435","Among the top firms of its kind, forefront of innovation and constantly referred to as excellent by clients."
"436","1. Great Pay
2. Competitive benefits
3. Free culture - can walk up to any senior management person without hesitancy
4. Decent budgets provided for team-activities every year
5. Cool Office interior"
"437","Earlier great product.

Earlier great teams."
"438","Professional culture, pleasant work environment and cool people.  Innovative tech / investment tools provider listed on NYSE."
"439","There were lots of talented people, and decent work environment. Good benefits and work life balance."
"440","very friendly environment with lots of people"
"441","Good Salaries, Lots of Work, If you are always an individual contributor this is the company for you.
Lots of Technical work. In MSCI Work never finishes."
"442","1. Good money: the general perception is that salaries are higher than what other, similar companies can offer, especially in Emerging Market offices;
2. The company is abundant in learning opportunities, thanks to the available internal training programs. The company also supports the education of employees by giving them substantial support to sign up for the CFA exam. Also, MSCI has very high profile clients and... if you have the chance to work with them, you get richer every day with important experience;
3. The company provides a professional, well equipped and modern office environment.;
4. The competitve environment of MSCI forces you to learn to promote yourself and to build your brand internally - in my view, this is a pro;
5. Great work-life balance - all-nighters are uncommon;
6. Some team leaders are exceptional and great to work with. MSCI selects its employees carefully, so you can work with some really smart people;
7. If you like working in an international environment with many teams all around the globe, MSCI is your place."
"443","Leader in ESG investing, great place for ESG training; strong employee engagement"
"444","Nice Company, Pay Scale is good. Depends on project on which you are working."
"445","Very few that I can think of.  As a former employee of ISS, I was concerned when RMG purchased the company.   It turns out that concern was more than justified."
"446","The people were brilliant, the opportunities open to all employees who were willing to put in the work to make it happen. The company had a good vacation policy, an emphasis on importance of the family in an employee's life."
"447","Friendly environment, great benefits. Excellent work-life balance."
"448","-Great place to start your career, a lot of learning of financial analytics
-Good work-life balance
-Excellent brand value"
"449","Good place to work.
Good environment.
Good compensation"
"450","Best reasons to join include continual strategic growth of company through acquisition, and worldwide reach and resources."
"451","Very good enviroment and benefits"
"452","Der Markenname öffnet Türen und ermöglicht interessante Kontakte

Relative Freiheit bei der Berufsausübung, solange alles klappt

Gute theoretische Forschung, intellektuell fordernd

Besser organisierte Abläufe als manche größere Organisationen"
"453","1. Hire good peoples
2. Good for learning
3. Growth Opportunity"
"454","You will have many opportunities to work with people all over the world and learn from them. People are mostly responsible here. The job is good in work-life balance."
"455","You get good Work/life balance, time-office policies, and work Enviroment."
"456","The people are great. Plenty of interesting work to do so there is always a way to demonstrate skills and get ahead."
"457","On the face they seem to pay well but the salaries are kept relatively same for prolonged periods of time. Most of their benefits have a lock in for a min of 2 years."
"458","Some wonderful, talented people trying to help company grow.  Compan yitself  trying to grow but needs lot of help and organization.  Finally some of sr management waking up to challenge the more chaotic, abusive even, colleagues, some of whom are finally starting to wake up and move to companies which they can more easily handle.  Some of it all still a strange golf club of associations and laziness."
"459","There are some good people who know how to treat people decently and want to try to create a decent work environment.

Pay is good."
"460","Good Pay.Good vacations,Good benefits,Work life balance is good"
"461","Pay is OK but only at the higher title levels. Domain and analytical work itself can be highly interesting and challenging, if not for the corporate bureaucracy and infighting that impedes progress. Decent benefits such as medical, vision, 401k, etc."
"462","Can maintain good work/life balance"
"463","Some smart people around. 
Competitors aren't much better. 
Dynamic culture. Lots of aggressive managers, male and female. 
It's like Wall Street without the big bonuses"
"464","Great working culture, smart and nice people around"
"465","Array of talented junior reports
Possible career growth though very slow because of terrible team dynamics and shaky HR
A yearly Fun Day"
"466","Pay is good if you negotiate well. they generally offer you a handsome amount which will satisfy most."
"467","The company seems to care a lot about morale, fun days every summer, recreational activities over lunch. liberal leave and telework policies."
"468","RiskMetrics had a culture that promoted and rewarded competence, and strong hiring practices that ensured you would be working alongside people who were good at what they did.  Senior management promoted an egalitarian culture that is uncommon in the finance industry, and put real effort into making everyone feel valued.  Risk-taking was encouraged, and failure was generally seen as a learning experience that... wouldn't necessarily cost anyone their job or seriously damage their career.  The best part for me was being surrounded by smart colleagues who were strongly committed, challenged me and helped me raise my game, no matter what the context.  It wasn't always fun, but it was always worth the effort."
"469","Great work culture and work life balance, flat organizational structure with no boundaries between senior and junior employees, casual culture."
"470","Great place to experience the inner workings and depth of Barra's data based models. Notice that positions are often heavy on the computer analysis and programming side of finance."
"471","Very flexible work schedule, good pay and benefits."
"472","some interesting work being done, flexible work schedule, low stress"
"473","great company in growth mode with plenty of interesting development areas"
"474","Is good because you have good opportunity to learn"
"475","The ever changing middle and lower level staff from all over.  More and more are leaving unfortunately,  when they realize no great advances unless connected or brilliant manipulators.
A potential for good mix of companies, but too many alienated and deceptive things."
"476","Riskmetrics was a start-up inhabiting the body of a publicly traded financial firm. It was a magnet for people who loved finance but weren't big fans of Wall Street's cultural rot. Working there was a privilege."
"477","Good salary and compensation package (Life insurance, pension fund payment, bonus, 1 month extra payment, high salary). Very nice office environment."
"478","Je zou echt genieten van het werken met MSCI als je van grote hoeveelheden data geniet, dit is een erg breed spectrum die het verzamelen, controleren en analyseren omvat. Bovendien, de werkomgeving is er ontspannen vergeleken met andere investering analytici en financiële instellingen.
Hoewel er veel druk ligt op de werk nauwkeurigheid, is het behapbaar, vooral als je erg open staat en enthousiast bent over het... leren van nieuwe dingen en processen. Een erg belangrijk onderdeel van het werken in MSCI is dat je veel inzicht moet hebben in het gebruik en impact van jouw werk op de klant."
"479","Solid research teams across Barra and Index"
"480","Interesting people and industry, good products, strong ethics. Compensation is ok, but not industry leading."
"481","Company pays good salary to get talent from Indiian market"
"482","ok for graduate as career begining"
"483","Very comforble and warm working environment.  Very rich culture.  Lots of learming opportuniies.  Benifits are reasonable good.  Nice and right business models."
"484","Good work environment, team work is vert good and good initial salary."
"485","Fair and open in communication."
"486","Good atmosphere and fun colleagues. The work is not necessarily rewarding, but can be interesting. A good place to start off and learn the finance industry. Pay is competitive but not excessive. Top workers are rewarded."
"487","My career was taken to the next level at this company and I will be forever grateful for this opportunity.  In my experience, hard work and a demonstrated results will get you places.  In recent years the company has really worked hard to improve the career development of its employees -previously it was sorely lacking. There was some good training sessions that I found very valuable."
"488","None whatsoever about this company"
"489","Good culture and interesting work"
"490","Good salary compared to market average
Health insurance
Retirement saving account
Several round recruitment process to ensure the very high quality staff (except middle management and above)"
"491","Good salary, decent benefits, smart people. Many people at the lower levels of the organization want to do the right thing for the business and its customers. Their best efforts are good intentions often fail due to lack of senior management support and resources."
"492","MSCI consists of young and talented employees. This helps in bringing new ideas and values into the firm and thereby enables the firm to forge ahead."
"493","Very talented workforce working shoulder to shoulder to service the most talented clientele. Also a very collegial environment and very humane people."
"494","Work environment, learning opportunities. Reasonable salary hikes each year. (10-15%) for 5 star performers it can be more! can be even 30% on absolutely exceptional situations! Bonuses now a days upto 20%."
"495","good exposure to asset owners, investment management and asset allocation and/or risk
smart and knowledgeable colleagues"
"496","Dynamic workplace. Some awesome people and culture in certain offices."
"497","Work Environment (Most people in Norman are great)
Vacation and sick leaves
Benefits
Fun Days
Location (cheap living cost thus low salary I guess)
College Town thus College Football"
"498","technology but sometimes interrupted
market news when IT depts can work at once
hr sometimes ok but not everywhere"
"499","Great attitude of co-workers. Managers respect your life outside the job. You can take your vacations days without your manager making any comments about it."
"500","- Some very smart people at the top of their games doing some great work.
- Very international.
- Benefits are generous."
"501","Dynamic, international, client focused organization that rewards hard work and holds employees to high standards."
"502","Some seriously smart people occasionally allowed to bloom.
Great benefits.
Very international."
"503","only few and they can be pretty temporary..."
"504","Highly focused on knowledge dissemination and facilitates learning 
Values good work
Top mgt across the world have an entrepreneurial culture
Everyone from CEO onwards work very hard
Good values and serious about delivering value to clients
Pays better than peers but also expects top work from staff
No ego at most levels"
"505","Easy hours;  Reasonable comp; Pleasant office / environment;  Friendly people;  Get exposure to many investment organizations using indices and analytics tools"
"506","Everyday is different, very pleasant working environment"
"507","Good compensation and benefits.  Very interesting domain, at the intersection of finance, analytics, software, and data.  Opportunity to work with some of the biggest names in the finance industry."
"508","Variety, from the many companies it keeps buying.
Some decent benefits.
Mixed products, even if the labor to make them is all over the place.
Interesting history. But with shaky potential, since competition started catching up."
"509","Flexible schedule, casual dress, great people, stock options, decent pay, great bonuses, fun work."
"510","A lot of exposure to financial markets and across all client segments"
"511","Good Learning EXp and also friendly atmosphere"
"512","interesting domain, friendly people, lose structure allowing you to take things in your hands, if you have initiative and proved yourself you can easily pick up new tasks and grow,
fresh wave of energized executives from GS pushing for improvement and changes in personnel"
"513","Great technical knowledge
Good work environment
Leaders, executives are mostly friendly and helpful"
"514","Flexible work schedule, casual, and friendly environment.  Atmosphere sometimes a little too casual."
"515","Good quality of life and nice place to work"
"516","Independent work, diverse, highly motivated and creative people, a long career for top talent. Good vacation and holiday time. Really values clients."
"517","- Capable, smart, driven, and nice people
- At times can contribute to cutting edge research
- Good benefits"
"518","Good work life balance, easy working hours"
"519","Great people.  The benefits are not bad, but the stress you go through to get them is not worth it.  Single people discrimination is rampant here.  If you have a kid you get leave early every day.  If you don't, keep working."
"520","Very good learning and development opportunities, good atmosphere, a lot of talented and nice people. Strong products, market leader in many segments."
"521","Interesting Industry, High Exposure to portfolio management."
"522","The company is great to learn as far as you want to. There are very smart and highly academical and technical trained people but they are not located in Emerging Markets."
"523","you could touch many different fields, such as portfolio management and risk management, both local and global market, equity and fixed income."
"524","Flexible work time;
Good work life balance;
Compensation is on par with industry average;"
"525","good benefits.
Can be a good place to start career"
"526","time flexibility: you can arrive late once in a while, and for a doctor appointment, you can leave early
Nice colleagues: not very smart but yes, good at work and very professional"
"527","The company has moved a new location which is close to metro"
"528","A good place to start your career, nice atmosphere, felxible working hours and some experienced collegaues to learn from. International operation is also a plus (fun to work with Berkeley and Beijing at the same time)"
"529","Great learning experience, got to work on current technologies."
"530","Absolute supportive company, no matter what your special situation a solution is found. Good wage in comparisation to other companies in the branch, Christmas money, Bonus if the company did have profit, so everybody is keen on making sure it does! Quality office environment, centralized location, super cooperative colleges, all fully set on making your work be successful."
"531","Lots of work u need to do."
"532","Friendly senior management, 
good work culture"
"533","comfortable and easy job, you have enough time to improve yourself."
"534","Index products are good and are righty labeled as industry standard."
"535","Good package, good profiles, Good reviews from collegues"
"536","Training was a priority by management"
"537","My four year stint with the company provided me a training ground for further jobs in the field of financial research.  I enjoyed the training they provided including the trip to the headquarters. Almost all employees are like-minded and enjoyed each others company even outside the workplace.  Furthermore, there were bonuses commensurate to performance so everyone is motivated to do their best."
"538","People doing the actual work are very smart."
"539","Opportunity to work closely with people in different countries, employees are well compensated and management is very good at watching the bottom line"
"540","- There are great benefits at MSCI.  Women get 16 weeks of maternity leave and men get 2 weeks of paternity leave.  There are discounts to local gyms, yoga in the office, etc...
- Office has amazing views."
"541","Salary and working environment are both look fine but not less and unfortunately not more. Can improve skills such as how to follow up continously."
"542","Lot of opportunities to grow and learn"
"543","good work good exposure good work life balance"
"544","MSCI has a value driven culture and a lot of intelligent, motivated individuals who know how to work as a team."
"545","Can work 9-5
High compensation
Great benefits"
"546","You will have an opportunity to meet people from all over the world, especially people from India and the Phillipines, as you train them to do your job."
"547","Competitive package...., Good work environment..Global Presence, lot of training.."
"548","Lots of young professionals, like a summer camp"
"549","Creative environment. Flexible working hours. Lots of independence. Lots of potential to grow."
"550","Interesting work
Some Very Smart People"
"551","Smart and talented people you can learn from everyday.
A high growth company that allows you to see your own achievement and make a difference.
A company that encourages career development and growth.
Good leaders who listen and supports you."
"552","High growth company, can be an exciting place to work, nice culture where everyone gets on yet is still personally ambitious without being backstabbing"
"553","Easy people, very laid back."
"554","Highly skilled associates

Average to decent salary

Resources from the hybrid of organizations

interesting projects"
"555","Good compensation and benefits Large bonus they say.."
"556","Good pay and benefits, they even pay bonuses"
"557","Good work environment many activites.
Good salary."
"558","Some really smart people who are the top of their field.
Fairly flexible approach to working
Good Technology Infrastructure internally to enable the above."
"559","Good Team Culture, exciting projects, good way to broaden your horizon and learn about various investment tools"
"560","Intelligent people at just about every level.  High degree of technology though the environment is locked down a bit. Indexing business makes money without trying and is thus the prized group.  A sales company disguised as a financial tech company."
"561","Some colleagues are great people, lots to learn from them, most people are smart and qualified to do jobs, if not manage others
Generally, non-comp benefits are competitive and fair"
"562","Hard working individuals supporting solid products.  Competitive benefits and salaries offer great balance."
"563","Good environment
Amazing people
amazing live/work balance
salary"
"564","Challenging job and worked with a group of very smart individuals.  Company planned some fun team building events such as ""Fun Day"" and ""Friday drinks"""
"565","MSCI is a leader in the risk management and index business.
The company has been growing steadily via strategic acquisitions.
Management is very approachable and open.
Benefits are attractive."
"566","Very Causal and cool and relaxing"
"567","New technology to learn deal with.  Hmm having a really hard time comming up with pros for this company after working for them for 8 years."
"568","Great people, good place to learn finance basics, recognized brands, networking (tip: stay in touch with people leaving the company for future career opportunities)."
"569","People, Work environment, Learn a lot, systems and technology, movility"
"570","It's a place with excellent teamwork / collaboration, and excellent work environment, ranging from local duties to global responsibilites. There are several interesting projects in development all the time, and they take your collaboration and opinions seriously.
There are also some good career development opportunities along the way, and they care about their employees."
"571","Senior Management in Mumbai office excellent, and strive to turn the office into a great place of excellence. The team strives hard to improve its standing among the global offices and has tremendous talent, and will soon become the most important of all Global MSCI Offices. 
Good work life balance and pushing somebody for output is not encouraged. However, depending on manager, senior managements policies might... not exactly trickle down"
"572","The amount you learn about the investment process and the people you meet are tremendous.  The firm will provide growth those strong enough to speak up."
"573","It has a lot of talented energetic people and it is a great place to learn about the investment process."
"574","Great culture, very bright co-workers and good atmosphere."
"575","Big compensation
Fast growth
Interesting business
Riskmetrics adds new dimension to it"
"576","The company has a very strong braintrust among its employees and does a good job attracting talented people (many employees have advanced degrees, impressive backgrounds at others companies and overall are very bright). The culture is pretty relaxed, but everyone works hard - probably around 50-60 hours a week.

Mid-level managers are empathetic that career paths at the company are opaque, as they face same... advancement problems.

Senior management has copped to being aware of general dissatisfaction with the way the company is structured/run in the past and just completed their company-wide engagement survey. The onus is on them to take action in response to employee feedback."
"577","In MSCI, you learn a lot about your job. You don't just encode or copy and paste data, you analyze them."
"578","RiskMetrics had a great, laid-back culture, nice people and very good benefits. Compensation was fair compared to other companies, and management generally showed respect for workers. The company seemed to promote a very strong work-life balance."
"579","Profitable company paying good bonuses"
"580","Working to collaborate across businesses, learning a lot from colleagues, open to smart ideas"
"581","Very good benefits and 401k company match."
"582","The people I worked with were great and it was a pretty stress-free environment"
"583","Cutting edge financial and statistical research
Great team and leadership in my office
Good knowledge sharing in my office
Nice fundays"
"584","People are friendly and nice"
"585","Excellent place to start your career; state-of-the-art technology, better than average in terms of professional approach. Self-starters would love this place who know what they want to get from a position."
"586","Just like living in a small town, working for a small organization provides employees with a chance to get to know and interact with all their coworkers"
"587","- reasonable pay (not comparable to the banking industry)
- opportunities to get promoted (due to high turnover)
- good work-life balance"
"588","Good office locations, good benefits, access to leading edge financial research, access to clients where you can network.   Indices business is a cash cow."
"589","1. The Morgan Stanley DNA
2. Extremely profitable and scalable business model
3. Encouraging regulatory landscape and changing preferences in institutional investment towards increased sophistication in investment process and risk management makes MSCI's future a compelling story"
"590","management, ceo, diversity, risk experts"
"591","Adequate vacation time to help you forget how miserable your job is."
"592","MSCI is a high growth, execution focused firm.
A very positive experience for those who can work hard and achieve something over time.
Collegues at MSCI are smart, hard working, motivated and talented individuals."
"593","Smart, talented, and hard working colleagues
Strong platform of products and well positioned to continue growth
Products add value and bring transparency into the investment process"
"594","Good brand, decent at work life balance, plenty of holidays,"
"595","The benefits are good, with a solid retirement contribution match.  Also, everyone gets 4 weeks of vacation (though that is a negative for those working there for many years)."
"596","The employees in many of the departments are good people and are a joy to work with, but this excludes nearly all management."
"597","Pleasant team, mostly challenging problems."
"598","The people I worked with, from many different offices globally, were all absolutely wonderful. I can't say enough about the great people I had the privilege of working with each day. 

4 weeks vacation (although not great if you have been there a long time)

401 (k) matching is good, although its too ironic for words that they are promoting ESG/have an ESG division and do not offer a ESG OPTION for the 401(k).... Very disappointing and disingenuous. There are also no real internal ESG policies or programs. 

Opportunities to take on significant responsibility, which gives you great experience and keeps you growing professionally (although there is no, and I mean no, financial compensation tied to taking on more responsibility. So if you do, please note that this is for your own growth and to build your resume.)."
"599","The work life balance is pretty good since I was not micromanaged and could come and go as I wanted."
"600","- Wages above average, if you don’t count the 30+% overtime you will be asked to put on it
- Decent year-end bonuses
- Offices are usually in prime locations in the financial capitals (although relocation and travels are discouraged)
- Attractive health care coverage, average 401k retirement plan
- Established reputation among customers
- Respected research team, especially in Berkeley and Geneva"
"601","Salary and benefits package were pretty good.  Co-workers were very helpful and liked to share knowledge."
"602","Environnement de travail international

Industrie solide

Potentiel de développement"
"603","Work life balance, freedom to explore other areas, generous vacation, good benefits, offices in downtown new york, reasonable working hours."
"604","Fair work/life balance at lower levels, though I understand more senior levels have less flexibility.  Collegial with fellow analysts, systems that provide for some efficiencies of scale.  Opportunity for my work product to have some vast impacts on products."
"605","I think the best thing is the compensation however if you compare the load of task and compensation, you will see that it is not good."
"606","Great financial serives company with a great brand"
"607","Compensation, Work culture, People, Overall aptitude of the technical team"
"608","Benefits package
Flexibility at times
Opportunity to learn the financial services industry
Compensation
Bonuses (a good bonus if it's been a profitable year)"
"609","It still have a reputation in the industry, a well-known firm"
"610","Good brand and work experience. Nice people to work with. Good salary which is comparable to the industry and good benefits."
"611","ability to work from home. flex hours. nice + friendly colleagues."
"612","4 weeks paid vacation
flexibility to telecommute when needed
good work/life balance
work can be challenging
opportunity to work with smart people"
"613","- Generally, your office mates are good people.
- It's a job... In today's job market, that's saying something.
- Unfortunately, there isn't much else positive to say about the company."
"614","Global office presence. Strong brand in Indices and Risk. In general nice people, talented people will not stay for long."
"615","MSCI is a challenging place to work at and is growing.  It is poised to become a world leader in risk management products."
"616","Great People, very talented.
Great office"
"617","Access to Franchise Risk Models and Software used professionaly in Asset management..
Collegiate environement.
Develop knowledge of requirements for supporting Financial Quant Research.
Starting Entry level salary good with decent benefit package.
It had franchise value on the resume but not so much anymore."
"618","Good place for an early career professional to pick up skills and get exposure in a brand name global company 
Very intense, fast pace work that teaches you to think on your feet 
The opportunity to work with some very hard working, dedicated people"
"619","MSCI pays well to those who do exactly what they are told. If you are happy with well defined job, where you invest your energy energy into obeying those above you, MSCI will treat you well."
"620","You can learn a lot in MSCI. The diversity of the workshop is also good. You work with people from different countries and cultures in MSCI."
"621","Still working with some of my friends who are smart and still make it a somewhat fun environment"
"622","great team, good and learned people around and a very collaborative environment"
"623","Plenty of vacation days. 
Ability to network with clients and issuers (read: potential employers).
Interesting co-workers."
"624","if you wanna be professional, this is a good place to learn."
"625","They pay very well.  Many people do not have enough to do.  Benefit policies are good.  It is a company that makes money."
"626","treat people relatively fairly, small but truely global; indexing business is well positioned to further grow quickly, many smart people around"
"627","Good pay, intelligent people, plenty of exciting projects and work, heaps of potential."
"628","you get a salary at the end of the month you get health insurance. may be there are the best reasons? if you have a good manager you will have a decent employee life if not then too bad."
"629","Good company culture and many talented people.  One of the leaders in the index and risk analytics service provider in the market."
"630","great work-life balance & flextime
great colleagues
ambitious firm-- focuses on exciting growth areas and apparently willing to invest in those businesses
CEO is energetic and candid
global presence"
"631","Good work and life balance
Nice people"
"632","Fairness and kindness atmosphere as well as open working space.
People here respect each other no matter they are senior or entry level."
"633","Dirección buena y competente en general. Buen equilibrio entre el trabajo y la vida privada.  Buena comunicación en la empresa.  La presión no es tan alta como la de sus compañeros.  Ambiente divertido y en general un lugar relajado para trabajar.  Bajo índice de rotación de personal"
"634","RiskMetrics culture is one that allows employees to develop through collaboration with other teams.  There is no division between groups, but more of a group effort to deliver a product.  All offices have an open office layout, making management of all levels completely accessible."
"635","Good benefits, fairly base salary. Good environment."
"636","Great people, great atmosphere (for now), ability to work on projects not related to your area of expertise."
"637","RiskMetrics was a fun place to work.  Open collaboration between groups from the CEO to Fianance to Managers to Sales, etc.  Everyone has a say and managers listen."
"638","Name Recognition
Big Footprint
The work is sometimes interesting, challenging, and engaging.
Lower level staff is intelligent, generous, and kind."
"639","The people are extremely smart, dedicated, curious, and humble and relaxed.  That is changing with MSCI merger, but that legacy won't die too easily.  

You are given the opportunity to run with your ideas.

Th culture is flat, and fun and relaxed, even thought it's Wall St."
"640","RiskMetrics has a very diverse group of employees from different cultural and professional background which makes for interesting conversations and interactions."
"641","Small company environment, with opportunities to excel with hardwork."
"642","good work life balance, friendly people, good reputation in the risk management industry, pretty good pay and compensation, good management, relaxed culture"
"643","Great Culture, Smart people who are approachable, mutual respect. Not Bureaucratic."
"644","I work at RMG because of the people, culture, growth (personal & professional) and opportunities.  I know I could make more money elsewhere but I'm doing what I love with people I really like.  One of the cool things is that RiskMetrics encourages us to focus on our strengths to guide our careers."
"645","challenging environment; friendly, intellectually curious and knowledgable coworkers; family-friendly company; feedback is respected by management"
"646","Relaxed environment.
Good hours
Family-centric
Non-manager are nice people"
"647","Great people and the chance to work with global offices
Decent pay and decent benefit
Opportunities for transferring to different locations"
"648","There's flexibility at work, people are smart, projects are challenging, Work place and environment is fun, overall comensation is satisfactory"
"649","(true)RiskMetrics people is probably the biggest reason you would work for RiskMetrics. You will learn a lot from lots of smart people who are willing to share what they know."
"650","It's good to learn the Barra models if you are interested in the risk management analytics since the Barra methodology and products are industry leaders; good flexibility in term of days off and personal leaves; most people are hard working and competent"
"651","Riskmetrics Group has a very laid back atmosphere yet everyone is productive and takes responsibility for their work.  I have never worked at a company that was so interested in my success as an individual and so willing to recognized me for my accomplishments."
"652","Senior management is keen on cost cutting. If you are working in emerging markets, e.g. india, china. The center you are working at still have opportunity to grow. Your promotion ladder is still there.

In general, Work/Life balance is good. However, it also depends on which team you join, and which leader you report to."
"653","Intelligent people. Collegiate, challenging environment. Interesting client base."
"654","- Relaxed and open atmosphere
- Smart and motivated colleagues
- Great for software developers wanting to build ambitious systems"
"655","access to senior management
growth opportunities if in it for the long run
fast growing company
morgan stanley background"
"656","- casual dress code;
- ability to telecommute;
- app. 20 days of annual leave;"
"657","The opp to interact with very smart people"
"658","MSCI Barra has wonderful products, talented people, and a great client list.  You will learn a lot."
"659","Great global footprint.
Smart people in all departments and at all levels.
Strong strategic focus.
People who know how to deliver strong results."
"660","Network with clients (potential employesrs)
Simple business model (either Risk or Indices)
Good office locations
Basic salary is competitive (but bonus poor)"
"661","Great colleagues
Good opportunities for growth and career advancement
Warm corporate culture 
High-level support for entrepreneurial initiatives, new ideas
Good benefits package"
"662","Flexible times and work-life balance."
"663","Great work life balance. You can quickly get new responsibilities since teams are small and talent is appreciated."
"664","Good for a very short-term early career move. Moving most support jobs to low-cost employment countries so no reason to stay."
"665","Great coworkers
Flexible schedule
Fun environment, very informal"
"666","Casual atmosphere - jeans and t-shirts are permitted.  Very intelligent co-workers.  Interesting work."
"667","- 4 weeks paid vacation plus 10 sick days
- very smart people"
"668","Great structure and a high amount of communication between all levels."
"669","* Learn directly how the backoffice IT systems of financial companies work.
* Learn indirectly how financial risk management software works.
* Work with people from around the world, in your office as well as the other offices around the world.
* Decent salary and benefits."
"670","- Great equity index business. Index products are highly respected in the investment management industry and MSCI generates impressive margins. Check out their investor relations site and you know what I mean. A very profitable business means that, in principle, you can earn good money. But beware: MSCI is shrewd at keeping profits up and employee cost down. Negotiate hard to get what you need up-front as you're... unlikely to see much upside in your job. 
- Management focused on cost control. You will probably experience this as a mixed blessing but it helps to preserve profitability. MSCI hasn't gone crazy  acquiring other firms and is unlikely to dump money into hopeless M&A projects. Firm is financially in good shape (again: check financial reports) and has managed its IPO and spin-off from Morgan Stanley well.
- Considering its size, MSCI has a very international footprint. You are likely to collaborate with colleagues around the world. You would typically have to join a much larger organisation to get a similar global experience."
"671","Good vacation: 4 full weeks.  If you are a diligent worker, should feel secure in your position.  Commute is easy with BART.  Name recognition within the industry, looks good on the resume.  Company does sponsor CFA studies and test taking.  Work hours are reasonable.  Good place if your background is physics or financial analysis.  If you are a researcher, it is a really good place."
"672","The cooperative environment with colleagues."
"673","OK compensation, good benefits, 4 weeks paid vacation, flexibility with telecommuting if desired, consistent 9 to 5 schedule, no long hors outside of proxy season, relaxed work atmosphere."
"674","The company offers a tremendous opportunity to learn about the investment management business, especially on the analytics side (the old Barra). If you're in an outward-facing role, you'll also get excellent access to money manager clients (i.e., future employers). On the day to day level, you get to work with smart people and do interesting work, often in a collegial atmosphere."
"675","RiskMetrics is a place where everyone's opinion is valued, and everyone has the opportunity to make a contribution.  There is also the opportunity to learn new things and work on exciting and interesting technologies.  And, everyone has the ability to define their own career path, such as it is."
"676","Formerly Barra, this was once a place that had a grad school atmosphere and was a market leader of institutional analytics. The brainpower and product knowledge and support was unrivaled then, but a lack of leadership in management and inability to harness and support talent lead to a steady bleed of talented individuals to its competitors.

However some talent remains, especially on the research side, where a few... from old Barra remain, so there is still some niche opportunity for learning.

Its sunny downtown Berkeley location is ideal for commuters and the atmosphere remains somewhat relaxed. Consideration for work/life balance can vary greatly with your department and supervisor."
"677","good team, atmosphere, competent people"
"678","Everybody's opinion matters, new ways of thinking are strongly encouraged."
"679","They offer decent pay and good benefits for fairly easy work.  The employees are generally young and friendly, and the Rockville office is easily accessible."
"680","Relatively relaxing atmosphere. Fairly flexible working hours."
