"","x"
"668","I have no complaint, it was a great to work."
"669","doesn't know when to cut new, failing businesses,"
"670","Managers that are problematic are not always dealt with properly.  They'll often be enrolled in useless ""how to be a good boss"" class, instead of replaced."
"671","--cut down on the meetings
--delegate authority as well as responsibility
--create some viable career paths"
"672","Legal analyst job is mind-numbing busywork; no flexibility on hours"
"673","Pace is crazy, release schedules are tough. Long hours are normal and expected, everyone in the company works like this. Software development process is not aligned across different teams, so you can get in a situation where you're assigned to a project grown up from a prototype with no infrastructure around it.
One thing you'll run into immediately: a lot of legacy code, some times pretty old one. A bunch of old... proprietary technologies are still in use, and you'll have to deal with it. Though the process of migration to newer technologies is slow by steady.
Compensation is lower than in banks on Manhattan.
If you quit your job not because of family reasons you'll not be hired back ever, keep in mind."
"674","Company has gotten very big which creates a lot of useless middle management and office politics. Can be tough to find a real career path that you would be excited to stay for."
"675","Some departments work employees like crazy and micromanage. Others are the complete opposite. How hard you work often has no correlation with pay. Generally too slow to advance high performers because many managers have been at the company a very long time. On the other hand, those that become managers quickly are not necessarily qualified and get limited training on managing others. A very big downside of working... in a flat structure is your fate is placed in the hands of of one or two individuals that control limited opportunities for promotion."
"676","- Operations personnel (namely Customer Support and Technical Support) are usually stretched to the limit and are very low paid in comparison to other employees.
- Culture of seeing  Operations as a ""necessary evil""."
"677","the review is only based on team leader"
"678","Rigidness in terms of changing for the new generation of users"
"679","no growth plans for many of the roles - if you want to grow or change, you have to do it laterally
management could use a lot of training on managing people, as the role should be more than just administrative 
there is a lot of unintentional promotion of mediocrity. If you are an achiever, this may not be the place for you."
"680","limiting progression when it comes to positions available"
"681","One person doing the job of three."
"682","Hard work needed to succeed, but that should be the case in any company that lives by meritocracy. Must speak up to get your ideas through, agin a common theme amongst all companies. Sometimes hard to navigate until you figure out the culture and people as it is a flat organization."
"683","Management is ancient - their ideas are from the 80s which is  when most of them got to the roles they've stayed in ever since. Standard working hours are 8-6 which is too long given the salary. Expectation is for even longer hours but pointless given lack of available opportunities for advancement and poor bonus for this extra effort. Most people who've been at the company through one annual review realise this and... stop. The problem is the turnaround is so high that the new starters all put in much more hours and the process starts over again...."
"684","not a growth company anymore, the verticals are not great"
"685","Hierarchical, extremely layered management, inflexible, and very demanding culture.  Short attention span; projects get started with great enthusiasm but don't get finished."
"686","Sometimes, it becomes very hard to balance between your work and your life"
"687","No skills necessary. You can do the daily job just after the high school without going to uni. From the beginning they say to network a lot but in 95% of the cases it is just a waste of time."
"688","n.a."
"689","Admin issues, iteration rate is very high because of lack of managements empathy and trust towards employees"
"690","Look externally for best practices for both strategy and execution"
"691","The Stress Level is Unecessarily High, There is a Level of Fear and Intimidation that Can Border on Abuse, The Expertise of Its Employees is Often Ignored and Its Commitment to Produce A Competitive TV Product Independent of the Terminal, Terminal Customer and the Print Division No Matter How Often It Was Verbalized Was Just Lip Service"
"692","Stress élevé

Les employés vivent dans la paranoïa constante

Beaucoup de gens malades de pouvoir dans le management qui pensent qu'ils ont le droit de diminuer et crier sur les employés"
"693","The staff remuneration and bonus could be better."
"694","Using outdated software development technologies. the process is terrible/the code quality is terrible. Get job done, and it's doesn't matter how you get it done, this is how you are evaluated."
"695","Extremely outdated technology, hard to learn any software frameworks relevant to other jobs"
"696","it is similar at the top and has procedures that seem kind of paranoid and untrusting of staff. the physical setting may be modern but the attitudes are many decades old."
"697","If you have prior experience, do your best to negotiate a comfortable salary.  Assuming you are doing a good job, you will get raises, but it may be to your bonus & not salary.  Your bonus is tied to your departments performance & the overall company's performance, so that can be out of your hands."
"698","Mandatory 10-hr workdays (including 1-hr lunch), draconian responses to human errors (including firings), company policy that forbids rehiring employees who leave to take a job elsewhere, and a tendency to burn out employees with long workdays and demands for ever-higher output."
"699","They have managed to institutionalize the old adage ""who you know not what you know"" ; little rhyme or reason to compensation (no titles to maintain parity); certain senior execs are untouchable and run their own fiefdoms, often through fear and yelling. If you aren't working 8-6 (and then some), expect the ""bankers hours?"" comment..."
"700","There can be a bit of bureaucratic silliness from time to time.  I think the relatively flat culture Bloomberg promotes makes this less bad than what I've heard of at some other large companies, but I've still been in some pretty useless meetings."
"701","Long hours, usually worked until 8 pm and was too worn out to do anything after work. Senior Management would sometimes tell us that we need to stop working so hard, but it was just lip service. The culture and the project deadlines require constant long hours. You feel guilty leaving at 6pm. 

There seemed to be a lack of organization at the team lead and management levels which trickled down to the developers.... The open work environment basically meant constant interruptions. It was hard to focus and get anything done until the end of the day when most people had gone home.

On the other side of training is the unofficial requirement to spend time training new developers. Normally, when building a team this is a good thing, but in the 2 years I was there, I trained 5 temporary consultants. So, instead of building a team, all that training just went to completing their short term project, then they were gone."
"702","Work/Personal life balance, staff are usually overwhelmed."
"703","Management is ineffective at best, and incompetent at worst.  The entire company is very much a cult of personality.  There is a massive ""not invented here"" complex.  Managers that have risen through the ranks over the last few decades are very stodgy and outdated in their ideas about business and development best practices.  I got negative performance reviews for mentoring others as the most senior developer on the... team.  Management did not understand the problem space at all - web development - and this made it very difficult to have non-stressful conversations with them.  Some teams at Bloomberg are better than others, mine was generally recognized as the worst.  The entire team went to senior management with complaints about the problems with out direct manager, but nothing was ever done."
"704","Micro management and lack of upward mobility in career. Lack of flexibility for long term employees; for example taking a sabbatical."
"705","Unprofessional cheap company that treats its employees like crap"
"706","NYC is cold in the winter, nasty/humid/smelly in the summer. Some developers toil away on boring stuff, luckily I have a very interesting product there"
"707","- Their product is bad
- On the inside, their system is orders of magnitute worse than their mediocre product
- They're overly political. For example, they set deadlines for major projects to be the department head's birthday. New features are decided at the whim of upper management, not because they would improve the product or have a chance at succeding.
- All the good engineers leave as soon as they realize... what shithole they've trapped themselves in. You have to work with college gradas who don't know any better and those too lazy and too scared to leave."
"708","Political, uninspired upper management, corporate"
"709","Bloomberg ne sait pas comment écrire de bonnes histoires, parce qu'ils sont contraints par un guide de style ridicule et effrayés d'offenser les grands éditeurs, dont la plupart sont des mégalomaniaques incompétents."
"710","Some of the cons definitely include micromanaging. They are always watching in a way-to ensure you are doing the job properly. Another small downside is the high turnover and very little patience. If you do not perform immediately you're out of there. Finally, the amount of learning and exit opportunities are a little low as you won't really learn anything super useful for other jobs."
"711","Salary is less than its competitors, no upward mobility at all, extremely high turnover rate"
"712","I do not have any cons to refer in this company. I was not there for very long. However, if you do not enjoy companies with strong cultures, this may be a con."
"713","New development of solutions requires far too long, even though this is a high tech firm. Management does not necessarily focus on the right things but is often more focussed on internal processes and own agenda instead of looking at its employees."
"714","Stuffy and arrogant culture, ""big-brother"" mentality, rude managers abound.  Definitely not a good place to stay for long."
"715","it is similar at the top and has procedures that seem kind of paranoid and untrusting of staff. the physical setting may be modern but the attitudes are many decades old."
"716","Some of the work could be repetitive.
Often need to work on training material at home in the evenings."
"717","None really. Depending on your position it could be the hours you work and the cost of living."
"718","Young MBAs pushing out all the ""old"" experienced vets = bad.  ""New"" company execs manage up the ladder well, manage down the ladder very poorly.  Company HR only cares about the company, NOT the employees.  No lateral growth opportunities.  Was a great company years ago, is a toxic company since Mike left."
"719","Improper distribution and lack of management concerning the same, hence a poor reach and bad reputation of the brand in the country.
No growth and extremely slow or no revenue generation mechanism with TV and new media platforms. This has led to reduced or no growth for employees and extensive job cuts."
"720","salary is not that high"
"721","Middle management is often breathing down your neck and in my opinion focusing in areas that do not improve the customer experience. Quantity seems more important than quality."
"722","Terrible work life balance
Even with high ratings, bad raises with the continuous excuse of ""times are tough"""
"723","There are 2 potential downsides at Bloomberg that (if you are lucky and/or skilled enough) you should dearly avoid: inter company and interdepartmental politics and power-plays, and bureaucracy. 

There are a number of managers who earned and build their little power empires in the last 2 decades, and who are clinging on to both their power and their old ways. Avoid these trolls of the 90s at all costs! While... Bloomberg is very loyal to its employees, the downside is that these 'bad' managers and their little power tribes are not removed as they should be. THEY ARE PARASITES. If you are skilled and smart, you will learn how to avoid the bad manager vortex. 

The 2nd down is the occasional suffocating bureaucracy. Annual planning and budgeting is not unlike a 3 month ongoing water-boarding experience that has killed many a great business idea. JUST SAY NO to any such bureaucracy! (trust me, you';ll be fine refusing to participate, secretly most management HATES the process, and they'll silently will approve your insubordination)

Also, the snacks are really not that great. Yes, you get free sodas and coffee, but forget about the snacks, they are horrible...."
"724","There is an emphasis on simply getting things done at the expense flexibility and robustness."
"725","hang in there."
"726","Compensation can be a little better."
"727","lack of communication, managers get promoted for odd reasons, no positive feedback, disorganized."
"728","career path, promotion, salary increasement"
"729","There's a lot of red tape."
"730","Overbearing micromanagement squashes individual creativity"
"731","Not really. The cost of living might be expensive if you want to balance the commuting and the quality of life."
"732","Management
Long working hours
Salary (apparently just mine - others were satified with it, it seems)
Payrises (none - unless you are willing to flatter your boss'ego)"
"733","Management who sees things at face value
Won't develop technical skills in finance
Little exit opportunities
No career progression"
"734","Hard to get back in the company after you are a intern 
Winter internship payrate is much lower than the summer internship payrate"
"735","- In house politics rule the day. 
- Meritocracy is an illusion to keep the kids they hire blinkered.
- A few notable old timers excepted, there is hardly any real knowledge or expertise left outside of NY. 
- In any case no ones really listening to feedback anyway.
- Management jobs are hardly worth having. No real management controls or decision making abilities exist outside of a handful of people in NY. The... rest is just a series of titles without real power.
- Companies Arrogance is staggering
- This company is 100% an example of the adage ""Perception is reality"". As long as they portray an image of competance, people buy it. Actually they were once great but are only trading on their name today.
 - Classic example of a Company in the ""Cash Cow"" phase of its business.
- No genuine regard for peoples development.
- HR is exclusively a tool for management control of Staff. There is absolutely No real care for employees and their concerns. 
- Thorough disregard for compliance related issues internally (probable reason for recent scandals)
- Treat staff as a robot whose every move is co-ordinated and screened."
"736","not as much opportunity for advancement, compensation is not great, not much transparency into how you're evaluated"
"737","Not a bank, politics, low employee value, too much is never enough"
"738","work hours can be extended at times"
"739","No room for upward mobility
Inept team leaders and useless 1 on 1's
Too many secret meetings or ""Private Appointments"" leading to firings
low compensation for busy work
no transferable skills to a real job and company"
"740","gestione incapace, Tl e manager sono nel loro ruolo da troppo tempo per capire le reali esigenze dell'azienda, troppo spesso non vengono mantenute le promesse di aumento della paga, seguono troppo gli indici"
"741","No work-life balance
Your fate lies in the hands of a team leader, who is probably young and feels like he/she has a lot to prove, so if they don't like you, you will not have an easy time.
Work is monotonous
Little opportunity to move to other career paths
Management seem more concerned with numbers than quality"
"742","no career trajectory, difficult to see long term career growth"
"743","- A lot of red tape (as with many large and successful corporations), meaning that great ideas need a lot of persistence to really take off, or else they will be swept aside for the next money grab enhancement.
- Some old technologies and implementations are so established that they're tough to supplant with smarter/faster/newer ones.
- Open floorplan. While it fosters collaboration, concentration is very easily... broken"
"744","career path, free food, not in the city"
"745","I do not have any"
"746","Micro management at its peak"
"747","The core product (Bloomberg Terminal) is 30+ years old and very difficult to update. Working within this constraint can be very frustrating. Also you get a strong sense that your every email, chat, phone call, etc ... is tracked."
"748","- The ultimate big brother
- Prepare to have everything monitored, yes, they have tools for all sorts of monitoring"
"749","Devenir plus innovant"
"750","Individual recognition in team atmosphere"
"751","Management thinks they are a software company, rather than an information provider, so they waste tremendous effort building solutions from scratch, rather than using a commercial solution. The UI for the Bloomberg Terminal is a joke--every recent MBA must think, ""Wow, that's something my grandpa might have used."" The Terminal's email is its most-used function, yet it introduced Rich Text (you know, the ability to... bold and underline words) only in 2012! And the net installations of those Terminals determines almost 50% of your annual bonus. The company has dealt with numerous sexual harrassment allegations, and the stories of managers yelling at employees and even throwing phones at them are legendary. That culture continues at the company, with numerous managers incompetent at their job but who are excellent at bullying employees and treating everything as an immediate emergency. Finally, keeping with their 1980s mentality, they don't let you work from home, even when half the subway lines stop running because of a blizzard. You'll get a call from the manager (who lives 3 blocks away) wondering why you're not at work yet."
"752","Pretentious staffers who know very little about actual news, but have an Ivy League education so they're given positions they'd have to work years for anywhere else. Little to no value placed on journalism ethics. The company is full of ""lifers"" who are there for the retirement and salary package and don't care about innovation or striving to do better. The general atmosphere is very serious, despite the fact that... the television division doesn't even have enough viewers to warrant a Nielsen rating."
"753","The grading system is very rigid here.  If you are an out of the box thinking or an independent type of employee who does not like guidance, this may not be the place for you.  The company rewards loyalty over intelligence and hard work.  Managers have too much power here.  There is not a lot of work/balance life as the company likes to advertise.  Some ""lifers' feel comfortable taking ""work from home"" days but... generally its frowned upon and you are expected to be in the office as if you are working on the clock."
"754","- Micromanagement
- No career growth
- Legacy technology
- Glass wall for International Employees when it comes to management"
"755","-Mandatory, long hours for busy work (8a - 6p); lots of posturing
-Arrogant upper management: everyone is interchangeable and no employee has unique value= low job satisfaction and high turn over
-Micro management culture, managing to the lowest common denominator via inept 'leaders'
-Highly bureaucratic organization with lots of meetings, red tape and lack of independent thinking
-Extremely competitive, high... pressure environment with too much in-fighting and politics and too little pay off"
"756","Company does not take the employee´s strength when promoting, they will promote just to promote and will not listen to the feedback of the employee"
"757","Management doesn't have any fresh ideas because they refuse to bring in managers from the outside. Pay is below average but probably fair for the work and hours required. A great place to start a career but tough to get out once in. Most jobs don't transfer well."
"758","Establish clear tracks for advancement to retain employees"
"759","- Poor upper management (really poor)
- Immature work environment, lots of ""contests"", breeds children, not adults
- Above results in no pride in job, and thus very low morale (counterproductive, backfires)
- Quality of hires is very low to prevent ""flight-cases"" (word used by management)
- Management evaluates not relative to peers, but relative to your own past performance (makes no sense: if you are better... than your peers, but you are not as good as you were last year, your compensation will be impacted negatively)
- No room for growth within department, lots of red tape to get promoted
- Tendency to hire externally for jobs that would be better done by internal employees (ie, product managers are all external hires, but that leads to very one-dimensional product enhancements that only serve what that person wanted in their past role, they do this instead of letting sales/analytics into the role despite the interaction those departments have with clients of a broad spectrum on a daily basis)
- Another reviewer put this best: There are a lot of parasites that have been grandfathered in. They have been in the company during it's largest growth periods and have very minor skillsets. They just rotate every 2 years into high paying fluff roles that don't add much value. For example, we have a ""training content management team"" that consists of 10+ year veterans. All they do is book rooms for trainings and schedule them. There are at least 4 per region.
- Inefficient use of funds: We splurge on very odd things such as people walking around on the 6th floor with trays to hand out snacks (essentially servants). We also book all of our re

This was a bit detailed."
"760","Horizontal corporate structure, not much opportunity for vertical progression. Easy to get ""stuck"" in a role and remain stagnant for years."
"761","Freelance means too much insecurity"
"762","The software environment is both challenging and very peculiar to the company, though.  And a lot of it is legacy, which means having to work within a set of constraints (binary compatibility with 1990s Fortran code, code relocatibility, proprietary routines) which I can pretty much guarantee you will not find anywhere else.  And because of those constraints, moving code thru to production is a major pain.  On some... particularly central class I was tasked to optimize, my changes took 6 months to percolate thru to production environment.

The bureaucracy is also sclerotic.  Having to document your working hours and bill it to various tickets (development, bug fixes, etc.) gets quickly tiring, and meaningless, as the fudge factor for accounting for 8 hrs day makes charging completely arbitrary.  Getting a TREQ (technical request for new projects) can be a pain.  All this is done thru the Bloomberg terminal which means there is nowhere to hide: your boss (but also pretty much anyone in the company) can find out about all the commands you typed during the day.  The terminal has quirks too and I can't count how many times I lost a long typed message because of a wrong key stroke.

But the reason I eventually left is that once you're in, the possibilities for raising your salary are limited.  You will do well to negotiate the highest you can on entry, it's unlikely to rise significantly after that.  Your first year bonus is invested/amanged by the company into internal stock (BB is private) and you only see it in your bank account after the end of the second year (with moderate interests).  The value of the internal stock can be tracked using another Bloomberg terminal function, so at least it's transparent.  That means of course when you leave they get to keep your current year bonus - the one they are still ""managing"" for you.  This is described by the employer as an incentive for you to invest in the company.  The longer you stay, the better.  Unfortunately, it makes leaving that much more painful.

Until recently, there was an unwritten policy that they would not rehire previous employees.  I hear that's been rescinded.  Having left all that behind though, I can't really think of why I'd want to go back..."
"763","Reward top talents, attract outside hire, and cut off dead weight to make the company move fast and take more leadership in agency trading business"
"764","not much to say here"
"765","Micro-managing, target-driven culture which stifles innovation, creativity, and happiness among employees. Long standard hours (8am to 6pm in London), with overtime on top of that. Managers often more worried about making themselves look good than supporting employees."
"766","Scattered direction in business and vision.  Product development is very haphazard.  Constantly reinventing the wheel.  Little cohesion between business and R&D.  A lot of company infighting.  The job will easily consume your life."
"767","Management was loaded with employees making it hard to get in touch with."
"768","There are those that love it and I can only speak from my own experience, what you find will vary greatly from team to team.  What I found is absolutely no career path or advancement potential of any kind for technical people,  You are a ""programmer bee"" and that's the extent of what the company wants/expects from you.  Much of the work is tedious and menial, there's a fanatical dedication to proprietary tools and... methods (which as an experienced senior hire I really wasn't impressed by), no project management, poor planning.  It's a stifling, oppressive place that cripples all their best, most creative people.  R&D is a massive sweatshop that relies on an constant stream of incoming H1Bs and fresh college grads they can get to before they learn anything that might make them attractive to another company.  All in all I'd say that if you're an experienced programmer with skills in legacy systems, or a recent college grad that can't find work, or you need the stability and benefits to support your family then it might be worth it."
"769","bad career advance opportunity.that;s the worse part"
"770","Monotony in terms of kind of projects you work on because majority of the products are finance based. Technology is very company specific. Although it is always evolving,  you wouldn't enjoy that much if you would like to work on the new and upcoming technologies outside of the company."
"771","Knowing the employee turnover and general opinions of employees (that you hear in the office), I don't understand who writes these 4-5 star reviews? Bloomberg HR maybe? My recollection is that pretty much everybody plans on leaving when the first opportunity comes, as the company is rotten to the core. The managers are either young pets, who are brown nosing the seniors, or mediocre ""Tony Middle Level Manager""s, who... have stayed at Bloomberg since 1986, as they are too incompetent to get a job anywhere else. 

In London, the turnover is the highest, and in Princeton some people stay longer as they are less other opportunities around. Bloomberg is not the first choice for anybody! People work at Bloomberg only because they have to."
"772","- You're not getting anywhere unless you're one of the favourites. Opportunities and advancements repeatedly handed out to the same handful of people in a 30-man team.
- Team Leaders and Managers often too young, arrogant and inexperienced. Will try to micromanage everything their team does.
- Department as a whole is only concerned with work by stats/numbers. No real understanding or appreciation of staff effort... if their stats aren't 100% perfect.
- Too much pressure to live up to company's 'reputation' standards. Staff are underpaid and overworked.
- Department very reluctant to let anyone have any time off due to language cover. You will often have to book your time off several months in advance, and if you call in sick, TLs will harass and hound you until you come back into work.
- Company hides behind a facade of being 'modern' and 'intuitive' and 'not like other big companies'. Don't buy into it so easily."
"773","Being it was a weekly publication, the pressure would build up for deadline day every tuesday. Those same quirky personalities can morph into some pretty scary people."
"774","Difficult to say any real cons, some red tape internally to get things done, but overall if there is a strong business case it moves forward."
"775","No career Path. You're moved from one place to the other like a piece of furniture without notice or opinion. Recent metrics implemented killed creativity and no longer motivational to work there for many."
"776","Alot of people get siloed into doing one thing, very easy to get pigeon-holed. They try to hire big industry names, and then pay them to do work that is relatively non-interesting so they don't stick around.  Very easy to get lost in the organization. 

Terminal sales aint what they used to be, they are working to fix this but your bonus will probably not beat expectations. 

Clocking into and out of work,... cameras everywhere, and open floorplan lead to paranoid workers watching eachother for transgressions. Very strange environment socially."
"777","Big company, lots of layers"
"778","Horizontal corporate structure, not much opportunity for vertical progression. Easy to get ""stuck"" in a role and remain stagnant for years."
"779","it would be nice to raise the hiring bar"
"780","Constant changes within the company and lack of manuals/instructions when starting a new role is overwhelming. Employee must be flexible and open to adjusting to the fast pace/"
"781","Hand-off upper management concentrate entirely on the day-to-day, with no visible long-term projects, strategy, or career growth prospects for employees."
"782","Where to even begin? Do not join, unless you must:
- 1984 Orwellian style fear based management. You are literally being spied on.
- Team Leads who generally tend to be 22 years old and incompetent. They prey on young kids because they can mold them and they are too inexperienced to know they are being manipulated. Ever wonder what it's like to have an ivy league degree and10 yrs experience and be told your new... boss just graduated from some community college in NJ and has six months experience? Work here if you'd like to find out.
- Churn and burn. Every year they have to have a new crop of analysts coming in to replace the people that quit. In the past 6 months, half my team has left. Some even left having nothing else lined up.
- They simply do not want to accept that no one is going to pay 20K/yr for a terminal that looks like it is from 1980. Why should they when most of that data is free?
- Rather than berate their employees for violations such as not showing a positive attitude in the face of declining sales, they should instead spend that time checking out the competitors that are about to eat our lunch. Even the mainstream press has picked up on this.
 - It is a fact that many top banks no longer use the terminal. Not least because they discovered Bloomberg was spying on them thru the terminal. This information can be freely found doing any basic web search. That giant whooshing sound is the sound of customers leaving. But the management is asleep at the wheel and their response is to focus MORE on the terminal. Heard of the Emperor's New Clothes?
- Apparently their HR dept spends much of their time writing fake reviews because in my time hear, I have never heard anyone speak so highly of this company. Unless they are heavily medicated from the stress of working here."
"783","Vogliono fare i grandi banchieri, ma è completamente diverso. Il lavoro è così noioso che non lo consiglierò mai a nessuno. Dato che non hanno dei veri concorrenti, si possono permettere di assumere persone senza alcuna capacità (ad alcuni ho dovuto insegnare come unire due celle in excel!)."
"784","Middle management is a mixed bag, some are great but many of them are inflexible because the corporate culture discourages innovation; this is definitely the type of company where, in order to get promoted, you need to drink the kool-aid; the pay is lousy (especially in the beginning) and the ""certs"" bonus plan guarantees that you will have to stay at this company for quite a few years, performing at a high level,... before you are finally compensated even a little bit."
"785","Big brother is always watching and you can feel suppressed at times by your specific title and responsibility."
"786","Not willing to leave after years"
"787","Your experience will vary based on your relationship with your Team Leader, as he/she will have the greatest influence over the direction and speed of your career."
"788","The way they treat employees is abhorrent. Abusive manager. Once heard it described like a dysfunctional family. Dad comes home and hits mom, mom turns around and beats the kids. That about sums it up."
"789","management is too young and inefficient especially team leaders who are unprofessional in their conduct"
"790","Micro Management of sales staff, process sales is no longer working. needs to be reactive to current market place"
"791","Not many opportunities for advancement within the organization"
"792","Lower management has a lot of power and autonomy at Bloomberg and if for whatever reason (personal, racial, or maybe your higher level of education than theirs, etc.) they are not supportive of you, they can make a lot of unfair decisions regarding your pay and green card application. Most people have bachelor's or master's degrees at Bloomberg and sometimes older employees view newer people with higher degrees as... threats to their careers due to its flat structure. So, I actually don't recommend Bloomberg if you have a higher education degree."
"793","-A lot of the technology is proprietary or old, making transitioning in or out of the company difficult. New technologies do show up, but it takes time, requires political navigation, and rarely has coverage across the whole company
-Business managers often push back when developers try to invest in stability or code cleanup, which is obviously bad in the long-term"
"794","I worked here for many years, and wanted this to be the company I'd really turn into my lifetime career.  The office is amazing with their free snacks and tons of perks, but after a while you realize its all there because everything else associated with working there is LITERALLY miserable.  They give you great vacation time (4 weeks to start), but trust me you will need every single day of those 4 weeks just to... avoid ending up in a padded room in a mental institution.  I made some amazing friends here, but there are SO many people who are honestly clueless about how to manage people and/or how to interact with clients.  For every action taken there are 52 internal meetings and 15 procedures that are old and do not work.  You will spend half of your energy fighting internal battles just to get a YES or NO answer.  Unless you literally want to use this as a ""stepping stone"", are looking for something to beef up your resume for a year, or if you have no interpersonal skills and can't find any other job - then stay away."
"795","Limited Growth opportunities as there are low levels of hierarchy. Sometimes you get limited to very specific functions. Pay could definitely improve."
"796","Very unhappy place where employees hardly talk to each other as they prefer e-mail."
"797","large flat management structure and it can be tough to learn new technologies. Most of the proprietary stuff is non transferrable if you switch jobs"
"798","Analytic department is not what you would expect. You basically act as a technical support representative for Bloomberg Terminal users. Not very fun, and very boring."
"799","no career upside, both financially and in terms of role. They maintain a very flat management structure so there is very little way of showing career progression"
"800","- incompetent mid management who you will literally need to train, and teach how things work. you will not get any guidance from your team leaders, who will only review your metrics and remind you to copy more data from data source A, B and C to Bloomberg database. Do not expect to have a mentor, and do not expect to learn anything useful or transferable. If you are lucky enough, you may meet some smart analysts who... will help you learn. However, those are rare and they tend to leave as soon as an opportunity arises.
- more incompetent mid management
- outdated technology"
"801","Bloomberg is slightly big brother in its ways and also there isn't a lot invested in the marketing department."
"802","Bloomberg is a huge company and some teams are bad, so just be cautious about the team and work that they do before joining."
"803","Hesitating to call work-life balance a joke at Bloomberg, but only because it's not funny how terrible it is. Of the four weeks of vacation you're given, expect to take about half of that, if you're lucky – and if you don't answer e-mails while you're gone, be prepared to hear about it when you get back. Every action at this company – in the News division, those are few and far between – is preceded by approximately... 50 meetings wherein the same talking points are hashed out by the same people without any results. 

In the News division, expect to make 50-60 percent what you would at a competing venture for twice the work. For lower level positions in particular, the attrition rate is astonishingly high – I was the fourth person to hold my position and leave after less than a year. Like my three predecessors, I burned out from the unreasonably workload – we're talking sleeping at desks – combined with an outrageously undermarket salary."
"804","Too many reorgs (not just my team but others too) 
Very competitive, hard to get an exceeds expectations. Proprietary tech, at times too fast paced, steeper learning curve"
"805","Everything else. Does no one else find it odd that all of the reviews written by supposed software developers (the majority of which are non-native English speakers at BBG) tend to be written in perfect English, using American slang, and are all written using the same tone of voice? Does anyone else notice that if there are bad reviews posted, suddenly all the new good reviews, say the exact opposite of what the bad... reviews said word for word? Odd. I'm sure we will get a slate of reviews that attempt to sound non-native now, courtesy of HR.

Anyhow. Where to begin.

Stanley Young: He was hired to be the next chief executive of technology at BBG back in 2013. He quit in less than one year. Why would that be? Possibly because top execs at BBG refuse to believe that the terminal is going down and may not even be relevant in less than a decade? We've got machine learning now, people. We've got start ups that give away the very same product as BBG charges 20K per terminal a year for. We've got predicative analytics. And guess what. These start ups have a way better user interface, are easier to use, and more modern. The only reason people pay for BBG is for the IM feature. But guess what, there are competitors building better ones.

Incompetence abounds: I have had several incompetent leaders. Rather than replace them, or demote them, they are usually assigned a baby sitter who then makes sure they do their job correctly. Because no one at BBG can ever admit they made a mistake. Sometimes I feel the leads there would rather knowingly make a mistake than admit they are wrong. Odd for a company that has based its entire reputation on quality and preciseness of data to their customers.

The spying: not only did BBG get caught for spying on their customers, it is known that they track everything their employees do. I am sure they can write a report on how much time I spend in the bathroom, if they wanted to. Nobody is ever told what they do with these metrics, though. And you have no idea what you are being measured on, or by whom, or even why. It totally makes you paranoid. Who is watching me and why? It's like the NSA. They should read you your Miranda rights before working there because anything you say will be used against you.

Evaluation: Since everything about you is evaluated, you will look forward to your annual review where every tiny, petty little detail will be brought up and used as ammunition against giving you a raise. Were you late that one day? Look for it in your review! Did you dare question someone's incorrect opinion? You will see it right there in your review!

Workload: Team leads don't lead or work. They just spy on you and tattle to the boss. That's it.

Advancement: I have never seen any member of my team change roles, although they say you can after 18 months."
"806","Hours, management, office politics. My manager told me in order to get better metrics I need to be a great short distance runner and a long distance runner. My reply was.. well I wonder why they have two different categories in the Olympics..."
"807","Some rural offices. No travel"
"808","outdated core system, poor software management"
"809","little opportunities for advancement, need to constatntly keep up to date on market trends"
"810","nothing"
"811","Some teams have toxic work environment"
"812","Bloomberg has fixed interview. They intend to hire candidates other than they have already picked up. however, to put up drama and show H.R busy we did interview candidates for nothing. Definitely not a place to work. If you know someone working inside then you can be hired even though you Dont know JACK. People working in 120 park ave office in SAP Practice are joke with almost no qualification. I would stay away... from giving them interivew and wasting your precious time unless you know someone."
"813","Self reviews, cruddy middle management looking out for their skin, has vision but lacks soul."
"814","Superficial and artificial ""culture"". Independent thinking is not very welcome. BBG is only interested in loud yes-men who self-promote, and fake enthusiasm is the norm. Brash, manic and pushy company ethos makes for deep-set insecurities in staff."
"815","Very competitive. Every one is angling for a higher position, which gets exhausting.
Management constantly is changing (I had 5 managers in a year), lots of movement...good and bad.
For a technology company I found it humorous that everything, even the internal CRM, is based on a terminal environment that looks like it is from an Apple IIe. Horrible internal tech.
Workaholics, mostly younger environment. I... suppose this is typical NYC style but work is everything. And everything is designed to monitor you and keep you working as much as possible for as long as possible. Many managers abuse the ability to keep tabs on people.
Not a nimble company due to its size, so much of the internal technology can't change.
Large institutional inertia to change unless forced."
"816","losing startup mentality as the company grows into a huge multinational.  too much complacency with single product.  Lack business visionaries at the top level."
"817","Work-life balance, especially on the web site, is an afterthought. Not everyone will have the experience I did, but I worked 13-14 hour days every day, rarely had time for lunch, and it was never enough. It's not the kindest place for women and older (40+) employees either."
"818","Good progress for entry level people, harder for more experienced people"
"819","The work is very unsatisfying on all levels. New technologies are seldom used, a lot of work pressure and lot of workload, HR doesn't care two hoots about you in any aspect, boring and tedius work, very closed environment, very hierarchical and very bureaucratic, very few career growth prospects, very narrow learning environment as teams are not encouraged to learn from each other and/or collaborate."
