"","cons_page1"
"742","Improve Senior management
be more transparent with employee;s 
Team leader most of the time don;t have the knowledge needed for the job
Increase independency of department with budget and local strategies"
"743","The biggest problem is the constant restructuring in the newsroom. The commitment to good journalism seems to wax and wane, and there's a lot of people churning out low-value copy. It can be incredibly boring in those roles and they're not good about letting people change roles. The magazines have been gutted, and it's not clear that they'd be willing to stick it to big clients if a good story came along. The guy is... a hairdo, and not respected much in the newsroom. 

 It's disheartening that men are often paid more than women. There are some good internal people genuinely concerned about that and trying to improve it, though it's unclear how much pull they have."
"744","none, overall satsfied, might be boring a bit"
"745","Bloomberg is a big company organised into product silos and where you land will make all the difference to your experience (hence the polarity of opinion here).

You may or may not end up with an idiot for a team leader, you may find yourself working on proprietary systems, completely isolated from industry standards, business practices and protocols, you might be working in a team with no social cohesion... whatsoever.

And things can change radically overnight.  The team whose company you do enjoy might need you to work on another project in another team or the boss with whom you have a good working relationship might suddenly move back to the US and a clueless, dogmatic, despotic, company-man appear in his place.

The hours are long and you will find plenty of colleagues, bereft of social lives, who will show you up by arriving early and leaving long after you go home.  Although you will be contractually obliged to work 9 hours per day, expect to consistently work at least 10, many work 12 hours or more.

You might work there for years and never have anything challenging or important to work on.  There is a company policy known as keeping-the-lights-on which translates to if-it-ain't-broke-don't-fix-it meaning the rate of development progress can be slow as molasses.  This is especially frustrating and can be soul destroying for the creatively minded.

Technologically, Bloomberg is incapacitated by decisions made decades ago and its terror of losing market share is tangible.  This manifests as the front-end looking like something from the 1980s but, worse still, developers are forced to use company-specific versions of tools and programming languages, meaning they will not be able to keep up-to-date with modern versions and practices which is poison for career programmers.  It lacks effective testing frameworks and the majority of teams are required to develop, test and release everything themselves, at their own peril.  Some teams do have dedicated roles for QA and deployment but there's no company-wide policy.

Expect to be called regularly at weekends and unceremoniously at 2AM because the network undergoes maintenance every day and anything consuming tick data will set off alarms when it stops arriving.

Promotion to positions of authority is patently based on the Peter Principle and micromanagement and an absolutely obsessive focus on negativity are the norm.  It's well known that the Team Leaders and managers often form cabals so just one of them not liking you could spell game over for your position at the company.  If this happens,  get out before they fire you, and they will - you have been warned."
"746","Encouraging shorter work days could make developers more productive .

There should be a safe method for workers to complain about poor management structures - C.F. is a pivotal part of the problem.

A proper canteen instead of a sugary snack-bar might encourage teams to eat together instead of dispersing at lunchtime to meet up with the other FSDs they trained with."
"747","Hard to get promoted. Lots of workplace politics."
"748","flat structure, sometimes hard to see career growth/path, male dominated, politics & click-ish (true of most companies), sometimes slow to integrate new technologies due to, too many layers of ""security"" bureaucracy to the company's detriment."
"749","Invest in your people across the organization regardless of job title! They're your number one asset.  Egotistical engineering culture is becoming detrimental when it doesn't allow us to integrate better systems because we believe we can build it all. There is value is building our own technologies but we cannot build EVERYTHING!"
"750","Everything is micro managed"
"751","Low growth potential career wise"
"752","none"
"753","The work is excruciatingly mind-numbing. This is not data analysis, it's data entry. 

3 types of candidates are hired for Global Data:
1) finance background - will quickly become bored because you're actually doing such a pigeon-holed task and only feel fulfilled by looking at the news or other parts of the terminal during free time

2) other educational background - these people are hired because of their... language skills, which is one of the more important attributes for employees (need to read data points in every country); these people tend to stay the longest because they realise there aren't better-paying jobs elsewhere for their skillset. Other employers in The City are smart enough to know these people don't have transferrable skills from Bloomberg in finance

3) tech educational background - these types of people are increasingly being hired, and unfortunately are given tasks far below their technical capabilities. Suggestions for improvements fall on deaf ears and get muddled in politics. Innovation is led from NYC anyways. Don't be fooled by their pitch about machine learning, cutting edge tech opportunities, etc

In the end, complacency will keep a certain % of employees because the pay is quite good, for the work being done. 

Note on other common entry-positions:
While everyone says Global Data > Analytics because of less stressful workflow, at least Analytics has opportunity to move into Sales, where you can feel less like a lemming (and earn more money).

A word of caution- you will need to embellish the responsibilities you had while at Bloomberg, once you get fed up enough and decide to interview for opportunities elsewhere."
"754","Don't hire people with an intellect of 8/10, and only give work/projects requiring an intellect of 1.5/10. People will get bored"
"755","Atmosphere, low growth opportunities, not attractive for IT people."
"756","Not to much to say."
"757","As soon as you start to earn too much or you get above 40 years of age, a system exists to manage you out of the company. It is an exceeding well trodden road with countless, unfortunate, good, honest and hardworking people have become victims to. This has almost entirely evolved from the age of the company, it's amazing growth and the lack of experience in its managers. Zero man management skills resulting in... individuals being targeted as soon as they disagree with 'policy'. Sadly, to protect its reputation those pushed out are always made to sign a binding non disclosure agreement which keeps thrm from breaking rank. One particular firm of solicitors has  made a small fortune in advising people to stand their ground and not buckle under the relentless pressure they are put under."
"758","Create an HR department which works for the individual. Appoint an independent resource to manage grievances. Just because it is legal to do something it does not make it morally right."
"759","Flat hierarchy (pro and con)"
"760","no set career tracks ""rock wall"" not a ladder, concerns about the industry overall"
"761","Not any that I can think of"
"762","The hours are extremely long and should be re considered. There is plenty of research to suggest flexible working options and working smarter is much more productive then working long hours and switching off around 4 because you begin your day around 5am. For those of us who have a long commute because we can’t afford to live in central London, it is extremely tiresome coming in so early and leaving so late to then... get home late and just about eat and fall in to the same routine. I am single and don’t have a family so i cant imagine how difficult it is for working parents. There should be more flexible working options. People will begin to get burnt out and the excitement of work perks of the pantry and a nice office won’t last forever. People want more autonomy in their lives now. You will get more out of your employees if they have a better work life balance."
"763","no free lunch in NYC office. somewhat dull engineering problems
Serious technical debt"
"764","Not too many downsides actually"
"765","Pouca transparência em relação aos planos de carreira, além de ter uma gerência bastante fraca e ineficiente. Dependendo do departamento, o ambiente de trabalho é bastante carregado, competitivo e desgastante."
"766","Levar em consideração as avaliações 180 feitas pelo funcionário. Elas só existem para cumprir tabela. São completamente descartadas depois de feitas."
"767","The flip side is that the company is very bureaucratic; sometimes adherence to process seemed more important that the actual product. This stands in contrast to other journalism organizations where I've worked, which succeed in attracting and retaining more creative and passionate employees . The mood at Bloomberg felt more like a consultancy than journalism - which different people will like or dislike."
"768","Allow more flexibility in work hours, and don't be afraid of novel ideas."
"769","hard work hard hours tough environment"
"770","please keep the hours flexible at all times"
"771","None, overall great company to work for"
"772","flat hierarchy (pro and con)"
"773","Hostile office environment, poor leadership, micro management, product is subpar"
"774","BI management should be made redundant. The leadership creates a hostile environment contrary to Bloomberg's stated policies of transparency and meritocracy. The sole interest of BI leadership is to maintain the farce of success as to keep their hefty compensation packages and those they favour. The product is poor quality and those that try to improve are suppressed."
"775","- ""Bloomberg culture"" is cult-like. To succeed in the company you have to drink the koolaid.
- Extreme micromanagement... to a shocking degree.
- Let me say it again, ***extreme micromanagement***
- Your clock in hour, minute, and second is visible to the entire company.

- China business is managed from Hong Kong, which means senior management is clueless about how to do business in China
- Neither of the two... co-China managers have any actual experience selling in China. Neither speak Chinese.
- Local sales who actually know how to do business in China face a bamboo ceiling

- You will succeed here if you are good at slacking while pretending to do work, talking BS to your boss, and gaming your metrics

- Finally, ***extreme micromanagement*** Seriously."
"776","- Your co China managers don't know how to do business in China. Promote and empower somebody who actually has the chops."
"777","things are too strict , too organized ... moving quite slow honestly"
"778","In financial products, women seem to be sidelined. There are few women “at the top.”  Management committee is 3 white men, and direct reports to them are also mostly white men.  Business managers, product managers, and specialists all overwhelmingly men.  For a company that preaches diversity, the results are far lagging."
"779","Team leaders at the lowest level lack the experience needed to be great mentors and role models for the up and coming stars."
"780","no actual grow within the company because the management is not changing"
"781","Can take time to do what you really want to"
"782","There is a hierarchy in most fields, but work hard and make your voice heard and the sky is the limit."
"783","Keep up the great work!"
"784","There is a hierarchy in most fields, but work hard and make your voice heard and the sky is the limit."
"785","Keep up the great work!"
"786","Bureaucratic
Clique-oriented
Not easy to move laterally
Tuition reimbursement is a lie"
"787","A lot of free food. At times too much free food."
"788","-Terminal sales have decreased significantly and the company finds its difficult to justify its core terminal salesforce.
-Too many people are assigned sales targets: company thought it would increase its sales but what happens instead is that people chase up each other's sales engagements to get their names also associated with the sales , i.e collaboration sales. salesrep in different functions try to establish... authority and control over each other. 
-Too many sales reps with the same target (i.e terminal rep can get credit for data reps sales) resulted in inefficient client meetings. Clients no longer get even surprised when they see 4 reps (specialist, core, enterprise real time, enterprise general rep...) for an half an hour meeting. Sometimes just the introductions take 15mins. This is because each rep/specialist is subject to heavily observed statistics such as number of meetings per month and also if a sales happen, they have more reason to claim their involvement. Purely a numbers game rather than actual contribution."
"789","Reconsider how to incentivise your sales reps to work together.
Plan strategically how to manage a large core terminal salesforce as the core terminal business already reached its saturation. Making them more involved in other functions creates even bigger problems."
"790","Too much in-house technology."
"791","Need to slim down the software stack."
"792","Bloomberg operates on a culture of fear.  Management does not create an environment that promotes the exchange of ideas."
"793","Senior management needs to communicate their vision to the organization at large.  Over the past few years there have been very few occasions when management has shared where they see the opportunity for Bloomberg in the coming years."
"794","Trust of competence was accompanied by very high expectations. There was intense pressure to perform. Evaluations relied too heavily on meeting a set of metrics, such as a minimum numbers of stories that moved a market, and beat competitors in speed."
"795","Give evaluators more leeway to consider effectiveness on the job rather than a strict adherence to meeting metrics. For example, there is a focus on number of errors. A better system would be to judge by the percentage of errors in the amount of copy edited or written."
"796","The work hours can be a bit off putting but the reward is worth it"
"797","Internal tools could be improved"
"798","USA focussed, lacking true regional identity for products and brand ideals"
"799","-A lot of your progression will depend on how the upper management perceives you and will not have to do with the results you have achieved. This will often be frustrating since your career path is shaped by perception and not skill. 

-Attitude of working hard instead of smart is rewarded often leading to long working hours past the already scheduled 8-6 for the London office.  US Data department works less and... with much more flexibility than UK. Get used to this.

-There will be times when upper management will deliver a totally unrealistic message with a happy face and expect you to go along, despite knowing that the timeframe for the deadline is a joke. Often you will feel like trapped in an Orwell novel. 

-8am to 6pm work mentality creates a very sweat shop like atmosphere were there is a mass exodus at 6pm sharp. God forbid you log off 2 minutes early.

-Too much micro management 

-Don't expect a ""well done"" but always be prepared for ""what could have been done better here "" , this kind of constant negativity makes you numb after a while."
"800","-Get over the work hard mentality and start working smart. It's not all in the hours worked but in the results achieved. Mr. Bloomberg may enjoy a 14h day in the office since he is the one cashing in on billions and has built it from scratch making it his baby but majority of the folks working have lives and won't have the same commitment to spend as many hours there. This does however not mean that they do not have... the passion to get great work done and achieve great results: working smart not hard. 

-Focus more on skill than nicely packaged favouritism. Your promotion should not depend on "" well this is how head of the US or EMEA department sees you"" but on the work you have done and the potential you have.  Also, stop monitoring every little step that every one takes: spending 10 min more in the pantry doesn't make someone less productive, it's not a sweat shop. 

-Get a lunch room for the people! This statement of ""we do not have lunch rooms so employees can help the local economy"" is a joke: a lot of Londoners save money by bringing their own lunch. They also interact with other colleagues during lunch time in the lunch room. IF you really want people to buy lunch every day then be realistic about it and increase the salaries by a good 15% and also, take a look around the lunch places closeby: they are all overcrowded with no place to sit. Well,unless  you go to the restaurants  in Bloomberg Arcade and pay for a £30 lunch every day. Not realistic! 

-The employees are adults, treat them accordingly . Having a coffee in the pantry doesn't make you less dedicated to work and having lunch at your desk doesn't make you a top performer.

-oh last but not least: a lot of the work is client service and some clients are nothing less but abusive: deal with them and take away their terminal. I have experienced this more than once and so far no terminals have been removed from the clients. Instead we have decided to become even nice to them. There is a limit to the motto ""kill them with kindness"" if your employees are being attacked. Not every penny counts."
"801","Lack of challenging tasks and vertical growth opportunities. There is opportunity for lateral movement but it is easy to be pigeon holed"
"802","Allow for a clearer upward trajectory"
"803","it will less difficult to work in a neighbor country and new people."
"804","management should be very careful while adopting new methods."
"805","no clear career path"
"806","Very hectic, fast-paced, work environment. If you're not handling 3-4 things at once (literally), you're falling behind. Some people thrive in this type of environment, but it's not for everyone."
"807","Can't really think of any, I was there for nearly 18 years and loved it, great people!"
"808","Keep doing what you do"
"809","none whatsoever. this company is incredibly efficient and great to its employees."
"810","try to understand the younger generation a bit more, older employees sometimes lag behind"
"811","internal mobility was not as great as HR depicted to the new hires
a lot of structural changes while communication to staff was not always clear"
"812","No retention of talent. Poor mid-level management."
"813","These are all specific to customer support:
- Although they emphasise that you have great opportunities to move to different departments, the reality is that only a few selected departments will be open to you. 
-  Customer support is a very mundane and repetitive task. You feel like a robot doing the same simple tasks every day for 9 hours. 
- You have little ownership in your work, which is mainly handling 50+... small cases every day. You feel replaceable and leave no legacy.
- You don't learn any hard skills in customer support that can be useful outside. I have been working here and not learned anything about finance.
- Coverage based jobs such as customer support don't have any flexibility. Lunch strictly 60 minutes, no room for being even 5 minutes late to work. Meetings frequently cancelled due to coverage which is the greatest barrier to any potential for personal development or improvement for the overall department."
"814","Consider why the turnover for customer support is so high. Within months of starting the job, employees are desperate to move."
"815","Code base is old. C++ is not so popular among other company. Code architecture is very complex and hard to understand. 
No official documents for internal tools"
"816","A empresa é engessada no Brasil, pela alta dependência da matriz para todos os processos internos. Além das equipes comercial e de notícias, o restante da empresa é pouco valorizado e tem pouco crédito."
"817","Dê mais liberdade aos times locais para desenvolver mais o produto de acordo com as necessidades do mercado."
"818","Stifling atmosphere where management attempts to rule by fear."
"819","Stop letting people fail upward."
"820","You can still get stuck with Fortran."
"821","There was still some legacy infighting in management that made life more difficult."
"822","Territorial editors & managers make life tougher for reporters."
"823","big ship, hard to implement change"
"824","Large Organization with mature business"
"825","- Getting more and more localized and doesn't sound like a US Company to me anymore 
- the atmosphere is more political ever than before 
- False democracy
- Allow bias"
"826","- Don't just listen to Team Lead, they didn't really put their ""hands"" to work
- Being a US Company culture is suppose to be more open and free to talk, not anymore"
"827","Promotion / demotion standards are unclear at times."
"828","Clear communication lines would be appreciated."
"829","i cannot think of anything"
"830","Performance compensation metrics are flawed, lacks transparency despite all the quantitative metrics
Few career paths
Passive HR
Rules change every 2 months... in everything"
"831","1) Stick to a longer term organizational and compensation plan. 2) managers are not prepared to develop employees' careers, this has to change! 3) Please stop with the bloomberg radio in the bathrooms... it's just way too weird."
"832","Some strange management policies, hard to tke management issues to HR."
"833","Don't promote inexperienced people to management in times of crisis."
"834","no cons here, great place to work"
"835","- Do not value employees that have been there for a while
- Will not succeed if your manager does not like you"
"836","Bloomberg has become a group of businesses (the terminal, data feeds, the media empire, the loosely-related non-financial products) seeking to forge a common bond.  This has created more competition within the company (for resources, customers, etc.) and has inhibited true collaboration.  It also has limited career mobility as each business continues to fill more specialist roles."
"837","Outline commitment to non-terminal, non-data feed businesses.  If hard decisions need to be made, demonstrate the much-touted ""transparency"" and assist with transitions as needed.  Seek ways to leverage as much of the talent within the organization as possible."
"838","specific team could be very micro-management style"
"839","The downside of this very stimulating kind of environments is that it can be quite stressful at times"
"840","- Long Hours especially if you are in management
- New York City not ideal for every family"
"841","Job can be very stressful depending on which team you end up in"
"842","sometimes it can be slow on implementing, and push out products in such large organization."
"843","Hopefully company can value more no peer to peer mentorship."
"844","Work hours are too long, unprofessional management and reporters, working on boring stories, corporate culture that has nothing to do with journalism"
"845","- travel (dependent on region coverage)
- administrative tasks: documentation of visit, looping in managers etc
- career progression (lack of opportunities)"
"846","Communications between others department is not always the right one."
"847","Flat hierarchy.  Hard to achieve growth."
"848","""pessima gestione, caotica, c'è bisogno di responsabili con maggior esperienza"""
"849","new management can make life difficult"
"850","employees should to be managed only by metrics"
"851","Career opportunities may be less compare with another companies."
"852","Not every team makes impactful contributions so you need to know what you are looking for career wise.
Legacy infrastructure that’s not helping keep great talent."
"853","Make bold decisions and modernize technology infrastructure. Keep hiring great talent. Be more creative to provide career paths to employees. Identify new product area to bring sustained growth."
"854","Stressful(depends on department), career hard to move up if you don't fit into department box"
"855","* Software engineers are ""resources"", machines that need to do ten different things literally at the same time. 
* Each engineer is supposed to be developer, full on QA, devops, Deployment into prod, First-line support, Second/third line engineering maintenance/bug fixing, while at the same time front-loading the design of the next round of features.
* Bloomberg's secret motto is this - recruit them young, right... out of universities, inculcate these ""bloomberg values"" (all of the above) on unsuspecting first-time engineers and have a loyal team-lead (who by the way has been promoted after putting in like 6-7 such ""labor"" years without quitting at Bbg) who shepherds this herd to the diktats of the Manager above him.
* Each scrum group has atleast one person that conducts 2-3 interviews per week but they barely hire new engineers, resulting in each scrum group spending a *lot* of extra hours. Working at home after the day, in the evening/night is expected.
* Btw, did i mention that the Engineer is also the ""Operations group"" in addition to all responsibilities? So, yes, one week every month you are on the on-call list for production issues. Yes, the console team can call you anytime, 3AM in the morning - not their fault though. (ofcourse this depends on different teams - some teams might have a separate group)
* I have rarely seen happy people on these floors. Everyone is so tensed all the time,like they have the burden of the entire universe on them. See some ppl slightly happier in the floor that has snacks..well, good they provide free snacks, great.
* Work env - rows and rows of desks with ppl in each others faces all the times, no privacy for a minute. Imagine a call center in other countries - little worse here at Bbg. God knows how can Engineers write code in this env but ppl still manage. 
* This is not a place for senior engineers - they are micro-managed exactly the same way as the junior engineers resulting in a lot of frustration.
* Having said the above - a lot depends on the group you land in. Just one advice to anyone thinking of joining here - meet the entire team before you take the decision - typically the ppl that interview you are not the ones that you end up working with."
"856","* Have team-leads lead from the front for a change and have some appreciation and understanding of the stress that Engineers go through.
* Avoid micro-management from the Manager
* Give few extra inches of workspace to Engineers - we are people, not cattle. We need space and privacy to think and execute. No we dont use that privacy to goof off, believe it or not, Engineers need some space."
"857","rigid management and very large structure, where company does not make any compromises to adjust to individuals"
"858","be more logical and less rigid"
"859","HR department is useless. Bosses reward yes-men, are rarely interested in alternative ideas.  Very much a top-down company, despite trying to project a flat organization image. Resistant to change."
"860","practice what you preach"
"861","It became a joke in the last 12 months as management were like rabbits stuck in headlights. No Mifid strategy, no direction, morale at rock bottom. It was on life support until MB finally pulled the plug by steering clients towards Goldman. How to destroy a $200m business overnight!"
"862","It's all too late now....."
"863","Lack of challenge. Management style differs each person. The actual task could be repetitive also depends on the actual job. Pay rise is connected to soft skills to management to certain degree."
"864","Management could socialise things a bit better."
"865","Talk to enginners a bit more before rolling out changes, knowing the problems being solved makes us happier and we feel more involved."
"866","Work life balance - long hours
micro management"
"867","Limited Career Growth/Path; Management does not always listen to advice from individual contributors"
"868","Management is relatively solid. They sometimes fail to practice what they preach about two-way communication"
"869","Software systems are old and you won’t learn a ton of cutting edge technology. Your manager can make or break your experience at this company."
"870","Bring back the start-up cultural feel that was once here and also look to google and Facebook for some other their other benefits."
"871","Poor communications
Strategy a bit scattered, can change from month to month"
"872","Improve communications"
"873","Lack of progression opportunities and average pay."
"874","Some issues that are common to large organizations"
"875","Fast paced intense environmennt that doesn’t offer enough growth in house opportunities"
"876","Continue to develop employees and create opportunities for growth within the organization"
"877","Food kept changing  and the work space was a bit cozy"
"878","bureaucracy, leadership is lacking, there is a strong push to adopt open source technologies, but the training and resources aren't available"
"879","Job is too dependent on direct manager which is hit or miss. Some really good manager and some really bad manager. 

Pay is good, but not great.  No equity options/RSUs that other tech sales roles offer."
"880","Relationships with managers and your contacts matters more than performance"
"881","- HR
- You are another employee and by their terms your job can be done by somebody else. 
- Discrimination from some managers who are not engaged in the firm's Diversity &  Inclusion philosophy. They only check boxes to look 'compliant'. 
- Once you leave HR is very muted and won't take feedback on your case. 
- Compensation is not the greatest, but the benefits are good."
"882","Can grow a little stale if doing the same role for more than a couple of years"
"883","Better career advisors"
"884","sometimes things get siloed in such a large organization"
"885","Keep doing what you're doing"
"886","Lack of transparency regarding compensation and high rates of nepotism"
"887","Be more transparent regarding compensation and stop tying substantial compensation gains to managerial roles which forces good sales people to become poor managers instead of continuing to sell."
"888","don't expect to be rewarded for top-notch work, often over long hours. nearly no ""people skills"" in most  senior people.  despite what a TL may tell you, good reporters are underappreciated.  some editors appear fearful of their seniors.  ideas and skills are both underappreciated. zero  culture of professional development or growth. a big disconnect between the company's stated ideas/mission and the reality."
"889","acknowledge outstanding work. reward it accordingly.  set a tone from the top for work culture -- none currently exists.  be cordial,  show leadership, communicate routinely through occasional notes to bureau members."
"890","You have to know the right people in order to develop your career here. As long as the managers like you, you can go to any place in the company without having prior knowledge in specific business areas. Allocation of resources across various business units are not fair as well."
"891","some teams use old technology,"
"892","Very old technology like Fortran still widely seen 
Proprietary technology as well"
"893","Lots of legacy technology and process. Heavily NY centric."
"894","Embrace distributed view if the growth, for technology and people. Days of mainframe, single office are fine."
"895","highly bureaucratic 
long working hours"
"896","Your growth in a Team depends on your Direct reporting manager and his/her manager's growth. If they don't grow in hierarchy, you are doomed, unless you move to a different team and start all over again.

No clear path to grow is defined in the review process. You will hear a generic ""You chart your own growth"" response if you ask that question. In a company of 20000, and with lot of hierarchies, and processes in... place, it gets murky to chart your own path even if you perform well."
"897","Define a clear path for growth. Don't leave it up to 2-levels of subjective managers."
"898","The company consists of several very different business units whose goals and cultures are very different. even within the newsroom one desk will seem like a completely different organization than another, and border skirmishes are constant. As a non-finance employee, it can be weird to work at a financial company. Overall, the culture's a bit culty."
"899","Bloomberg Media doesn't feel as closely aligned with the core business as it should. Moving from Media to the terminal business is difficult,"
"900","Too many managers, still too top-down, not enough autonomy for reporters."
"901","Take out a layer or two of management and empower rank and file reporters more."
"902","Typically a place best placed for new grads, not good to stay for long as your compensation and position usually take a hit. Highly extroverted, not ideal if you have an introverted - usually punishes such personality types."
"903","Train your managers, hire managers on merit & ability."
"904","Typically a place best placed for new grads, not good to stay for long as your compensation and position usually take a hit. Highly extroverted, not ideal if you have an introverted - usually punishes such personality types."
"905","Train your managers, hire managers on merit & ability."
"906","Lack of meaningful work and rigid management"
"907","- Human resources lack training for dealing with psychopathic managers
- Programmers, not software engineers
- Politics
- Software quality is not important
- Not a meritocracy
- Turkish university graduates are of low quality"
"908","Very political place with constant change that creates an anxious work environment."
"909","Favoritism in career development and growth occurs frequently
Not enough transparency with the recruitment and internal transfers to other departments"
"910","Company is run excellently at a senior management level. Middle level managers should be more transparent
Try to increase career growth for internal employees where possible by hiring internally"
"911","Only progression forward is to sales
Progression to management is about patience / years at firm and not merit"
"912","Stop being so micromanaging. Being an ADSK TL can suck but doesn't have too"
"913","Realmente no existen muchos puntos negativos, más allá de los normales de cualquier trabajo, lo único malo es que actualmente no se cuentan con prestaciones"
"914","Multiple and intertwining layers of management"
"915","micro-management, management lack of knowledge some politics"
"916","focus on big picture rather than minor things such as when employee arrive and leave office"
"917","Poor work life balance for many employees, hierarchical and top heavy management structure"
"918","sometimes too conservative to internal changes"
"919","Long hours i.e. ""facetime"" in the office seemingly valued above actual productivity. I had the feeling that the main path to promotion was to work overtime. You feel somewhat surveyed and judged for leaving early for example. 
You must scan your staff badge when entering and leaving the building so data is collected on exactly how many hours you spend in the office. 
Constantly bombarded with alerts, emails,... information, tv screens etc - you cannot switch this off and there are few quiet areas to retreat to. The open plan environment is very noisy, bustling and busy as this is part of the company's ""brand"".
The proprietary internal email and other Bloomberg internal systems that you must use are not flexible nor user-friendly.
Surprisingly harsh personal feedback i.e. request that I act more deferentially towards the hierarchy and express my opinion or give feedback less often even though company values include innovation, open to ideas, data-driven...
Managers are often smart people who are very good at the work they are required to produce (i.e. analysis, reports), but do not have particularly good people skills. That is, they promote people not because they will run a team well, but because they are very good at their current role. When I raised concerns with HR or senior staff about my manager - this was not addressed. I continued to struggle to communicate with my manager throughout my time at the company and felt actively disliked, but with little power to change my situation.
Self-promotion is key as opportunities to advance your career do not present themselves to you per se - you must seek them out. 
There is a little pressure to dress rather formally and corporate (high heels, suit jackets), but this is only strictly enforced in client-facing teams."
"920","Support junior female staff to advance their career, take risks, find opportunities, speak up - imposter syndrome is chronic. However, doing workshops to discuss how women can promote themselves or their own brand better puts a lot of responsibility on the women concerned to address what is an institutional concern. The responsibility is also on the shoulders of managers and male colleagues."
"921","poor pension, work life balance can be tough"
"922","invest more in the pension scheme - it makes a difference."
"923","No career advancement at all"
"924","Stop doing what you think the manager above you wants to do and try to help people with their careers."
"925","* Management decisions are poor
* Lots of legacy code with no plans for improvements"
"926","Let engineers decide how to design products"
"927","Snacks could have been more diverse..."
"928","Be more proactive"
"929","For travelling people maybe a bit too much travelling, very structured and disciplined company, little room for creativity in sales"
"930","it does not have great exit opportunities"
"931","Hours can be excessive, company strategy can shift suddenly."
"932","none that i found in my time"
"933","Not as flat management style as they say"
"934","Little opportunity to advance your career without doing sales"
"935","Pace can be intense and wreak havoc on your personal life"
"936","Keep finding new ways to deliver news. Podcasts and partnership with Twitter is great!"
"937","It's an enterprise company, with focus on financial clients and regulations. Therefore security is paramount and thus change is slow, especially in engineering."
"938","-8 am to 6 pm working hours 
-have to be at 6 am at work at times
-can't think of any more"
"939","At the mercy of your team leader, pay could be better."
"940","Less micromanagement"
"941","Badging in and out is required"
"942","Nothing really, maybe multiplicity of teams doing same job."
"943","The strategy and decision making process is too top down focused. New opinions from rank and file dont really count"
"944","Take an honest look at news coverage. You claim to be un biased. The reality is news is extremely liberal slanted."
"945","No complaints, it was a great experience."
"946","Being an older company, some of their code and ways of doing things is legacy. It's improving though, so this isn't a biggie anymore."
"947","none that i could find"
"948","none"
"949","Tech stack is a little bit different from Industry"
"950","Low upward mobility, no job title"
"951","*Programmers are not valued. BB is a finance company driven by sales.  (Usually light) bullying is acceptable by product people and/or sales types towards programmers.
*No career path for programmers. Advancement past ""senior programmer"" is means becoming a manager and becoming non-technical.
*Promotions to lead/manager are mainly based on politics. No transparency about promotion process.
*Getting a job after BB... is hard, as your experience will be with a lot of tech used only at BB (this is slowly getting better).
*Reviews are solely the opinion of your manager. No peer reviews.
*Questionable future. The terminal is an ATM but its past it's prime and getting nipped on the heels by more and more competitors. BB claims to be investing in other industries, but those groups are barely visible and they hemorrhage programmers. Also, Mike Bloomberg (he's always just ""Mike"") is in his 70s and there's not any of kind of succession plan nor an obvious future leader.
*Alot of cowboy coding, no expectation to document/comment.
*The cult of personality is strong, and generally it is dangerous to question leadership. They give you a copy of Bloomberg's book when you start. 
*It's very hard as a programmer when colleagues leave. Documentation does not happen, and since programmers are sometimes escorted out when they give notice knowledge transfer doesn't happen. This makes for rough problems when a critical system goes down and the primary maintainer quit 2 weeks ago."
"952","If you want to compete with tech companies you need engineers in charge."
"953","Company says it's a meritocracy but is anything but ... I don't think they have a clue what inclusive or diversity means."
"954","If you're serious about being best in class, take a serious look at your talent management. Attitude starts at the top."
"955","company not aggressive enough
compensation not competitive enough
if you are here > 5 years, chances are you are underpaid"
"956","Not much opportunity for promotion."
"957","Poor leadership. At the managerial level of the Analytics and Sales departments there is just a lack of strong leaders. Many are first time leaders and their metrics are determined by others that have little to no experience.

At the higher levels of leadership there is also a large gap in communication. Typically bigger picture items work their way down the rumor mill to Regional managers to Sales Managers to... Team Leaders then to the Reps who are meeting with clients. This is pretty funny for a company that prides itself on being a ""Flat organization."" Seldom do the big picture ideas come to fruition, and even more seldom do they solve the problems facing the larger client base without costing them more for the service.

Internal Metrics are god awful. They barely make any sense, and to try and communicate them to the outside world is impossible. For sales reps there is no commission structure and your bonus comes out of a black box so its impossible to know what your year end will look like. 

I know I put this as a Pro as well, but let me explain: They discuss how this is a ""sales team"" but it is more of a consulting role where you are assisting clients with their issues and utilizing the terminal as the solution.  This is great because you will learn some priceless lessons about running a business; however, when you sell them something you will not receive the credit. Some deals can be in the 6 digit range, but you will not see a penny of it. Also, there are a number of different departments that scrap for credit, and if you don't document your every call, your every interaction , or if your manager just doesn't fight for you - you will get 0 credit. At the end of the year ,the number of successes determine your pay so these  conversations matter even though there is no dollar figure associated with each one. Long story short - you can end up working a lot on a small deal and receive the same credit you would for working barely at all on a large one. Its all about the story you tell which is ridiculous."
"958","Pay your employees more, especially in Sales & Analytics. It is a beautiful thing that you give over 80% of every dollar to Bloomberg Philanthropies, but the employees at Bloomberg Philanthropies are not the ones generating the revenue to help all  of those people.

Given the size of the sales force, how screwed up the metrics are, and the constant harping on Gross sales over Net Installs, there should be some... compensation for those that are having the tough to deal with conversations that fall by the waste-side. At this point we have captured the market, and are clinging onto the market share we have on people's desktops, so compensate the personnel that deal with needy clients that don't impact their metrics and retain client confidence. Pay the people who make the 1 & 2 terminal shops feel appreciated. Above everything else, recognize that you  are losing some of the best talent in the candidate pool every year because the structure in place is weak. Fix it."
