"","x"
"394","Well-known, good exposure to high profile clients. Work prepares you for similar roles at banks and funds, which is where most people would like to end up."
"395","Great work-life balance! Exposure to big name corporations/public entities."
"396","Training is always on top of the weekly tasks. Up to date materials and professionals leading detailed training sessions ."
"397","Moodys has a huge focus on diversity and also seek for employees to utilize different work life balance methods within the company."
"398","Global firm with exposure to varieties, dominate in the industry"
"399","great place to start 
Great enviroment"
"400","Lot's of people with incredible knowledge and experience who are very willing to share it with you, very intellectually stimulating culture, great work life balance, very positive and supportive office culture"
"401","Opportunity to help a successful company grow in an environment where respect for the views of others is paramount. Your work here will impact and be noticed by the financial markets."
"402","work life balance in decent. Benefits are good. Good place if your career is winding down and you don't want to be challenged."
"403","Good Environment with cooperative team members. Was part of the Quantitative Team"
"404","Great company with great people"
"405","Job security, work Life balance"
"406","Colleagues are generally collaborative, not as cut-throat as investment banking.  The company has benefited from an environment of low interest rates and high bond issuance."
"407","Good salary and benefits, great location and reputation. Some groups are better than others so experience depends on the group you work for"
"408","It's a place for work life balanced"
"409","Job stability, decent hours, nice people.you'll learn a lot. Not a great entry level job but good for the post-mba job or middle of your career."
"410","Moodys strives on its people, the people at Moody's are extremely smart but also down to earth. For the most part, Moody's has an open door policy and they love employee ideas that impact the entire company no matter what  level"
"411","Great learning opportunity
College-like atmosphere
Friendly place, mostly
Decent salary for a first job"
"412","Work from home flexibility via telecommuting, never get fired, diversity and employee resource groups are well established and great way to network"
"413","Wonderful learning environment! Great place to work, great work life balance, and wonderful location."
"414","I’m thriving since leaving. My new company has already incorporated several of my ideas for strong Human Resource/Business partnership."
"415","Good work/life balance, ability to telecommute"
"416","If you like being insulted for your extra efforts, Management delivers trinkets at your desk telling you to “hold in there” and hosts “cupcake socials” so the ""haves"" can meet the ""have nots"" that do all the work for garbage pay, in comparison to similarly situated colleagues in other companies."
"417","Interesting work, colleagues and team work"
"418","Overall work life balance is good. Stable company."
"419","Flex work environment, great people to work with and good resources."
"420","work life balance is very good. people are also very nice"
"421","Most of my coworkers are very intelligent. The hours are good. The compensation is fair. The firm has a great reputation. Good place to become a big fish in a small pond."
"422","- Great place for credit training
- Nice people and working environment
- Good amount of training offered"
"423","Since the Global Middle Office is pretty much looked down upon by Analytics, IT, and every other team at Moody's, they hire only people in their 20's to make the culture seem fun. 

Vacation days/personal days, very lenient

Managers really don't care if you miss days as long as the works get done"
"424","Very friendly environment. There's a lot of access to knowledgeable people willing to listen to and share your ideas with."
"425","Good brand to start the career"
"426","Learn about debts and how companies manipulate them. Also learn the business process within moodys. Work with a lot of different teams"
"427","Good Leadership, Encourage you to move around within the company"
"428","Senior level exposure early on, good benefits, work that impacts the market, hours that won't kill you."
"429","Good work life balance and flexible career mobility.  Big advocates on diversity and inclusion."
"430","Great work-life balance and benefits."
"431","Good internal mobility, collegial culture"
"432","This is a bittersweet review because I truly loved the company.  Here are a few reasons: Smart people, international, great learning programs and an interesting company to work for with some brilliant lines of business and a lot of great people.  BUT ..."
"433","The company carries a fantastic brand, Work exposure"
"434","Great company, and more importantly they have a great work/life balance. Managers are very flexible in terms of your out of work obligations."
"435","Nice work environment. A good place to learn."
"436","Good work/life balance, reasonable hours, flexible working encouraged, management's focus on promoting diversity & inclusion, collaborative culture, respect for individuals' view points."
"437","Stable company with opportunity for growth, good work life balance and friendly colleagues that are willing to help out. good management that communicates with analysts"
"438","If you get a good manager, you will be able to really use the company's flex time."
"439","Well established financial firm with offices worldwide."
"440","Overall good work life balance"
"441","Moody's is a Great place to work with a good focus on work life balance and benefits. I've had the privilege of reporting to excellent managers."
"442","Work environment,Work environment, Work environment"
"443","Excellent benefits and work-life-balance; access to senior management is very good. Sky is the limit if you are self-motivated and a hard-worker."
"444","Reasonable work-life balance; mid-level managers and analysts very good at their jobs; few market competitors. Decent opportunities to move around within the firm."
"445","1. Pressure is low relative to other jobs in finance
2. Hours are generally nice and management is accommodating.
3. Friendly environment among colleagues. Good environment for learning."
"446","1. Good medical, vision and dental benefits.
2. Professional environment and impressive facilities.
3. Headquarters in the heart of the financial district.
4. Compensation is market value or better.
5. Thorough preformance evaluation process."
"447","The benefits to assist with the work/life balance"
"448","Some groups work great together while others work in their own bubbles."
"449","Work life balance is good"
"450","- You will work with some truly brilliant people, who will inspire you, challenge you, be great debate partners and make you want to turn up for work each day.
- It's probably a known fact that you won't earn quite what you might at an investment bank working at Moody's (although the pay is decent and the bonus is all cash, equity being separate) but you will learn loads and get exposed to complex work and senior... stakeholders early on.
- Moody's has a real commitment to Diversity and Inclusion, and they have made huge strides in this area in recent years.  It's a very international business so you'll always year a mix of languages and the buzz of the cultural mix is an integral part of Moody's culture."
"451","team work,nice people, great work culture"
"452","You will have the opportunity to work with smart and well prepared professionals."
"453","Talented colleagues
Good work life balance
Great benefits package"
"454","Great work-life balance, decent pay for hours worked, very open environment"
"455","Close to subways & path station
If your house is about to foreclose, Moodys is better than begging on the street."
"456","great location , competitive salary"
"457","Flexible work hours, friendly culture"
"458","emphasis on team work and relatively laid back culture"
"459","Colleagues are friendly and generally willing to lend time to help others in learning more and becoming better analysts. At its best, when your manager knows how to manage and communicate the needs of the team to senior management, it is a great place to work.

Although there is a lot of admin, Moody's makes an effort to give you opportunities to learn new skills and develop."
"460","Good hours, work life balance in certain teams"
"461","Moody's greatest strength is also its greatest weakness, the atmosphere is laid back (most senior people clear out by 6pm), and the business does well in the current economic environment (job security). Other perks are the office is very modern, people are nice, and the company cafeteria is inexpensive and fairly good.  Moody's spends a lot of effort to promote diversity and is very LGBT friendly."
"462","GOOD WORKING LOCATION and others"
"463","Stable company, good salary and networking opportunities"
"464","Great work culture, generally smart, hardworking colleagues"
"465","Work/life balance is favorable; one of few places to learn credit; junior staff are given opportunities"
"466","Good benefits and bonus structure, at least it was when I was still there. Relatively stable"
"467","Great atmosphere. Love the people I work with. Good vacation days. Good benefits.  Nice bldg."
"468","Work culture friendly; most staff are down to earth yet capable; able to achieve work life balance and it is ESP gd for women"
"469","Great Corporate Culture. 9-5 office hour. Colleague are very friendly.  Great Benefit."
"470","Nice people to work with"
"471","nice atmosphere 
great people
high pay"
"472","Best in the industry of Financial Research/Analytics"
"473","Great environment. Good balance. Nice people."
"474","Good working environment and a lot of flexibility for devlopers"
"475","Decent work-life balance
Ample room to assume responsibilities outside of normal role
Stringent process on rating assignment and research publication
Flat organizational hierarchy and collegial environment
Great amount of deal flow to obtain exposure in the rating world"
"476","Great learning opportunity
Great work environment
Great work/ life balance"
"477","One of the best places to work at. Very good work environment. easy to maintain work life balance. good scope of advancement."
"478","Big business that operates like a family owned business in that everyone seems to know everyone."
"479","Excellent culture
Work Independently
Flexible hours
Family friendly"
"480","plenty to learn in credit risk and good work life balance"
"481","Good growth opportunity at initial level
Good Learning"
"482","Good appraisal good on the job training"
"483","Culture,people, diversity,good work/life balance, many opps for professional development"
"484","People are super nice and friendly; you can learn about their business by asking around if you want. Very stable business."
"485","Understands their shortcomings. Earnestly looking to standardize processes globally."
"486","Associated with moodys group so one might get a chance to interact with some knowledgeable staff from there"
"487","A Good life work balance"
"488","Access to management teams, great people to work with and for, good offices."
"489","Nice environment, close to my home"
"490","The work culture was very relaxed, people were very willing to help and was a good learning experience."
"491","Challenging environment where the level of responsibility you are given is dependent on the work you do. Same goes with promotions. Very fair system.

Work is interesting. Vital to credit markets and highly esteemed. The reason for this is that you are working with intelligent, capable people. There are ivy leaguers and all management has a graduate degree. it is nice to work alongside smart people.

Excellent... work life balance for Wall Street.

Attractive compensation given that one could get work done between 9 and 5.

Attentive management that listens to its employees and acts on issues.

Management activel encourages mobility both across sectors and geographies. They are very pro-maternity and have several groups that deal with other groups issues such as glbtqa and veterans.

Management tries to make your life easier. Holiday bashes and limos home after 8 and a great cafeteria. They just want you to do a good job and your frontline management is willing to invest in you."
"492","Relatively regular business hours. Training is okay. Health insurance and benefits are okay. Leadership made some sort of effort. The working atmosphere was not completely horrible."
"493","New level of transparency of available opportunities within the organization. They understand the best employees are loyal ones and encourage mobility.  Take advantage to the many ancillary benefits outside of Medical & Dental - 401k Profit Participation, ESPP - Emp get 10% discount on stock purchase and the stock has done well over the years.  Educational (Tuition/books) Assistance, Employee Assistance Programs:... Elder care & planning, emergency childcare, etc."
"494","Stable environment
Good career progression
Professional and pleasant colleagues"
"495","In some account work life balance is good. Office culture is ok type. All the legacy employee is at top level and living a retirement life here. Good for older experience guy, come here and chill!!"
"496","Smart people, great training, quality of life"
"497","good work environment, job is stable"
"498","It is good learning environment"
"499","You have the possibility to take a lot of responsibility from entry level.  
Good professional networking experience (Rating visits with senior management). 
Access to all kind of professional trainings. 
Great indipendency (you can work from home, get in and get out the office whenever you want)."
"500","Very good company. Good work-life balance and benefits and other perks. The company has been doing great financially for years."
"501","Molto professionale, diversità dei colleghi, buona cultura del lavoro, buon equilibrio vita-lavoro, ambiente internazionale"
"502","There are many companies that try to sell their great values etc. Moody's actually is a nice workplace with nice people, culture and great atmospere and relatively good work and life balance"
"503","Well established Corporate structure and clean environment."
"504","Great work to life balance"
"505","Best place to work with."
"506","Very multicultural firm
Flexible working hours and possibility to work from home from time to time or from different offices if you´re travelling
More relaxed environment than in banks (colleagues are nice and not very competitive as in other sectors)"
"507","OT eligible, nice workers, changing environment"
"508","-ability to interact and learn with senior level analysts
-internal mobility makes it easy to explore opportunities 
-work hours 
-modern and inviting working place"
"509","Highly intelligent colleagues. Teamwork is emphasized throughout all departments, encourage continuing education. Comfortable work environment."
"510","Relevant experience in the field"
"511","Smart people
Good managers
Relatively flat organizational structure"
"512","get to work on good number of clients. The culture was ok before Copal partners destroyed it. Penny pinching on trivial issues. Penny wise Pound Super foolish."
"513","Eager to be at industry standards (salaries, technology, financial writing, benefits, etc.)"
"514","Good work life balance, great colleagues and interesting work. Unparalleled access to markets and leadership."
"515","Could not find   any."
"516","Great Learning environment, Great People to learn from"
"517","People are actually really nice, compared to other financial sector companies. Work/life balance is very good."
"518","Clear corporate mission.  Outstanding access to ""C"" suite management. Investor relevance and impact."
"519","Good work balance / good smart people"
"520","good work-life balance, intelligent people"
"521","Benefits, great poeple, great location, no micromanagement."
"522","Good salary, opportunity to learn"
"523","Fancy title makes you feel good about yourself at the beginning, Flexible Timings and a few friendly people, Work Environment and culture makes it a good place to work.But when you are not satisfied with work then the environment doesn't matter"
"524","This is a company that cares about it's employees, you will never see anybody yelling at anybody, everybody is very friendly regardless of rank. Considering the material you work with you learn a lot, and since it is always current it is very interesting."
"525","probably the best work-life balance in financial industry"
"526","Great company would definitely work there again."
"527","Managers are generally respectful of work-life balance; co-workers are amazing - friendly and intelligent; Community Service is encouraged"
"528","Smart people, good conversation, alot of support"
"529","Good work/life balance, Nurturing environment, Few good mentors"
"530","Great place to learn credit analysis at a depth few will every experience in their career."
"531","good pay with great hike and benefits."
"532","projects are interesting and familiar"
"533","Good work life balance and great hours"
"534","Diverse learning, good bi annual appraisal policy, good if one is willing to sacrifice social life or family life..suitable if you like copy and paste work"
"535","Great team of individuals. Individuals are willing to help you"
"536","the only good reason is that you can be a part of one of the big three credit rating companies."
"537","Gain valuable experience
CFA sponsor
Broaden your Knowledge"
"538","Good benefits once you become eligible."
"539","Strong presence in the market, benefits are decent, easy hours (9-5), good to have on resume."
"540","Some team and some managers"
"541","Generally a positive working environment"
"542","Very friendly environment. All colleagues very willing to help. Great work and life balance."
"543","Bi annual appraisal is the only motivating factor through which Organization is able to draw candidates' attention."
"544","Collegial environment with very manageable work-life balance, smart dedicated colleagues, quiet atmosphere masks the large amount of work being done, highly diverse workforce.  If you are interested in credit - and you should be"
"545","Relatively good work/life balance, not a highly pressurized environment = somewhat thoughtful colleagues, good office space at a central location"
"546","salary hikes are semmi annually , so thats somehow encouraging"
"547","Great People to work. 
People who joined with good title and pay would like company more."
"548","The benefits are pretty good. Work-Life balance is a positive. Employees sneak out early on Thursdays and Fridays to take long weekends."
"549","Laid-back atmosphere, lots of diversity"
"550","There is a great work/life balance"
"551","Good exposure from across sectors"
"552","-good internal technical training to ratings and capital markets
-personal development of multiple skills (legal, analytically, reporting, collections, accounting) as account managers have to deal with each area at some point
-access to senior managers at companies and banks
-good for establishing business network"
"553","Bi-annual appraisals and yearly bonus"
"554","its big reputation makes it looks good on your resume. Promotion is all about projects. Career path is not as clear in here. However, it depends on your position."
"555","Flexible work hours.  Office culture."
"556","Great work enivorments 
Got a chance to learn"
"557","Good work/life balance
Good place to learn fundamentals of credit analysis & an industry/sector
Great coworkers
Fun work environment"
"558","Loads of learning. Even after my first two years with the company I am still learning something new every day. Give you a full flavor of almost all the financial products."
"559","Sehr interessante Arbeit auf höchstem Niveau mit klugen Leuten. Man lernt jeden Tag nützliche Dinge!"
"560","Great entry level job for finance grads coming out of a non core school
Not much redundant work. Analysts want you to be heavily involved in the credit rating process"
"561","Good Work Life Balalnce. Work is not very hectic."
"562","pays well, good work life balance, senior management is committed to the company and improving our market presence,"
"563","The company is global and offers areas for expansion.  Mostly in the financial industry."
"564","Meeting with high level company officials
Just above average salary
Access to great industry and company analysis through presentations of companies and their consultants (although it us of no use in day-to-day work, as only superficial analysis is performed)
International team"
"565","good exposure to analysis, lots of responsibility"
"566","There was significant interaction with colleagues across the globe and the privileged position Moody's enjoys enables you to develop a great understanding of the markets you cover."
"567","Work-life balance is good at the company"
"568","Good Culture
helpful colleagues
understanding seniors"
"569","Moody's is a very nurturing environment. The ratings agency treats its interns well and heavily encourages them to network and learn about the other sides of the firm."
"570","Good work-life balance. Team-oriented culture. Managers are usually responsive and accommodating to concerns or goals of analysts. Good career development opportunities for those that take initiative. Managers are respectful of your life outside of work."
"571","Looking to improve the efficiency of the business"
"572","work life balance is good"
"573","Good professional environment, experienced people, listening to everyone's views, good learning opportunity as decisions on ratings are indeed based on professional aspect rather than politics as elsewhere"
"574","Good Opportunity for Beginners and learners"
"575","I'm an associate analyst at moodys and its a pretty cool place to work. you get exposure to a lot of company execs, bankers, and you can really develop a good network. they have good capital markets training.  
I know people complain about the comp, but i actually think its pretty good if you come in from the outside.  there are several AA's in the 110-125k all-in comp range"
"576","work/life balance is the best you will get in finance while working on deals
people are friendly and approachable
can learn a lot if you take responsibility for your own development
access to executive teams/bankers, although you can't ""network"" with them
if you want to learn a lot you can, if you want to just coast you can"
"577","My team are all extremely knowledgable in their subject areas.  There is a good sense of team work and my opinions are sought after and listened to.  It is a very multicultural organisation and I am able to use my language skills both internally and externally."
"578","Access to senior management of firms"
"579","Very much depends on the team you work in as literally every team is different (in terms of hours, work approach, mentality, etc) so make an assessment at the interview stage, BUT generally there is a sense of teamwork, you get exposed to individuals with 20  years of experience, work daily with those who have 10  years. The environment is very diverse with employees from all over the world. Work life balance is... still there (apart from couple employees who like long hours) and the additional benefit of business travel is immeasurable as you really get exposed to top management at a very early stage of your career and build your knowledge and confidence quickly. After 1.5 years I was receiving about 5 calls a week from headhunters so the Associate Analysts from Moody's are sought after, and those who were the best quickly left - so the name Moody's very much matters which is another plus."
"580","It is a good place to start for graduates and people with low skill"
"581","Compensate well & working here will help you to learn time management"
"582","I think your experience at Moody's depends on who you work for and what you do.  As a member of the IT department,  I am very satisfied with my salary and bonus this past year.  I also have a very good manager that recognizes my contributions and challenges and promotes me to upper management.  I feel very comfortable speaking my mind to all levels of management which fosters a feeling that I am really contributing....  Also,  with all the personal days and floating holidays,  we get basically 4 weeks vacation,  our 401k and retirement package is great.  Health benefits are very good.  Promotions are based on merit and not time served which is nice.  Alot of flexibility in working from home.  Very socially progressive company"
"583","Reasons to work at Copal Partners are very few. It's a decent place to do your first job, because it prepares you for almost anything you will face in subsequent jobs. Having said that, a number of people here are really nice; if you manage to make some friends, you can have a good time."
"584","- always up to date information from different industries and companies, which is good.
- good place to start financial career
- you will learn to work in team (in other words, there are so many people and some are really tough to manage)"
"585","good semi annual appraisal so go for it"
"586","The do a good job of having corporate activities in order to keep everyone involved and upbeat."
"587","growth and lots of good projects to work on"
"588","High stability and effort to keep employees developing within the company"
"589","Copal Partners is a meritocracy, with a lot of smart people around you. The work is fast paced and good but highly variable based on the team. Flexibility to take on new new projects is encouraged and rewarded."
"590","Atmosphere is collegal and enjoyable"
"591","Good work/life balance. Good mentoring."
"592","No pressure, a lot to learn, mau trainign offered to employees, good salary packages compared to the workload, a lot of internal burocracy / compliance"
"593","Very diversed work force and very intellegent discussion on credit & its implication"
"594","it offers rotation to other fields."
"595","- A Stable company
- Only one major competitor (S&P)
- Ratings are needed and will not likely go away anytime soon
- As an analyst you will participate and vote on many different and interesting ratings
- Good entry level job
- A laid back atmosphere"
"596","Hours usually not too bad. Most people are pretty cool."
"597","Good salary and learning experience"
"598","Only good thing is salary - two appraisals in a year"
"599","semi annual hike. 
Good exposure to investment banking"
"600","- Good exposure with senior management
- Plenty of work to do"
"601","Job Security, decent benefits, work life is good"
"602","Six monthly appraisals are the only reason people join Copal"
"603","none, none, none, none, none"
"604","work-life balance 
reasonably priced cafeteria food
big name in the street"
"605","Upper management is very engaged with the line of business. Employee development is strongly possible for hard workers. 
Hard work is valued."
"606","Collegial work environment, friendly and knowledgable colleagues, pretty good work-life balance given pay"
"607","Work life balance; fascinating issues at crux of financial system; culture is relatively collegial."
"608","Great on-site training, good to have on your resume"
"609","Great stable, profitable company (rare today).   good place for someone right out of school.  Opportunity to learn about deals/transactions at a less than banking hours, but you get less than banking pay (in exchange for stability)."
"610","Significant exposure to many departments."
"611","a lot of things you can learn. it is good to a new entry level person. a lot of opportunities."
"612","Great job security.  Reasonable flexible around work/life balance, working from home when needed, etc. Analysts have good visibility to the market, and can land well. Your experience is highly dependent on which team you land on."
"613","Generally friendly people
Intelligent managers. Senior management is smart
Good work life balance
As an intern, opportunities to take on challenging and important projects if you're lucky"
"614","Nice people for the most part; great hours for the most part; rarely had to work too late; good work-life balance"
"615","Depending on how you like to work, Moody's has a culture where almost everyone at the mid-level and up gets an office. In general people leave the office between 5 and 6. Pay can be good for the level of effort required.  Travel is very minimal."
"616","Good environment, great learning experience"
"617","Good people, like the work"
"618","Flexible hours, some semblance of work-life balance"
"619","Very good initial learning. Gets monotonous with time...learning ceases
Diversity of work"
"620","Good Exposure of Financial Research"
"621","Salary may be the point"
"622","Good place for freshers to learn, good renumeration, decent exposure to clients, great team spirit amongst peers"
"623","It is a very good start for someone who wants to get into the Financial sector, as Copal offers a diverse platform into various financial domain like Investment Banking, Credit Research, Equity Research and also to get attached with Moody's"
"624","Good and fast learning
Cooperative colleagues
Fast growth
Very good pay master"
"625","Starting platform.
Learning.
Knowledge of financial resources.
Moody's group."
"626","Good colleagues and relatively stable employment"
"627","Excellent learning opportunities, you build up speed and accuracy in Excel and Relative valuations very fast.
Instant recognition for the strong performers, they grow like anything
Generally good teaming among employees"
"628","Although, this is my first job, Copal Partners is very fair to me, I have been give a lot of responsibility in no time and handsome salary hike"
"629","Good side information and volunteer opportunities"
"630","Describe some of the best reasons to work at Moody's - Good location."
"631","job interest
life balance
good formation
diverse team"
"632","Depth of credit knowledge and deep domain knowledge"
"633","They have created a good brand for themselves and is a recognised name in the industry. Clients are also well known"
"634","Some excellent managers, low-pressure work atmosphere, high-profile clients, reputable brand name, great benefits packages, large company with many groups and job functions so moving around is possible."
"635","good benefits, is a stable company"
"636","1. Part of Moody's Group
2. Best work in Investment Banking research/analytics
3. Salary hikes in every six months"
"637","Good learning
Very good brand
Rapi career advancement"
"638","you get ample opportunities to work and enhance your career prospects if you have a good relationship with your seniors"
"639","Different from a sales type of job, you don't have much pressure to pursue a market share or profit. Workflow in general is controllable."
"640","Provides equal opportunity and transparent management to employee relationship."
"641","Good colleagues and relatively stable employment"
"642","International presence, access to senior management, access to regulators, international opportunities"
"643","Nice work environment. 
Work life balance pretty good overall."
"644","Your experience in highly dependent on the competence of the senior analysts you work with on a daily basis.  In general, most analysts are extremely knowledgeable and you can learn a great deal from them."
"645","Good work-life balance, friendly environment, smart people"
"646","I am surrounded by smart and intelligent people."
"647","- Good work like balance
- If you are efficient you can leave at a reasonable time
- Pretty standard hours for a finance firm for Business Analysts (9-5)
- Pay is ok.
- The building is very modern and clean.
- Slow-paced environment (if you like to take it easy because you refuse to be challenged and like to become complacent, which appears to be the case for roughly over half the people here)"
"648","The envrironment is respectful and pleasant."
"649","Very intellectual, excellent learning opportunity, analytically rigorous, breadth and depth of experience, good work life balance for senior analysts asdf"
"650","Work and life balance..friendly colleagues"
"651","Good Work/ Life Balance
Alot of responsability early in one's career
Job Security
Higher Base Pay
Nice offices
non-cut-throat environment"
"652","- Good work life balance
- Most people work only until 5
- Vacation days are easily approved
- Good benefits"
"653","There are Good Opportunity at Moody's."
"654","Great learning opportunity from very knowledgable people"
"655","Lot's of free time, almost everyone leaves at 5pm, you can take as long as you want rating companies, a really chill place to work if you don't want to be particularly challenged."
"656","Structure is very flat, was able to talk to a lot of people from associate analysts up to senior management 
Received encouraging messages from management
Horizontal movement is easy
You learn as much as you want, or as little as you want - internship experience is defined by individual candidates, not groups or managers"
"657","Moodys is very involved in the community and has a good work life balance.  Although resistant to change, at least you know they ways are consistant."
"658","Moody's highly supports employees to advance their careers. Moody's is very collaborative, team oriented culture."
"659","Good work atmosphere, fun colleagues"
"660","Great place to learn and grow"
"661","Good training, interesting credits, lots of exposure to credit analysis"
"662","Moody's fosters a very collegial environment"
"663","Very intelligent peers with a somewhat academic environment in which to debate credit issues.  Highly conducive to producing high quality credit opinions when we have the right calibre people."
"664","Training in credit is top notch in the industry."
"665","good quality of training;
good work-life  balance: 9-6 are the usual hours;
nice colleagues: a multicultural environment with smart people around."
"666","a good place for starters and ready-to-retire"
"667","relax, casual working environment.  good benefit."
"668","great way to learn about credit"
"669","Moody's has excellent work environment with a very reasonable work life balance. There is more co-operation than competitive environment. The company is growing with sufficient scope for moving up. Most of the positions and promotions are filled based on meritocracy, and not based on favoritism."
"670","Academic atmosphere, smaller company, lots of work flexibility"
"671","Moodys is a great place to learn a whole lot about financial/capital markets.  It operates very much like an academic institute, but this truth is contingent upon the exten of your position.  Analytical roles will teach you a whole lot more while middle to back office roles will have much less exposure to the intellectual arena within the company.  This is a fantastic place to begin or refocus your career, unless... you want to stay for 10+ years to find any sense of true career accomplishment."
"672","Moody's has a good name.  Their benefits are very competitive.  Bonuses are based on company performace, therefore there always exists a potential to bring home a nice amount.  Moody's tries to keep their employees well informed of company developments."
"673","Highly educated staff,  excellent team,
willingness to work hard
Unwilling to pay or recognize team for their effort
Highly political and play ""dirty"" when it serves them.
Do not believe HR says - they will lie to get you in and won't deliver on the process.
Stressful environment.ompetent team"
"674","Good exposure to high profile works even from junior level. Allows you to learn a lot under relatively less time-constraint environment."
"675","~Great work environment and benefits
~Opportunities to learn through company initiatives
~Incentives to continue education
~Good coworkers and teams"
"676","Good balance between work and life; people are generally nice."
"677","Good working time, stable business. I have been working there for 3 years and it was very stable there. I liked it"
"678","-great hours-- typically you can get away with 9-5
-decent pay for hours
-clear career path"
"679","Work life Balance is very nice"
"680","Pre-reorganization, compensation/bonuses/stock options were real perks for the hard working folks who got them.  Benefits packages available were generous and flexible, including HMOs, POS, etc.  401K plan with matching employer contributions.  Compensation in the form of extra 401K matches and bonuses were proportional to individual and corporate performance.  Most coworkers had no plans to leave the company. ... Tenure of most of the employees I worked with was 10+ years, some lifers.  Severences packages were good to generous."
"681","Good/great benefits
Good place to learn
If you work on a team that reports into a strong manager (competent, advocates for his/her employees) you will have a good work experience."
"682","- Friendly and knowledgable coworkers
- Get to work with bankers, lawyers, and senior managment of various companies
- Very good work life balance
- Work receives high visibility in the credit markets"
"683","Terrific opportunity to get training and get expertise on fundamental credit analysis and other important communication and relationship building skills as part of the credit rating process. The collaborative environment and collegial/cooperative environment is one of the best reasons to work here."
"684","The salary is ok. The work hour is flexible. No overtime usually. No much pressure. Most of coworkers are friendly"
"685","Pre-reorganization, compensation/bonuses/stock options were real perks for the hard working folks who got them. Benefits packages available were generous and flexible, including HMOs, POS, etc. 401K plan with matching employer contributions."
"686","Collegial atmosphere among analysts; mentoring of junior analysts generally good but depends upon the competencies of senior analyst; analytic work environment leans toward professional academic with very good coverage and rigor in fundamental credit analytics training program.  Analytic work load is generally split with Associates doing first the number crunching, moving up to the heavy lifting on fact checking,... and if track record is good to providing the bones of written analysis, along with input to rating decisioning committees."
"687","Big Brand would be the reason why you want to work there, plus very Good People around, also, there working hour is reasonable"
"688","-Collegial environment
-Senior analysts happy to help out juniors
-Academic approach to credit analysis
-Exposure to lots of different aspects of the business if you just ask for it"
"689","Benefits are good. Used to be great place to work - not anymore..."
"690","The work/ life balance is good compared to other companies."
"691","Great people, intellectually rewarding, supports independence of thought and unbiased opinion, decent work-life balance, much improved senior management, more strategic direction, good focus on customer service and ""getting the message out""."
"692","work and life balance, very comfortable work environment. management always open to feedback and suggestions. Reputable company from which one can learn a lot."
"693","- Great work life balance
- Good benefits
- Opportunity to meet senior executives of covered companies if you are in the ratings side
- Good name to have in resume
- Access to a sea of research materials and models if you want to self-learn"
"694","- Exposure to virtually all asset classes in the debt markets, if you have the initiative to learn;
- Access to senior management of companies as an insider;
- Work/Life balance is possible (but it may take you longer to get promoted -- if at all -- if you choose to work 9 to 6, particularly since the credit crisis);"
"695","It's not as stressful as working for an IB. Although work is still plentiful and the hours are still long.
People are respectful and courteous.
Can balance work and life.
Good place to learn and develop skills."
"696","To learn the basic credit skills
Some banks like people with rating agency experience
Good exposure as you can meet many companies
Except peak season, normally most staffs can left before 7-8 pm"
"697","1. Great intellectual environment.
2. Honesty in internal credit decisions
3. Democratic debate on credit ratings that are assigned to issues that are rated."
"698","This is a great learning experience, especially for someone at the start of their career. 
At Moody's, everyone has their chance and you will be given exposure right from the beginning which is not always available in other companies"
"699","Great people, benefits and work/life balance"
"700","The people are generally great to work with.
The work is interesting and you can learn lots if you have the right manager."
"701","- Stock options
- promotion opportunities
- senior management
- benefits
- employees
- state-of-the-art building
- bonus opportunities
- vast organization"
"702","You get good exposure to issuers and their management. Some good lead analysts who help junior analysts develop their fundamental credit skills."
"703","Good balance between personal and business life, though may depend on resposibilities
No unneeded pressure, good place to retire
There is some space for professional growth or even career change
They pay for training courses"
"704","Moody's is a great place to gain experience and build on your skills, the company is reputable enough to impress recruiters reviewing your resume; and all positions come with free on demand training courses for certain areas of your position."
"705","Very relaxed environment--sometimes too laid back. Can get boring at times during slow stretches. Great work-life balance. never feel like you're stuck in the office for too long."
"706","Good People, good benefits and compensation"
"707","Moody's is a great place to learn and the knpowledgel that is obtaind from working here can be a valuable asset for other companies"
"708","My direct manager made my time at Moody's definitely more valuable. Due to her mentoring I was exposed to different aspects of the company and my role in the department. Salary was average. Senior Management accessible."
"709","- Good work/life balance
- People are nice to work with
- Senior management is accessible
- Pretty flat structure"
"710","Good balance work between family life. It is an interesting place to work. Analysts get a high level view of the industries they follow."
"711","-Usually there are no long hours
-promotions are given in a short time
-relaxed atmosphere
-senior management is easily accesible"
"712","Work/Life balance is not an issue. Hours are quite reasonable. Pretty stable environment without fear of getting caught in a across the board layoff-Good Job security

Senior mgt is very accessible and keeps everyone up to date to company/industry developments"
"713","Moody's offers a good life and work balance, managers are normally respectful of this. There is a exchange of knowledge, and colleagues are usually available to help. It is an intellectually challenging job that gives the possibility of developing a real knowledge on an asset class or a market. The job security is also pretty high. REdundancies only occur in case of big restructurings, it happend at the end of 2007."
"714","-Great work/life balance
-Good benefits
-Good place to start or end a career, not progress your career midway"
"715","Intellectually challenging environment
Provides exposure to a wide variety of constituents - media, seasoned institutional investors, senior ranks of rated companies, investment bankers
Still a good name to have on your resume
Quality and collaboration of employees is generally good"
"716","It is a good place to learn credit analysis especially on fundamental side (corporate credit) and learning how managements across the coverage spectrum thinks and operates since you have access to senior management at the debt issuing entities.  Work life balance is also satisfactory here."
