,cons_page1
266,"The main problem is regulation and the administrative burden that comes with it and which means that you will find yourself spending 25% of your time on admin tasks (as an Associate Analyst). Also a lot of senior/lead analysts are not motivated at all. They are paid very good money for their (sometimes limited) knowledge and they seem to treat this job as a retirement holidays with business trips abroad, while being... over reliant on junior staff - on one hand this is a great opportunity to learn for juniors, on the other you may find yourself doing literally everything while the analyst is 'working from home' and signing his name under the research paper which you wrote entirely yourself (again though this depends on the team and sometimes you have those teams where the senior/lead analysts do everything while you just update excel data, which must be extremely boring). In my case it was very demotivating. IT systems are also terrible so you will often not be able to work smoothly, and I will not even discuss how unintuitive they are.

If you are a lead/senior analyst I see very limited number of cons as you can largely dictate your own pace of work, delegate boring/low-value adding tasks to juniors who are assigned to you, have limited responsibility as it is always the 'cttee decision', so if money is ok I would always go for it."
267,Stop getting involved in influencing rating outcomes and rating assignments - your job is to manage people and create teams of individuals who can handle it (hiring in the banking department those who failed in structured finance after the crisis is NOT the way to go).
268,"Technology is slow but improving
Career advances take long"
269,Promote from within more often. Too much turnover at associate positions
270,Sometimes the work is not challenging.
271,"don't expect innovation or creativity at a rating agency, very conservative organization, quality of personnel varies greatly, a lot of people have never worked anywhere else and it shows, very siloed organization"
272,Bring in new blood.
273,"Very difficult to get management to listen to workers concerns.  In addition, too much outsourcing of work!"
274,Listen to your employees.
275,"Rather primitive work, as scoring formula does most of the job. Routine, takes almost no effort to do the task according to all the rigid guidelines. Rating change triggers are set arbitrarily. Generally, for all the decisions a VP can't find the explanations there is a usual ""this is the professional opinion of our analysts"" answer. Behind this generic phrase often lack of understanding and basis for decisions. A... lot of bureaucracy.

Some management staff are arrogant people who think they are the most smart people on earth, yet lacking some basic knowledge of corporate finance

Virtually no career growth, people sit there 6-7 years on the same associate position"
276,Learn to hear its employees. Be more open-minded.
277,"limited upside potential, NY office controls everything - hard to get noticed"
278,"I've never come across an organization which is so needlessly political. I think the company could give many investment banks a run for their money when it comes to internal politics. The nature of the credit committee process also fosters an environment of criticism and one-upmanship which doesn't help. Additionally, you're constrained by reams of senseless bureaucracy and process inefficiency which makes doing... your job harder and less enjoyable that it should be."
279,Promotional opportunities can be limited
280,"Invest more in training
should have better infrastructure, 
pay structure can be better, 
very high attrition rates"
281,"Moody's is a flat organization, and I've heard that advancement occurs very slowly. The internship structure, however, is not very standardized. The internship experience across different groups can highly vary."
282,Overall Internal Maneuverability is limited
283,not a company for a long-term perspective as no social life. AND LATE SITINGS FOR SHOW OFF OF WORK.
284,"-being promised career development but never keep it
-no reward for hard work, instead internal politics are benchmark for promotions (not expertise or experience)
-expectation from Management to staff far above the actual job description and skills r"
285,"Keep what you promise, value your staff and meet them with respect. Urgent need to change management style and trust your staff' abilities and skills. Management prefers to stab their own staff in the back instead of standing up for their staff and strengthen staffs esteem internally as well as externally towards clients. STOP micromanaging people who have more clue than you."
286,Nothing...every work adds something to your knowledge
287,Should judge employees with 360 degree approach
288,financial data analyst is very repetitive job.
289,accelerate the speed of training new generation.
290,Promotions.  Compensation. Name value.
291,None. All good about copal partners
292,"Same recognition across associates who work hard and those that come in at 11am
Terrible technology
Sometimes can get bogged down with too many low value add work"
293,Its is too busy most of the time. Leaving in time and leaves are a big issue. HR is week in terms of employee engagement.
294,Behave like a bigger entity. Your biggest assets are your employees and not your clients.
295,Die Bezahlung ist für die Branche ein bisschen niedrig. Sehr niedriger Bonus. Es wird wenig für die Motivation der Mitarbeiter getan.
296,Most managers and office culture
297,Micro management in some teams leads to a poor office culture
298,Very rarely do employees get promoted even after many years
299,"Everyone seems to be looking to leave, so promote the employees you want to stay"
300,Very conservative approach to new projects and new ideas.
301,Better communication would be helpful from upper management. Consider being more aggressive in company-wide projects and industry mandates.
302,Very Poor Management; a lot of Favouritism; No work life balance- even if your work is up to mark and you are not stretching beyond working hours that means you have failed to deliver; Unrealistic Targets; everything is urgent; not at all employee centric company- employees are considered as slaves and get no appreciation for good work
303,"There is always so much work to do, and pacing yourself is up to you."
304,There are no glaring high level issues to fix.
305,"It's ""too"" lax in the push to get things done, minimal voluntary turnover so quite a large old guard which is unwilling, often, to adopt new approaches/technologies"
306,"Encourage growth and not just by training managers but by giving employees practical ""transition plans"" to new roles / challenges; be proactive outside of just sales growth via Moody's Analytics but by refashioning the role of ratings in the industry - be a thought leader"
307,"flexible working are there, go in the office and forget about coming back"
308,"Senior management does not think highly about developers.
Frequent reorgs.
Promotion process and forced rankings."
309,"The job was rather dull as are the people, but they made it seem so much more interesting in the description and also during the interview.

The work culture is something of a facade. In the beginning, everyone seemed pleasant enough. After a couple months, I overheard some tragic stories of back-stabbing in order to make so-and-so look bad, etc."
310,Make sure your potential candidates are humane individuals. With morals of some sort. Any sort.
311,Technology is behind the times
312,Great place to learn credit analysis at a depth few will every experience in their career. (see title)
313,Keep of the work
314,bad management with lot of delays
315,"politics, time off policies, company values, time off"
316,not much to grow
317,So hard to promote and pay is below the market.
318,"Long working hours, bad leave policy, no employee engagement, bad cab facilities, attrition rate is very high, no personal growth"
319,Treat employees as your friends not your slaves
320,Low pay. Environment is too professional
321,"very unethical and dishonorable attitude of all the employees. The senior level employees think very high of themselves, whereas they think very low of their junior level employees. They have some kind of superiority complex. Very distrustful attitude towards their colleagues .There is no respect of others opinions and cultures. If by mistake you are appointed for a job in this company, be ready to face constant... embarrassment and humility."
322,i advice the management to constantly keep a check on such employees because they can easily take down  company's name.
323,"Bad working culture
Long hours
Immense workload"
324,Recruit young people
325,"Collegial atmosphere. Segmented, Staff tended to be a bit 'unfriendly'."
326,It would be helpful to be more inclusive. Staff should be encouraged to 'mingle' more often.
327,Promotions are only for those who play office politics and everyone leaves every other year in hopes of a promotion. Pay of salary is lower than the market.
328,"If promotions are a slow process, provide those with a bump in bonus."
329,"nobody take ownership/responsability
commercial side is jurassic"
330,"Management doesnt promote company initiative at times, work and life balance is not always managers concern, salaries are low, and promotions arent fairly given"
331,Respect work life balance and promote minorities
332,"Work environment, carrear development, and your hard work is not recognized"
333,"HR and Hiring managers  lie a lot at the timing of hiring. To attract experienced employees & new clients, they deliberately over-promise and show true colour immediately after on-boarding.
Run like a BPO (data collection) than KPO (analysis). Management lies in saying that they are into high-end research work
Job description and designations are deceiving - You might get hired as an Senior Associate Vice... President (SAVP) in Equity/Quants Research but all you end up is doing elementary data entry
The learning is close to zero and the managers do not encourage/support outside the box thinking
The managers suffer with inferiority complex and are living example of the theory of ""white mens burden"" they are of the perception that the guys sitting in New York are the God and they are always right
Loyalty (lack of opportunity) is rewarded with promotions. These leftovers control the place, add to cost, create nuisance as they get fancy job titles
They are in low-end business, laggards amongst peers, but still very arrogant towards employees due to opportunistic behaviour.
I don't see why people here need a management degree. This work can be done by a 12th passout with few weeks training."
334,"Keep it simple, if you need people for data entry say it clearly in the job description - there are people who want to do that.
Promising the world during hiring and then failure to follow up on employee requirements can't get long term buy in
Stop giving fancy designation its embarrassing for the employee.
Last but not least learn integrity"
335,"Switching within the company can be very hard if you have been there for less than a year, even if you are a great fit."
336,limited opportunity for promotion and career development
337,I thought the balance work life was great.  Especially the vacation days.
338,Tech is out of date; disorganized policies and procedures; no to little opportunities for advancement
339,Appreciate employee's work with better opportunities for advancement (titles and salary boosts are important for morale); update tech on a more timely basis (too many work-arounds that lead to inefficiency)
340,None at all. Very good internship
341,"inadequate training, compensation, slow promotion growth"
342,"promote internal leadership, training, compensation"
343,Limited growth potential and limited salary increase
344,Improve work-life balance
345,Work can fee a little repetative
346,"Vision less Senior Management
No Growth Beyong VP level.
Legacy Employees hold all the levers
Worst promotion and HR policies. Sycophancy is rewarded."
347,The Senior Management is in self conservation mode. Cannot think beyond saving their own jobs.
348,"work/life balance is only allowed for higher positions, highly competitive office environment, high analyst turnover, senior management plays favorites, hierarchically structured, very unorganized and much more"
349,Be fair to all levels of employees...
350,Ever increasing demands of compliance and administrative activities that cannot be downloaded to junior analysts.
351,Streamline processes and push down as much as possible to junior analysts.
352,"1.working hours from 9 am to 11 pm
2. You are not allowed to bring your cell to your work place .
3.even on  national holiday you will have to come office .
4.no com off will be given even you work on holiday 
5 if work is not challenging than they will make it challenging and will make sure you logs for 9 am to 11 pm.
6.alternate day  you will have one to one so that you will be fully tensed.

There are many... like this.If you want to experience hell pls join this company."
353,No use
354,"Political, slow career growth, Managers focused on protecting their seats and positions, not proactive."
355,"Become more dynamic, Face your issuers and explain your methodology in person."
356,Very few promotion opportunities internally and no established promotion cycle or criteria. You only get promoted when someone leaves. Salaries are well below par compared to banking. Technology is really outdated and you spent enormous amount of time dealing with IT problems. Very much hierarchical.
357,Increase pay if you want to reduce staff turnover and put a promotion policy in place. Invest in technology - you will save a lot of employee time in the long-run.
358,Information Technology Department remains weak despite many failed attempts to improve it over the years.
359,Advancement seems limited / isn't seen as intense
360,Not enough interaction with senior management
361,"Azienda rigida, senza grandi compensi, difficile ottenere promozioni"
362,Low pay for junior levels and slow promotions. Sometimes it reminds me of a public entity.
363,Compensation is lower than other departments. Promotions are hard to come by.
364,Your experience is completely dictated by who you work under
365,Worst timings and internal politics
366,"Very vertical structure with very few promotions
Lower salaries than in banking or asset management
A lot of administrative work due to high regulation requirements"
367,"Work-Life balance, no pay raises"
368,pay raises
369,"-very vertical hierarchical structure that makes it hard to run projects or make decisions
-comparing to other firms across the financial sector, the salaries are very low
-bonuses are very low as well"
370,The vertical structure organization makes it great to promote people but I am not sure if it very efficient.
371,Compensation is below market average. There are occasional bad apples which are tolerated based on their seniority.
372,"Only intern working in Asset-Backed Securities, internship itself was unstructured."
373,"Conflict of interest is a part of daily life. You are paid by those you rate, this is a business, and there is no way around that. 

The work is not rocket science. What you do is important for credit markets but you are not creating something revolutionary. Maybe that works for you but it nags me."
374,"Keep up the good work. Thank you.

Free up MD time for subordinates."
375,"Human Resources took forever to get back to me and the screening process if ridiculously long. Also, the culture -- ohh, the culture -- maybe it's because I worked in credit analysis (on the sale side) it was actually for Moody's Analytics but the people could not be more mundane and socializing was not encouraged. When it was, it was not exactly genuine."
376,Typical bureaucracy where much of your success will depend on which influential people you know who are willing to spend their capital on supporting promoting you.  Office politics often impede best decisions.
377,Put your ego aside and focus on getting the job done.
378,"Feels a little slow to react to change 
Career growth slows down dramatically at a certain stage"
379,"Management has created a process so that they do not promote people.
Promotion is based on L3, L4 internal certification and not on your performance. And passing is subjective and its in your manager's hand. 

Worst HR policy - e.g. in Jan you can take only 1 day leave so if you need more days than that will be loss of pay. 

Culture is same even after becoming Moody's subsidiary. Sycophancy is rewarded....

Most of the work is number punching without using brain, after sometime you will become machine.

My advice is that don't join this company If you really want to preserve your talent, confidence and self-esteem."
380,"Reward and respect the talent. Scrap the useless TDA department they are good for nothing. Streamline the promotion process otherwise, after sometime no one will join Amba- except freshers."
381,Regulatory environment distracts upper management
382,"clients are investors, not regulators"
383,low bonuses for the hours worked
384,There is a lack of upward mobility
385,"Poor senior management. 
The political games are more rewarded than merit.
Seniors use to download the responsibility to lower levels.
The high turnover generates a lack of continuity in the knowledge transfer"
386,Implement a performance rewarding system and be less adverse to the change in the senior management turnover
387,lacking cutting edge technology and a bit stereotype
388,"No work life balance
extra training"
389,Long working hours low growth
390,"Mobility, low salary,hard to enact change,a lot if regulation, inefficiencies"
391,"For regulatory reason, you might not get to do a lot of the ""real"" work as an intern"
392,Staff stretched very thin. Need better segregation of duties to appropriate departments.
393,"Non professional management . People still call seniors sir and generally wait for them to leave office before leaving 
Work is completely manual and repetitive , only instruction following"
394,"Do not hide information from clients , they eventually find out"
395,A Slow Pace to change
396,"Half a wall street job, and half a regular corporate job."
397,They've curated the brand quite well.
398,"low salary, bad management, That all"
399,"No Parity in packages
Average work culture
Monotonous work
No training in excel skills
Poor work life balance"
400,"Need to improve work culture
Increased training in Excel"
401,no real cons depends a lot on which group you work in
402,use more data based methods for ratings processes
403,Management not as good compared to other big companies. Promotion is hard.
404,Change in position very difficult
405,People have to work long hours sometimes; not so good work life balance but which is improving
406,Try to provide more diversified opportunities to employees; improve employees benefits
407,salary is weak for the industry
408,pay raises needed to retain talent
409,There is no cons right now.
410,"Vast range in pay scale at the same position.
Underpaid relative to other companies."
411,Promotions not easily attained. Only a few per year - otherwise need to wait for someone to leave the company - perhaps reconsider this policy.
412,Skill set needs to include interpersonal skills more than what they ask during hire
413,I do not seem to have anything worthwhile
414,"- Moody's is a very difficult place to be if you are a minority.
- They are no black people who are above SVP in all of Moody's US.
- The idea of having access to the Moody's international network is an illusion for minorities.
- There is an unwaver"
415,#NAME?
416,The bare knuckle negotiations on comp are tough and you will have to live with that decision.
417,a bit too much pressure
418,Flaws in work culture. Not very employee centric
419,Needs to be more employee-centric
420,A little bit low work process.
421,Politics between different team.u will be treated good when you are in need otherwise they will not bother about you
422,Be more transparent about new projects
423,"Work can be overwhelming given the salaries offered
Much effort spent on low-value activities to meet internal procedures and compliances
Salary/Bonus scheme provide less incentive for high performance
Turnover has been moderate"
424,"Reduce the amount of low-value activities
Improve compensation scheme"
425,"compensation
ability to be promoted
technology is not good"
426,salary is not upto the mark. the annual raises are not quite good.
427,No real cons to working here
428,None
429,"Must know how-to socialize
Decisions are made at the top"
430,"Low pay, cafeteria food is just ok"
431,Increase salary to keep talents here
432,"Warning: working on the ratings side of the business is different from the rest of Moody's. Those preparing the ratings have to deal with a higher pressure environment when you factor in the unpredictability of your workload (transactions pop up out of nowhere), compliance breathing down your neck (they monitor everything you do), communicating externally with investors and issuers (they hate you when you downgrade... them, sorry?), constantly dealing with IT issues, and the never ending revolver door of people leaving for higher paying jobs at banks.  The turnover rate for associate analysts in 2014 was especially high (40%) for a good reason.  People with ambition who can do this job well are in high demand at banks for much higher compensation.  If you're doing this to just work 2 years and then jump to a bank, then it might make sense, otherwise just go straight to the banks if you can. 

People will be frustrated by the lack of raises (less than 2% per year!)."
433,"Only the stock price matters (only VP and above are granted equity).  The turnover issue will never go away, and those who stay have to pick up the slack (I've had to cover for three senior analysts while waiting for replacement hires!).  This is quite common on most teams. I expect ratings quality/timeliness to decline as a result.  S&P and Fitch are already closing the gap and even surpassing us in some areas... according to management."
434,COMPANY LAY OFF LONG TIME EMPLOYEE MASSIVELY FOR SEVERAL YEARS
435,"Disorganized, and highly inefficient with too many meetings"
436,"Horrible IT support, overall conservative environment means new initiatives take a long time to get off the ground"
437,"Comp is low, even after adjusting for work / life balance; hourglass structure limits advancement for seasoned junior employees"
438,"Technology Senior Management is non existent. There was no good leader who can make the right   decision and lead by example. At the time I was there Geoff Fite who was CTO of San Franicsco branch showed no leadership and basic knowledge of Silicon Valley latest technologies. His lack of leadership and management style was root cause of my decision to quit this place. I would never recommend anybody even consider... this place . Don't read reviews full of joy etc, most of them are done by junior people who have not seen better places in their work experience."
439,San Francisco based Senior Technology Management starting with CTO and all Directors should be fired and the new fresh blood should come in and turn this place around.
440,The promotion track is very slow.  The difference between positions is very minimal. Once you hit a certain point you won't be doing many different things.  The bonus is very low even in a good year
441,Please consider bonus allocations a bit more.  Some depts work many more hours and don't receive larger bonuses.  Thanks!
442,Regulatory and compliance requirements can be tedious. There are constant requirements on training while some can be cumbersome. Management is tight on cost control
443,"if you want to move to next level position, you will have whole interview process internally."
444,Give more promotion opportunities to internal employees.
445,"- Moody's has grown rapidly in the last 5-10 years (organic + acquisitions) and is playing catch-up now they can no longer operate like a small business.  Decision making is still pretty centralised though, which can slow things down.
- Being a US compa"
446,- Remember EMEA and APAC are complex regions and devolve some decision making to individual MD's.
447,"technology, slow growth rate, worklife balance"
448,"It is a good place to learn and gain experience. However, they have some areas of improvement in terms of the recruiting process, work/life balance and not enough benefits in comparison to the rest of the global companies in the industry."
449,"The worst recruiting process ever!
I went thru a lot of interviews. Their offer came 5 months after the first interview. 
They do not provide regular updates during the recruiting process. They are not 100% transparent because the keep changing the information provided to the candidates regarding the role and responsibilities. They make offerings during the recruiting process that they will not be able to give, or... that they are not 100% sure because it is the client’s call."
450,Some people are not good but would not get fired
451,Some people can get stuck without a promotion or raise for years; people tend to get very silo'd in what they're doing
452,"Plenty of people had warned me about Moodys, but I didn't realize it would be that bad.  The company was well known as a bottom feeder for technology for decades before things came to a head with their debacle helping cause the 2008 financial crisis.  They have since tried to bring their IT up to basic standards but have been using the same incompetent middle managers that got them in the mess in the first place,... with predictable disastrous results.  They churn through consultants and flog those that are visa slaves to death.  I've witnessed a consultant having their ID removed and on investigating finding out they were being let go on the same day.  Professional courtesy doesn't not extend to how consultants are treated.
Terrible unprofessional management
Treat consultants like garbage
Don't understand modern day IT standards or technology"
453,Perform a full audit with everyone working there including consultants and remove abusive incompetent middle management
454,no employee  work life balance
455,improve employee engagement
456,"Understaffed, heavy work load, limited opportunity to promote"
457,heavily regulated and large amount of administrative tasks
458,"At its worst, your manager will wash their hands of you while you are drowned by compliance demands that cannot be filled due to insufficient technology.

Clearly you will not get promoted that quickly at an agency unless you are lucky and your seniors leave for other positions externally. When this happens it can mean that the worst analysts end up acting as bottlenecks in the company, though not always, as often... they are found out and are moved to a non analytic position. 

Compliance seem to go out of their way to be slow and unhelpful when needed to give an opinion, but very quick to decide an infringement has been made, their culture is not helpful to the organisation and, in the end, counter productive."
459,"Still some strains of the them and us culture between management and non-management. Management need to take more time to understand the implications of regulations and how difficult they can be to manage along with analytic work, especially given the very visible limitations in technology. It is frustrating when when management criticise their reports when there is very little support or badly designed support  for... analysts to help them comply with hundreds of new rules they need to consider."
460,Business heavily driven by compliance
461,"The pay is pretty meager. You won't starve, but you will look at your paycheck occasionally and think about making a move elsewhere."
462,"Low salary, Low salary, Low salary"
463,Operates in a semi-competitive industry which tends to slow decision making. Under performers are not managed swiftly which leads to a generally less intense work environment.
464,Speed up decision making; make mistakes more quickly and recover. Every decision can't be perfect - so don't try for perfection when it doesn't exist.
465,Senior management have too many responsibilities and often are too removed from the specifics of particular business problems. Difficult to get promoted on merits alone - department quotas have precedence. New hires are brought in at higher job titles than experienced existing employees with similar experience.
466,Look for ways to retain skilled employees - lots of smart people leave over slow pace of promotion and slim salary increases.
467,"1. Huge amount of administrative work.
2. Decisions by senior management often seems detached from the experiences of the workers.
3. Promotion criteria mysterious."
468,More feedback from workers when implementing processes and when making promotions. Streamline middle office processes to remove duplicate work and reduce administrative burden.
469,"1. Information Systems: Work/Life is non-existent.
2. HR department is untrustworthy.
3. Software and Hardware is under-par with other financial companies."
470,"Moody's strenght has always been from its #1 asset, dedicated employees. Your current management team (especially IT management) lacks that core value. The amount of deliverables committed to business management does not match the current staffing levels. This has resulted in unsatisfied customers and burnt-out staff. I hope this improves for the current and future employees."
471,we only work a 35 hour week opposed to a 40 hour week
472,Lack of organization among different organizations.
473,Invest in IT so the company is in line.
474,Not many new things could learn
475,Horrible management. Extremely political. No room for growth.
476,Train managers on what they expect from thier employees and give them clear direction.
477,Promotion criteria is not always objective
478,"HR is a nightmare!  The turnover is unbelievable due to toxic leadership and some truly frightening characters.  The entire department is a risk for the company and no one cares to fix it, ironic given Moody's business model.  So many great people leave because of abusive managers, who are then rewarded with VP, SVP titles and complimentary coaching.  Very unfortunate."
479,"If you see 100% turnover it's time to walk the manager to the door.  If you let it happen twice, consider yourself lucky that you don't have a class-action lawsuit, yet.  It’s a great company, help it by reacting to what you see and hear.  It's load and clear."
480,The company is not good with Work Flexibility
481,Don't have much to say.
482,Progression as an associate analyst can be slow.
483,"Annual merit increases (annual pay-rises) are typically steady but fairly modest even when the company performs well. In my experience, the increase rates don't differ very significantly whether you are top performer or your contribution is average. Opportunities for internal mobility (functional / geographic) are limited in Shared Services."
484,Compensation lower than banks leading to high turnover when banks going on a hiring spree to build their teams. due to increasing rules and regs there is a growing administrative and compliance component that can be tedious.
485,Management is relatively transparent and communicative. They should continue to invest in the education and training of their employees.
486,Upper management is the worst.
487,Giant amount of bureaucracy. Project manager on top of a project manager.
488,corporate stucture and pay. seems like raises are only given on length of time and not necessarily on merit
489,As in any corporation there is the battle between legacy and risk taking. Certain groups are more forward thinking. Others can be a pain to work with.
490,Continue to develop talent.
491,"- Hard to switch to investment banking in early years 
- Pay is low on a relative basis"
492,#NAME?
493,"GMO is looked down upon by Analysts, and basically everyone outside of the 15th floor.

If you're thinking about moving up, Management and the other teams usually hire outside because of the poor connotation that the GMO and it's members have (So have a backup plan once you have been here a year)

Management will NOT take care of you nor stand up for you when other higher-ups ask about their employees. They will... make sure they cover their butts before yours. 

Some teams to 'cut back' from having to give out overtime by making people work 10 am-6 pm shifts. On other teams have it completely shifted in 11 am-7 pm days the best word i heard from management was 'Isn't 11-7 great?! You get to sleep in!'. Again, management = oblivious

Nepotism runs deep, and politics are how people move around here. It's ridiculous how some people move up quick just because the MD prefers some to others."
494,"Hire better managers (people that know what they're doing, aren't oblivious, and that actually are okay with their employees moving up)."
495,A lot of different branches within organization that don't have much contact with each other.
496,More integration between teams.
497,Quality of work is poor
498,Be more human.
499,Difficult to grow. Learn everything within 7 months. GMO has a negative stigma. Does not pay well
500,There is a negative view from public and sometimes the work is dull and boring.
501,Salary isn't on par with an investment bank
502,"More transparency around budgeting, salary bands, clarity for promotion process"
503,"Titles are not in sync with the rest of the financial industry and can be misleading.  You really have to earn your stripes here to get an officer title.   For e.g. an Assistant Vice President here is considered a very senior position, equivalent to a director or vice president outside of the organization.    While other financial banks sort of give away officer titles (a dime a dozen in some banks) it is based on... performance, accomplishments, seniority and other metrics at Moody's.  Every metric is ranked by the book!

Moody's Analytics goes by different titles all together.  An Associate Director to Director is the range of an Assistant Vice President at Moody's Investor Services division.   Someone on the outside looking an can easily misinterpret the seniority of an individual, which is why its important to read between the lines of the functions and responsibilities involved
. 
Ratio of plan vs. execute is a bit off in terms of strategy (not enough leadership and resources on execution).  Behind the curve on technological development."
504,"Less employees focus, don't make efforts to retain staff."
505,IT Management does not do a good job adding staff as the firm grows and this causes some folks to over work and lack work/life balance.  The culture is becoming more like a bank.
506,Take the BES survey results to heart and structure improvements accordingly.
507,limited potential growth; career mobility is low
508,promote career development opportunity
509,I was let go when he left for no apparent reason
510,It is a revolving door there. Stop treating people so poorly and talk a long look at your Csuite who aren't good with people
511,I did not come across any cons.
512,"-Toxic environment (in some groups) with everyone looking out for themselves and trying to look good to their superiors
-Many people in CYA mode all the time
-Heavy work load
-Long hours
-Way too much process and overhead for the release schedule "
513,Wake up - people are burning out in IT!
514,#NAME?
515,"Absolute and total incompetent management.  Couldn't run a project or a program if they tried.  IT thinks they are God, yet for a totally second and third rate IT organization I cannot understand why."
516,"Instead of focusing on trivial no sense, take a hard look at your middle and upper management and clean house."
517,"A credit rating agency is not an investment bank, so don't expect to be paid like an investment banker, or work extra hours like a banker.  That's the trade-off.

Many analysts have their own offices - because many conversations with issuers discuss non-public information - which leads to a less-personal environment."
518,Advice to junior people who aren't AA's that are an FDA or in the middle office: consider an MBA and/or a designation like CFA if you want to take the next serious step toward credit analysis.
519,"Long hours, significant amount of manual/tedious/admin work regardless of position."
520,Focus on proper training as well as improvement of processes and tasks that unnecessarily add up to daily work.
521,"Salary-  the salary in many positions just aren't competitive enough relative to the market.
Internal mobility - people stay awhile at Moody's which makes it tough for younger employees to move up quickly within the firm"
522,"Work on mobility issues that employees stress every year. there have been many new initiatives to improve mobility so i hope in the long term , it does change."
523,"Transactional work
Some accounts are too demanding
Salaries dont scale properly
Cheap for somethings"
524,"Make you jump through hoops to get promoted, regulation sometimes makes the paperwork more important than the analysis"
525,Not as prestigious as  banking.
526,Wonderful!
527,"Everyday at Moody's I was told, ""not here"", ""we don't do that here,"" in response to every idea I had."
528,"Moody's - a great example of how HR should NOT function. Never let your professionally, creative people go...they thrive elsewhere."
529,"Lack of upward mobility, low salaries"
530,"I would like to reiterate then post by another HR employee on July 31, 2015.   Beware!!!   The HR organization is a dysfunctional nightmare!  “Leadership” is a laughing stock and the organization is toxic and disorganized.   Getting ahead is impossible - no matter how hard you work.  There are quite obviously “golden children” who have been assigned to high ranking positions in the recent HR restructure (merit??). ... Many of these individuals have been imported, at presumably great expense, to take the place of hard working Americans with experience, years of recognition and merit.  At the same time, the costs associated with these employees appears to have drained the budget - in so much as there is nothing left to incentivize most workers or improve/ upgrade their conditions.  You can make WAY more elsewhere with a more respectable and skilled Management team and incentive program."
531,“Low morale plus low loyalty equals high turnover. That can hobble a company.”  I hope you start to listen!
532,compensation and general growth limitations
533,"The finance / accounting department needs serious reforms. There are massive issues there and I don't recommend any one, especially ambitious to work in this department. 

This place is stable but given the size and this stability, a lot of slackers."
534,Limited opportunities for growth and management are not open to changing.
535,Stay close and listen to your employees.
536,"Pace of work can be fast and furious at times, because of the limited number of analyst jobs in the Toronto office you might have to move to another country to move up, or ultimately change companies"
537,"The products produced by this firm are not flashy, but have a significant impact in the financial markets. If you need to tell your friends about your role on the creation of the next iSomething, this is not the place for you."
538,Keep the firm on the right track and remind employees that they are working for a very successful company. Provide more attention to the best performing staff.
539,"Mundane work, very stubborn management and personnel. Very little room for career progression.  A lot of regulatory administrative tasks. Not a good place for someone who is intellectually curious and trying to make a name for themselves."
540,Stop being stubborn and stuck to the status quo. Take chances and cultivate your employees skill sets.
541,"Long Hours, Better Salaries for experienced hiring"
542,No Advice
543,Big company little potato. not so many advise to get through
544,better management with support on staff
545,Compensation level and performance evaluation system is below average
546,Review compensation system
547,The company is slow to promote internally and has been experiencing increased turnover as the job market has strengthened.  Paid maternity leave is quite short and below average as compared to the industry.
548,Focus on promoting from within to retain quality talent and review parental benefits
549,"High turnover, systems need improvement.  Some managers and executives can be short tempered, conceited, and very arrogant. It all depends on the group you are in."
550,Invest more in employee development
551,Too many unnecessary administrative work
552,Career mobility is not fantastic. Company direction a little iffy recently and mentorship is non existent. Definitely a flight of talent unless the employee wants to stay there forever.
553,"Get a stronger sense of what's happening below you. Global directives are not very informed about the work on-the-ground. Seek quality, not quantity."
554,"Insufficient support to employee including Training, benefits"
555,"Compensation is significantly below industry averages and not commensurate with responsibility, visibility, work load. Not a meritocracy - promotions and promotion criteria are often arbitrary and based on politics and non credit-related contributions"
556,"Career progression is slow and salary, albeit increasing, is still under mkt avg"
557,They are constantly growing which means there is always more to do than there is time to complete in a year.
558,"Hire more admin support for the teams.  Continue to promote diversity.  Continue to hire smart, nice people that want to work hard and have fun."
559,"Hard to forget that they messed up in 2008, so management had serious failings back then, which may not have gone away. Pay isn't high and so there can be a big brain-drain issue."
560,Consider adjusting the business model to mitigate conflicts of interest.
561,"Management does not know how to retain young talent. They do not value the opinion of junior associates enough. Very, very bureaucratic place and practices."
562,Learn how to retain talent.
563,Career progression is sometimes hard to find. Promotions system is not very consistent among different teams doing the same role.
564,"It would be great if you could improve the system of the AAs, for example a pool system would make the work much more efficient"
565,work load is very demanding often times requiring to work outside traditional work hours. Not much area of support.
566,Not sure what to say. It is very much a person- job fit driven organization. If as an individual you do not see yourself working with high level professional individuals in an intense corporate environment then it is not for you. management cant help with that.
567,Local office culture can be hazard
568,Work on strategy to keep people stay with the firm
569,"interview process too long
recruiters don't answer emails"
570,"Is not good for IT professional to stay. The CIO treat them as commodity. When the project is done, it is the time you to go. outsource will replace you then"
571,"Slow career progression
non meritocratic
Poor IT infrastructure"
572,introduce less bureaucratic promotion system - base promotions on performance and not time since previous promotion
573,Not good if you are looking for a long-term place to work/career.
574,"Stop saying ""we've done it this way for years - why should we change now?"""
575,"Low progression internally
Salaries not very competitive compared to banks which limits attaractiveness of the job over the long term"
576,"Enhance promotion process 
Offer competitive salaries notqbly versus to banks to increase attrition rates, notably among junior staff."
577,"Not many cons! Very good atmosphere, decent pay. The culture is relatively laid back, but the experience is very worth while. Would definitely Recommend"
578,Not much to say to the management. The managers I have dealt with have been very knowledgeable and helpful
